"","gene","module_n","module_color"
"3028","G34899",2,"blue"
"3029","G34900",1,"turquoise"
"3030","G34911",2,"blue"
"3031","PDHA1_containing",1,"turquoise"
"3032","CS_like",1,"turquoise"
"3033","G34922",2,"blue"
"3034","G34924",4,"yellow"
"3035","G34932",1,"turquoise"
"3036","G34945",1,"turquoise"
"3037","G34954",0,"grey"
"3038","G34956",11,"greenyellow"
"3039","G34957",4,"yellow"
"3040","SLC35G2_containing_G34970",16,"lightcyan"
"3041","G34984",2,"blue"
"3042","ARMC8_like",1,"turquoise"
"3043","G34990",14,"cyan"
"3044","G35014",2,"blue"
"3045","PTCHD1_like",5,"green"
"3046","SLC25A36_like",25,"orange"
"3047","CLSTN2_containing",9,"magenta"
"3048","G35027",1,"turquoise"
"3049","G35033",4,"yellow"
"3050","G35037",4,"yellow"
"3051","G35042",2,"blue"
"3052","G35044",5,"green"
"3053","G35046",8,"pink"
"3054","G35049",2,"blue"
"3055","G3505",4,"yellow"
"3056","TERF1_like",2,"blue"
"3057","G35060",4,"yellow"
"3058","TRPC1",4,"yellow"
"3059","G35068",2,"blue"
"3060","G35070",2,"blue"
"3061","G35071",2,"blue"
"3062","G35074",5,"green"
"3063","PDK3_like",10,"purple"
"3064","G35082",13,"salmon"
"3065","G35083",17,"grey60"
"3066","G35091",37,"skyblue3"
"3067","G35094",2,"blue"
"3068","ZIC1",7,"black"
"3069","G35146",1,"turquoise"
"3070","G35162",3,"brown"
"3071","NORAD_containing",1,"turquoise"
"3072","G35166",2,"blue"
"3073","G3517",2,"blue"
"3074","G35171",2,"blue"
"3075","G35172",5,"green"
"3076","G35173",2,"blue"
"3077","G35174",2,"blue"
"3078","G35175",21,"darkred"
"3079","BCL2L1_G35189",0,"grey"
"3080","G352",33,"darkolivegreen"
"3081","G35201",4,"yellow"
"3082","G35202",0,"grey"
"3083","SERP1",2,"blue"
"3084","PHKA2_like",10,"purple"
"3085","G35221",1,"turquoise"
"3086","PFN2_containing",1,"turquoise"
"3087","G35229",4,"yellow"
"3088","FTH1_like",1,"turquoise"
"3089","KPNA4_containing",2,"blue"
"3090","G35244",8,"pink"
"3091","PCNP_like_G35246",1,"turquoise"
"3092","G35250",1,"turquoise"
"3093","G35251",2,"blue"
"3094","G35252",18,"lightgreen"
"3095","MED12L_containing",2,"blue"
"3096","G35268",1,"turquoise"
"3097","G35279",10,"purple"
"3098","G35280",1,"turquoise"
"3099","G35295",1,"turquoise"
"3100","G35297",18,"lightgreen"
"3101","G35301",1,"turquoise"
"3102","PRKCI",7,"black"
"3103","G35309",1,"turquoise"
"3104","PHC3_containing",33,"darkolivegreen"
"3105","NLGN1_containing",5,"green"
"3106","NLGN1_G35345",5,"green"
"3107","LZIC_containing",0,"grey"
"3108","TBL1XR1",2,"blue"
"3109","GNB4",1,"turquoise"
"3110","SOX2-OT_G35388",8,"pink"
"3111","FXR1_containing",2,"blue"
"3112","G35392",4,"yellow"
"3113","G35393",4,"yellow"
"3114","G35394",4,"yellow"
"3115","G35396",4,"yellow"
"3116","G35398",10,"purple"
"3117","G35402",4,"yellow"
"3118","G35404",2,"blue"
"3119","G35407",10,"purple"
"3120","G35412",19,"lightyellow"
"3121","SPIRE2_G35422",32,"violet"
"3122","G35434",27,"white"
"3123","G3545",4,"yellow"
"3124","G35463",8,"pink"
"3125","G35473",2,"blue"
"3126","G35482",0,"grey"
"3127","G35484",3,"brown"
"3128","G35501",1,"turquoise"
"3129","HSF2",4,"yellow"
"3130","G35514",41,"lightsteelblue1"
"3131","CAMK2N2",9,"magenta"
"3132","G35544",27,"white"
"3133","G35545",27,"white"
"3134","G35547",27,"white"
"3135","G35549",27,"white"
"3136","G35560",16,"lightcyan"
"3137","G35564",0,"grey"
"3138","G35565",16,"lightcyan"
"3139","G35568",2,"blue"
"3140","G3557",1,"turquoise"
"3141","G35570",16,"lightcyan"
"3142","G356",1,"turquoise"
"3143","G35600",1,"turquoise"
"3144","G35603",6,"red"
"3145","G35608",2,"blue"
"3146","G35613",2,"blue"
"3147","G35614",0,"grey"
"3148","G35618",0,"grey"
"3149","UBXN7_containing",3,"brown"
"3150","G35621",3,"brown"
"3151","G35624",1,"turquoise"
"3152","HCG11_G35634",5,"green"
"3153","OSBPL11",2,"blue"
"3154","G35662",2,"blue"
"3155","LINC02035_containing",2,"blue"
"3156","G35675",5,"green"
"3157","G35676",4,"yellow"
"3158","G35682",2,"blue"
"3159","KPNA1_containing",2,"blue"
"3160","G35697",1,"turquoise"
"3161","RABL3_containing",1,"turquoise"
"3162","G35723",1,"turquoise"
"3163","G35729",24,"darkgrey"
"3164","LRRC58_containing",8,"pink"
"3165","G35732",20,"royalblue"
"3166","KALRN_containing",2,"blue"
"3167","G35737",1,"turquoise"
"3168","G35750",4,"yellow"
"3169","LSAMP_containing",4,"yellow"
"3170","ZBTB20",2,"blue"
"3171","NAA50_G35781",2,"blue"
"3172","G35782",27,"white"
"3173","G35784",1,"turquoise"
"3174","G3579",5,"green"
"3175","G3580",2,"blue"
"3176","G35812",1,"turquoise"
"3177","G35813",2,"blue"
"3178","NECTIN3",2,"blue"
"3179","G35827",2,"blue"
"3180","G35856",2,"blue"
"3181","G35858",1,"turquoise"
"3182","G35859",2,"blue"
"3183","G35863",3,"brown"
"3184","G35881",0,"grey"
"3185","G35882",2,"blue"
"3186","G35883",2,"blue"
"3187","HSD17B4_like",31,"paleturquoise"
"3188","G35887",6,"red"
"3189","G35896",4,"yellow"
"3190","TOMM70_containing",6,"red"
"3191","G3591",1,"turquoise"
"3192","G35911",0,"grey"
"3193","G35928",2,"blue"
"3194","G35935",2,"blue"
"3195","ZNF208_like_G35972",5,"green"
"3196","G35975",2,"blue"
"3197","G35976",5,"green"
"3198","EPHA6_containing",4,"yellow"
"3199","G36000",14,"cyan"
"3200","BTN1A1_containing",2,"blue"
"3201","G36023",2,"blue"
"3202","G36026",28,"skyblue"
"3203","G36065",2,"blue"
"3204","G36067",1,"turquoise"
"3205","G36069",2,"blue"
"3206","G36072",1,"turquoise"
"3207","G36076",2,"blue"
"3208","TDP2_like",3,"brown"
"3209","G36088",37,"skyblue3"
"3210","G36092",39,"orangered4"
"3211","G36117",2,"blue"
"3212","SOX4_like",2,"blue"
"3213","G36129",1,"turquoise"
"3214","G36130",17,"grey60"
"3215","G36140",1,"turquoise"
"3216","G36142",2,"blue"
"3217","CAPZA1_G36144",0,"grey"
"3218","ID4",1,"turquoise"
"3219","G36159",1,"turquoise"
"3220","G36171",5,"green"
"3221","G36203",2,"blue"
"3222","G36215",1,"turquoise"
"3223","TMEM170B_containing",2,"blue"
"3224","G36233",1,"turquoise"
"3225","YWHAQ_G36248",33,"darkolivegreen"
"3226","G36266",2,"blue"
"3227","G36270",18,"lightgreen"
"3228","BLOC1S5_like",2,"blue"
"3229","G36277",3,"brown"
"3230","G36306",16,"lightcyan"
"3231","NRN1_G36314",5,"green"
"3232","G36321",1,"turquoise"
"3233","G3633",2,"blue"
"3234","G36338",1,"turquoise"
"3235","G36351",5,"green"
"3236","G36352",14,"cyan"
"3237","KCNQ1OT1_containing",5,"green"
"3238","G36363",4,"yellow"
"3239","G36368",4,"yellow"
"3240","G36374",5,"green"
"3241","FOXC1",12,"tan"
"3242","G36408",18,"lightgreen"
"3243","G36421",2,"blue"
"3244","G36428",1,"turquoise"
"3245","G36440",1,"turquoise"
"3246","G3645",1,"turquoise"
"3247","G36457",33,"darkolivegreen"
"3248","G36466",19,"lightyellow"
"3249","G36475",3,"brown"
"3250","G36483",1,"turquoise"
"3251","G36486",4,"yellow"
"3252","NORAD_G36492",4,"yellow"
"3253","G36498",2,"blue"
"3254","VHL_like_G36500",1,"turquoise"
"3255","HCG11_G36502",4,"yellow"
"3256","G36503",14,"cyan"
"3257","G36514",1,"turquoise"
"3258","G36517",2,"blue"
"3259","G36519",32,"violet"
"3260","HLA-A_containing_G36520",32,"violet"
"3261","G36522",1,"turquoise"
"3262","HLA-H_containing_G36524",0,"grey"
"3263","G36545",1,"turquoise"
"3264","G36554",2,"blue"
"3265","G36559",14,"cyan"
"3266","G36588",5,"green"
"3267","G36595",1,"turquoise"
"3268","G36611",7,"black"
"3269","G36622",14,"cyan"
"3270","SLC9A7_containing",1,"turquoise"
"3271","G36630",1,"turquoise"
"3272","ZNF81_containing",2,"blue"
"3273","G36732",4,"yellow"
"3274","G3674",5,"green"
"3275","UBE3C_like",20,"royalblue"
"3276","G36794",2,"blue"
"3277","G36803",2,"blue"
"3278","ANKS1A_containing",22,"darkgreen"
"3279","G36868",1,"turquoise"
"3280","GLP1R_containing",11,"greenyellow"
"3281","G36912",36,"yellowgreen"
"3282","G36913",1,"turquoise"
"3283","G36919",25,"orange"
"3284","NFYA_like_G36929",2,"blue"
"3285","OTUD5_containing",1,"turquoise"
"3286","G36948",8,"pink"
"3287","G36953",3,"brown"
"3288","G36965",3,"brown"
"3289","G36972",5,"green"
"3290","TRERF1",5,"green"
"3291","G37004",2,"blue"
"3292","USP49_containing",2,"blue"
"3293","G37018",1,"turquoise"
"3294","G37030",4,"yellow"
"3295","G3704",1,"turquoise"
"3296","G37045",17,"grey60"
"3297","G37046",21,"darkred"
"3298","DGKE_containing",2,"blue"
"3299","G37065",2,"blue"
"3300","G37067",2,"blue"
"3301","SLC35A2_like",3,"brown"
"3302","TDRD6",2,"blue"
"3303","G37082",4,"yellow"
"3304","PTCHD4_containing",2,"blue"
"3305","G37124",8,"pink"
"3306","G37140",1,"turquoise"
"3307","G37171",1,"turquoise"
"3308","G37174",1,"turquoise"
"3309","G37183",1,"turquoise"
"3310","G37191",4,"yellow"
"3311","HSPD1_like",6,"red"
"3312","G37195",0,"grey"
"3313","G37206",1,"turquoise"
"3314","G37207",5,"green"
"3315","G37209",4,"yellow"
"3316","PPP1R3F_containing",2,"blue"
"3317","DGKK_like",43,"ivory"
"3318","G37222",1,"turquoise"
"3319","G37226",1,"turquoise"
"3320","MIR30C2_containing",2,"blue"
"3321","G37231",1,"turquoise"
"3322","BZW1_G37237",11,"greenyellow"
"3323","CD109",1,"turquoise"
"3324","G37262",11,"greenyellow"
"3325","G37263",10,"purple"
"3326","G37265",8,"pink"
"3327","G37271",9,"magenta"
"3328","G37273",4,"yellow"
"3329","SENP6_containing",2,"blue"
"3330","G37282",2,"blue"
"3331","G37286",2,"blue"
"3332","G37294",2,"blue"
"3333","NPM1_G37307",1,"turquoise"
"3334","G37310",5,"green"
"3335","CYB5R4_containing",2,"blue"
"3336","G37336",5,"green"
"3337","G37349",10,"purple"
"3338","IAH1_like",3,"brown"
"3339","G37367",5,"green"
"3340","G37369",3,"brown"
"3341","G37376",2,"blue"
"3342","G37377",2,"blue"
"3343","G37391",4,"yellow"
"3344","FUT9_containing",5,"green"
"3345","G37399",6,"red"
"3346","G37410",1,"turquoise"
"3347","G37426",5,"green"
"3348","G3743",37,"skyblue3"
"3349","G37431",18,"lightgreen"
"3350","G37432",2,"blue"
"3351","CENPVL3_like",3,"brown"
"3352","G37440",16,"lightcyan"
"3353","G37445",4,"yellow"
"3354","G37446",4,"yellow"
"3355","SHROOM4_containing",1,"turquoise"
"3356","G37450",0,"grey"
"3357","G37467",2,"blue"
"3358","G37508",2,"blue"
"3359","G37510",0,"grey"
"3360","G37525",3,"brown"
"3361","G37531",1,"turquoise"
"3362","G37540",2,"blue"
"3363","G37557",2,"blue"
"3364","G37558",1,"turquoise"
"3365","TRAF3IP2-AS1_containing",3,"brown"
"3366","G37567",5,"green"
"3367","G3757",21,"darkred"
"3368","NUDT11",2,"blue"
"3369","G37597",8,"pink"
"3370","G37610",4,"yellow"
"3371","G37615",2,"blue"
"3372","G37618",18,"lightgreen"
"3373","G3763",0,"grey"
"3374","G37636",2,"blue"
"3375","G37641",4,"yellow"
"3376","G37642",1,"turquoise"
"3377","NUS1_like_G37652",0,"grey"
"3378","G37655",2,"blue"
"3379","G3766",2,"blue"
"3380","TBC1D32_containing",4,"yellow"
"3381","G37692",4,"yellow"
"3382","G37703",1,"turquoise"
"3383","G37704",1,"turquoise"
"3384","G37705",4,"yellow"
"3385","G37709",0,"grey"
"3386","G3771",2,"blue"
"3387","CLVS2_like",2,"blue"
"3388","NKAIN2",1,"turquoise"
"3389","G37723",1,"turquoise"
"3390","G37726",1,"turquoise"
"3391","G37728",2,"blue"
"3392","G37729",18,"lightgreen"
"3393","HEY2",2,"blue"
"3394","G37735",1,"turquoise"
"3395","RNF217_like",2,"blue"
"3396","G37738",37,"skyblue3"
"3397","G37740",2,"blue"
"3398","G3775",18,"lightgreen"
"3399","G37758",8,"pink"
"3400","G37760",2,"blue"
"3401","ARHGAP18_G37782",1,"turquoise"
"3402","ARHGAP18_G37787",1,"turquoise"
"3403","AKAP7",2,"blue"
"3404","G37812",13,"salmon"
"3405","G37821",1,"turquoise"
"3406","G37849",14,"cyan"
"3407","G37851",14,"cyan"
"3408","USP9Y",0,"grey"
"3409","G3786",6,"red"
"3410","G37862",2,"blue"
"3411","XPO1",2,"blue"
"3412","G37868",6,"red"
"3413","ZNF724_like_G37871",30,"steelblue"
"3414","G37875",26,"darkorange"
"3415","G37878",2,"blue"
"3416","G37884",2,"blue"
"3417","ARFGEF3_like",43,"ivory"
"3418","G37913",2,"blue"
"3419","G37914",2,"blue"
"3420","G37927",32,"violet"
"3421","G37941",0,"grey"
"3422","GRM1",9,"magenta"
"3423","G3795",2,"blue"
"3424","GRM1_like_G37950",2,"blue"
"3425","G37964",1,"turquoise"
"3426","STXBP5",1,"turquoise"
"3427","G3797",4,"yellow"
"3428","G37974",5,"green"
"3429","G37985",2,"blue"
"3430","G38009",2,"blue"
"3431","SMIM14_like",1,"turquoise"
"3432","RGS17_like",2,"blue"
"3433","G3803",1,"turquoise"
"3434","G38032",19,"lightyellow"
"3435","OPRM1_containing",2,"blue"
"3436","G38056",10,"purple"
"3437","ARID1B_G38061",4,"yellow"
"3438","ARID1B_G38072",11,"greenyellow"
"3439","G38079",2,"blue"
"3440","G38092",2,"blue"
"3441","G38115",2,"blue"
"3442","G38134",8,"pink"
"3443","G3814",1,"turquoise"
"3444","G38142",5,"green"
"3445","QKI_containing_G38151",8,"pink"
"3446","QKI_containing_G38159",1,"turquoise"
"3447","G38161",36,"yellowgreen"
"3448","USP51",2,"blue"
"3449","G38184",5,"green"
"3450","PRR18_containing",8,"pink"
"3451","G38196",1,"turquoise"
"3452","G38197",1,"turquoise"
"3453","G38199",1,"turquoise"
"3454","G38210",18,"lightgreen"
"3455","G38229",20,"royalblue"
"3456","G38237",2,"blue"
"3457","G38243",0,"grey"
"3458","G38247",10,"purple"
"3459","G38248",10,"purple"
"3460","G38250",1,"turquoise"
"3461","G38256",41,"lightsteelblue1"
"3462","G38266",3,"brown"
"3463","G38267",5,"green"
"3464","KLF8",1,"turquoise"
"3465","CCDC71L",2,"blue"
"3466","RSL24D1_G38276",3,"brown"
"3467","G38283",8,"pink"
"3468","G38284",18,"lightgreen"
"3469","FAM120A_G38286",3,"brown"
"3470","ZNF844_containing_G38289",0,"grey"
"3471","G38299",4,"yellow"
"3472","PHYH_G38314",1,"turquoise"
"3473","G38329",3,"brown"
"3474","G38337",24,"darkgrey"
"3475","G38345",14,"cyan"
"3476","G38357",1,"turquoise"
"3477","G38369",5,"green"
"3478","G38370",1,"turquoise"
"3479","G38371",2,"blue"
"3480","G38373",1,"turquoise"
"3481","G38377",2,"blue"
"3482","G38387",21,"darkred"
"3483","G3841",1,"turquoise"
"3484","G38410",33,"darkolivegreen"
"3485","G38411",0,"grey"
"3486","WAC_containing",2,"blue"
"3487","G3842",1,"turquoise"
"3488","G38446",21,"darkred"
"3489","ZEB1",5,"green"
"3490","G38470",4,"yellow"
"3491","G38478",9,"magenta"
"3492","G38490",13,"salmon"
"3493","G38491",14,"cyan"
"3494","G38495",14,"cyan"
"3495","FLRT2_containing",1,"turquoise"
"3496","G3850",1,"turquoise"
"3497","ZXDB",1,"turquoise"
"3498","G38519",5,"green"
"3499","TOMM20_like_G38522",1,"turquoise"
"3500","G38531",5,"green"
"3501","ARL5B_like",2,"blue"
"3502","G38545",1,"turquoise"
"3503","MIR1915HG_containing",2,"blue"
"3504","PLXDC2_like",5,"green"
"3505","G38554",1,"turquoise"
"3506","G38556",1,"turquoise"
"3507","G38586",25,"orange"
"3508","G3859",2,"blue"
"3509","GPR158",10,"purple"
"3510","G3860",2,"blue"
"3511","ACBD5_like",2,"blue"
"3512","CCDC43_containing",13,"salmon"
"3513","G38612",33,"darkolivegreen"
"3514","G38628",13,"salmon"
"3515","G38635",4,"yellow"
"3516","PPP2R5E_like",12,"tan"
"3517","G38643",25,"orange"
"3518","G38659",4,"yellow"
"3519","TRAPPC6B_like",1,"turquoise"
"3520","G38666",2,"blue"
"3521","G38669",0,"grey"
"3522","NET1_G38678",2,"blue"
"3523","G3868",2,"blue"
"3524","G38690",5,"green"
"3525","CELF2",2,"blue"
"3526","G3870",10,"purple"
"3527","KLF6_G38700",22,"darkgreen"
"3528","KLF6_G38704",22,"darkgreen"
"3529","G38709",5,"green"
"3530","ADARB2_containing",36,"yellowgreen"
"3531","G38714",1,"turquoise"
"3532","G38719",1,"turquoise"
"3533","PDGFC_like",0,"grey"
"3534","DIP2C",2,"blue"
"3535","G38725",3,"brown"
"3536","G38749",1,"turquoise"
"3537","ERO1B_containing",2,"blue"
"3538","G38760",2,"blue"
"3539","G38762",9,"magenta"
"3540","G38771",1,"turquoise"
"3541","NEXMIF_like",2,"blue"
"3542","G38800",1,"turquoise"
"3543","G38819",1,"turquoise"
"3544","G38820",3,"brown"
"3545","G38822",40,"mediumpurple3"
"3546","G3883",4,"yellow"
"3547","G38833",2,"blue"
"3548","G3884",1,"turquoise"
"3549","G38841",1,"turquoise"
"3550","G38847",2,"blue"
"3551","G3885",13,"salmon"
"3552","G38856",8,"pink"
"3553","TRIM67_containing",19,"lightyellow"
"3554","G3886",5,"green"
"3555","G38891",1,"turquoise"
"3556","HNRNPU_like",5,"green"
"3557","G38899",2,"blue"
"3558","G38936",1,"turquoise"
"3559","ENAH_containing",0,"grey"
"3560","G38948",2,"blue"
"3561","G38955",4,"yellow"
"3562","G38958",2,"blue"
"3563","G3896",4,"yellow"
"3564","G38978",1,"turquoise"
"3565","SLC30A10_containing",2,"blue"
"3566","RRP15_containing",2,"blue"
"3567","G3901",4,"yellow"
"3568","PROX1",8,"pink"
"3569","G39047",16,"lightcyan"
"3570","G39085",2,"blue"
"3571","SYT14_like",33,"darkolivegreen"
"3572","PLXNA2",10,"purple"
"3573","PLXNA2_like",2,"blue"
"3574","MIR29B2CHG_containing_G39119",2,"blue"
"3575","G3912",2,"blue"
"3576","MIR421_containing",2,"blue"
"3577","ELK4_containing",2,"blue"
"3578","BLACAT1_containing",9,"magenta"
"3579","G39175",2,"blue"
"3580","G39187",35,"sienna3"
"3581","G39188",35,"sienna3"
"3582","NORAD_like_G39191",4,"yellow"
"3583","G39192",1,"turquoise"
"3584","NORAD_G39193",0,"grey"
"3585","G39194",35,"sienna3"
"3586","G3920",0,"grey"
"3587","G39200",1,"turquoise"
"3588","G39236",0,"grey"
"3589","G39237",6,"red"
"3590","G39247",3,"brown"
"3591","G39249",2,"blue"
"3592","G3925",0,"grey"
"3593","SYT2_containing",9,"magenta"
"3594","SYT2_like",9,"magenta"
"3595","G39272",2,"blue"
"3596","ZNF281_like",2,"blue"
"3597","G39306",1,"turquoise"
"3598","G3931",2,"blue"
"3599","G39315",4,"yellow"
"3600","G39319",0,"grey"
"3601","KCNT2_like",4,"yellow"
"3602","G39338",21,"darkred"
"3603","DMRTC1B_containing",16,"lightcyan"
"3604","G3936",2,"blue"
"3605","G39363",1,"turquoise"
"3606","RNF2",2,"blue"
"3607","G39382",2,"blue"
"3608","G39384",0,"grey"
"3609","G39395",2,"blue"
"3610","G39398",1,"turquoise"
"3611","G39399",2,"blue"
"3612","G3940",4,"yellow"
"3613","G39402",22,"darkgreen"
"3614","NUS1_G39432",0,"grey"
"3615","G39436",6,"red"
"3616","XIST_containing_G3944",0,"grey"
"3617","G39441",1,"turquoise"
"3618","NUS1_G39443",1,"turquoise"
"3619","G39471",1,"turquoise"
"3620","ABL2_containing",2,"blue"
"3621","G39497",1,"turquoise"
"3622","NHSL2_containing",0,"grey"
"3623","G39522",15,"midnightblue"
"3624","ZBTB37_like",2,"blue"
"3625","G39534",4,"yellow"
"3626","G39564",4,"yellow"
"3627","CHIC1_like",2,"blue"
"3628","G39576",10,"purple"
"3629","G39589",6,"red"
"3630","G396",44,"floralwhite"
"3631","G39605",1,"turquoise"
"3632","G3961",2,"blue"
"3633","G39619",2,"blue"
"3634","G39638",2,"blue"
"3635","G39639",2,"blue"
"3636","G39655",4,"yellow"
"3637","G39662",1,"turquoise"
"3638","G39664",38,"plum1"
"3639","G39681",1,"turquoise"
"3640","G3969",18,"lightgreen"
"3641","G39726",5,"green"
"3642","G39749",1,"turquoise"
"3643","G39769",35,"sienna3"
"3644","G39774",2,"blue"
"3645","G39779",45,"darkorange2"
"3646","G39808",9,"magenta"
"3647","OPHN1_like_G3983",2,"blue"
"3648","G39843",2,"blue"
"3649","G39849",2,"blue"
"3650","G39852",5,"green"
"3651","G39873",3,"brown"
"3652","G39883",4,"yellow"
"3653","G39894",1,"turquoise"
"3654","G3992",30,"steelblue"
"3655","G39930",0,"grey"
"3656","G39938",0,"grey"
"3657","G39984",1,"turquoise"
"3658","G39994",2,"blue"
"3659","G39995",2,"blue"
"3660","G40000",2,"blue"
"3661","G40008",2,"blue"
"3662","G40018",0,"grey"
"3663","G40024",2,"blue"
"3664","AR",2,"blue"
"3665","G40030",3,"brown"
"3666","G40033",1,"turquoise"
"3667","G4004",21,"darkred"
"3668","G40047",1,"turquoise"
"3669","G40065",2,"blue"
"3670","SHISA9_containing",2,"blue"
"3671","G40089",2,"blue"
"3672","G4010",1,"turquoise"
"3673","G40114",9,"magenta"
"3674","G4012",10,"purple"
"3675","G40123",11,"greenyellow"
"3676","G40124",30,"steelblue"
"3677","ARHGEF9_like",4,"yellow"
"3678","G40169",1,"turquoise"
"3679","G40175",3,"brown"
"3680","GUSBP1_containing",3,"brown"
"3681","G402",44,"floralwhite"
"3682","G40212",10,"purple"
"3683","G40224",3,"brown"
"3684","G40228",0,"grey"
"3685","G40231",1,"turquoise"
"3686","RBBP6_containing",24,"darkgrey"
"3687","USP31_containing",2,"blue"
"3688","RBBP6_like",1,"turquoise"
"3689","G40258",3,"brown"
"3690","G40288",2,"blue"
"3691","AMER1",2,"blue"
"3692","G403",44,"floralwhite"
"3693","G40331",19,"lightyellow"
"3694","G40332",19,"lightyellow"
"3695","G40349",2,"blue"
"3696","G40357",1,"turquoise"
"3697","G40392",0,"grey"
"3698","G404",4,"yellow"
"3699","G40403",14,"cyan"
"3700","G40408",2,"blue"
"3701","G40418",20,"royalblue"
"3702","G40423",2,"blue"
"3703","G4044",3,"brown"
"3704","G40445",1,"turquoise"
"3705","G40454",1,"turquoise"
"3706","G40462",30,"steelblue"
"3707","G40473",5,"green"
"3708","G40479",7,"black"
"3709","G40490",2,"blue"
"3710","G40497",3,"brown"
"3711","G40498",1,"turquoise"
"3712","KCNA1_G405",2,"blue"
"3713","G40514",15,"midnightblue"
"3714","G40515",7,"black"
"3715","G40523",16,"lightcyan"
"3716","AUTS2_containing_G40525",4,"yellow"
"3717","G4053",2,"blue"
"3718","AUTS2_G40536",42,"lightcyan1"
"3719","G40540",1,"turquoise"
"3720","G40555",20,"royalblue"
"3721","G40580",1,"turquoise"
"3722","G40583",2,"blue"
"3723","G40599",1,"turquoise"
"3724","G4061",5,"green"
"3725","G40620",2,"blue"
"3726","G40645",2,"blue"
"3727","G40658",2,"blue"
"3728","G40659",2,"blue"
"3729","G40660",5,"green"
"3730","GTF2I",0,"grey"
"3731","G40691",2,"blue"
"3732","GIGYF1",2,"blue"
"3733","G40698",29,"saddlebrown"
"3734","G4070",2,"blue"
"3735","G40708",1,"turquoise"
"3736","G40709",13,"salmon"
"3737","G40716",5,"green"
"3738","G40753",1,"turquoise"
"3739","G40759",1,"turquoise"
"3740","G40787",16,"lightcyan"
"3741","G4079",11,"greenyellow"
"3742","G408",2,"blue"
"3743","ECE1_like",16,"lightcyan"
"3744","G40828",2,"blue"
"3745","G40831",2,"blue"
"3746","RHOBTB3",2,"blue"
"3747","PDAP1",1,"turquoise"
"3748","G40850",13,"salmon"
"3749","G40852",13,"salmon"
"3750","G40862",15,"midnightblue"
"3751","G40869",0,"grey"
"3752","ZSCAN25_like",3,"brown"
"3753","G40902",1,"turquoise"
"3754","G40930",36,"yellowgreen"
"3755","G40931",2,"blue"
"3756","G40939",2,"blue"
"3757","G40945",28,"skyblue"
"3758","G40955",2,"blue"
"3759","G4096",18,"lightgreen"
"3760","G40961",2,"blue"
"3761","G40962",2,"blue"
"3762","G40963",2,"blue"
"3763","G40964",4,"yellow"
"3764","G40984",1,"turquoise"
"3765","G40994",1,"turquoise"
"3766","ELFN1",5,"green"
"3767","SPCS3_like",2,"blue"
"3768","G41033",44,"floralwhite"
"3769","G41041",28,"skyblue"
"3770","G41047",17,"grey60"
"3771","G41049",17,"grey60"
"3772","SPCS3_containing",1,"turquoise"
"3773","G41064",2,"blue"
"3774","MIA3_containing",16,"lightcyan"
"3775","TCF12_G41097",2,"blue"
"3776","TCF12_G41098",2,"blue"
"3777","G41099",16,"lightcyan"
"3778","G411",1,"turquoise"
"3779","G4113",2,"blue"
"3780","G4123",5,"green"
"3781","G4130",1,"turquoise"
"3782","ZMAT1_containing",4,"yellow"
"3783","TCEAL8",1,"turquoise"
"3784","ARMCX3_containing",1,"turquoise"
"3785","G4151",2,"blue"
"3786","CSTF2_like",2,"blue"
"3787","PCDH19_containing",5,"green"
"3788","G4177",1,"turquoise"
"3789","G4180",17,"grey60"
"3790","G4190",36,"yellowgreen"
"3791","G4193",1,"turquoise"
"3792","G4223",18,"lightgreen"
"3793","PCDH11X_G4233",4,"yellow"
"3794","G4252",7,"black"
"3795","G4260",0,"grey"
"3796","FRMPD3",28,"skyblue"
"3797","G4271",2,"blue"
"3798","MID2_like",1,"turquoise"
"3799","G428",1,"turquoise"
"3800","G4281",3,"brown"
"3801","TMEM164_like",29,"saddlebrown"
"3802","PAK3_like",11,"greenyellow"
"3803","SERTM2_like",13,"salmon"
"3804","G4301",0,"grey"
"3805","DCX_like",1,"turquoise"
"3806","HTR2C",9,"magenta"
"3807","G4312",1,"turquoise"
"3808","G4315",10,"purple"
"3809","LDHB",1,"turquoise"
"3810","G4323",7,"black"
"3811","G4337",2,"blue"
"3812","G4344",9,"magenta"
"3813","G4373",1,"turquoise"
"3814","G4377",1,"turquoise"
"3815","G4378",0,"grey"
"3816","G4390",18,"lightgreen"
"3817","G4393",14,"cyan"
"3818","NEFL",10,"purple"
"3819","MCTS1_containing",4,"yellow"
"3820","G4419",2,"blue"
"3821","ZRANB1",1,"turquoise"
"3822","TMEM106B_containing_G4425",1,"turquoise"
"3823","G4439",8,"pink"
"3824","G4463",2,"blue"
"3825","G4470",2,"blue"
"3826","INTS6L_like_G4481",4,"yellow"
"3827","RTL8A_G4493",7,"black"
"3828","G4494",2,"blue"
"3829","G4500",20,"royalblue"
"3830","G4501",1,"turquoise"
"3831","G4502",1,"turquoise"
"3832","RTL8C_G4513",7,"black"
"3833","G4519",5,"green"
"3834","G4521",25,"orange"
"3835","G4522",25,"orange"
"3836","G4530",2,"blue"
"3837","G4539",18,"lightgreen"
"3838","G4540",22,"darkgreen"
"3839","G4548",1,"turquoise"
"3840","G4554",0,"grey"
"3841","SLITRK4_like",5,"green"
"3842","SLITRK4",5,"green"
"3843","G4570",37,"skyblue3"
"3844","VMA21_containing",2,"blue"
"3845","G4582",2,"blue"
"3846","G4605",7,"black"
