"","gene","r","module_color","module_n"
"9483","Cdc14b",0.67682279793387,"lightcyan",16
"9484","Znf782",-0.0182641744843044,"grey",0
"9485","Ctsv",0.598211711903478,"turquoise",1
"9486","ZNF717_containing_gene4682",0.621710754548973,"blue",2
"9487","Mfsd14b",0.652779638727538,"blue",2
"9488","Znf484",0.0788033288633887,"grey",0
"9489","Iars",0.841459672531108,"black",7
"9490","Nol8",0.523213676105954,"pink",8
"9491","Ogn",0.782098444363819,"darkorange",26
"9492","Ecm2",0.645762335372934,"red",6
"9493","Ippk",0.609089983180553,"turquoise",1
"9494","Bicd2",0.676196156099594,"blue",2
"9495","Phf20l1",0.706027587553763,"blue",2
"9496","Card19",0.74467822682435,"turquoise",1
"9497","Ninj1",0.845634323363192,"turquoise",1
"9498","Wnk2",0.802233406288478,"darkgrey",24
"9499","FAM120A_gene4703",0.524955463122021,"black",7
"9500","Phf2",0.676944638053924,"royalblue",20
"9501","Znf618",0.715932316326339,"blue",2
