"","gene","module"
"Kifap3","Kifap3",1
"Scyl3","Scyl3",1
"Slc52a2","Slc52a2",2
"CUNH1orf112","CUNH1orf112",3
"Mettl18","Mettl18",3
"F5","F5",0
"Slc19a2","Slc19a2",1
"Ccdc181","Ccdc181",1
"Blzf1","Blzf1",1
"Nme7","Nme7",1
"Fbxl6","Fbxl6",1
"Atp1b1","Atp1b1",4
"Dpt","Dpt",3
"Tbx19","Tbx19",1
"Sft2d2","Sft2d2",2
"Tiprl","Tiprl",5
"Gpr161","Gpr161",0
"Dcaf6","Dcaf6",5
"Mpc2","Mpc2",2
"Adcy10","Adcy10",2
"Mpzl1","Mpzl1",0
"Rcsd1","Rcsd1",2
"Creg1","Creg1",2
"Pou2f1","Pou2f1",2
"LOC110597710","LOC110597710",2
"Ildr2","Ildr2",0
"Tada1","Tada1",3
"Pogk","Pogk",6
"Fam78b","Fam78b",2
"Uck2","Uck2",1
"Scrt1","Scrt1",1
"Tmco1","Tmco1",2
"Aldh9a1","Aldh9a1",0
"Mgst3","Mgst3",2
"Rxrg","Rxrg",0
"Lmx1a","Lmx1a",0
"Pbx1","Pbx1",11
"Nuf2","Nuf2",2
"Dgat1","Dgat1",2
"Rgs5","Rgs5",3
"Pcdh7","Pcdh7",4
"Cetn3","Cetn3",3
"Hsf1","Hsf1",2
"Arap2","Arap2",1
"Dthd1","Dthd1",1
"Nwd2","Nwd2",3
"Rell1","Rell1",10
"Pgm2","Pgm2",1
"Bop1","Bop1",5
"Tbc1d1","Tbc1d1",2
"Klf3","Klf3",8
"Tlr1","Tlr1",0
"Fam114a1","Fam114a1",2
"Klhl5","Klhl5",3
"Scx","Scx",5
"Wdr19","Wdr19",1
"Rfc1","Rfc1",3
"Rpl9","Rpl9",2
"Lias","Lias",1
"Ugdh","Ugdh",1
"Smim14","Smim14",2
"Mroh1","Mroh1",1
"Ube2k","Ube2k",2
"Pds5a","Pds5a",6
"N4bp2","N4bp2",1
"Rbm47","Rbm47",1
"Nsun7","Nsun7",1
"Apbb2","Apbb2",0
"Uchl1","Uchl1",7
"Limch1","Limch1",6
"Tmem33","Tmem33",6
"Slc30a9","Slc30a9",4
"Hgh1","Hgh1",5
"Bend4","Bend4",1
"Shisa3","Shisa3",2
"Atp8a1","Atp8a1",5
"Kctd8","Kctd8",4
"Guf1","Guf1",3
"Gnpda2","Gnpda2",1
"Gabrg1","Gabrg1",5
"Gabra2","Gabra2",15
"Wdr97","Wdr97",5
"Gabra4","Gabra4",2
"Gabrb1","Gabrb1",0
"Commd8","Commd8",4
"Atp10d","Atp10d",3
"Nfxl1","Nfxl1",3
"Maf1","Maf1",2
"Nipal1","Nipal1",1
"Slain2","Slain2",3
"Slc10a4","Slc10a4",2
"Fryl","Fryl",1
"Ociad1","Ociad1",4
"Ociad2","Ociad2",2
"Sharpin","Sharpin",1
"Dcun1d4","Dcun1d4",3
"Lrrc66","Lrrc66",0
"Sgcb","Sgcb",6
"Spata18","Spata18",3
"Usp46","Usp46",3
"LOC101977890","LOC101977890",1
"CYC1_like","CYC1_like",2
"Rasl11b","Rasl11b",1
"Scfd2","Scfd2",1
"Fip1l1","Fip1l1",5
"Lnx1","Lnx1",2
"Chic2","Chic2",3
"Pdgfra","Pdgfra",5
"Mblac2","Mblac2",3
"Gpaa1","Gpaa1",3
"Kit","Kit",0
"Kdr","Kdr",4
"Srd5a3","Srd5a3",0
"Tmem165","Tmem165",4
"Clock","Clock",3
"LOC110597642","LOC110597642",0
"Exosc4","Exosc4",2
"EXOC1","EXOC1",6
"Cep135","Cep135",2
"Kiaa1211","Kiaa1211",11
"Aasdh","Aasdh",1
"Ppat","Ppat",1
"Paics","Paics",0
"Srp72","Srp72",9
"Oplah","Oplah",0
"Arl9","Arl9",1
"Hopx","Hopx",3
"Rest","Rest",1
"Noa1","Noa1",0
"Polr2b","Polr2b",2
"Igfbp7","Igfbp7",2
"Smpd5","Smpd5",0
"Otud7a","Otud7a",0
"Klf13","Klf13",17
"Mtmr10","Mtmr10",11
"Fan1","Fan1",1
"Mphosph10","Mphosph10",0
"Mcee","Mcee",1
"Apba2","Apba2",3
"Fam189a1","Fam189a1",1
"Nsmce3","Nsmce3",3
"Tjp1","Tjp1",1
"Tarsl2","Tarsl2",0
"Tm2d3","Tm2d3",5
"LOC106144746","LOC106144746",2
"Pcsk6","Pcsk6",8
"Snrpa1","Snrpa1",6
"Selenos","Selenos",2
"Chsy1","Chsy1",1
"Lrrk1","Lrrk1",6
"Aldh1a3","Aldh1a3",18
"Asb7","Asb7",6
"Lins1","Lins1",1
"Parp10","Parp10",5
"Cers3","Cers3",3
"Adamts17","Adamts17",0
"Lysmd4","Lysmd4",2
"Mef2a","Mef2a",0
"Lrrc28","Lrrc28",2
"Ttc23","Ttc23",0
"Synm","Synm",1
"Igf1r","Igf1r",1
"Grina","Grina",4
"Arrdc4","Arrdc4",1
"Nr2f2","Nr2f2",1
"LOC110597658","LOC110597658",2
"LOC110597659","LOC110597659",4
"LOC101957084","LOC101957084",0
"MKRN1_like_gene3980","MKRN1_like_gene3980",5
"Mctp2","Mctp2",2
"Rgma","Rgma",1
"Chd2","Chd2",5
"FAM174B_containing","FAM174B_containing",4
"St8sia2","St8sia2",0
"Slco3a1","Slco3a1",5
"Sv2b","Sv2b",0
"EPPK1_containing","EPPK1_containing",4
"Akap13","Akap13",1
"Klhl25","Klhl25",1
"Agbl1","Agbl1",0
"Ntrk3","Ntrk3",3
"Zcchc9","Zcchc9",1
"Polr3g","Polr3g",0
"Nrbp2","Nrbp2",6
"Mrpl46","Mrpl46",1
"Mrps11","Mrps11",2
"Det1","Det1",0
"Aen","Aen",4
"Isg20","Isg20",4
"Acan","Acan",2
"Hapln3","Hapln3",1
"Mfge8","Mfge8",1
"Puf60","Puf60",1
"Abhd2","Abhd2",2
"Rlbp1","Rlbp1",1
"Fanci","Fanci",1
"Polg","Polg",1
"MIR9-3HG_containing","MIR9-3HG_containing",3
"Rhcg","Rhcg",0
"Ticrr","Ticrr",1
"Scrib","Scrib",1
"Kif7","Kif7",2
"Pex11a","Pex11a",0
"Wdr93","Wdr93",0
"Mesp1","Mesp1",0
"Anpep","Anpep",1
"AP3S2","AP3S2",3
"Arpin","Arpin",10
"Iqank1","Iqank1",0
"Znf710","Znf710",1
"Idh2","Idh2",2
"Sema4b","Sema4b",1
"Cib1","Cib1",1
"Gdpgp1","Gdpgp1",4
"TTLL13P_containing","TTLL13P_containing",3
"Ngrn","Ngrn",1
"Vps33b","Vps33b",15
"Fam83h","Fam83h",1
"Prc1","Prc1",1
"Rccd1","Rccd1",4
"Unc45a","Unc45a",15
"Hddc3","Hddc3",6
"Man2a2","Man2a2",0
"Fes","Fes",3
"Furin","Furin",1
"LOC106144706","LOC106144706",0
"Blm","Blm",3
"Mapk15","Mapk15",0
"Crtc3","Crtc3",1
"Iqgap1","Iqgap1",4
"Znf774","Znf774",1
"Zscan2","Zscan2",2
"Wdr73","Wdr73",2
"Nmb","Nmb",1
"Sec11a","Sec11a",6
"Znf592","Znf592",1
"Alpk3","Alpk3",0
"Ccdc166","Ccdc166",0
"Pde8a","Pde8a",8
"Rps17","Rps17",2
"Cpeb1","Cpeb1",6
"Ap3b2","Ap3b2",4
"Znf707","Znf707",1
"Whamm","Whamm",0
"Homer2","Homer2",4
"Fam103a1","Fam103a1",0
"CUNH15orf40","CUNH15orf40",1
"Btbd1","Btbd1",3
"HDGFL3_containing","HDGFL3_containing",2
"Tm6sf1","Tm6sf1",0
"Znf623","Znf623",1
"Hdgfl3","Hdgfl3",2
"Sh3gl3","Sh3gl3",0
"Adamtsl3","Adamtsl3",2
"Saxo2","Saxo2",0
"Efl1","Efl1",3
"Mex3b","Mex3b",1
"Stard5","Stard5",1
"Il16","Il16",2
"Tsta3","Tsta3",6
"Cfap161","Cfap161",0
"Tlnrd1","Tlnrd1",1
"Mesd","Mesd",2
"Cemip","Cemip",0
"Abhd17c","Abhd17c",0
"Arnt2","Arnt2",6
"Kiaa1217","Kiaa1217",0
"Lysmd3","Lysmd3",1
"Pycr3","Pycr3",2
"Arhgap21","Arhgap21",10
"Prtfdc1","Prtfdc1",8
"Enkur","Enkur",0
"Thnsl1","Thnsl1",3
"Gpr158","Gpr158",15
"Myo3a","Myo3a",6
"Gad2","Gad2",4
"Apbb1ip","Apbb1ip",0
"Tigd5","Tigd5",1
"LOC101961113","LOC101961113",1
"Pdss1","Pdss1",6
"Abi1","Abi1",6
"Acbd5","Acbd5",1
"Yme1l1","Yme1l1",2
"Ccdc3","Ccdc3",2
"Camk1d","Camk1d",0
"Eef1d","Eef1d",2
"Cdc123","Cdc123",2
"Nudt5","Nudt5",0
"Sec61a2","Sec61a2",3
"Dhtkd1","Dhtkd1",3
"LOC110597681","LOC110597681",4
"Upf2","Upf2",2
"Proser2","Proser2",0
"Echdc3","Echdc3",3
"Naprt","Naprt",0
"Usp6nl","Usp6nl",2
"Celf2","Celf2",6
"Gata3","Gata3",0
"Taf3","Taf3",1
"LOC106144712","LOC106144712",1
"Atp5c1","Atp5c1",2
"Kin","Kin",6
"Itih5","Itih5",12
"Sfmbt2","Sfmbt2",1
"Prkcq","Prkcq",9
"Pfkfb3","Pfkfb3",6
"Rbm17","Rbm17",2
"Gsdmd","Gsdmd",1
"Fbxo18","Fbxo18",1
"Ankrd16","Ankrd16",1
"Gdi2","Gdi2",9
"Fam208b","Fam208b",1
"Asb13","Asb13",0
"Zc3h3","Zc3h3",3
"Net1","Net1",5
"AKR1C3_like","AKR1C3_like",2
"Akr1e2","Akr1e2",0
"Klf6","Klf6",0
"Pitrm1","Pitrm1",2
"Pfkp","Pfkp",2
"Adarb2","Adarb2",0
"Wdr37","Wdr37",5
"Idi1","Idi1",4
"Rhpn1","Rhpn1",3
"Gtpbp4","Gtpbp4",2
"Larp4b","Larp4b",6
"Dip2c","Dip2c",6
"Zmynd11","Zmynd11",6
"LOC106144715","LOC106144715",2
"Chrm3","Chrm3",4
"Znf696","Znf696",0
"Ryr2","Ryr2",4
"Mtr","Mtr",0
"Actn2","Actn2",15
"Heatr1","Heatr1",1
"Lgals8","Lgals8",2
"Adgrv1","Adgrv1",16
"Gli4","Gli4",2
"Ero1b","Ero1b",1
"Gpr137b","Gpr137b",2
"Nid1","Nid1",12
"Lyst","Lyst",2
"Gng4","Gng4",0
"VAMP3_like","VAMP3_like",2
"B3galnt2","B3galnt2",1
"Tbce","Tbce",1
"Zfp41","Zfp41",2
"Ggps1","Ggps1",3
"Arid4b","Arid4b",4
"Rbm34","Rbm34",6
"Tomm20","Tomm20",2
"Irf2bp2","Irf2bp2",2
"Tarbp1","Tarbp1",1
"COA6_containing","COA6_containing",6
"Slc35f3","Slc35f3",3
"Kcnk1","Kcnk1",8
"Map3k21","Map3k21",0
"Pcnx2","Pcnx2",1
"Ntpcr","Ntpcr",0
"Map10","Map10",6
"Sipa1l2","Sipa1l2",3
"Tsnax","Tsnax",2
"LOC110597687","LOC110597687",0
"Ly6h","Ly6h",2
"Egln1","Egln1",4
"Sprtn","Sprtn",1
"Exoc8","Exoc8",4
"Gnpat","Gnpat",1
"CUNH1orf131","CUNH1orf131",3
"Trim67","Trim67",1
"Arv1","Arv1",2
"Ttc13","Ttc13",4
"CUNH1orf198","CUNH1orf198",13
"Ly6e","Ly6e",2
"Agt","Agt",0
"Cog2","Cog2",3
"Pgbd5","Pgbd5",3
"Galnt2","Galnt2",5
"Urb2","Urb2",6
"Taf5l","Taf5l",0
"Abcb10","Abcb10",3
"Nup133","Nup133",3
"Acta1","Acta1",5
"Ccsap","Ccsap",11
"Rab4a","Rab4a",2
"Rhou","Rhou",11
"RALGAPA2_containing","RALGAPA2_containing",3
"Insm1","Insm1",1
"Cfap61","Cfap61",5
"Crnkl1","Crnkl1",1
"Naa20","Naa20",6
"Rin2","Rin2",1
"Slc24a3","Slc24a3",4
"LOC106144725","LOC106144725",1
"LOC110597695","LOC110597695",0
"Dtd1","Dtd1",1
"Sec23b","Sec23b",13
"Rbbp9","Rbbp9",3
"Polr3f","Polr3f",2
"Dzank1","Dzank1",3
"Znf133","Znf133",2
"Kat14","Kat14",1
"Pet117","Pet117",2
"Mgme1","Mgme1",0
"Snx5","Snx5",5
"Rrbp1","Rrbp1",2
"Dstn","Dstn",2
"Bfsp1","Bfsp1",3
"Pcsk2","Pcsk2",1
"Snrpb2","Snrpb2",5
"Kif16b","Kif16b",0
"Macrod2","Macrod2",2
"Flrt3","Flrt3",1
"Ndufaf5","Ndufaf5",2
"Esf1","Esf1",6
"Tasp1","Tasp1",6
"Lynx1","Lynx1",4
"Ism1","Ism1",6
"Sptlc3","Sptlc3",2
"Btbd3","Btbd3",1
"Jag1","Jag1",1
"Slx4ip","Slx4ip",0
"Mkks","Mkks",9
"Snap25","Snap25",4
"LOC106144620","LOC106144620",2
"Pak5","Pak5",0
"Lamp5","Lamp5",2
"Plcb4","Plcb4",4
"Plcb1","Plcb1",1
"Tmx4","Tmx4",2
"Bmp2","Bmp2",0
"Crls1","Crls1",6
"Mcm8","Mcm8",10
"Trmt6","Trmt6",4
"Chgb","Chgb",4
"SHLD1_containing","SHLD1_containing",6
"Gpcpd1","Gpcpd1",4
"Prokr2","Prokr2",1
"Cds2","Cds2",0
"Pcna","Pcna",1
"Tmem230","Tmem230",0
"Slc23a2","Slc23a2",5
"Rassf2","Rassf2",10
"Them6","Them6",1
"Prnp","Prnp",2
"Adra1d","Adra1d",3
"Smox","Smox",3
"Rnf24","Rnf24",1
"Pank2","Pank2",3
"Mavs","Mavs",4
"Ap5s1","Ap5s1",2
"Cdc25b","Cdc25b",3
"Cenpb","Cenpb",10
"Spef1","Spef1",2
"CUNH20orf27","CUNH20orf27",2
"Hspa12b","Hspa12b",5
"Siglec1","Siglec1",3
"Jrk","Jrk",1
"ATRN_like_gene4360","ATRN_like_gene4360",0
"Gfra4","Gfra4",1
"ATRN","ATRN",8
"CUNH20orf194","CUNH20orf194",1
"Slc4a11","Slc4a11",1
"Itpa","Itpa",1
"Ddrgk1","Ddrgk1",2
"Lzts3","Lzts3",4
"Fastkd5","Fastkd5",4
"Ubox5","Ubox5",3
"Arc","Arc",1
"AVP_like","AVP_like",2
"OXT_gene4371","OXT_gene4371",0
"OXT_gene4374","OXT_gene4374",2
"Mrps26","Mrps26",0
"Gnrh2","Gnrh2",1
"Ptpra","Ptpra",6
"Vps16","Vps16",1
"LOC101964424","LOC101964424",1
"Pced1a","Pced1a",4
"Cpxm1","Cpxm1",3
"Ebf4","Ebf4",4
"Idh3b","Idh3b",2
"Nop56","Nop56",1
"Snrpb","Snrpb",15
"SNRPB_like","SNRPB_like",15
"Adgrb1","Adgrb1",4
"Tgm3","Tgm3",0
"Stk35","Stk35",2
"Pdyn","Pdyn",0
"Sirpa","Sirpa",3
"SIRPB1_gene4397","SIRPB1_gene4397",0
"Tsnare1","Tsnare1",0
"Nsfl1c","Nsfl1c",5
"Fkbp1a","Fkbp1a",2
"Sdcbp2","Sdcbp2",0
"Snph","Snph",2
"HSPBP1_like","HSPBP1_like",1
"Tmem74b","Tmem74b",2
"Psmf1","Psmf1",2
"Angpt4","Angpt4",1
"Fam110a","Fam110a",0
"Slc52a3","Slc52a3",1
"Mroh5","Mroh5",0
"LOC106144721","LOC106144721",2
"Srxn1","Srxn1",9
"Csnk2a1","Csnk2a1",6
"Tbc1d20","Tbc1d20",1
"Rbck1","Rbck1",2
"Nrsn2","Nrsn2",7
"Sox12","Sox12",1
"Ptp4a3","Ptp4a3",0
"CUNH20orf96","CUNH20orf96",3
"LOC106144722","LOC106144722",2
"Rem1","Rem1",0
"Hm13","Hm13",5
"MCTS1_like_gene4445","MCTS1_like_gene4445",1
"Id1","Id1",6
"Bcl2l1","Bcl2l1",1
"Slc45a4","Slc45a4",2
"Tpx2","Tpx2",8
"Foxs1","Foxs1",0
"Dusp15","Dusp15",1
"Ttll9","Ttll9",5
"Pdrg1","Pdrg1",3
"Xkr7","Xkr7",2
"Ccm2l","Ccm2l",3
"Tm9sf4","Tm9sf4",6
"Dennd3","Dennd3",0
"TSPY26P_containing","TSPY26P_containing",1
"Plagl2","Plagl2",1
"Pofut1","Pofut1",2
"Kif3b","Kif3b",0
"Asxl1","Asxl1",2
"Nol4l","Nol4l",1
"Commd7","Commd7",1
"Dnmt3b","Dnmt3b",2
"Mapre1","Mapre1",4
"Ptk2","Ptk2",6
"Ago2","Ago2",6
"Xpnpep1","Xpnpep1",5
"Add3","Add3",0
"Mxi1","Mxi1",6
"Smndc1","Smndc1",3
"Smc3","Smc3",3
"Chrac1","Chrac1",2
"Rbm20","Rbm20",1
"Pdcd4","Pdcd4",6
"Bbip1","Bbip1",1
"Shoc2","Shoc2",3
"Adra2a","Adra2a",1
"Gpam","Gpam",2
"Arrdc3","Arrdc3",1
"Acsl5","Acsl5",5
"Zdhhc6","Zdhhc6",0
"Vti1a","Vti1a",4
"Tcf7l2","Tcf7l2",0
"Trappc9","Trappc9",1
"Casp7","Casp7",0
"Dclre1a","Dclre1a",1
"Nhlrc2","Nhlrc2",1
"Adrb1","Adrb1",1
"ADRB1_containing","ADRB1_containing",1
"Ccdc186","Ccdc186",3
"Vwa2","Vwa2",2
"Kcnk9","Kcnk9",4
"Afap1l2","Afap1l2",1
"Ablim1","Ablim1",2
"Fam160b1","Fam160b1",1
"Trub1","Trub1",1
"Atrnl1","Atrnl1",4
"Gfra1","Gfra1",6
"Col22a1","Col22a1",5
"PNLIPRP2","PNLIPRP2",2
"Hspa12a","Hspa12a",4
"Eno4","Eno4",0
"Shtn1","Shtn1",10
"Vax1","Vax1",1
"Slc18a2","Slc18a2",5
"Fam135b","Fam135b",4
"Pdzd8","Pdzd8",6
"Emx2","Emx2",0
"Rab11fip2","Rab11fip2",1
"Fam204a","Fam204a",1
"Prlhr","Prlhr",4
"Cacul1","Cacul1",6
"LOC110597715","LOC110597715",6
"Eif3a","Eif3a",5
"Fam45a","Fam45a",2
"Sfxn4","Sfxn4",3
"Prdx3","Prdx3",2
"Grk5","Grk5",2
"Rgs10","Rgs10",1
"Tial1","Tial1",1
"Bag3","Bag3",1
"INPP5F","INPP5F",0
"Inpp5f","Inpp5f",2
"Mcmbp","Mcmbp",4
"Sec23ip","Sec23ip",6
"Plpp4","Plpp4",2
"Wdr11","Wdr11",0
"Fgfr2","Fgfr2",1
"Ate1","Ate1",2
"Nsmce4a","Nsmce4a",1
"Tacc2","Tacc2",7
"Plekha1","Plekha1",1
"Htra1","Htra1",0
"Khdrbs3","Khdrbs3",1
"LOC101959978","LOC101959978",0
"Pstk","Pstk",0
"Ikzf5","Ikzf5",2
"Acadsb","Acadsb",2
"Hmx3","Hmx3",0
"Hmx2","Hmx2",1
"Bub3","Bub3",2
"Gpr26","Gpr26",0
"Cpxm2","Cpxm2",12
"Chst15","Chst15",12
"Oat","Oat",7
"Lhpp","Lhpp",6
"Fam53b","Fam53b",11
"EEF1AKMT2_containing","EEF1AKMT2_containing",0
"EEF1AKMT2_like","EEF1AKMT2_like",0
"Abraxas2","Abraxas2",4
"Zranb1","Zranb1",0
"Ctbp2","Ctbp2",6
"Edrf1","Edrf1",1
"Uros","Uros",5
"Zfat","Zfat",1
"Bccip","Bccip",2
"Dhx32","Dhx32",5
"Fank1","Fank1",5
"Adam12","Adam12",0
"CUNH10orf90","CUNH10orf90",10
"Dock1","Dock1",0
"Fam196a","Fam196a",1
"Ptpre","Ptpre",0
"Mki67","Mki67",2
"Ebf3","Ebf3",1
"Glrx3","Glrx3",0
"TCERG1L_like","TCERG1L_like",3
"LOC110597726","LOC110597726",6
"Ppp2r2d","Ppp2r2d",4
"Bnip3","Bnip3",2
"Jakmip3","Jakmip3",0
"Dpysl4","Dpysl4",5
"Stk32c","Stk32c",7
"Lrrc27","Lrrc27",1
"Pwwp2b","Pwwp2b",5
"Inpp5a","Inpp5a",1
"Nkx6-2","Nkx6-2",11
"Cfap46","Cfap46",4
"LOC110597723","LOC110597723",4
"Adgra1","Adgra1",1
"Kndc1","Kndc1",4
"LOC101964821","LOC101964821",1
"Adam8","Adam8",0
"Tubgcp2","Tubgcp2",2
"St3gal1","St3gal1",6
"Znf511","Znf511",2
"Caly","Caly",7
"Echs1","Echs1",2
"Paox","Paox",3
"Mtg1","Mtg1",1
"Sprn","Sprn",3
"Ndrg1","Ndrg1",2
"Ercc6l2","Ercc6l2",1
"Slc35d2","Slc35d2",0
"Znf367","Znf367",2
"Habp4","Habp4",0
"Cdc14b","Cdc14b",5
"Aaed1","Aaed1",0
"Znf782","Znf782",2
"Ctsv","Ctsv",2
"CNTNAP3B_containing","CNTNAP3B_containing",4
"Znf658","Znf658",2
"LOC110597734","LOC110597734",2
"ZNF717_containing_gene4682","ZNF717_containing_gene4682",1
"Mfsd14b","Mfsd14b",3
"ZNF345_containing","ZNF345_containing",1
"Znf484","Znf484",0
"Iars","Iars",5
"Nol8","Nol8",4
"Sla","Sla",1
"Ogn","Ogn",12
"Omd","Omd",12
"Aspn","Aspn",5
"Ecm2","Ecm2",0
"Ippk","Ippk",2
"Bicd2","Bicd2",1
"LOC110597735","LOC110597735",3
"Fgd3","Fgd3",2
"Susd3","Susd3",1
"Lrp2","Lrp2",4
"Phf20l1","Phf20l1",1
"Card19","Card19",2
"Ninj1","Ninj1",2
"Wnk2","Wnk2",1
"FAM120A_gene4703","FAM120A_gene4703",2
"Phf2","Phf2",0
"Znf618","Znf618",2
"Tmem71","Tmem71",1
"Col27a1","Col27a1",5
"Akna","Akna",0
"Whrn","Whrn",1
"Atp6v1g1","Atp6v1g1",5
"Tmem268","Tmem268",0
"Lrrc6","Lrrc6",0
"Tnc","Tnc",5
"Pappa","Pappa",2
"Astn2","Astn2",4
"Trim32","Trim32",1
"ASTN2_like_gene4724","ASTN2_like_gene4724",3
"ASTN2_like_gene4725","ASTN2_like_gene4725",0
"Tlr4","Tlr4",4
"Kcnq3","Kcnq3",4
"Brinp1","Brinp1",1
"Cdk5rap2","Cdk5rap2",6
"Megf9","Megf9",2
"HMGN2_gene4734","HMGN2_gene4734",2
"Fbxw2","Fbxw2",3
"Psmd5","Psmd5",4
"LOC101959125","LOC101959125",5
"Phf19","Phf19",1
"Traf1","Traf1",2
"Cntrl","Cntrl",5
"Rab14","Rab14",9
"Gsn","Gsn",10
"Stom","Stom",2
"LOC101962071","LOC101962071",5
"Dab2ip","Dab2ip",5
"Ttll11","Ttll11",1
"Ndufa8","Ndufa8",2
"Morn5","Morn5",13
"Lhx6","Lhx6",7
"Rbm18","Rbm18",5
"Mrrf","Mrrf",1
"Efr3a","Efr3a",15
"Ptgs1","Ptgs1",1
"Adcy8","Adcy8",6
"Pdcl","Pdcl",1
"Rc3h2","Rc3h2",2
"Zbtb6","Zbtb6",1
"Zbtb26","Zbtb26",0
"Rabgap1","Rabgap1",0
"Gpr21","Gpr21",1
"Asap1","Asap1",4
"Strbp","Strbp",2
"Crb2","Crb2",0
"Dennd1a","Dennd1a",6
"LOC110597798","LOC110597798",3
"Lhx2","Lhx2",2
"Nek6","Nek6",5
"Psmb7","Psmb7",2
"Nr5a1","Nr5a1",2
"Nr6a1","Nr6a1",0
"Olfml2a","Olfml2a",2
"Rpl35","Rpl35",2
"Arpc5l","Arpc5l",9
"Golga1","Golga1",13
"Scai","Scai",0
"Ppp6c","Ppp6c",6
"Rabepk","Rabepk",2
"Hspa5","Hspa5",9
"Gapvd1","Gapvd1",6
"Mapkap1","Mapkap1",1
"Fam49b","Fam49b",2
"Pbx3","Pbx3",5
"Mvb12b","Mvb12b",6
"Lmx1b","Lmx1b",0
"Zbtb43","Zbtb43",1
"Zbtb34","Zbtb34",1
"Ralgps1","Ralgps1",2
"Angptl2","Angptl2",2
"Garnl3","Garnl3",6
"Slc2a8","Slc2a8",1
"ZNF79_containing","ZNF79_containing",3
"Rpl12","Rpl12",2
"Lrsam1","Lrsam1",1
"Fam129b","Fam129b",2
"Stxbp1","Stxbp1",4
"Cfap157","Cfap157",3
"Ptrh1","Ptrh1",0
"Ttc16","Ttc16",1
"Tor2a","Tor2a",4
"Sh2d3c","Sh2d3c",4
"Cdk9","Cdk9",4
"Fpgs","Fpgs",2
"Eng","Eng",0
"Ak1","Ak1",7
"St6galnac6","St6galnac6",1
"St6galnac4","St6galnac4",4
"Pip5kl1","Pip5kl1",2
"Dpm2","Dpm2",0
"Fam102a","Fam102a",3
"Naif1","Naif1",2
"LOC106144726","LOC106144726",2
"Slc25a25","Slc25a25",2
"Ptges2","Ptges2",5
"Lcn2","Lcn2",2
"CUNH9orf16","CUNH9orf16",2
"Ciz1","Ciz1",6
"Dnm1","Dnm1",4
"Golga2","Golga2",1
"Swi5","Swi5",2
"Trub2","Trub2",2
"Slc27a4","Slc27a4",1
"Myc","Myc",1
"Urm1","Urm1",3
"Cercam","Cercam",10
"CERCAM","CERCAM",1
"RPSAP9","RPSAP9",0
"Odf2","Odf2",1
"Gle1","Gle1",0
"Sptan1","Sptan1",4
"Wdr34","Wdr34",0
"Set","Set",5
"Pkn3","Pkn3",1
"Zdhhc12","Zdhhc12",4
"Zer1","Zer1",5
"Tbc1d13","Tbc1d13",1
"Endog","Endog",0
"Spout1","Spout1",0
"Kyat1","Kyat1",1
"Lrrc8a","Lrrc8a",1
"Phyhd1","Phyhd1",1
"Dolk","Dolk",11
"Nup188","Nup188",6
"Sh3glb2","Sh3glb2",2
"Miga2","Miga2",6
"Dolpp1","Dolpp1",2
"Crat","Crat",2
"Ptpa","Ptpa",2
"Ier5l","Ier5l",1
"LOC110597743","LOC110597743",0
"LOC110597745","LOC110597745",1
"LOC110597746","LOC110597746",2
"Ntmt1","Ntmt1",2
"Asb6","Asb6",2
"Ptges","Ptges",2
"Tor1b","Tor1b",1
"Fam84b","Fam84b",3
"Tor1a","Tor1a",0
"CUNH9orf78","CUNH9orf78",2
"Usp20","Usp20",6
"Fnbp1","Fnbp1",11
"Gpr107","Gpr107",2
"Hmcn2","Hmcn2",2
"Ass1","Ass1",1
"Fubp3","Fubp3",2
"Prdm12","Prdm12",0
"Exosc2","Exosc2",1
"Abl1","Abl1",0
"Lamc3","Lamc3",6
"Aif1l","Aif1l",4
"Nup214","Nup214",1
"Fam78a","Fam78a",1
"Plpp7","Plpp7",7
"Prrc2b","Prrc2b",6
"Pomt1","Pomt1",1
"Uck1","Uck1",0
"Rapgef1","Rapgef1",1
"Med27","Med27",2
"Ntng2","Ntng2",1
"Setx","Setx",2
"Ttf1","Ttf1",0
"Trib1","Trib1",6
"Cfap77","Cfap77",4
"Barhl1","Barhl1",2
"Ddx31","Ddx31",1
"Gtf3c4","Gtf3c4",2
"Ak8","Ak8",13
"Spaca9","Spaca9",5
"Tsc1","Tsc1",4
"Gtf3c5","Gtf3c5",2
"Nsmce2","Nsmce2",0
"Ralgds","Ralgds",6
"Gbgt1","Gbgt1",0
"Adam21","Adam21",3
"Med6","Med6",2
"Ttc9","Ttc9",1
"Map3k9","Map3k9",1
"Washc5","Washc5",9
"Pcnx1","Pcnx1",0
"Sipa1l1","Sipa1l1",1
"Rgs6","Rgs6",4
"Dpf3","Dpf3",4
"Dcaf4","Dcaf4",3
"Zfyve1","Zfyve1",6
"Rbm25","Rbm25",6
"Psen1","Psen1",6
"Sqle","Sqle",4
"Papln","Papln",0
"Numb","Numb",1
"Riox1","Riox1",1
"ACOT2_containing","ACOT2_containing",0
"ACOT2_like","ACOT2_like",0
"Acot4","Acot4",0
"Acot6","Acot6",3
"Dnal1","Dnal1",13
"Znf572","Znf572",1
"Pnma1","Pnma1",6
"Elmsan1","Elmsan1",1
"Ptgr2","Ptgr2",6
"Znf410","Znf410",3
"Fam161b","Fam161b",3
"Coq6","Coq6",0
"Entpd5","Entpd5",1
"Mtss1","Mtss1",6
