unique_gene_symbol,hy_imp,med_imp,fore_imp,hy_rank,med_rank,fore_rank
Lingo3,1.1507554952867405e-4,5.9310056548006796e-5,8.836800862767586e-5,3060,5506,3768
Caprin2,1.1499880679752768e-4,5.339022520997077e-5,5.4098723141276334e-5,3061,6047,5631
Sbno2,1.1493561980826967e-4,3.1811346264775734e-5,2.9038917257719787e-4,3062,8534,302
Pcnt,1.1491740589158992e-4,1.622900089219237e-5,4.212092764370682e-5,3063,11329,6688
Nfat5,1.1488285389152613e-4,1.8417753776630675e-5,3.893943108592e-5,3064,10935,7034
Nfatc2ip,1.148755786160688e-4,3.452414015399785e-5,5.608011566807303e-5,3065,8142,5500
Scn2b,1.1486554090132936e-4,4.185760523542501e-5,7.671190209391346e-5,3066,7197,4242
Sat2,1.1483952777869518e-4,2.0186297140534155e-5,3.37299368542679e-5,3067,10576,7685
Mpp5,1.14837214691229e-4,8.269734362896606e-5,4.734324629689983e-5,3068,4046,6228
Cep112,1.1478056671294622e-4,8.868779080076551e-5,3.0096411161568515e-5,3069,3702,8211
Znf711,1.147530339471584e-4,2.9232505344680924e-5,4.401518234777325e-5,3070,8967,6524
Ncald,1.1474929244959804e-4,5.9765644936816464e-5,2.6435331875615336e-4,3071,5468,973
Rnpc3,1.147480987960964e-4,7.331998956468941e-5,5.735086527250138e-5,3072,4623,5415
Tpm3,1.1473795226400716e-4,6.545054019122987e-5,5.6960983950408256e-5,3073,5087,5442
Aplp1,1.147103891047916e-4,2.923668848995659e-4,0.00027458142262210163,3074,395,479
Chrdl1,1.1468780418572334e-4,2.130124800658624e-5,0,3075,10339,12501
Rars2,1.1463585481057762e-4,7.535185289563205e-5,1.3729778211299805e-4,3076,4505,2333
Pnp,1.1460481946088907e-4,6.579911113761961e-5,0,3077,5063,12501
Brms1l,1.1458959583582156e-4,1.0901745790162272e-4,1.3710717912872954e-4,3078,3000,2341
Zbed9,1.1452944166893766e-4,0,2.2972076160594137e-5,3079,12575.5,9442
Sgk1,1.1452075021169483e-4,8.53692547675001e-5,1.2230108727864943e-4,3080,3882,2743
Kcnab3,1.145016747339175e-4,2.8330617063819757e-4,2.768789655569162e-4,3081,754,445
Adk,1.1447328534021568e-4,3.0066711023737344e-5,4.569056070773005e-5,3082,8811,6368
Calm3,1.144194911139322e-4,1.5791300651022146e-4,3.1507345447101017e-4,3083,1669,185
Ift27,1.1432317880867308e-4,1.538515039738488e-5,1.9289323109368946e-5,3084,11495,10099
Hmgcs2,1.1430779765757011e-4,6.663074167409926e-5,4.9438587662541943e-5,3085,5017,6034
Pin1,1.1418262373108588e-4,1.0217713502167951e-5,2.404073959172502e-5,3086,12055,9273
Zcchc11,1.1417026732718834e-4,1.357183742658569e-4,1.5315668185229425e-5,3087,2192,10978
TOMM20_like_G38522,1.1416021756554886e-4,1.0717181170755608e-4,1.2296210475168338e-5,3088,3061,11605
Ccsap,1.1414844553851654e-4,6.525992652366712e-5,1.996269719579133e-5,3089,5100,9985
LOC110597983,1.141375900331555e-4,1.28001173106207e-4,2.115069524220552e-4,3090,2384,1228
Tmsb10,1.1412420833926253e-4,3.0801631463949375e-4,4.0618394420430815e-5,3091,181,6861
Nek10,1.1408908045129394e-4,0,0,3092,12575.5,12501
Akap2,1.1408494284207832e-4,4.581852833069621e-5,2.0443343446916605e-5,3093,6795,9886
Iqce,1.140701610547734e-4,1.4389479167601138e-4,6.705262878334997e-5,3094,2019,4784
Atp6v1g2,1.1404936168955479e-4,1.5670693526742687e-4,1.3698272318246808e-4,3095,1702,2347
Rrm1,1.1400192321992615e-4,1.0751930560016509e-4,1.772581288700319e-5,3096,3048,10443
CUNH16orf72,1.1398184684861133e-4,3.441113952573567e-4,2.1890773877420144e-4,3097,76,1186
Vwa7,1.138759081843222e-4,1.0817784470810768e-4,0,3098,3028,12501
Mfsd7,1.1376764381789725e-4,7.72077108122482e-5,4.578122945214133e-5,3099,4382,6355
Reep3,1.1376055045688277e-4,1.8297909737641184e-4,3.031503220080106e-5,3100,1421,8171
Ikbkg,1.1371692491672237e-4,5.616990190691483e-5,3.432961820863183e-5,3101,5777,7599
Gpr155,1.1370635023363071e-4,1.8876509394810637e-4,5.8460173922711607e-5,3102,1322,5336
Snap91,1.1363423573654174e-4,5.29556048280776e-5,1.308366575596673e-4,3103,6084,2524
P2rx4,1.1360406122017227e-4,1.748650945564077e-5,4.211223026841552e-5,3104,11112,6690
Rfx4,1.13570179954135e-4,3.177647047431172e-4,2.63475178379811e-4,3105,111,999
Pnkd,1.1356629179889463e-4,1.1882818979925625e-4,1.4076333362196048e-4,3106,2746,2216
Mtmr9,1.1353208900688935e-4,1.24014394796116e-4,5.139006689917514e-5,3107,2551,5865
Aff4,1.1351529897520749e-4,1.2905544336176163e-4,1.4239727549299671e-4,3108,2355,2187
Yars,1.1350967649589412e-4,5.138713638738151e-5,2.5330264883385797e-5,3109,6224,9070
Rtkn,1.1344636249895758e-4,2.221319262306866e-4,2.8101595157051137e-4,3110,963,380
Rapgef2,1.134024661653049e-4,5.376496727186773e-5,2.962135919498315e-5,3111,6001,8291
Rasgef1c,1.1338984197359268e-4,1.3175767631140243e-5,2.6892606217606312e-5,3112,11831,8757
Palm,1.1337818730027865e-4,1.2231273184296298e-4,1.2431935612851696e-4,3113,2621,2687
Rhob,1.1327056357398113e-4,1.3780602772777076e-4,9.028685782106125e-5,3114,2154,3704
Cars2,1.132486765341244e-4,1.0303434616038968e-4,2.0248224704385622e-5,3115,3160,9919
Vhl,1.1324695291794382e-4,1.0506106178507279e-4,0,3116,3105,12501
Cbx6,1.1319677349260538e-4,6.689394540943756e-5,3.0936429904857953e-4,3117,5000,190
Tbc1d13,1.1315689591244224e-4,3.9171808450308266e-5,3.835825384675185e-5,3118,7496,7100
Rgs8,1.1313498634813762e-4,2.667140556388785e-5,1.6801135271527664e-4,3119,9402,1808
Rasgrf1,1.131110609260583e-4,4.446064346129513e-5,2.488257172675877e-5,3120,6950,9146
Dab2ip,1.1308907264358619e-4,2.3201269078122014e-5,1.669933525439794e-5,3121,9981,10678
Bbs1,1.1304772662612391e-4,1.2086595375833135e-4,7.007852478514832e-5,3122,2680,4620
Sft2d2,1.1304163430530495e-4,5.4301581307731695e-5,4.491783470243495e-5,3123,5958,6447
Xpc,1.1299394431185697e-4,3.176578706056016e-4,1.9739620600327247e-5,3124,112,10030
Ngef,1.1298526659604864e-4,9.809713503376384e-5,4.473182660612595e-5,3125,3344,6465
Chrna4,1.1296017639718026e-4,2.0792829307966764e-5,4.89754583605249e-5,3126,10459,6066
Tacc3,1.1295443652874522e-4,2.2926464656582106e-4,3.198385909187726e-4,3127,897,169
Grik1,1.129029283574346e-4,2.5549436731753944e-4,2.645294488470316e-4,3128,810,963
Sybu,1.1285038635514524e-4,1.9511971056986342e-4,1.071590743514758e-4,3129,1193,3199
LOC101958425,1.1283955416917437e-4,0,1.827948062430652e-5,3130,12575.5,10324
Rtl1,1.1283304375383945e-4,2.3734679692665683e-5,0,3131,9890,12501
Plekhb1,1.128233455072047e-4,2.835872691033579e-4,3.079798055109696e-4,3132,752,198
Ak7,1.128158395638314e-4,7.413273076051125e-5,7.863587919393475e-5,3133,4572,4153
Dbp,1.127162216516637e-4,3.814274849342134e-5,5.594285777178177e-5,3134,7660,5510
Rcbtb1,1.1266627431697905e-4,1.87222510232514e-4,8.135813032696655e-5,3135,1353,4031
Ina,1.1265061427949347e-4,9.131499147433196e-5,4.963464772040195e-5,3136,3592,6016
CYCS_gene22737,1.1256372729309382e-4,3.645593698773051e-5,1.5365573550639612e-5,3137,7854,10964
Cd59,1.125533947609096e-4,5.9925410866006155e-5,4.06702432849991e-5,3138,5459,6854
Gjc2,1.1247914470336457e-4,3.075060994036305e-4,2.9731926647241346e-4,3139,192,233
Sgpp1,1.1247642530221873e-4,1.6636783040301545e-4,9.031277952795898e-6,3140,1553,11905
Tpst1,1.1246794799541965e-4,1.5617381040156498e-4,3.173377383960068e-4,3141,1720,178
CUNH9orf64,1.1237395663277862e-4,0,0,3142,12575.5,12501
Pcbp4,1.1236453275671591e-4,5.22307663112054e-5,2.3939334529785787e-4,3143,6142,1104
Atp1b1,1.1227421039822288e-4,1.1031441390545624e-4,1.1438034039386851e-4,3144,2965,2977
Tmem175,1.1221359000933508e-4,1.0015221350035926e-5,6.245263228924531e-5,3145,12058,5072
Prdm2,1.1220427719516374e-4,8.261325811503063e-5,2.1577819670713086e-4,3146,4051,1202
Mn1,1.1217875279958666e-4,2.950265962248318e-5,4.7664419657936686e-5,3147,8916,6201
Zcchc24,1.1214930777023574e-4,8.810183921188919e-5,4.07868254352406e-5,3148,3736,6843
Psmb6,1.1210579806917357e-4,5.506076893422558e-5,1.371959768341386e-4,3149,5890,2340
Hk2,1.120540172554537e-4,6.819769821525868e-5,2.726254334812381e-4,3150,4920,561
Stk32b,1.1204515803910546e-4,0,0,3151,12575.5,12501
Mtch2,1.1201206577634787e-4,2.0210897706248097e-5,5.7201916349301055e-5,3152,10570,5425
TMED2_containing,1.1198667634406609e-4,0,0,3153,12575.5,12501
Nipsnap1,1.1198291209429164e-4,1.5326143791535905e-4,2.1774534577661048e-4,3154,1780,1194
Eml3,1.117898446367861e-4,6.678742927262883e-5,1.576349609108404e-5,3155,5006,10857
Cnot11,1.1167822640897555e-4,7.191324567926186e-5,1.6333594820787007e-4,3156,4698,1877
Sema5b,1.1166985303537701e-4,4.347318122971068e-5,8.891438124861578e-5,3157,7038,3749
RAB3C_containing_gene3505,1.1165456596429421e-4,7.718736471149117e-5,3.8445401512700504e-5,3158,4384,7091
Enpp4,1.1162571016845897e-4,2.853349017088073e-4,2.5396641138970665e-5,3159,721,9056
Ccne1,1.1161140386484495e-4,5.064695500067999e-5,4.8173631541950484e-5,3160,6289,6152
Gjb6,1.1160124778844863e-4,1.8718323885227878e-4,2.1269627439133584e-4,3161,1356,1216
Pappa2,1.1157459015359548e-4,0,0,3162,12575.5,12501
Ywhah,1.1155258398308566e-4,4.094809531663442e-5,1.4293442139618034e-4,3163,7298,2170
Fh,1.1154117113477918e-4,8.693102456587941e-5,8.094574597094168e-5,3164,3786,4055
G24090,1.1153999280093516e-4,0,1.391124631342195e-4,3165,12575.5,2275
Coro1b,1.1151504315974091e-4,5.21991049702865e-5,5.3890808068772215e-5,3166,6146,5654
Frmd6,1.1149222198399502e-4,2.3620379037411678e-5,3.068463012615324e-5,3167,9915,8125
Abat,1.1142140298606328e-4,1.4121406989512186e-4,1.9752892478246627e-5,3168,2085,10026
Sdc4,1.1140589875101212e-4,8.452544845694396e-5,1.7974316716790944e-5,3169,3939,10375
Btbd9,1.1139590217967904e-4,1.1551238126503104e-4,1.9684183626163354e-4,3170,2834,1382
Ptpn2,1.1139571416605312e-4,3.614237868632958e-5,1.7485540267256236e-4,3171,7907,1644
Bcl9,1.1138803193216943e-4,2.3690667702454994e-5,2.020868382372096e-5,3172,9899,9934
Gucd1,1.1130150004889426e-4,2.11081796727616e-4,2.01118978146306e-4,3173,1059,1326
Rab3d,1.112915061029396e-4,5.318251644228231e-5,3.584193423673622e-5,3174,6062,7387
Wdr83,1.1121631973655391e-4,7.554073341934191e-5,6.848463058151581e-5,3175,4489,4712
Dennd4b,1.1120867140495367e-4,2.3087669316019435e-5,1.477394511876843e-5,3176,10011,11101
Gpr162,1.1118594224478662e-4,4.26797788541968e-5,2.721834285633243e-4,3177,7106,583
Utp3,1.1115057737040485e-4,1.845893674110239e-5,1.694213684454847e-5,3178,10927,10623
Mrps6,1.1113044736730217e-4,2.461293084738435e-4,3.3924759888763326e-4,3179,835,125
Rasl11b,1.110826896926447e-4,6.0208952451211653e-5,2.112479931754426e-5,3180,5439,9754
Arhgap24,1.1108232186344078e-4,1.1858526167594257e-4,3.255107117763493e-5,3181,2756,7847
Sf3b2,1.1103799516401984e-4,3.0650742676262854e-5,3.1813975450726013e-5,3182,8728,7960
Rufy1,1.1103692471686813e-4,1.7485931554398388e-5,1.9982983909425643e-5,3183,11114,9976
Tnks2,1.1102602925933086e-4,1.4266177037064654e-4,1.364780092370861e-4,3184,2048,2366
NAA50_G35781,1.109164489649895e-4,0,4.4339146286752565e-5,3185,12575.5,6500
Spopl,1.1090230753704989e-4,2.8599718609788034e-5,1.428121483585955e-4,3186,9075,2174
Tmem243,1.108848354488063e-4,6.003294007271546e-5,0,3187,5451,12501
COX4I1_like,1.1087511713753307e-4,1.4630713599605766e-5,2.5212635097703372e-5,3188,11629,9094
Arhgef40,1.1083376886987119e-4,7.457885824666886e-5,1.6613247881633058e-5,3189,4552,10693
Apc2,1.1083121134386093e-4,1.0936023085406687e-5,1.6639489810023078e-5,3190,12024,10686
Cdkn1b,1.1081963124433045e-4,1.772108874010982e-4,1.1751099729610036e-5,3191,1478,11682
Sirt1,1.108036303246474e-4,2.7914473720249928e-5,4.890095762584243e-5,3192,9179,6076
LOC106144950,1.1076077854746142e-4,0,2.8261208096155605e-5,3193,12575.5,8518
Pak1,1.1073694532031793e-4,4.636340440104942e-5,2.696534399665087e-4,3194,6744,673
Lrrc27,1.107138594073658e-4,0,9.208196595836428e-5,3195,12575.5,3648
Mkrn1,1.106632936793602e-4,2.861117544287587e-4,3.046207495584245e-5,3196,687,8156
Syn3,1.1064545081706484e-4,7.108618269978185e-5,1.4607683899362777e-5,3197,4743,11139
EXOC4_like_gene13947,1.1057889827756199e-4,3.2678664086624986e-5,7.591757363152874e-5,3198,8408,4286
Chuk,1.105648073526264e-4,4.589300401906948e-5,3.846476141940046e-5,3199,6788,7086
Id2,1.1056027674073214e-4,2.934765801220434e-4,1.3746611435585737e-4,3200,349,2326
Slc26a6,1.1046503371619645e-4,2.7801492948819104e-5,4.96634304380692e-5,3201,9198,6011
Krt8,1.1045789983705223e-4,0,0,3202,12575.5,12501
Pi4ka,1.1044827558314582e-4,7.499246349550585e-5,5.001516794524547e-5,3203,4529,5971
Sept2,1.1042633327342066e-4,1.8999503430737194e-5,1.1840551486796405e-4,3204,10815,2858
Fam169a,1.1039015922467569e-4,1.0495584491430906e-4,6.305739571808782e-5,3205,3107,5050
Osbpl3,1.1038712234551226e-4,0,2.8380720971374726e-5,3206,12575.5,8502
C3_gene14935,1.1035779736847493e-4,1.8106194075398705e-5,1.5054539273667578e-4,3207,10991,2046
Usp20,1.103368058848384e-4,4.004166840337654e-5,3.79884585943551e-5,3208,7405,7142
Hspa12a,1.1030487263054586e-4,5.639799552371123e-5,6.494565042806083e-5,3209,5765,4911
Pdia3,1.1023947687666034e-4,2.4134933727886374e-5,1.1904167566327518e-4,3210,9812,2843
Prrc1,1.1019170073528736e-4,1.6176160839286504e-4,2.2735446730568067e-4,3211,1600,1149
Rufy3,1.1017933637206855e-4,6.241810420448757e-5,2.2212172375531085e-5,3212,5284,9574
Nprl3,1.1009193207833673e-4,8.677310692957299e-5,1.4744818333201415e-5,3213,3800,11109
Ssbp2,1.1008319623928387e-4,1.072244155779789e-4,1.767477404338331e-4,3214,3060,1616
Gemin4,1.1007292177314325e-4,1.6587253569053296e-5,1.2203547615263855e-4,3215,11278,2753
Fkbp3,1.1003212804171587e-4,2.8740765716594416e-4,2.684580573480502e-4,3216,609,722
Mgat4b,1.0991780083077054e-4,6.62657740842712e-5,1.3989933105625145e-4,3217,5041,2250
Myo5a,1.0984939084488753e-4,5.9793797052524054e-5,9.670897327344579e-5,3218,5467,3510
Znf300,1.0980156718142849e-4,3.414491992554684e-5,6.424364536893338e-5,3219,8190,4954
Sh3bp5l,1.098003948019888e-4,8.617964722394881e-5,1.261722185460534e-4,3220,3835,2646
Cntn5,1.0979843268019906e-4,0,2.901499226757497e-4,3221,12575.5,304
Fam92a,1.0976838830833785e-4,1.992705652384482e-5,3.3327485280889815e-5,3222,10626,7737
Hk1,1.0973518347138466e-4,9.178797567175886e-5,2.3550015949879977e-5,3223,3568,9343
Adgrf5,1.097245356260708e-4,3.240644489750029e-4,2.1893673793050216e-5,3224,96,9631
Coq10b,1.0972449377707571e-4,3.236500347704928e-5,7.712914165167045e-5,3225,8456,4221
Lss,1.0964831341966882e-4,1.2619518251066121e-5,3.102374049953447e-5,3226,11907,8074
UNC13B,1.0962710296571844e-4,2.6213768546911676e-5,1.3450238402799982e-4,3227,9484,2414
Kcnh3,1.0957943967987076e-4,1.37743889257885e-5,1.793706283478335e-4,3228,11750,1578
Npy,1.0954372956360765e-4,7.705646242883905e-5,8.618212304682931e-5,3229,4392,3840
Aasdhppt,1.0952752907507021e-4,1.5916420755024904e-4,8.273047423862254e-5,3230,1646,3982
Gipr,1.0951798121734192e-4,2.971265962849888e-4,9.10282960066191e-5,3231,271,3681
Kcnj14,1.0949360550799271e-4,1.5769709148668554e-4,0,3232,1683,12501
Med6,1.0946116469476633e-4,2.213513947462945e-5,1.2867214355786365e-5,3233,10173,11512
Tprn,1.0944681048069574e-4,4.3237035237643146e-5,1.4466902775310493e-4,3234,7054,2139
EIF3CL,1.0943233492508686e-4,8.2983879964905e-5,7.921656777003512e-5,3235,4032,4123
AQP11_gene21075,1.0942758619629156e-4,0,0,3236,12575.5,12501
Bckdhb,1.0938347823403433e-4,2.3813664123973416e-5,1.0550410696594111e-4,3237,9877,3257
Izumo4,1.0933981496203232e-4,0,1.3170092719416233e-4,3238,12575.5,2498
SLC11A2,1.0931598120523236e-4,1.7419827176305547e-5,3.830341373753081e-5,3239,11123,7106
Numa1,1.0925594835801562e-4,4.810961758238395e-5,2.7292455815734924e-5,3240,6568,8690
Ice1,1.0922875637018425e-4,1.3849553255480622e-4,2.672782850656647e-4,3241,2143,784
Slc4a4,1.0920046642697796e-4,1.769747893850782e-4,2.1935251979733038e-5,3242,1481,9621
Ttc32,1.0919822961627081e-4,5.295169177397188e-5,1.1202635214548184e-4,3243,6085,3043
Pc,1.0914201682953698e-4,6.950544661169947e-5,2.0118155209566564e-4,3244,4850,1325
Ankrd40,1.0910273875451497e-4,3.2368457641284717e-4,2.9405750265221696e-4,3245,97,271
Ppp6c,1.0908258766056047e-4,6.253087895325448e-5,2.7073771110694265e-4,3246,5279,636
Iqcd,1.0905458919028169e-4,4.467268822080512e-5,0,3247,6925,12501
Myd88,1.0894649936406308e-4,1.312241280301922e-5,4.247430575801529e-5,3248,11839,6664
Mphosph6,1.0879291754470285e-4,4.7457063107721295e-5,1.5367208678775498e-4,3249,6639,2012
Faf1,1.0877406669128436e-4,8.007403739723255e-5,1.1781200713115664e-4,3250,4203,2877
Mvk,1.0876936824357531e-4,2.2051363644474965e-5,7.52251706976972e-5,3251,10197,4314
PCDHGB7,1.087675211426615e-4,1.7968809356942538e-4,6.322911006719782e-5,3252,1445,5035
Dleu7,1.087631633752643e-4,1.67063813301048e-5,1.6655036315744328e-4,3253,11259,1822
Chp1,1.087108703714578e-4,8.818885993526628e-5,2.6685287120092606e-4,3254,3731,808
Setd6,1.086470749730848e-4,1.2588060767481716e-4,8.480657920263141e-5,3255,2475,3900
Rgl2,1.086104913802249e-4,1.2059224223544191e-4,2.9794880851089016e-5,3256,2696,8268
Ext1,1.0860538111239606e-4,1.5391900281339787e-4,5.1314764511377806e-5,3257,1772,5872
Hcrt,1.0859770613987016e-4,0,0,3258,12575.5,12501
Epcam,1.0857025777407671e-4,0,0,3259,12575.5,12501
Vwf,1.0850477777646892e-4,2.8721472247187604e-4,6.465368914708965e-5,3260,620,4926
Ubr7,1.0845585704891364e-4,1.0426835466793564e-4,2.660285189825951e-4,3261,3121,870
Ip6k2,1.0844178166359372e-4,2.8887852435525226e-4,2.1295573428395642e-4,3262,523,1212
Hgs,1.0839963091339461e-4,1.802672050122469e-4,1.7101401965714992e-4,3263,1441,1744
Litaf,1.083993074812044e-4,1.2369323534591845e-4,3.0109100212447477e-4,3264,2569,220
Stac,1.083850483945118e-4,5.871423540729282e-5,0,3265,5553,12501
Lzts2,1.0837992262497185e-4,1.0057367113111866e-4,6.431745808890194e-5,3266,3237,4948
Abca2,1.0837465284288632e-4,9.002785784093983e-5,1.0930522558161087e-4,3267,3646,3123
Camk2n1,1.0828830830405202e-4,1.5742535416968513e-4,2.0082070071582558e-4,3268,1688,1327
Pcgf2,1.0825777791394382e-4,1.0738219331015868e-5,7.825473862168923e-5,3269,12035,4170
Gbe1,1.0818902966116104e-4,2.8459051341974657e-5,1.6564550277520248e-4,3270,9099,1843
Phf6,1.0813596788612134e-4,1.7631131464694425e-4,3.433625814029328e-4,3271,1487,85
PRR18_containing,1.0806346877174195e-4,3.143467658203057e-4,1.5366099253424388e-4,3272,133,2013
Fam98c,1.0805517823938002e-4,4.1406239696691345e-5,1.764498959885384e-4,3273,7254,1618
Slc6a20,1.0803663562917582e-4,7.087665090990493e-5,5.015331444285842e-5,3274,4759,5953
Adssl1,1.0786441992417597e-4,9.169083116762836e-5,9.88596661732161e-5,3275,3575,3458
Utp6,1.0780128836054294e-4,2.893759250252065e-4,4.135760653134785e-5,3276,500,6782
Phactr3,1.0775216802123002e-4,7.03608840617228e-5,2.647715893136339e-4,3277,4795,954
Ppme1,1.0774607336951522e-4,8.055553370780693e-5,2.24916121758078e-5,3278,4175,9516
Reck,1.0774529653340167e-4,6.50403607466698e-5,5.722533949299097e-5,3279,5115,5424
Pkia,1.0774179243373244e-4,3.380270783620648e-5,1.9064486386685748e-5,3280,8239,10141
Glra3,1.0772685193533226e-4,0,0,3281,12575.5,12501
LOC101960809,1.0770540197886437e-4,8.169280108131313e-5,6.55564915356277e-5,3282,4099,4872
Txndc11,1.0766887505692557e-4,3.85994561187118e-5,2.562524415240609e-5,3283,7580,9014
CECR2,1.0762836353265188e-4,1.3007208756617657e-4,3.6166094792261354e-05,3284,2326,7337
Rnf111,1.076282079506943e-4,2.861985976437809e-4,1.6827359584708815e-4,3285,682,1801
LOC110598749,1.0754338460236086e-4,2.9316493206664517e-4,9.26107319231913e-5,3286,364,3630
Hnrnpdl,1.0752344268884568e-4,1.2800073295006527e-4,2.1280034573065355e-4,3287,2385,1214
Tmem63b,1.0746753230845927e-4,2.7778783050357504e-5,9.00671887812863e-5,3288,9203,3713
Cnih1,1.0746095917862337e-4,4.1880103096354986e-5,3.789681309564003e-5,3289,7193,7156
Camkmt,1.0738197397939795e-4,2.2012887149329962e-5,6.438585324961392e-5,3290,10204,4943
Cbl,1.073487914671953e-4,6.141085566089516e-5,1.5718180456247686e-4,3291,5349,1957
Stambp,1.0733627745358335e-4,0.00013396106284848611,6.361793531252128e-5,3292,2220,5001
Txnl4b,1.0729335807167472e-4,1.014774955192895e-4,3.489104774751219e-5,3293,3215,7511
SGSM1,0.00010729032252634152,4.564598210421017e-5,1.686231134039225e-5,3294,6808,10644
Bclaf3,1.0724820825631536e-4,1.4302953525507624e-5,2.0141825357483854e-5,3295,11679,9947
Fam13b,1.0724023790656962e-4,7.709615602575378e-5,1.079346157367354e-4,3296,4388,3171
Sacs,1.0722726915002004e-4,7.780794848640522e-5,4.6241832110456114e-5,3297,4340,6317
Ppp1r32,1.0722710225065831e-4,0,0,3298,12575.5,12501
Tac1,1.0721126096487182e-4,7.043087500669041e-5,3.394446608260811e-5,3299,4790,7652
Urm1,1.0719797582526159e-4,6.332824817424923e-5,4.2083237047276593e-5,3300,5226,6693
Dhx57,1.0714188070233525e-4,4.71129470868782e-5,2.4548743836719303e-5,3301,6677,9200
Vps11,1.0708980125909559e-4,9.824203076291938e-5,9.984456429254471e-5,3302,3339,3433
G26683,1.0708791509233169e-4,0,6.58787657505516e-5,3303,12575.5,4853
Kif5b,1.0707603449401485e-4,8.45600461386053e-5,3.163480843643817e-5,3304,3934,7989
Bcl7b,1.0700653746024726e-4,6.325486473007134e-5,1.0580832292661061e-4,3305,5231,3245
Dpp3,1.0699140669122259e-4,9.488549810466085e-5,2.8139622496057674e-5,3306,3460,8543
Lrrc8d,1.0698156035422413e-4,1.4097730553058583e-4,3.909826433043254e-5,3307,2094,7012
Gca,1.0688153500408503e-4,1.5222802942917182e-4,2.9988841324182764e-4,3308,1803,224
