"","gene","r","module_color","module_n"
"1609","TF",0.896637344083944,"brown",3
"1610","Srprb",0.631202326036037,"pink",8
"1611","Rab6b",0.693336755696904,"blue",2
"1612","Ryk",0.633349963754746,"paleturquoise",31
"1613","Amotl2",0.588562778456155,"tan",12
"1614","Anapc13",0.934580404730585,"yellow",4
"1615","Cep63",0.663496048513285,"brown",3
"1616","Ephb1",0.864271858360928,"black",7
"1617","Ppp2r3a",0.602689581529343,"yellow",4
"1618","Msl2",0.782114664444071,"turquoise",1
"1619","Pccb",0.84092357964711,"yellow",4
"1620","Stag1",0.572308297379416,"yellow",4
"1621","Neo1",0.711580218958245,"black",7
"1622","Nck1",0.583685669949856,"turquoise",1
"1623","Bmp7",-0.0945415455505982,"grey",0
"1624","Rae1",0.73559949736666,"pink",8
"1625","Hcn4",0.660315300244883,"tan",12
"1626","Pmepa1",-0.612003098619131,"grey",0
"1627","Rab22a",0.811650313921946,"yellow",4
"1628","Vapb",0.837846655677683,"yellow",4
"1629","Stx16",0.48943733244247,"tan",12
"1630","Npepl1",0.833123198407498,"black",7
"1631","Gnas",0.817182330343113,"black",7
"1632","GNAS_gene10323",0.783314131055225,"yellow",4
"1633","Nelfcd",0.784229391508916,"darkturquoise",23
"1634","Atp5e",0.895778721311797,"yellow",4
"1635","Prelid3b",0.777874008128916,"green",5
"1636","Znf831",0.908807054924251,"blue",2
"1637","Edn3",0.652237370060994,"black",7
"1638","ADA_like",0.706332633524859,"black",7
"1639","Pkig",0.798642033521529,"blue",2
"1640","Serinc3",0.421857128813681,"blue",2
"1641","Ttpal",0.680114583734557,"turquoise",1
"1642","Fitm2",0.682725136338009,"brown",3
"1643","Gdap1l1",0.729532113748388,"darkred",21
"1644","Oser1",0.204787124326737,"grey",0
"1645","Tox2",0.825920248904261,"black",7
"1646","Ift52",0.567563033746836,"green",5
"1647","Nptn",0.676901986223239,"greenyellow",11
"1648","L3mbtl1",0.654416558928294,"red",6
"1649","Srsf6",0.721547533412016,"turquoise",1
"1650","LOC110598341",0.735129009891894,"grey",0
"1651","Ptprt",0.843128003868719,"blue",2
"1652","Cdip1",0.68759675268259,"brown",3
"1653","Cd276",0.838682658927507,"violet",32
"1654","Ubald1",0.742062614372094,"blue",2
"1655","Mgrn1",0.789161132067675,"darkgreen",22
"1656","Anks3",0.596335700780876,"darkred",21
"1657","CUNH16orf71",0.545469751555239,"blue",2
"1658","Rogdi",0.561688154130894,"brown",3
"1659","Glyr1",0.534371385054974,"red",6
"1660","Ubn1",0.918012937868562,"turquoise",1
"1661","INSYN1_containing",0.628360106504654,"blue",2
"1662","Sec14l5",-0.458187784544006,"grey",0
"1663","Nagpa",-0.266987732203339,"grey",0
"1664","Alg1",0.688313035257822,"red",6
"1665","Rbfox1",0.853341365528855,"blue",2
"1666","Mettl22",0.736778921068139,"brown",3
"1667","Abat",0.875888179049955,"black",7
"1668","Tmem186",0.0929776170435408,"grey",0
"1669","Pmm2",0.625128598584017,"red",6
"1670","Carhsp1",0.477388780388463,"brown",3
"1671","Usp7",0.22658735234006,"grey",0
"1672","CUNH16orf72",0.715517777541603,"salmon",13
"1673","Grin2a",0.86104750091006,"blue",2
"1674","Nubp1",0.766717087915479,"brown",3
"1675","Tvp23a",0.58419463288146,"orange",25
"1676","Dexi",0.718042262414947,"tan",12
"1677","Clec16a",0.519321644646807,"black",7
"1678","Litaf",0.687803366171308,"pink",8
"1679","Stoml1",0.53947300902363,"blue",2
"1680","Snn",0.786064210362469,"darkgreen",22
"1681","Txndc11",0.471762307148054,"magenta",9
"1682","Zc3h7a",0.752856232978625,"red",6
"1683","Rsl1d1",0.767280475719063,"pink",8
"1684","Gspt1",0.754835568000639,"grey60",17
"1685","Efna5",0.252456098631435,"grey",0
"1686","Pml",0.52411445042245,"blue",2
"1687","Fbxl17",0.73550267290853,"grey",0
"1688","Fer",0.752745541500339,"yellow",4
"1689","Pja2",0.865480667997441,"grey",0
"1690","Man2a1",-0.0595728374746091,"grey",0
"1691","Slc25a46",0.664519371927811,"green",5
"1692","Islr2",0.961291982290453,"blue",2
"1693","Wdr36",0.634919278917715,"royalblue",20
"1694","Camk4",0.781291259712536,"blue",2
"1695","Stard4",0.495922802946018,"blue",2
"1696","Nrep",0.465576923142568,"yellow",4
"1697","LOC101957144",0.583840441932627,"grey",0
"1698","Epb41l4a",0.267824710374504,"grey",0
"1699","Apc",0.738102729246797,"lightgreen",18
"1700","Srp19",0.531323175279556,"yellow",4
"1701","Reep5",0.833769517718673,"brown",3
"1702","Fam13b",-0.201858563389286,"grey",0
"1703","Brd8",0.895863229549405,"steelblue",30
"1704","Cdc23",0.713181796589822,"grey60",17
"1705","Fam53c",0.827927490747008,"turquoise",1
"1706","Kdm3b",0.710184353032054,"red",6
"1707","Reep2",0.661961699883386,"brown",3
"1708","Egr1",0.893826886732284,"turquoise",1
"1709","Etf1",0.879744584703928,"grey60",17
"1710","LOC106144950",0.767530045008771,"brown",3
"1711","Hspa9",0.910103551655944,"pink",8
"1712","Ctnna1",0.835161910435677,"brown",3
"1713","Lrrtm2",0.834561301168896,"greenyellow",11
"1714","Sil1",0.855277669402489,"brown",3
"1715","Matr3",0.867356289508691,"grey",0
"1716","Paip2",0.882732327799472,"green",5
"1717","Dnajc18",0.847873537320121,"green",5
"1718","Ube2d2",0.902333779307754,"grey",0
"1719","Cxxc5",0.504971845585128,"black",7
"1720","Psd2",0.831749370100366,"black",7
"1721","Nrg2",0.669396231157697,"midnightblue",15
"1722","Pura",0.958942940195059,"lightgreen",18
"1723","Igip",0.699180555656176,"darkgrey",24
"1724","Pfdn1",0.921815295904939,"yellow",4
"1725","ANKHD1_gene10482",0.774313741543355,"red",6
"1726","Sra1",0.825424400601846,"brown",3
"1727","Apbb3",0.539168463964772,"turquoise",1
"1728","Slc35a4",0.719436502282779,"violet",32
"1729","Tmco6",0.839297158933703,"turquoise",1
"1730","Sema7a",-0.435136510062519,"grey",0
"1731","Ndufa2",0.666135343516506,"yellow",4
"1732","Ik",0.803570600154925,"brown",3
"1733","Wdr55",0.623921381422914,"saddlebrown",29
"1734","Hars",0.761810744514074,"brown",3
"1735","HARS2_like",0.799790696559505,"turquoise",1
"1736","Zmat2",0.610132996084216,"darkturquoise",23
"1737","Fam110c",0.381085421723565,"red",6
"1738","Sh3yl1",0.146366472065922,"grey",0
"1739","Ubl7",0.778856989229374,"magenta",9
"1740","Acp1",0.815122467993337,"brown",3
"1741","Tmem18",0.731752434215899,"brown",3
"1742","Pxdn",0.711422142249809,"blue",2
"1743","Myt1l",0.892135892130932,"blue",2
"1744","Eipr1",0.739741452254874,"darkred",21
"1745","Trappc12",0.853881049430601,"steelblue",30
"1746","Adi1",0.619968365020026,"brown",3
"1747","Rnaseh1",0.782095402745196,"red",6
"1748","Rps7",0.87915122163541,"yellow",4
"1749","LOC110598355",0.400888946066874,"yellow",4
"1750","Cmpk2",0.610805984544695,"black",7
"1751","Rnf144a",0.689292737805274,"midnightblue",15
"1752","Id2",0.910369433199722,"darkturquoise",23
"1753","Kidins220",0.609791835954722,"lightcyan",16
"1754","Mboat2",0.707525895179465,"pink",8
"1755","Asap2",0.596982880801469,"steelblue",30
"1756","Itgb1bp1",0.493862853018224,"yellow",4
"1757","Cpsf3",0.749390985496706,"pink",8
"1758","Iah1",0.25067287719717,"grey",0
"1759","Clk3",0.721552996070381,"red",6
"1760","Adam17",0.179756469797614,"grey",0
"1761","Ywhaq",0.811221187354625,"green",5
"1762","Taf1b",-0.000764431132060916,"grey",0
