"","gene","module_n","module_color"
"2007","KCNA1_G25775",21,"darkred"
"2008","G25776",19,"lightyellow"
"2009","G25777",19,"lightyellow"
"2010","G25778",17,"grey60"
"2011","G25782",9,"magenta"
"2012","G25784",19,"lightyellow"
"2013","G25786",19,"lightyellow"
"2014","KCNA1_like",21,"darkred"
"2015","G25807",9,"magenta"
"2016","TUG1_G2581",2,"blue"
"2017","G25814",14,"cyan"
"2018","G25819",11,"greenyellow"
"2019","TUG1_like",2,"blue"
"2020","MICAL3_containing",2,"blue"
"2021","G25843",24,"darkgrey"
"2022","TMEM121B_containing",3,"brown"
"2023","NAB1_G25886",5,"green"
"2024","RNF213_like_G25887",9,"magenta"
"2025","FER_containing",1,"turquoise"
"2026","GPD1L_G25897",6,"red"
"2027","G2590",10,"purple"
"2028","G25901",2,"blue"
"2029","G25906",10,"purple"
"2030","G25914",11,"greenyellow"
"2031","G25915",5,"green"
"2032","G25937",14,"cyan"
"2033","LOC101955859,LOC101960768",29,"saddlebrown"
"2034","WASF3_like",14,"cyan"
"2035","G25953",14,"cyan"
"2036","G25982",5,"green"
"2037","G25986",1,"turquoise"
"2038","G25993",9,"magenta"
"2039","AMER2_containing",10,"purple"
"2040","G3BP2_G25997",5,"green"
"2041","ZDHHC20_like",4,"yellow"
"2042","FGF9",5,"green"
"2043","G26032",2,"blue"
"2044","G26037",6,"red"
"2045","G26049",2,"blue"
"2046","G2605",13,"salmon"
"2047","G26056",14,"cyan"
"2048","G26084",9,"magenta"
"2049","G26089",12,"tan"
"2050","G26094",19,"lightyellow"
"2051","G26101",2,"blue"
"2052","G2612",11,"greenyellow"
"2053","CTSB_containing",7,"black"
"2054","G26132",4,"yellow"
"2055","G2615",16,"lightcyan"
"2056","DACH1",1,"turquoise"
"2057","G26167",7,"black"
"2058","MRPS21_G26177",1,"turquoise"
"2059","G26189",1,"turquoise"
"2060","ZNF208_like_G26203",14,"cyan"
"2061","G26224",14,"cyan"
"2062","G26225",2,"blue"
"2063","ATP5MC2",22,"darkgreen"
"2064","G26234",3,"brown"
"2065","NAA16",6,"red"
"2066","G2624",7,"black"
"2067","G26241",9,"magenta"
"2068","G26243",1,"turquoise"
"2069","DGKH_like",2,"blue"
"2070","FAM172A_like",1,"turquoise"
"2071","LNPEP_containing",2,"blue"
"2072","G26262",2,"blue"
"2073","G26264",1,"turquoise"
"2074","G2627",3,"brown"
"2075","G26284",3,"brown"
"2076","G26319",1,"turquoise"
"2077","G2633",20,"royalblue"
"2078","G26350",11,"greenyellow"
"2079","G26352",3,"brown"
"2080","G26353",9,"magenta"
"2081","G26357",11,"greenyellow"
"2082","G26363",26,"darkorange"
"2083","G26371",11,"greenyellow"
"2084","G26373",3,"brown"
"2085","G26376",10,"purple"
"2086","NR2F1",3,"brown"
"2087","G26387",1,"turquoise"
"2088","DLEU2_containing",2,"blue"
"2089","G26407",2,"blue"
"2090","G26412",14,"cyan"
"2091","SUPT20H",2,"blue"
"2092","DCLK1_like",6,"red"
"2093","G26451",28,"skyblue"
"2094","N4BP2L2",0,"grey"
"2095","G26465",5,"green"
"2096","FRY",1,"turquoise"
"2097","G26473",22,"darkgreen"
"2098","G26479",3,"brown"
"2099","G26483",30,"steelblue"
"2100","HMGB1_G26487",7,"black"
"2101","G26488",3,"brown"
"2102","G26494",1,"turquoise"
"2103","G26508",1,"turquoise"
"2104","FLT1_containing",1,"turquoise"
"2105","G26519",1,"turquoise"
"2106","G2652",19,"lightyellow"
"2107","KCNQ1OT1_like_G26527",10,"purple"
"2108","G26533",9,"magenta"
"2109","G26538",2,"blue"
"2110","G26542",2,"blue"
"2111","G26544",24,"darkgrey"
"2112","G26553",1,"turquoise"
"2113","G26554",7,"black"
"2114","G26556",5,"green"
"2115","G26557",3,"brown"
"2116","G26558",11,"greenyellow"
"2117","G26559",9,"magenta"
"2118","G2656",19,"lightyellow"
"2119","G26562",0,"grey"
"2120","PGK1_G26565",7,"black"
"2121","MIR17HG_containing",2,"blue"
"2122","G26572",1,"turquoise"
"2123","SOX21",3,"brown"
"2124","SOX21_containing",11,"greenyellow"
"2125","GPC6",10,"purple"
"2126","G26581",9,"magenta"
"2127","G26588",1,"turquoise"
"2128","G26606",9,"magenta"
"2129","IPO5_like",6,"red"
"2130","G2661",19,"lightyellow"
"2131","G26611",2,"blue"
"2132","ZIC2",34,"darkmagenta"
"2133","G26643",6,"red"
"2134","G26661",5,"green"
"2135","G26671",2,"blue"
"2136","G26683",2,"blue"
"2137","ABHD13_containing",2,"blue"
"2138","EIF3A_G267",7,"black"
"2139","G26725",2,"blue"
"2140","SOX1",10,"purple"
"2141","G26731",3,"brown"
"2142","G26744",2,"blue"
"2143","G26751",1,"turquoise"
"2144","G26753",4,"yellow"
"2145","G26754",1,"turquoise"
"2146","G26761",1,"turquoise"
"2147","G26771",1,"turquoise"
"2148","G26777",2,"blue"
"2149","G26902",1,"turquoise"
"2150","HCG11_like_G26907",7,"black"
"2151","HAPLN1",5,"green"
"2152","G26931",2,"blue"
"2153","G2695",10,"purple"
"2154","G26956",1,"turquoise"
"2155","G2696",26,"darkorange"
"2156","G26967",1,"turquoise"
"2157","G26978",24,"darkgrey"
"2158","G26980",9,"magenta"
"2159","THAP12_G26984",6,"red"
"2160","G27014",1,"turquoise"
"2161","G27021",2,"blue"
"2162","G27037",1,"turquoise"
"2163","G2704",2,"blue"
"2164","MIR493_containing",1,"turquoise"
"2165","G27072",6,"red"
"2166","G27087",12,"tan"
"2167","G27088",33,"darkolivegreen"
"2168","G27090",33,"darkolivegreen"
"2169","BCL11B_like",3,"brown"
"2170","CACUL1_like",6,"red"
"2171","G27104",2,"blue"
"2172","TUNAR_like",2,"blue"
"2173","SNORD113-3_containing",9,"magenta"
"2174","G27158",17,"grey60"
"2175","G27163",2,"blue"
"2176","G27164",2,"blue"
"2177","G27166",2,"blue"
"2178","G27179",9,"magenta"
"2179","G2720",7,"black"
"2180","BTBD7_containing_G27229",2,"blue"
"2181","ATG10_containing",5,"green"
"2182","SLC24A4_containing",3,"brown"
"2183","G27259",2,"blue"
"2184","G27297",2,"blue"
"2185","G27303",24,"darkgrey"
"2186","G27318",15,"midnightblue"
"2187","G27324",15,"midnightblue"
"2188","ANKRD34B_containing",7,"black"
"2189","FOXN3_like",5,"green"
"2190","G27339",2,"blue"
"2191","G2734",19,"lightyellow"
"2192","KCNK10",25,"orange"
"2193","KCNK13_containing",1,"turquoise"
"2194","EML5_like",35,"sienna3"
"2195","STON2_containing",4,"yellow"
"2196","FLRT2_like",3,"brown"
"2197","G27378",2,"blue"
"2198","G27380",2,"blue"
"2199","SPTLC2_like",5,"green"
"2200","G27398",2,"blue"
"2201","G27405",2,"blue"
"2202","G27408",11,"greenyellow"
"2203","G27410",8,"pink"
"2204","G27449",1,"turquoise"
"2205","G27452",5,"green"
"2206","EIF2B2_containing",4,"yellow"
"2207","FAM151B_like",0,"grey"
"2208","G27461",16,"lightcyan"
"2209","MTX3_containing",7,"black"
"2210","G27480",27,"white"
"2211","G27490",5,"green"
"2212","G27495",5,"green"
"2213","G27503",36,"yellowgreen"
"2214","HMGB1_G27518",7,"black"
"2215","G27537",4,"yellow"
"2216","G27581",1,"turquoise"
"2217","SLC25A51",16,"lightcyan"
"2218","G2760",3,"brown"
"2219","G27614",26,"darkorange"
"2220","G27615",26,"darkorange"
"2221","G2763",3,"brown"
"2222","G27632",9,"magenta"
"2223","G2764",9,"magenta"
"2224","SUMO2_like_G27640",19,"lightyellow"
"2225","JPH4",11,"greenyellow"
"2226","G27658",4,"yellow"
"2227","G27683",2,"blue"
"2228","G27703",7,"black"
"2229","G27711",3,"brown"
"2230","LINC02282_like",3,"brown"
"2231","G27716",13,"salmon"
"2232","G27722",1,"turquoise"
"2233","G27724",7,"black"
"2234","G27726",7,"black"
"2235","G27730",12,"tan"
"2236","ARHGAP5",7,"black"
"2237","G27741",1,"turquoise"
"2238","G27745",9,"magenta"
"2239","NPAS3_G27748",10,"purple"
"2240","NPAS3_G27751",10,"purple"
"2241","G27752",9,"magenta"
"2242","G27770",7,"black"
"2243","G27783",1,"turquoise"
"2244","G2780",9,"magenta"
"2245","SSTR1",3,"brown"
"2246","G27815",6,"red"
"2247","G27829",3,"brown"
"2248","PABPC4",6,"red"
"2249","G27834",16,"lightcyan"
"2250","G27846",3,"brown"
"2251","G27850",2,"blue"
"2252","G27852",2,"blue"
"2253","G27854",4,"yellow"
"2254","KLHL28_like",2,"blue"
"2255","G27862",26,"darkorange"
"2256","MDGA2_like_G27865",14,"cyan"
"2257","G27868",9,"magenta"
"2258","MDGA2_like_G27870",1,"turquoise"
"2259","G27892",19,"lightyellow"
"2260","G27893",19,"lightyellow"
"2261","G27900",19,"lightyellow"
"2262","G2791",1,"turquoise"
"2263","G27912",2,"blue"
"2264","G27931",1,"turquoise"
"2265","G27933",3,"brown"
"2266","G27940",6,"red"
"2267","G27950",3,"brown"
"2268","G27977",1,"turquoise"
"2269","G27993",0,"grey"
"2270","G2800",1,"turquoise"
"2271","G28000",9,"magenta"
"2272","G28010",9,"magenta"
"2273","AKAP5",3,"brown"
"2274","TMEM106B_containing_G28013",2,"blue"
"2275","G28018",7,"black"
"2276","G28030",21,"darkred"
"2277","KCNH5_containing",6,"red"
"2278","G28041",2,"blue"
"2279","G28043",3,"brown"
"2280","G28058",6,"red"
"2281","EIF4B_G28059",1,"turquoise"
"2282","G28061",2,"blue"
"2283","G28066",1,"turquoise"
"2284","G28089",7,"black"
"2285","SET_G28096",1,"turquoise"
"2286","SET_G28100",7,"black"
"2287","G28107",10,"purple"
"2288","G28109",5,"green"
"2289","G28112",7,"black"
"2290","G28117",22,"darkgreen"
"2291","G28118",22,"darkgreen"
"2292","G28121",1,"turquoise"
"2293","G28122",2,"blue"
"2294","G2813",1,"turquoise"
"2295","G28136",4,"yellow"
"2296","G28152",9,"magenta"
"2297","DAAM1",3,"brown"
"2298","G28173",2,"blue"
"2299","G28185",7,"black"
"2300","SOCS4_containing",2,"blue"
"2301","G28190",3,"brown"
"2302","G28193",6,"red"
"2303","G28194",6,"red"
"2304","G28207",9,"magenta"
"2305","G28214",12,"tan"
"2306","G28224",1,"turquoise"
"2307","G28227",14,"cyan"
"2308","G2823",6,"red"
"2309","KATNBL1_containing",2,"blue"
"2310","G28236",26,"darkorange"
"2311","G28243",14,"cyan"
"2312","G28257",2,"blue"
"2313","G28258",8,"pink"
"2314","G28267",9,"magenta"
"2315","G28268",9,"magenta"
"2316","G28274",16,"lightcyan"
"2317","G28278",13,"salmon"
"2318","FAM98B_like",3,"brown"
"2319","ANKRD63_containing",3,"brown"
"2320","G28332",5,"green"
"2321","PGM1_like",1,"turquoise"
"2322","G28345",14,"cyan"
"2323","OIP5-AS1_like",11,"greenyellow"
"2324","G28360",1,"turquoise"
"2325","MGA_containing",2,"blue"
"2326","SLC25A53_G2837",1,"turquoise"
"2327","G28376",2,"blue"
"2328","G284",11,"greenyellow"
"2329","G28405",2,"blue"
"2330","G28417",26,"darkorange"
"2331","G28418",16,"lightcyan"
"2332","G2843",2,"blue"
"2333","CTDSPL2_containing",3,"brown"
"2334","POLK_containing",7,"black"
"2335","TRPM7_like",15,"midnightblue"
"2336","G28522",1,"turquoise"
"2337","G28523",7,"black"
"2338","TMOD2_containing",7,"black"
"2339","SV2C_containing",5,"green"
"2340","MAPK6_G28536",5,"green"
"2341","UNC13C",11,"greenyellow"
"2342","GPBP1L1",4,"yellow"
"2343","G28572",10,"purple"
"2344","HMGN2_G28582",7,"black"
"2345","TCF12_containing",1,"turquoise"
"2346","G28595",1,"turquoise"
"2347","GCOM1_containing",7,"black"
"2348","MINDY2_containing",6,"red"
"2349","G28611",3,"brown"
"2350","G28623",1,"turquoise"
"2351","G28635",11,"greenyellow"
"2352","G28660",2,"blue"
"2353","RAB8B",6,"red"
"2354","G28666",13,"salmon"
"2355","G2867",2,"blue"
"2356","SNX1_containing",1,"turquoise"
"2357","ZNF609",2,"blue"
"2358","G28703",16,"lightcyan"
"2359","G28710",35,"sienna3"
"2360","G28735",1,"turquoise"
"2361","G28738",1,"turquoise"
"2362","MEGF11_like",5,"green"
"2363","G28745",8,"pink"
"2364","G28779",2,"blue"
"2365","G2878",30,"steelblue"
"2366","G28781",2,"blue"
"2367","G28786",2,"blue"
"2368","G28791",2,"blue"
"2369","DENND4A_like",6,"red"
"2370","G2880",0,"grey"
"2371","UBE2D3_G28808",1,"turquoise"
"2372","G28809",1,"turquoise"
"2373","G28811",1,"turquoise"
"2374","G28822",1,"turquoise"
"2375","G28823",6,"red"
"2376","G28825",1,"turquoise"
"2377","G28827",4,"yellow"
"2378","NEO1_containing",10,"purple"
"2379","G28842",0,"grey"
"2380","G28879",1,"turquoise"
"2381","G28882",3,"brown"
"2382","G28888",9,"magenta"
"2383","OST4_containing",16,"lightcyan"
"2384","RPL41_G28914",1,"turquoise"
"2385","G28915",3,"brown"
"2386","G28919",1,"turquoise"
"2387","G28935",1,"turquoise"
"2388","G28936",22,"darkgreen"
"2389","G28963",1,"turquoise"
"2390","MORF4L1_like_G28968",1,"turquoise"
"2391","G28970",36,"yellowgreen"
"2392","G28973",7,"black"
"2393","G28974",2,"blue"
"2394","G28982",5,"green"
"2395","G28987",9,"magenta"
"2396","MINAR1_like",5,"green"
"2397","G29000",5,"green"
"2398","G29015",7,"black"
"2399","G29021",16,"lightcyan"
"2400","G29023",16,"lightcyan"
"2401","IPW",2,"blue"
"2402","G29038",2,"blue"
"2403","LINC00504",9,"magenta"
"2404","G29064",9,"magenta"
"2405","G29082",11,"greenyellow"
"2406","CTXND1_containing",4,"yellow"
"2407","G29108",15,"midnightblue"
"2408","G29122",26,"darkorange"
"2409","G29129",16,"lightcyan"
"2410","G29132",27,"white"
"2411","G29143",1,"turquoise"
"2412","G29155",1,"turquoise"
"2413","G29161",1,"turquoise"
"2414","ZNF710",2,"blue"
"2415","G29190",1,"turquoise"
"2416","G29201",1,"turquoise"
"2417","NTRK3_like",2,"blue"
"2418","G29234",2,"blue"
"2419","NTRK3_containing",2,"blue"
"2420","G29255",3,"brown"
"2421","G29266",30,"steelblue"
"2422","G29274",9,"magenta"
"2423","G29279",30,"steelblue"
"2424","LRRC28_like",6,"red"
"2425","G29309",7,"black"
"2426","MEF2A",13,"salmon"
"2427","G29329",2,"blue"
"2428","G29331",0,"grey"
"2429","G29338",2,"blue"
"2430","G29369",4,"yellow"
"2431","G29401",13,"salmon"
"2432","G29404",4,"yellow"
"2433","G2941",7,"black"
"2434","LINC00261_containing",18,"lightgreen"
"2435","G2942",2,"blue"
"2436","G29420",1,"turquoise"
"2437","G29422",6,"red"
"2438","RALGAPA2_G29428",0,"grey"
"2439","G29431",1,"turquoise"
"2440","NKX2-2_like",5,"green"
"2441","G29441",2,"blue"
"2442","G2945",30,"steelblue"
"2443","G29458",2,"blue"
"2444","G29481",1,"turquoise"
"2445","SLC39A14_containing",2,"blue"
"2446","B3GNT2",7,"black"
"2447","G29503",7,"black"
"2448","G29504",1,"turquoise"
"2449","G2952",9,"magenta"
"2450","LAMP5",1,"turquoise"
"2451","NDUFAF5_containing",2,"blue"
"2452","G29524",13,"salmon"
"2453","G29525",13,"salmon"
"2454","G29539",2,"blue"
"2455","G29560",1,"turquoise"
"2456","G29563",2,"blue"
"2457","G2960",1,"turquoise"
"2458","G29612",6,"red"
"2459","ATRN_like_G29630",4,"yellow"
"2460","G29649",1,"turquoise"
"2461","G2965",16,"lightcyan"
"2462","G29651",1,"turquoise"
"2463","G29652",20,"royalblue"
"2464","G29664",2,"blue"
"2465","G2967",26,"darkorange"
"2466","G29684",11,"greenyellow"
"2467","G29695",4,"yellow"
"2468","G29696",2,"blue"
"2469","G29697",2,"blue"
"2470","ZCCHC3",2,"blue"
"2471","EIF4G2_G29738",5,"green"
"2472","G29742",0,"grey"
"2473","PDE4D_G2978",5,"green"
"2474","CBFA2T2_like",2,"blue"
"2475","G2979",2,"blue"
"2476","G298",16,"lightcyan"
"2477","G29804",1,"turquoise"
"2478","G29827",16,"lightcyan"
"2479","PDE4D_G2983",2,"blue"
"2480","G29836",2,"blue"
"2481","RNA45SN5",1,"turquoise"
"2482","G29855",11,"greenyellow"
"2483","SCAND1",1,"turquoise"
"2484","G2988",33,"darkolivegreen"
"2485","G29880",3,"brown"
"2486","G29892",1,"turquoise"
"2487","G299",15,"midnightblue"
"2488","G2995",2,"blue"
"2489","G29952",2,"blue"
"2490","G29953",2,"blue"
"2491","G29961",7,"black"
"2492","G29972",2,"blue"
"2493","G29977",2,"blue"
"2494","G29984",5,"green"
"2495","NXF1_containing",1,"turquoise"
"2496","VAPB_containing",1,"turquoise"
"2497","G30002",5,"green"
"2498","TAF1A_containing_G30041",19,"lightyellow"
"2499","G30044",29,"saddlebrown"
"2500","G30046",29,"saddlebrown"
"2501","G3005",1,"turquoise"
"2502","G30063",0,"grey"
"2503","G30065",29,"saddlebrown"
"2504","G30078",10,"purple"
"2505","G30087",0,"grey"
"2506","G30091",2,"blue"
"2507","G30092",3,"brown"
"2508","G30094",15,"midnightblue"
"2509","G3010",15,"midnightblue"
"2510","G30112",2,"blue"
"2511","G30128",2,"blue"
"2512","TSHZ2_G30132",11,"greenyellow"
"2513","G30143",4,"yellow"
"2514","G30154",3,"brown"
"2515","KCNB1_containing_G30156",3,"brown"
"2516","G30157",1,"turquoise"
"2517","KCNB1_containing_G30158",3,"brown"
"2518","G30181",0,"grey"
"2519","G30197",5,"green"
"2520","SLC12A5",5,"green"
"2521","CDH22",11,"greenyellow"
"2522","G30260",0,"grey"
"2523","G30328",4,"yellow"
"2524","G30346",23,"darkturquoise"
"2525","EEF1A2_containing",8,"pink"
"2526","G3035",6,"red"
"2527","G30359",1,"turquoise"
"2528","G30375",2,"blue"
"2529","G3048",1,"turquoise"
"2530","G30498",16,"lightcyan"
"2531","G30504",2,"blue"
"2532","G30506",1,"turquoise"
"2533","G30540",2,"blue"
"2534","HCN1_like",1,"turquoise"
"2535","G30584",2,"blue"
"2536","G30586",1,"turquoise"
"2537","G30595",2,"blue"
"2538","G30605",2,"blue"
"2539","G3061",6,"red"
"2540","G30610",2,"blue"
"2541","G30612",31,"paleturquoise"
"2542","G30622",2,"blue"
"2543","G30638",18,"lightgreen"
"2544","G30654",10,"purple"
"2545","G30667",11,"greenyellow"
"2546","G30668",11,"greenyellow"
"2547","G30675",2,"blue"
"2548","G30680",1,"turquoise"
"2549","G30686",2,"blue"
"2550","G30687",8,"pink"
"2551","G30696",20,"royalblue"
"2552","G30711",8,"pink"
"2553","G30712",2,"blue"
"2554","G30723",19,"lightyellow"
"2555","G30732",2,"blue"
"2556","G30738",2,"blue"
"2557","KCNQ3_containing",3,"brown"
"2558","G30748",4,"yellow"
"2559","G30760",1,"turquoise"
"2560","G30763",0,"grey"
"2561","G3077",1,"turquoise"
"2562","G30782",3,"brown"
"2563","BASP1",3,"brown"
"2564","G30796",1,"turquoise"
"2565","G30801",2,"blue"
"2566","G30807",2,"blue"
"2567","G3082",3,"brown"
"2568","G30822",2,"blue"
"2569","G30823",3,"brown"
"2570","FBXO32_like",3,"brown"
"2571","G30840",1,"turquoise"
"2572","G30841",2,"blue"
"2573","G30845",5,"green"
"2574","ZNF723_like",14,"cyan"
"2575","G30865",3,"brown"
"2576","G30868",9,"magenta"
"2577","SAMD12_containing_G30876",3,"brown"
"2578","SAMD12_containing_G30878",3,"brown"
"2579","G30883",2,"blue"
"2580","G30889",7,"black"
"2581","G3089",8,"pink"
"2582","TRPS1",2,"blue"
"2583","ZNF708_containing_G30901",3,"brown"
"2584","G30910",2,"blue"
"2585","G3092",2,"blue"
"2586","G30924",24,"darkgrey"
"2587","G3093",2,"blue"
"2588","G3094",3,"brown"
"2589","G30941",2,"blue"
"2590","G30945",5,"green"
"2591","G30958",3,"brown"
"2592","G3097",9,"magenta"
"2593","G30980",15,"midnightblue"
"2594","G30983",1,"turquoise"
"2595","G30984",1,"turquoise"
"2596","PABPC1",4,"yellow"
"2597","G31005",1,"turquoise"
"2598","G31010",9,"magenta"
"2599","G31011",27,"white"
"2600","G31029",9,"magenta"
"2601","UQCRB_containing",7,"black"
"2602","G31041",1,"turquoise"
"2603","G31054",9,"magenta"
"2604","G31061",9,"magenta"
"2605","G31069",11,"greenyellow"
"2606","G31073",2,"blue"
"2607","G31080",5,"green"
"2608","G31081",2,"blue"
"2609","G31092",10,"purple"
"2610","G31093",7,"black"
"2611","G311",1,"turquoise"
"2612","CPNE3",1,"turquoise"
"2613","NET1_G3111",1,"turquoise"
"2614","G31119",7,"black"
"2615","MMP16_like",2,"blue"
"2616","MMP16",2,"blue"
"2617","SRSF10_like",14,"cyan"
"2618","G31138",19,"lightyellow"
"2619","TPM3_G31140",6,"red"
"2620","G31144",15,"midnightblue"
"2621","G31146",6,"red"
"2622","G31158",27,"white"
"2623","ZBTB10",2,"blue"
"2624","G3117",6,"red"
"2625","G31177",1,"turquoise"
"2626","G31179",9,"magenta"
"2627","FAM241A_like_G31182",9,"magenta"
"2628","G31193",3,"brown"
"2629","G31196",2,"blue"
"2630","G31211",9,"magenta"
"2631","TERF1",14,"cyan"
"2632","G31230",1,"turquoise"
"2633","G31247",1,"turquoise"
"2634","G31248",7,"black"
"2635","G31251",2,"blue"
"2636","NKAIN3-IT1_containing",3,"brown"
"2637","G31265",10,"purple"
"2638","G31266",4,"yellow"
"2639","CYP7B1_like",4,"yellow"
"2640","G31273",1,"turquoise"
"2641","G31274",3,"brown"
"2642","MIR124-2HG_containing",15,"midnightblue"
"2643","G3128",7,"black"
"2644","G31281",3,"brown"
"2645","VCPIP1_like_G31286",6,"red"
"2646","NPR3",5,"green"
"2647","G31301",1,"turquoise"
"2648","G31302",2,"blue"
"2649","VCPIP1_like_G31304",7,"black"
"2650","G31307",2,"blue"
"2651","G31315",7,"black"
"2652","PREX2_containing",19,"lightyellow"
"2653","ARID1A",0,"grey"
"2654","G31341",1,"turquoise"
"2655","G31355",1,"turquoise"
"2656","G31367",3,"brown"
"2657","G31374",0,"grey"
"2658","G31386",29,"saddlebrown"
"2659","ST18_G31394",7,"black"
"2660","CD164_G31395",4,"yellow"
"2661","G31399",3,"brown"
"2662","G31401",15,"midnightblue"
"2663","ST18_G31402",4,"yellow"
"2664","G31408",10,"purple"
"2665","SET_G31414",7,"black"
"2666","G31418",0,"grey"
"2667","UBE2V2_containing",7,"black"
"2668","G31430",10,"purple"
"2669","G31432",8,"pink"
"2670","G31444",30,"steelblue"
"2671","SNTG1_like",10,"purple"
"2672","G31449",9,"magenta"
"2673","TMED2_containing",4,"yellow"
"2674","G31479",9,"magenta"
"2675","G3148",7,"black"
"2676","G31484",16,"lightcyan"
"2677","TMED2_G31486",7,"black"
"2678","G31492",7,"black"
"2679","G31493",2,"blue"
"2680","G31494",1,"turquoise"
"2681","NORAD_G31497",10,"purple"
"2682","G31503",13,"salmon"
"2683","PTPN4_containing",26,"darkorange"
"2684","G31524",0,"grey"
"2685","G31526",1,"turquoise"
"2686","G31537",2,"blue"
"2687","G31540",1,"turquoise"
"2688","G31545",2,"blue"
"2689","CNTNAP5_containing",10,"purple"
"2690","SLC35F5_containing",9,"magenta"
"2691","SS18L2_containing_G31576",5,"green"
"2692","G31577",10,"purple"
"2693","G31597",15,"midnightblue"
"2694","G31605",13,"salmon"
"2695","G31614",2,"blue"
"2696","ANKRD26_containing",9,"magenta"
"2697","ATL2",5,"green"
"2698","G31648",14,"cyan"
"2699","SPOPL_like",2,"blue"
"2700","G31656",19,"lightyellow"
"2701","G31662",33,"darkolivegreen"
"2702","MBD5",7,"black"
"2703","RND3",5,"green"
"2704","GTDC1_containing",1,"turquoise"
"2705","G31701",2,"blue"
"2706","ARL5A_containing",7,"black"
"2707","G31706",2,"blue"
"2708","G31713",2,"blue"
"2709","G31723",7,"black"
"2710","G31724",6,"red"
"2711","TMEM212_containing",12,"tan"
"2712","G31732",0,"grey"
"2713","G31747",16,"lightcyan"
"2714","G31763",1,"turquoise"
"2715","PLA2R1_containing",0,"grey"
"2716","G31778",3,"brown"
"2717","FIGN",25,"orange"
"2718","G31796",1,"turquoise"
"2719","G31802",3,"brown"
"2720","G31806",7,"black"
"2721","CSRNP3_like",3,"brown"
"2722","G31813",13,"salmon"
"2723","G3182",2,"blue"
"2724","G31820",9,"magenta"
"2725","PPIG",7,"black"
"2726","G31848",1,"turquoise"
"2727","G31857",9,"magenta"
"2728","G31861",2,"blue"
"2729","G31862",4,"yellow"
"2730","CYBRD1",4,"yellow"
"2731","G31865",6,"red"
"2732","DCAF17_containing",2,"blue"
"2733","G31873",5,"green"
"2734","MAP3K20_containing",1,"turquoise"
"2735","G31881",1,"turquoise"
"2736","G31885",33,"darkolivegreen"
"2737","G31886",0,"grey"
"2738","SP9_G31888",3,"brown"
"2739","SCN3A",7,"black"
"2740","LMBRD2_like",13,"salmon"
"2741","G31901",3,"brown"
"2742","G31905",5,"green"
"2743","G31908",1,"turquoise"
"2744","G31909",6,"red"
"2745","LIFR",2,"blue"
"2746","G31933",5,"green"
"2747","G31936",2,"blue"
"2748","G31937",2,"blue"
"2749","G31941",1,"turquoise"
"2750","G31954",2,"blue"
"2751","G31955",2,"blue"
"2752","G31960",6,"red"
"2753","G31970",7,"black"
"2754","G31971",30,"steelblue"
"2755","G31972",2,"blue"
"2756","G31976",7,"black"
"2757","G31981",33,"darkolivegreen"
"2758","G31995",6,"red"
"2759","FAM171B",7,"black"
"2760","G32000",7,"black"
"2761","G32014",5,"green"
"2762","G32031",3,"brown"
"2763","G32059",1,"turquoise"
"2764","G32080",1,"turquoise"
"2765","G32085",1,"turquoise"
"2766","G32092",2,"blue"
"2767","G32123",9,"magenta"
"2768","G32133",5,"green"
"2769","G32139",9,"magenta"
"2770","G32160",1,"turquoise"
"2771","G32161",4,"yellow"
"2772","G32166",13,"salmon"
"2773","G3217",4,"yellow"
"2774","G32182",1,"turquoise"
"2775","NBEAL1_containing",3,"brown"
"2776","G32186",0,"grey"
"2777","NRP2_containing",5,"green"
"2778","KLF7",2,"blue"
"2779","G32218",2,"blue"
"2780","G32238",19,"lightyellow"
"2781","PLCXD3_like",1,"turquoise"
"2782","G32242",6,"red"
"2783","G32266",30,"steelblue"
"2784","G32279",7,"black"
"2785","G3228",1,"turquoise"
"2786","G32290",1,"turquoise"
"2787","G32311",2,"blue"
"2788","G32312",15,"midnightblue"
"2789","G32328",0,"grey"
"2790","ERBB4_like",3,"brown"
"2791","G32331",19,"lightyellow"
"2792","PREX2",19,"lightyellow"
"2793","G32337",4,"yellow"
"2794","ZNF207_like",9,"magenta"
"2795","G32341",9,"magenta"
"2796","G32343",9,"magenta"
"2797","G32348",2,"blue"
"2798","G3237",0,"grey"
"2799","LANCL1_like",13,"salmon"
"2800","G324",22,"darkgreen"
"2801","RNF11_G3240",7,"black"
"2802","G32406",2,"blue"
"2803","G3244",16,"lightcyan"
"2804","G32446",11,"greenyellow"
"2805","G32449",1,"turquoise"
"2806","G32463",0,"grey"
"2807","G32465",30,"steelblue"
"2808","G32474",7,"black"
"2809","DAB2",0,"grey"
"2810","G32484",2,"blue"
"2811","G32501",2,"blue"
"2812","G32521",7,"black"
"2813","G32525",2,"blue"
"2814","G32545",2,"blue"
"2815","G32554",21,"darkred"
"2816","ANKH_containing",4,"yellow"
"2817","NCL_containing",7,"black"
"2818","POLE3_containing",4,"yellow"
"2819","G32589",2,"blue"
"2820","G32610",2,"blue"
"2821","G32615",11,"greenyellow"
"2822","G32619",3,"brown"
"2823","G32652",24,"darkgrey"
"2824","G32664",2,"blue"
"2825","G32670",6,"red"
"2826","G32677",1,"turquoise"
"2827","G32694",2,"blue"
"2828","G32695",2,"blue"
"2829","G32696",1,"turquoise"
"2830","G32699",2,"blue"
