"","gene","n","module_n","module_color"
"135","Arcn1",35,5,"green"
"136","Arf1",63,2,"blue"
"137","Arf5",37,2,"blue"
"138","Arfgap3",48,3,"brown"
"139","Arfgef1",19,1,"turquoise"
"140","Arfgef2",6,3,"brown"
"141","Arfip2",4,2,"blue"
"142","Arglu1",8,11,"greenyellow"
"143","Arhgap20",5,8,"pink"
"144","ARHGAP23_like",6,0,"grey"
"145","Arhgap24",23,4,"yellow"
"146","Arhgap29",9,1,"turquoise"
"147","Arhgap35",4,6,"red"
"148","Arhgap5",291,1,"turquoise"
"149","Arhgdia",58,2,"blue"
"150","Arhgdig",12,9,"magenta"
"151","Arhgef10l",37,4,"yellow"
"152","Arid3b",8,1,"turquoise"
"153","Arid4a",71,1,"turquoise"
"154","Arid5a",221,2,"blue"
"155","Arid5b",30,1,"turquoise"
"156","Arih1",23,1,"turquoise"
"157","Arl10",10,1,"turquoise"
"158","Arl5b",282,1,"turquoise"
"159","ARL5B_like",210,1,"turquoise"
"160","Arl6ip6",5,11,"greenyellow"
"161","Arl8a",25,2,"blue"
"162","ARMH1_like",3,2,"blue"
"163","ARMH3_like",135,4,"yellow"
"164","Armt1",53,1,"turquoise"
"165","Arnt2",5,4,"yellow"
"166","Arpc2",105,3,"brown"
"167","Arpc3",49,3,"brown"
"168","ARPC3_gene26162",24,2,"blue"
"169","Arpc4",120,3,"brown"
"170","Arrb1",2,10,"purple"
"171","Arrb2",41,2,"blue"
"172","Arsb",21,12,"tan"
"173","Arv1",3,3,"brown"
"174","Asb7",6,1,"turquoise"
"175","Asic4",7,2,"blue"
"176","Asna1",45,2,"blue"
"177","Asnsd1",273,1,"turquoise"
"178","Asph",5,8,"pink"
"179","Aste1",20,1,"turquoise"
"180","Astn1",5,4,"yellow"
"181","Astn2",6,4,"yellow"
"182","Asxl3",9,4,"yellow"
"183","Atad1",2,5,"green"
"184","ATAD2B",18,1,"turquoise"
"185","Atcay",3,7,"black"
"186","ATF6_containing",119,3,"brown"
"187","Atg14",106,1,"turquoise"
"188","Atg16l1",3,1,"turquoise"
"189","Atg4d",121,1,"turquoise"
"190","Atic",17,3,"brown"
"191","ATL2_containing",5,18,"lightgreen"
"192","Atl3",31,1,"turquoise"
"193","Atp11c",9,1,"turquoise"
"194","Atp13a4",18,11,"greenyellow"
"195","ATP1A2_like",4,4,"yellow"
"196","Atp1a3",12,7,"black"
"197","Atp1b1",10,9,"magenta"
"198","Atp2b3",4,4,"yellow"
"199","Atp5a1",13,6,"red"
"200","Atp5b",10,2,"blue"
"201","Atp5c1",117,3,"brown"
"202","Atp5d",19,2,"blue"
"203","Atp5e",48,2,"blue"
"204","Atp5f1",189,3,"brown"
"205","Atp5g1",90,2,"blue"
"206","Atp5g3",139,2,"blue"
"207","Atp5h",6,2,"blue"
"208","Atp5i",28,2,"blue"
"209","Atp5j",7,2,"blue"
"210","Atp5j2",68,2,"blue"
"211","Atp5l",17,2,"blue"
"212","Atp5o",67,2,"blue"
"213","Atp6ap1",10,2,"blue"
"214","Atp6v0a1",5,6,"red"
"215","Atp6v0a2",160,1,"turquoise"
"216","Atp6v0b",28,2,"blue"
"217","Atp6v0c",23,2,"blue"
"218","Atp6v0d1",82,2,"blue"
"219","Atp6v0e1",20,3,"brown"
"220","Atp6v0e2",25,2,"blue"
"221","Atp6v1e1",15,6,"red"
"222","Atp6v1g1",56,3,"brown"
"223","Atp6v1g2",5,7,"black"
"224","Atp6v1h",22,6,"red"
"225","Atp7a",2,1,"turquoise"
"226","Atp9a",4,4,"yellow"
"227","Atraid",52,2,"blue"
"228","Atrx",15,6,"red"
"229","Atxn1",29,1,"turquoise"
"230","Atxn2",186,1,"turquoise"
"231","Aurkaip1",114,2,"blue"
"232","Azin1",180,1,"turquoise"
"233","Azin2",117,2,"blue"
"234","B2m",5,3,"brown"
"235","B3galnt2",345,1,"turquoise"
"236","B3gat1",4,4,"yellow"
"237","B4galt3",7,1,"turquoise"
"238","B4galt5",8,1,"turquoise"
"239","Babam2",8,2,"blue"
"240","Bach1",56,1,"turquoise"
"241","Bad",54,2,"blue"
"242","Bag1",180,3,"brown"
"243","Bag6",90,2,"blue"
"244","Bahcc1",6,2,"blue"
"245","Baiap2",35,1,"turquoise"
"246","Baiap3",16,8,"pink"
"247","Bak1",40,1,"turquoise"
"248","Banp",93,1,"turquoise"
"249","Bbip1",3,2,"blue"
"250","Bbs1",35,1,"turquoise"
"251","Bcan",7,11,"greenyellow"
"252","Bcap31",53,2,"blue"
"253","Bcas1",4,13,"salmon"
"254","Bcas3",97,4,"yellow"
"255","Bckdha",69,2,"blue"
"256","Bckdk",16,2,"blue"
"257","Bcl2l11",259,1,"turquoise"
"258","Bcl7a",7,8,"pink"
"259","Bcl9",105,1,"turquoise"
"260","Bcorl1",389,1,"turquoise"
"261","Bcr",20,1,"turquoise"
"262","Bdp1",7,1,"turquoise"
"263","Bend4",46,1,"turquoise"
"264","Bend6",5,9,"magenta"
"265","Best1",11,4,"yellow"
"266","Bex4",14,8,"pink"
"267","Bfar",7,1,"turquoise"
"268","Bhlhe40",170,2,"blue"
"269","Bicd1",79,1,"turquoise"
"270","Bicd2",234,1,"turquoise"
"271","Birc2",115,1,"turquoise"
"272","Birc3",155,1,"turquoise"
"273","Birc6",7,1,"turquoise"
"274","Blmh",14,1,"turquoise"
"275","Bloc1s1",4,2,"blue"
"276","Bmp5",5,16,"lightcyan"
"277","Bmpr1b",3,1,"turquoise"
"278","BMPR1B_containing",16,1,"turquoise"
"279","Bms1",36,1,"turquoise"
"280","Bmt2",332,1,"turquoise"
"281","Bnip3",43,3,"brown"
"282","Bnip3l",11,3,"brown"
"283","Bod1",30,1,"turquoise"
"284","Bod1l1",85,1,"turquoise"
"285","Brd1",90,1,"turquoise"
"286","Brd3",347,1,"turquoise"
"287","Brd8",7,2,"blue"
"288","Brd9",8,2,"blue"
"289","Brf1",3,2,"blue"
"290","Bri3",22,3,"brown"
"291","Brinp2",8,2,"blue"
"292","Brinp3",7,4,"yellow"
"293","Brms1",13,5,"green"
"294","Brox",7,5,"green"
"295","Brpf1",11,1,"turquoise"
"296","Brsk1",6,7,"black"
"297","Bscl2",5,2,"blue"
"298","Bsg",44,2,"blue"
"299","Btbd7",47,1,"turquoise"
"300","BTBD7_containing_G27229",311,1,"turquoise"
"301","Btf3",15,3,"brown"
"302","BTF3_G22095",3,2,"blue"
"303","Btf3l4",19,3,"brown"
"304","BTF3L4_like",10,3,"brown"
"305","Btg1",143,1,"turquoise"
"306","Btg2",8,1,"turquoise"
"307","Bub3",5,3,"brown"
"308","Bud13",448,1,"turquoise"
"309","Bud31",11,3,"brown"
"310","Bzw1",20,3,"brown"
"311","C1qbp",10,3,"brown"
"312","C2cd3",5,5,"green"
"313","Ca14",8,12,"tan"
"314","Ca2",150,1,"turquoise"
"315","Ca9",22,12,"tan"
"316","Cacna1b",5,2,"blue"
"317","Cacna1e",9,9,"magenta"
"318","Cacna1f",23,4,"yellow"
"319","Cacnb2",50,1,"turquoise"
"320","Cacng4",2,20,"royalblue"
"321","Cacng7",5,9,"magenta"
"322","Cacul1",164,1,"turquoise"
"323","CACUL1_like",132,1,"turquoise"
"324","Cadm2",5,4,"yellow"
"325","Cadps2",21,9,"magenta"
"326","Calm3",7,10,"purple"
"327","Caly",3,7,"black"
"328","Camk2a",3,7,"black"
"329","Camk2b",1,7,"black"
"330","CAMK2N2",13,9,"magenta"
"331","Camk4",3,9,"magenta"
"332","Camkk2",35,1,"turquoise"
"333","Camta1",3,9,"magenta"
"334","Camta2",16,7,"black"
"335","Cand1",4,14,"cyan"
"336","Cant1",7,2,"blue"
"337","Canx",7,6,"red"
"338","Cap1",59,3,"brown"
"339","Capn1",49,4,"yellow"
"340","Capn7",3,2,"blue"
"341","Capns1",213,2,"blue"
"342","Caprin1",7,14,"cyan"
"343","Capzb",79,2,"blue"
"344","Carnmt1",62,1,"turquoise"
"345","Casc3",42,5,"green"
"346","Casc4",8,2,"blue"
"347","Cask",12,3,"brown"
"348","Caskin1",10,7,"black"
"349","Casp8ap2",201,1,"turquoise"
"350","Castor2",39,1,"turquoise"
"351","Cbl",16,1,"turquoise"
"352","Cbll1",607,1,"turquoise"
"353","Cbx3",4,3,"brown"
"354","Cbx6",3,7,"black"
"355","Cc2d1b",2,2,"blue"
"356","Ccar2",8,2,"blue"
"357","Ccdc115",42,2,"blue"
"358","Ccdc117",406,1,"turquoise"
"359","Ccdc12",64,2,"blue"
"360","Ccdc159",23,4,"yellow"
"361","Ccdc169",12,4,"yellow"
"362","Ccdc186",80,1,"turquoise"
"363","Ccdc28a",41,1,"turquoise"
"364","Ccdc3",15,8,"pink"
"365","Ccdc43",5,5,"green"
"366","Ccdc47",14,3,"brown"
"367","Ccdc6",72,1,"turquoise"
"368","Ccdc62",6,2,"blue"
"369","Ccdc71",5,4,"yellow"
"370","CCDC71L",16,8,"pink"
"371","Ccdc85c",9,1,"turquoise"
"372","Ccdc86",6,1,"turquoise"
"373","Ccdc92",23,2,"blue"
"374","Ccdc93",183,1,"turquoise"
"375","CCDC9B_containing",5,15,"midnightblue"
"376","Ccer2",2,4,"yellow"
"377","Ccng2",138,1,"turquoise"
"378","Ccnk",11,1,"turquoise"
"379","Ccnl1",29,2,"blue"
"380","Ccnt1",3,5,"green"
"381","Ccnt2",26,1,"turquoise"
"382","Ccny",4,1,"turquoise"
"383","Ccnyl1",32,1,"turquoise"
"384","Cct2",4,6,"red"
"385","Cct3",12,5,"green"
"386","Cct4",9,14,"cyan"
"387","Cct5",15,14,"cyan"
"388","Cct6a",22,14,"cyan"
"389","Cct8",23,6,"red"
"390","Cd164",8,1,"turquoise"
"391","Cd44",9,3,"brown"
"392","Cd63",88,3,"brown"
"393","CD82_like",20,3,"brown"
"394","Cdc123",19,3,"brown"
"395","Cdc37",38,2,"blue"
"396","Cdc40",15,1,"turquoise"
"397","Cdc42ep3",274,1,"turquoise"
"398","Cdc42ep4",7,2,"blue"
"399","Cdh18",23,4,"yellow"
"400","Cdh20",121,1,"turquoise"
"401","CDH23_like_gene9228",3,9,"magenta"
"402","Cdip1",22,2,"blue"
"403","Cdipt",2,7,"black"
"404","Cdk17",4,1,"turquoise"
"405","Cdk4",3,3,"brown"
"406","Cdk7",39,1,"turquoise"
"407","CDKL5_containing",13,1,"turquoise"
"408","Cdkn2aip",59,1,"turquoise"
"409","Cdo1",7,1,"turquoise"
"410","Cdv3",57,1,"turquoise"
"411","Cdyl2",133,1,"turquoise"
"412","CEBPG_containing",196,2,"blue"
"413","Cebpz",10,1,"turquoise"
"414","Celf1",86,1,"turquoise"
"415","Celf2",14,1,"turquoise"
"416","CELF2",43,1,"turquoise"
"417","CELF4_gene8911",3,7,"black"
"418","Celsr2",7,9,"magenta"
"419","Cend1",16,7,"black"
"420","Cenpj",8,4,"yellow"
"421","Cep112",15,2,"blue"
"422","Cep131",13,2,"blue"
"423","Cep170",3,1,"turquoise"
"424","Cep250",6,4,"yellow"
"425","Cep350",561,1,"turquoise"
"426","Cep63",35,4,"yellow"
"427","Cep85",45,1,"turquoise"
"428","Cept1",13,1,"turquoise"
"429","Cercam",5,13,"salmon"
"430","Cers2",9,12,"tan"
"431","Cfap36",46,6,"red"
"432","Cfl1",26,2,"blue"
"433","Cfp",218,1,"turquoise"
"434","Cgref1",19,2,"blue"
"435","Champ1",7,1,"turquoise"
"436","Chchd10",47,2,"blue"
"437","Chchd2",141,2,"blue"
"438","Chd1",103,1,"turquoise"
"439","Chd3",19,9,"magenta"
"440","Chd5",9,11,"greenyellow"
"441","Chd8",3,5,"green"
"442","Chfr",155,1,"turquoise"
"443","Chi3l1",50,3,"brown"
"444","Chid1",37,2,"blue"
"445","Chmp1a",2,3,"brown"
"446","Chordc1",185,1,"turquoise"
"447","Chpf",11,2,"blue"
"448","Chpf2",10,3,"brown"
"449","Chrnb2",56,2,"blue"
"450","Chst1",3,7,"black"
"451","Chst10",18,2,"blue"
"452","Chtf8",3,5,"green"
"453","Chtop",6,5,"green"
"454","Chuk",4,2,"blue"
"455","Ciapin1",15,3,"brown"
"456","Ciart",17,2,"blue"
"457","Cirbp",42,2,"blue"
"458","Cited2",131,1,"turquoise"
"459","Ciz1",3,4,"yellow"
"460","Clasrp",6,2,"blue"
"461","Clcn7",95,2,"blue"
"462","Cldn11",3,12,"tan"
"463","Cldn12",396,1,"turquoise"
"464","Clec3b",4,16,"lightcyan"
"465","Clint1",44,1,"turquoise"
"466","Clip3",17,2,"blue"
"467","Clk1",406,1,"turquoise"
"468","Clk4",531,1,"turquoise"
"469","Clp1",386,1,"turquoise"
"470","Clpb",23,2,"blue"
"471","Clptm1",32,2,"blue"
"472","Clstn1",11,7,"black"
"473","Clstn3",10,9,"magenta"
"474","Cltb",170,2,"blue"
"475","Clu",5,4,"yellow"
"476","Cluh",9,3,"brown"
"477","Cmtm5",14,12,"tan"
"478","Cmtr1",152,2,"blue"
"479","Cmtr2",285,1,"turquoise"
"480","Cnbp",6,3,"brown"
"481","Cnep1r1",175,1,"turquoise"
"482","Cnih4",324,1,"turquoise"
"483","Cnnm1",16,3,"brown"
"484","Cnnm4",273,1,"turquoise"
"485","Cnot1",46,5,"green"
"486","Cnot4",4,1,"turquoise"
"487","Cnot8",139,1,"turquoise"
"488","Cnp",23,12,"tan"
"489","Cntn2",7,12,"tan"
"490","Cntnap1",11,9,"magenta"
"491","Cntnap2",13,9,"magenta"
"492","Cntnap5",9,4,"yellow"
"493","CNTNAP5_containing",6,4,"yellow"
"494","Cntrob",6,1,"turquoise"
"495","Coasy",1,2,"blue"
"496","Cog2",63,1,"turquoise"
"497","Col11a1",42,11,"greenyellow"
"498","Col16a1",7,11,"greenyellow"
"499","Col19a1",28,8,"pink"
"500","Col1a2",7,16,"lightcyan"
"501","Col20a1",8,3,"brown"
"502","COL24A1_like",2,8,"pink"
"503","Col2a1",25,8,"pink"
"504","Col4a2",24,4,"yellow"
"505","Col7a1",16,4,"yellow"
"506","Col9a3",24,12,"tan"
"507","Colec12",4,16,"lightcyan"
"508","Commd3",11,2,"blue"
"509","Commd4",37,2,"blue"
"510","Copb1",3,14,"cyan"
"511","Copb2",8,6,"red"
"512","Copg1",133,2,"blue"
"513","Copg2",3,4,"yellow"
"514","Cops2",12,14,"cyan"
"515","Cops6",19,2,"blue"
"516","Cops7b",87,1,"turquoise"
"517","Cops8",151,2,"blue"
"518","Cops9",3,2,"blue"
"519","Coq10b",253,1,"turquoise"
"520","Coq9",3,2,"blue"
"521","Coro1b",49,2,"blue"
"522","Coro1c",10,3,"brown"
"523","Coro2b",29,11,"greenyellow"
"524","Coro6",9,4,"yellow"
"525","COX4I1_like",131,2,"blue"
"526","COX5B_like_gene22048",228,2,"blue"
"527","COX6A1",10,2,"blue"
"528","COX6B1_gene11475",74,2,"blue"
"529","COX7A2",6,2,"blue"
"530","COX7A2L_containing",5,2,"blue"
"531","COX7B_gene19995",99,2,"blue"
"532","COX7C_like",18,2,"blue"
"533","COX8A_like",104,2,"blue"
"534","Cpd",3,1,"turquoise"
"535","Cpeb3",10,5,"green"
"536","Cpm",49,1,"turquoise"
"537","Cpsf1",38,2,"blue"
"538","Cpt1a",5,3,"brown"
"539","Crabp2",11,16,"lightcyan"
"540","Crat",120,2,"blue"
"541","Crbn",33,3,"brown"
"542","Crebrf",7,1,"turquoise"
"543","CREBRF_like",308,1,"turquoise"
"544","Creg1",45,3,"brown"
"545","Creld1",3,10,"purple"
"546","Crk",110,1,"turquoise"
"547","Crkl",460,1,"turquoise"
"548","Crnkl1",38,1,"turquoise"
"549","Crocc",12,4,"yellow"
"550","Cs",33,6,"red"
"551","Csde1",8,6,"red"
"552","CSDE1_gene25541",9,2,"blue"
"553","Csmd2",37,1,"turquoise"
"554","Csmd3",4,11,"greenyellow"
"555","Csnk1a1",27,3,"brown"
"556","Csnk1d",14,1,"turquoise"
"557","Csnk1g1",3,1,"turquoise"
"558","Csnk1g3",9,1,"turquoise"
"559","Csnk2b",12,2,"blue"
"560","Cspg5",43,4,"yellow"
"561","Csrnp2",159,1,"turquoise"
"562","Csrp1",5,12,"tan"
"563","Csrp2",3,1,"turquoise"
"564","CST3_containing",22,2,"blue"
"565","Cstb",203,3,"brown"
"566","Ctbp1",120,2,"blue"
"567","Ctbp2",8,1,"turquoise"
"568","Ctdnep1",5,2,"blue"
"569","Ctdsp2",447,1,"turquoise"
"570","Ctif",3,7,"black"
"571","Ctnna1",2,3,"brown"
"572","Ctnnd1",15,1,"turquoise"
"573","Ctnnd2",404,4,"yellow"
"574","Ctps1",2,1,"turquoise"
"575","CTPS2_like",12,3,"brown"
"576","Ctr9",34,1,"turquoise"
"577","Ctsa",4,3,"brown"
"578","Ctsd",174,3,"brown"
"579","Ctsv",5,3,"brown"
"580","Cttn",5,2,"blue"
"581","Cttnbp2nl",255,1,"turquoise"
"582","Cuedc2",3,4,"yellow"
"583","Cul4a",26,3,"brown"
"584","Cul7",11,4,"yellow"
"585","Cul9",10,4,"yellow"
"586","CUNH11orf49",8,9,"magenta"
"587","CUNH11orf58",4,3,"brown"
"588","CUNH12orf57",13,2,"blue"
"589","CUNH14orf119",112,1,"turquoise"
"590","CUNH14orf2",11,2,"blue"
"591","CUNH14orf28",237,1,"turquoise"
"592","CUNH16orf45",14,7,"black"
"593","CUNH16orf58",7,4,"yellow"
"594","CUNH16orf72",165,1,"turquoise"
"595","CUNH18orf25",49,1,"turquoise"
"596","CUNH18orf54",3,8,"pink"
"597","CUNH19orf47",3,1,"turquoise"
"598","CUNH19orf70",33,2,"blue"
"599","CUNH1orf226",28,1,"turquoise"
"600","CUNH1orf52",7,1,"turquoise"
"601","CUNH1orf61",176,4,"yellow"
"602","CUNH20orf194",218,1,"turquoise"
"603","CUNH20orf27",31,2,"blue"
"604","CUNH21orf91",118,1,"turquoise"
"605","CUNH2orf69",383,1,"turquoise"
"606","CUNH3orf38",7,1,"turquoise"
"607","CUNH4orf50",12,1,"turquoise"
"608","CUNH5orf15",25,3,"brown"
"609","CUNH5orf24",192,1,"turquoise"
"610","CUNH5orf30",4,1,"turquoise"
"611","CUNH6orf47",51,1,"turquoise"
"612","CUNH6orf89",140,2,"blue"
"613","CUNH9orf16",105,2,"blue"
"614","CUNH9orf3",141,1,"turquoise"
"615","CUNH9orf78",3,2,"blue"
"616","CUNHXorf38",5,6,"red"
"617","Cuta",5,2,"blue"
"618","CYB561D1_containing",13,1,"turquoise"
"619","CYB5R3_like",85,2,"blue"
"620","CYB5R4_containing",4,1,"turquoise"
"621","CYB5RL_like",11,3,"brown"
"622","CYC1_like",58,2,"blue"
"623","Cyfip1",24,2,"blue"
"624","Cyfip2",10,7,"black"
"625","CYP2J2_containing",2,12,"tan"
"626","Cyth1",6,1,"turquoise"
"627","D2hgdh",66,2,"blue"
"628","Dact3",16,8,"pink"
"629","Dap3",12,3,"brown"
"630","Dapk1",3,5,"green"
"631","Dars",38,3,"brown"
"632","Dazap2",11,2,"blue"
"633","DCAF10_like",51,1,"turquoise"
"634","Dcaf12",255,1,"turquoise"
"635","Dcaf7",5,1,"turquoise"
"636","Dcaf8",32,2,"blue"
"637","Dcc",57,4,"yellow"
"638","Dclre1a",168,1,"turquoise"
"639","Dcp1a",116,1,"turquoise"
"640","Dctn1",7,4,"yellow"
"641","Dctn2",65,2,"blue"
"642","Dctn3",50,2,"blue"
"643","Dctn4",18,5,"green"
"644","Dctn5",5,3,"brown"
"645","Dcun1d3",206,1,"turquoise"
"646","Dcun1d5",9,3,"brown"
"647","Dda1",61,2,"blue"
"648","Ddb1",73,3,"brown"
"649","Ddost",10,3,"brown"
"650","Ddr1",3,13,"salmon"
"651","Ddx1",4,6,"red"
"652","Ddx17",3,8,"pink"
"653","DDX19A",11,5,"green"
"654","DDX19B",8,5,"green"
"655","Ddx21",2,5,"green"
"656","Ddx50",80,1,"turquoise"
"657","Ddx56",5,3,"brown"
"658","Ddx6",27,5,"green"
"659","Deaf1",3,2,"blue"
"660","Decr1",4,4,"yellow"
"661","Dedd",116,1,"turquoise"
"662","Def8",5,4,"yellow"
"663","Dennd1a",49,4,"yellow"
"664","Dennd5a",1,4,"yellow"
"665","Dennd6b",10,7,"black"
"666","Depdc5",7,2,"blue"
"667","Dffb",37,1,"turquoise"
"668","Dgcr2",3,7,"black"
"669","Dgcr8",148,1,"turquoise"
"670","Dhdds",15,3,"brown"
"671","Dhrs11",15,2,"blue"
"672","Dhrsx",9,2,"blue"
"673","Dhx15",6,1,"turquoise"
"674","Dhx30",6,2,"blue"
"675","Dhx34",5,2,"blue"
"676","Dimt1",5,1,"turquoise"
"677","Dip2b",35,1,"turquoise"
"678","DIP2C",16,1,"turquoise"
"679","DIPK2A_like",501,1,"turquoise"
"680","Disp2",1,9,"magenta"
"681","Dixdc1",304,1,"turquoise"
"682","Dlc1",5,1,"turquoise"
"683","Dld",25,6,"red"
"684","Dlg2",15,9,"magenta"
"685","Dlg5",6,1,"turquoise"
"686","Dlgap1",3,4,"yellow"
"687","Dlst",68,3,"brown"
"688","Dmd",105,1,"turquoise"
"689","DMD",98,1,"turquoise"
"690","Dmtn",7,7,"black"
"691","Dmwd",14,2,"blue"
"692","Dmxl1",57,1,"turquoise"
"693","Dmxl2",14,6,"red"
"694","Dnah3",4,4,"yellow"
"695","Dnah6",8,15,"midnightblue"
"696","Dnaja1",10,14,"cyan"
"697","Dnaja2",16,5,"green"
"698","Dnaja3",14,3,"brown"
"699","Dnajb1",96,1,"turquoise"
"700","Dnajb12",10,2,"blue"
"701","Dnajb4",14,1,"turquoise"
"702","Dnajb9",6,5,"green"
"703","Dnajc16",9,1,"turquoise"
"704","Dnajc24",53,1,"turquoise"
"705","Dnajc8",17,3,"brown"
"706","Dnase1l2",234,1,"turquoise"
"707","Dnm1",23,7,"black"
"708","Dnm2",7,13,"salmon"
"709","Dnmt1",75,1,"turquoise"
"710","Dock8",75,1,"turquoise"
"711","Dok4",40,1,"turquoise"
"712","Dopey1",59,1,"turquoise"
"713","Dpf2",86,1,"turquoise"
"714","Dph2",110,1,"turquoise"
"715","Dph3",15,1,"turquoise"
"716","Dph6",26,2,"blue"
"717","Dpm1",48,1,"turquoise"
"718","Dpp10",7,9,"magenta"
"719","Dpp3",5,3,"brown"
"720","Dpp6",13,7,"black"
"721","Dpyd",30,4,"yellow"
"722","Drg1",5,3,"brown"
"723","Dscam",13,4,"yellow"
"724","Dscr3",27,2,"blue"
"725","Dstn",13,6,"red"
"726","Dtd1",14,2,"blue"
"727","Dtnb",21,4,"yellow"
"728","Dtx3",2,2,"blue"
"729","Dusp1",84,2,"blue"
"730","Dusp16",9,1,"turquoise"
"731","Dusp26",6,2,"blue"
"732","Dusp3",48,6,"red"
"733","Dusp6",250,1,"turquoise"
"734","Dvl1",6,4,"yellow"
"735","Dvl2",43,1,"turquoise"
"736","Dync1h1",10,6,"red"
"737","Dync1i2",144,2,"blue"
"738","Dyrk1b",24,1,"turquoise"
"739","E2f4",22,1,"turquoise"
"740","E2f5",3,3,"brown"
"741","Ebf4",4,11,"greenyellow"
"742","Ece1",3,0,"grey"
"743","ECE1_containing_G6148",3,0,"grey"
"744","ECE1_containing_gene25753",3,0,"grey"
"745","ECE1_like",3,0,"grey"
"746","Ece2",33,8,"pink"
"747","Ech1",166,2,"blue"
"748","Eci2",50,2,"blue"
"749","Edem3",66,1,"turquoise"
"750","Edf1",14,2,"blue"
"751","Edil3",8,11,"greenyellow"
"752","Edn3",12,4,"yellow"
"753","Eed",10,1,"turquoise"
"754","Eef1d",12,2,"blue"
"755","Eef2",2,7,"black"
"756","Eef2k",106,1,"turquoise"
"757","Efna3",14,1,"turquoise"
"758","Efr3a",6,17,"grey60"
"759","Efr3b",3,4,"yellow"
"760","Egfl7",7,2,"blue"
"761","Egln1",26,5,"green"
"762","Egln2",3,5,"green"
"763","Eid1",15,2,"blue"
"764","Eif1",33,3,"brown"
"765","Eif1b",124,1,"turquoise"
"766","Eif2a",132,2,"blue"
"767","Eif2ak1",11,3,"brown"
"768","Eif2ak4",12,6,"red"
"769","Eif2b2",9,1,"turquoise"
"770","Eif2s1",7,5,"green"
"771","Eif3a",12,5,"green"
"772","EIF3CL",17,3,"brown"
"773","Eif3d",10,3,"brown"
"774","Eif3g",34,3,"brown"
"775","Eif3i",81,2,"blue"
"776","Eif3j",74,1,"turquoise"
"777","Eif3k",27,2,"blue"
"778","Eif3l",53,3,"brown"
"779","Eif4a1",4,3,"brown"
"780","Eif4a2",6,8,"pink"
"781","Eif4a3",3,3,"brown"
"782","Eif4b",8,2,"blue"
"783","Eif4ebp2",5,1,"turquoise"
"784","Eif4g1",7,6,"red"
"785","Eif4g3",10,6,"red"
"786","Eif4h",146,2,"blue"
"787","Eif5a",44,2,"blue"
"788","Eif6",17,3,"brown"
"789","Elavl1",9,1,"turquoise"
"790","ELAVL1_like",33,1,"turquoise"
"791","Elavl2",3,8,"pink"
"792","ELAVL3",27,1,"turquoise"
"793","Elf2",14,1,"turquoise"
"794","ELK4_containing",145,1,"turquoise"
"795","Ell",76,1,"turquoise"
"796","Ell2",57,18,"lightgreen"
"797","Elmod3",277,2,"blue"
"798","Elmsan1",146,1,"turquoise"
"799","Eln",34,11,"greenyellow"
"800","Eloa",22,5,"green"
"801","Elob",32,2,"blue"
"802","Elovl1",4,12,"tan"
"803","Elovl7",6,12,"tan"
"804","Emc6",3,3,"brown"
"805","Emd",3,2,"blue"
"806","Eml2",8,7,"black"
"807","Eml4",4,11,"greenyellow"
"808","Emsy",178,1,"turquoise"
"809","Eno1",106,3,"brown"
"810","Enoph1",20,2,"blue"
"811","Enpp2",7,12,"tan"
"812","Enpp4",3,0,"grey"
"813","ENSSTOG00000031411",8,8,"pink"
"814","ENSSTOG00000032022",7,2,"blue"
"815","ENSSTOG00000032645",5,0,"grey"
"816","ENSSTOG00000034702",408,1,"turquoise"
"817","Epas1",9,2,"blue"
"818","Epb41l5",46,1,"turquoise"
"819","Epc2",5,2,"blue"
"820","Epg5",5,1,"turquoise"
"821","Epn1",52,2,"blue"
"822","Eprs",19,3,"brown"
"823","Eps15l1",3,2,"blue"
"824","Erbb3",7,0,"grey"
"825","ERBB4_like",6,11,"greenyellow"
"826","ERC2_like_gene1402",11,4,"yellow"
"827","Erh",20,3,"brown"
"828","Eri3",70,2,"blue"
"829","Erich3",10,4,"yellow"
"830","Ermn",14,12,"tan"
"831","Ern1",122,1,"turquoise"
"832","Erp29",38,3,"brown"
"833","ERP44_containing",6,5,"green"
"834","Errfi1",22,1,"turquoise"
"835","Esco1",290,1,"turquoise"
"836","Esf1",35,1,"turquoise"
"837","Esrra",201,1,"turquoise"
"838","Ess2",139,1,"turquoise"
"839","Etaa1",12,1,"turquoise"
"840","Etf1",40,3,"brown"
"841","Etfdh",5,2,"blue"
"842","Ets2",164,1,"turquoise"
"843","Etv3",233,1,"turquoise"
"844","Etv6",3,3,"brown"
"845","Evi2a",29,12,"tan"
"846","Evl",5,7,"black"
"847","EXOC1",24,4,"yellow"
"848","Exoc3",14,2,"blue"
"849","EXOC4_like_gene13945",35,4,"yellow"
"850","EXOC4_like_gene13947",14,4,"yellow"
"851","Exoc5",11,1,"turquoise"
"852","Exoc7",35,2,"blue"
"853","Exosc4",144,2,"blue"
"854","Ext1",37,2,"blue"
"855","Extl1",25,2,"blue"
"856","Eya3",369,1,"turquoise"
"857","Ezr",3,1,"turquoise"
"858","Fa2h",9,12,"tan"
"859","Fabp3",4,2,"blue"
"860","Fadd",460,1,"turquoise"
"861","Faf1",201,2,"blue"
"862","Faim2",2,10,"purple"
"863","Fam104a",15,5,"green"
"864","Fam109a",170,1,"turquoise"
"865","Fam114a2",3,14,"cyan"
"866","Fam117a",23,1,"turquoise"
