"","gene","r","module_color","module_n"
"1","PURA",0.682143799847932,"lightyellow",19
"2","FAM120C",0.886911574019777,"brown",3
"3","CYSTM1",0.786169941851039,"turquoise",1
"4","UBE2N_ENSSTOG00000002166",0.857300971974391,"red",6
"5","TMEM184C_ENSSTOG00000003964",0.632896719234126,"green",5
"6","KCTD4",0.667862204329165,"blue",2
"7","BCL2L1_ENSSTOG00000007643",0.567204007506015,"green",5
"8","RRAGA",0.81282337149255,"turquoise",1
"9","MORF4L1_ENSSTOG00000009157",0.597361526434403,"turquoise",1
"10","CDK5R1",0.930543825700126,"green",5
"11","FIBIN",0.396290643625739,"yellow",4
"12","ZNF112",0.916542966365374,"blue",2
"13","H1F0_ENSSTOG00000014808",0.780655208582659,"cyan",14
"14","ENSSTOG00000014826",0.867490629061765,"turquoise",1
"15","KIAA0232",0.873807276036868,"brown",3
"16","5S_rRNA_ENSSTOG00000018487",0.443368865213784,"pink",8
"17","RNaseP_nuc_ENSSTOG00000018579",-0.165342687859578,"grey",0
"18","RPS6_ENSSTOG00000019647",0.640540150104168,"turquoise",1
"19","LDOC1",0.556699013902096,"cyan",14
"20","MRPL9",0.461974478693492,"salmon",13
"21","RPL24_ENSSTOG00000020333",0.0679670357346727,"grey",0
"22","RPL5_ENSSTOG00000020981",0.36915086794088,"turquoise",1
"23","UBE2G1_like_ENSSTOG00000021672",0.588131134164173,"lightyellow",19
"24","U1_ENSSTOG00000021984",0.161111057018749,"grey",0
"25","FAM122A",0.409181456801718,"grey",0
"26","MTLN",-0.454164261416403,"grey",0
"27","ENSSTOG00000022616",0.495673052149885,"yellow",4
"28","RPS24_ENSSTOG00000023496",0.439319733939479,"turquoise",1
"29","CD82_like",0.686155814330755,"turquoise",1
"30","DAP_containing",0.473399829487216,"turquoise",1
"31","ATG12",0.67028237504286,"green",5
"32","NCS1_containing",0.238184262122656,"grey",0
"33","RPS6_ENSSTOG00000025963",0.693626591382048,"turquoise",1
"34","U1_ENSSTOG00000027312",0.0615817576168401,"grey",0
"35","RPL10A",0.751490315838256,"turquoise",1
"36","ATP6V1D_like",0.566258605392714,"turquoise",1
"37","CYCS_ENSSTOG00000028032",0.0439450167902809,"grey",0
"38","HNRNPA0",0.214160691456918,"grey",0
"39","RPS3A_ENSSTOG00000028898",-0.239008490594776,"grey",0
"40","EIF4B_ENSSTOG00000029945",0.671658897402717,"green",5
"41","ENSSTOG00000030034",0.611833942530627,"turquoise",1
"42","TMA7_ENSSTOG00000030110",0.651129571330885,"yellow",4
"43","PANTR1_containing",0.602184099274783,"pink",8
"44","ENSSTOG00000030237",0.713747063282495,"turquoise",1
"45","LINC00672",0.577690244611975,"turquoise",1
"46","COX6B1_like",0.725874487879234,"turquoise",1
"47","Metazoa_SRP_ENSSTOG00000031089",0.452513553745319,"pink",8
"48","AGL_containing_ENSSTOG00000031387",0.467324128178168,"greenyellow",11
"49","ENSSTOG00000031411",0.636553708716503,"blue",2
"50","FKBP1A_ENSSTOG00000031532",0.508917926561464,"salmon",13
"51","MAP4_like",0.603877081591222,"green",5
"52","ENSSTOG00000031812",0.609718173987028,"pink",8
"53","PTGES3_like",0.601901119952134,"green",5
"54","HMGN2_ENSSTOG00000031991",0.337493512085818,"turquoise",1
"55","ENSSTOG00000032022",0.674386005665717,"turquoise",1
"56","PPP1R2_like",0.737598107492784,"black",7
"57","NCL_like",0.518678558410921,"red",6
"58","COX6B1_ENSSTOG00000032450",0.656130348662035,"turquoise",1
"59","MEF2D_containing",0.746562887340936,"tan",12
"60","ENSSTOG00000032645",-0.00302273152165913,"grey",0
"61","ENSSTOG00000032651",-0.454482230586186,"grey",0
"62","LINC01578_containing",0.650169755573136,"turquoise",1
"63","ENSSTOG00000032827",0.621876662915227,"turquoise",1
"64","ENSSTOG00000032941",0.490352601829935,"turquoise",1
"65","Metazoa_SRP_ENSSTOG00000032958",0.502506957254221,"pink",8
"66","ENSSTOG00000033129",0.588983463299263,"salmon",13
"67","GNAS_ENSSTOG00000033348",0.661999587558569,"green",5
"68","ENSSTOG00000033366",-0.388234376920328,"grey",0
