"","gene","n","module_n","module_color"
"108","AHNAK_G20817",6,3,"brown"
"109","AHNAK_G20820",37,3,"brown"
"110","Aifm1",82,1,"turquoise"
"111","Aifm3",3,8,"pink"
"112","Aig1",8,4,"yellow"
"113","Aimp2",6,1,"turquoise"
"114","Aip",10,1,"turquoise"
"115","AJM1_containing",4,8,"pink"
"116","Ak1",8,1,"turquoise"
"117","Ak2",10,10,"purple"
"118","Akap11",5,11,"greenyellow"
"119","Akap12",11,5,"green"
"120","Akap13",10,3,"brown"
"121","Akap2",91,5,"green"
"122","Akap6",83,5,"green"
"123","Akap7",10,2,"blue"
"124","Akap9",8,3,"brown"
"125","Akna",27,15,"midnightblue"
"126","Akr1a1",85,1,"turquoise"
"127","Akr1b1",4,1,"turquoise"
"128","Akt1",49,1,"turquoise"
"129","Akt3",2,0,"grey"
"130","Alas1",48,1,"turquoise"
"131","Aldh1l1",31,8,"pink"
"132","Aldh2",7,1,"turquoise"
"133","Aldoa",123,1,"turquoise"
"134","Alg11",4,3,"brown"
"135","Alg2",5,10,"purple"
"136","Alg5",26,14,"cyan"
"137","Alkbh6",7,1,"turquoise"
"138","Alkbh7",5,1,"turquoise"
"139","Alms1",115,2,"blue"
"140","Amd1",251,2,"blue"
"141","Amh",24,8,"pink"
"142","Amigo1",68,6,"red"
"143","Amn1",53,1,"turquoise"
"144","Ampd3",46,5,"green"
"145","Anapc11",55,1,"turquoise"
"146","Anapc13",18,1,"turquoise"
"147","Anapc15",71,14,"cyan"
"148","Anapc4",7,1,"turquoise"
"149","Angel2",105,2,"blue"
"150","Ank2",9,3,"brown"
"151","Ank3",73,5,"green"
"152","ANKHD1_gene10482",110,3,"brown"
"153","ANKIB1",23,3,"brown"
"154","Ankrd11",4,23,"darkturquoise"
"155","Ankrd12",141,3,"brown"
"156","Ankrd13b",3,10,"purple"
"157","Ankrd17",38,3,"brown"
"158","Ankrd28",4,3,"brown"
"159","Ankrd29",12,5,"green"
"160","Ankrd40",22,8,"pink"
"161","Ankrd44",94,2,"blue"
"162","Ankrd49",87,2,"blue"
"163","Ankrd50",13,5,"green"
"164","Ankrd52",4,23,"darkturquoise"
"165","Anks1a",4,17,"grey60"
"166","Anp32b",6,1,"turquoise"
"167","Anxa7",105,1,"turquoise"
"168","Ap1b1",122,1,"turquoise"
"169","Ap1m1",300,1,"turquoise"
"170","Ap2a1",111,1,"turquoise"
"171","Ap2a2",80,1,"turquoise"
"172","Ap2b1",65,6,"red"
"173","Ap2m1",97,1,"turquoise"
"174","Ap5z1",8,1,"turquoise"
"175","Apba1",4,6,"red"
"176","Apba3",6,1,"turquoise"
"177","Apbb1",47,1,"turquoise"
"178","Apbb2",26,11,"greenyellow"
"179","Apc",35,3,"brown"
"180","Apc2",17,5,"green"
"181","Apeh",12,1,"turquoise"
"182","Apex1",12,1,"turquoise"
"183","Api5",5,7,"black"
"184","Aplp1",19,4,"yellow"
"185","Apoc1",4,1,"turquoise"
"186","Apoo",6,1,"turquoise"
"187","Apopt1",67,1,"turquoise"
"188","Appl1",49,3,"brown"
"189","Aqr",13,7,"black"
"190","Ar",10,5,"green"
"191","Arap1",20,8,"pink"
"192","Arap2",36,3,"brown"
"193","Arap3",6,8,"pink"
"194","Arcn1",27,7,"black"
"195","Arf1",201,1,"turquoise"
"196","Arf3",9,9,"magenta"
"197","Arf4",10,1,"turquoise"
"198","Arf5",172,1,"turquoise"
"199","Arfgap1",5,1,"turquoise"
"200","Arfgap3",2,1,"turquoise"
"201","Arfgef1",17,3,"brown"
"202","Arfgef2",130,5,"green"
"203","Arfgef3",36,3,"brown"
"204","Arfip2",41,1,"turquoise"
"205","Arglu1",16,8,"pink"
"206","Arhgap18",10,5,"green"
"207","Arhgap23",8,3,"brown"
"208","ARHGAP23_like",8,4,"yellow"
"209","Arhgap24",11,1,"turquoise"
"210","Arhgap26",97,5,"green"
"211","Arhgap29",42,3,"brown"
"212","Arhgap30",4,2,"blue"
"213","Arhgap32",19,3,"brown"
"214","Arhgap35",93,5,"green"
"215","Arhgap36",5,1,"turquoise"
"216","Arhgap44",6,6,"red"
"217","Arhgap5",52,3,"brown"
"218","Arhgdia",145,1,"turquoise"
"219","Arhgef1",3,21,"darkred"
"220","Arhgef12",37,11,"greenyellow"
"221","Arhgef9",22,5,"green"
"222","Arid1a",27,23,"darkturquoise"
"223","Arid1b",29,23,"darkturquoise"
"224","Arid2",12,3,"brown"
"225","Arid3b",45,2,"blue"
"226","Arid4a",84,2,"blue"
"227","Arid4b",8,3,"brown"
"228","Arid5b",6,3,"brown"
"229","Arl1",27,6,"red"
"230","Arl16",12,12,"tan"
"231","Arl2",21,1,"turquoise"
"232","Arl3",5,1,"turquoise"
"233","ARL5A_containing",20,6,"red"
"234","Arl5b",38,3,"brown"
"235","ARL5B_like",3,2,"blue"
"236","Arl6ip1",47,13,"salmon"
"237","Arl8a",87,1,"turquoise"
"238","Arl8b",61,6,"red"
"239","Armc8",3,7,"black"
"240","ARMCX3_containing",3,1,"turquoise"
"241","Armcx4",3,5,"green"
"242","ARMH3_like",8,1,"turquoise"
"243","ARMH4_like",70,5,"green"
"244","Arnt",23,17,"grey60"
"245","Arnt2",7,5,"green"
"246","Arpc1a",10,1,"turquoise"
"247","Arpc2",95,1,"turquoise"
"248","Arpc3",150,1,"turquoise"
"249","ARPC3_gene12616",14,1,"turquoise"
"250","ARPC3_gene26162",63,1,"turquoise"
"251","Arpc4",246,1,"turquoise"
"252","Arpc5l",3,1,"turquoise"
"253","Arrb2",15,1,"turquoise"
"254","Arv1",6,1,"turquoise"
"255","Asah2",63,5,"green"
"256","Asap1",36,5,"green"
"257","Asb1",9,6,"red"
"258","Ascc1",9,1,"turquoise"
"259","Ash1l",45,5,"green"
"260","Asna1",266,1,"turquoise"
"261","Asns",38,1,"turquoise"
"262","Asnsd1",14,2,"blue"
"263","Aspscr1",16,1,"turquoise"
"264","Aste1",14,2,"blue"
"265","Asxl2",107,3,"brown"
"266","Asxl3",10,5,"green"
"267","Atad2b",71,3,"brown"
"268","ATAD2B",4,2,"blue"
"269","ATAD3A_like",9,1,"turquoise"
"270","Atcay",18,9,"magenta"
"271","Ate1",6,6,"red"
"272","Atf1",18,2,"blue"
"273","Atf2",71,5,"green"
"274","ATF6_containing",49,1,"turquoise"
"275","Atf7",39,17,"grey60"
"276","Atg13",21,7,"black"
"277","Atg14",17,2,"blue"
"278","Atg2b",26,3,"brown"
"279","Atg3",6,1,"turquoise"
"280","Atg4d",6,10,"purple"
"281","Atic",71,1,"turquoise"
"282","Atl1",34,6,"red"
"283","Atox1",18,1,"turquoise"
"284","Atp11a",4,3,"brown"
"285","Atp11b",22,11,"greenyellow"
"286","Atp13a4",38,17,"grey60"
"287","Atp1a1",90,1,"turquoise"
"288","ATP1A2_like",2,16,"lightcyan"
"289","Atp1a3",12,9,"magenta"
"290","Atp1b1",13,13,"salmon"
"291","Atp2a2",75,5,"green"
"292","Atp2b1",17,5,"green"
"293","Atp2b2",42,5,"green"
"294","Atp2b3",4,6,"red"
"295","Atp2b4",61,5,"green"
"296","Atp5a1",103,1,"turquoise"
"297","Atp5b",277,1,"turquoise"
"298","Atp5c1",320,1,"turquoise"
"299","Atp5d",58,1,"turquoise"
"300","Atp5e",15,1,"turquoise"
"301","Atp5f1",213,1,"turquoise"
"302","Atp5g1",81,1,"turquoise"
"303","Atp5g2",10,1,"turquoise"
"304","Atp5g3",231,1,"turquoise"
"305","Atp5h",147,1,"turquoise"
"306","Atp5i",42,1,"turquoise"
"307","Atp5j",14,1,"turquoise"
"308","Atp5j2",60,1,"turquoise"
"309","Atp5l",17,1,"turquoise"
"310","Atp5o",330,1,"turquoise"
"311","Atp6ap1",164,1,"turquoise"
"312","Atp6ap2",40,13,"salmon"
"313","Atp6v0a1",78,6,"red"
"314","Atp6v0a2",6,7,"black"
"315","Atp6v0b",86,1,"turquoise"
"316","Atp6v0c",115,1,"turquoise"
"317","Atp6v0d1",261,1,"turquoise"
"318","Atp6v0e1",20,1,"turquoise"
"319","Atp6v0e2",223,1,"turquoise"
"320","Atp6v1a",141,6,"red"
"321","Atp6v1b2",82,6,"red"
"322","Atp6v1c1",49,6,"red"
"323","Atp6v1d",48,6,"red"
"324","ATP6V1D_like",12,1,"turquoise"
"325","Atp6v1e1",191,1,"turquoise"
"326","Atp6v1f",16,1,"turquoise"
"327","Atp6v1g1",2,1,"turquoise"
"328","Atp6v1g2",10,9,"magenta"
"329","Atp6v1h",163,1,"turquoise"
"330","Atp7a",17,3,"brown"
"331","Atp8a1",28,5,"green"
"332","Atp8a2",54,6,"red"
"333","Atpif1",20,1,"turquoise"
"334","Atr",5,16,"lightcyan"
"335","Atraid",64,1,"turquoise"
"336","ATRN",144,5,"green"
"337","Atrnl1",44,6,"red"
"338","Atrx",79,11,"greenyellow"
"339","Atxn10",74,1,"turquoise"
"340","Atxn1l",60,3,"brown"
"341","Atxn7",3,3,"brown"
"342","Atxn7l1",5,23,"darkturquoise"
"343","Atxn7l2",6,8,"pink"
"344","Auh",7,1,"turquoise"
"345","Aup1",5,1,"turquoise"
"346","Aurkaip1",252,1,"turquoise"
"347","AUTS2_like",4,5,"green"
"348","Avl9",149,5,"green"
"349","Azin2",174,1,"turquoise"
"350","B3galnt2",154,2,"blue"
"351","B3galt4",55,1,"turquoise"
"352","B3galt5",38,5,"green"
"353","B3gat3",9,1,"turquoise"
"354","B3gnt7",3,1,"turquoise"
"355","B4galt6",131,5,"green"
"356","B4gat1",22,13,"salmon"
"357","Babam1",10,1,"turquoise"
"358","Babam2",15,9,"magenta"
"359","Bad",81,1,"turquoise"
"360","Bag1",264,1,"turquoise"
"361","Bag4",29,5,"green"
"362","Bag6",134,1,"turquoise"
"363","Banp",94,2,"blue"
"364","Baz1b",45,7,"black"
"365","Baz2b",4,16,"lightcyan"
"366","Bbip1",19,14,"cyan"
"367","Bbs1",233,2,"blue"
"368","Bbs12",3,2,"blue"
"369","Bbs4",5,1,"turquoise"
"370","Bbx",52,3,"brown"
"371","Bcap29",3,5,"green"
"372","Bcap31",77,1,"turquoise"
"373","Bcar3",6,15,"midnightblue"
"374","Bcas3",133,1,"turquoise"
"375","Bcat1",141,5,"green"
"376","BCAT1",108,5,"green"
"377","Bccip",9,1,"turquoise"
"378","Bckdha",62,1,"turquoise"
"379","Bckdk",49,1,"turquoise"
"380","Bcl2l1",8,1,"turquoise"
"381","Bcl2l11",73,2,"blue"
"382","Bcl7c",75,1,"turquoise"
"383","Bcl9",17,0,"grey"
"384","Bclaf1",16,6,"red"
"385","Bcorl1",39,0,"grey"
"386","Bcr",6,0,"grey"
"387","Bdp1",59,3,"brown"
"388","Becn1",40,1,"turquoise"
"389","Bend5",20,1,"turquoise"
"390","Best1",8,1,"turquoise"
"391","BEX1",7,13,"salmon"
"392","BEX2",111,1,"turquoise"
"393","Bex3",25,4,"yellow"
"394","Bex5",10,1,"turquoise"
"395","Bhlhb9",87,6,"red"
"396","Bhlhe40",69,18,"lightgreen"
"397","Bicral",76,17,"grey60"
"398","Birc3",17,2,"blue"
"399","Birc6",79,3,"brown"
"400","Blcap",30,1,"turquoise"
"401","Bloc1s1",127,1,"turquoise"
"402","Bmpr1b",14,3,"brown"
"403","Bmpr2",3,3,"brown"
"404","Bms1",18,2,"blue"
"405","Bmt2",54,2,"blue"
"406","Bnip3",64,1,"turquoise"
"407","Bnip3l",55,1,"turquoise"
"408","Bod1l1",59,3,"brown"
"409","Bop1",21,1,"turquoise"
"410","Borcs5",6,1,"turquoise"
"411","Bphl",27,1,"turquoise"
"412","Bpnt1",5,6,"red"
"413","Bptf",196,3,"brown"
"414","Braf",33,5,"green"
"415","Brap",14,1,"turquoise"
"416","Brcc3",12,1,"turquoise"
"417","Brd1",78,2,"blue"
"418","Brd3",109,0,"grey"
"419","BRD3OS_containing",19,1,"turquoise"
"420","Brd4",4,23,"darkturquoise"
"421","Brd9",75,1,"turquoise"
"422","Brf1",111,1,"turquoise"
"423","Bri3",3,1,"turquoise"
"424","Brinp1",14,1,"turquoise"
"425","Brk1",29,1,"turquoise"
"426","Brms1",1,12,"tan"
"427","Brpf1",7,2,"blue"
"428","Brwd1",7,11,"greenyellow"
"429","Brwd3",4,3,"brown"
"430","Bscl2",173,1,"turquoise"
"431","Bsdc1",28,1,"turquoise"
"432","Bsg",54,1,"turquoise"
"433","Bsn",84,5,"green"
"434","Btaf1",35,3,"brown"
"435","Btbd2",13,9,"magenta"
"436","Btbd7",58,3,"brown"
"437","Btf3",23,1,"turquoise"
"438","BTF3_G33971",6,1,"turquoise"
"439","Btf3l4",14,1,"turquoise"
"440","BTF3L4_like",145,1,"turquoise"
"441","Btg1",24,2,"blue"
"442","Btrc",101,5,"green"
"443","Bub3",24,1,"turquoise"
"444","Bud13",177,2,"blue"
"445","Bud23",81,1,"turquoise"
"446","Bzw1",24,1,"turquoise"
"447","BZW1_gene16941",20,7,"black"
"448","Bzw2",3,1,"turquoise"
"449","C1qbp",73,1,"turquoise"
"450","C1qtnf5",16,15,"midnightblue"
"451","Ca11",2,4,"yellow"
"452","Ca2",37,15,"midnightblue"
"453","CABCOCO1_like",8,14,"cyan"
"454","Cabp1",9,1,"turquoise"
"455","Cacna1b",18,5,"green"
"456","Cacna1c",5,5,"green"
"457","CACNA1C_containing_G25763",3,1,"turquoise"
"458","Cacna1i",4,23,"darkturquoise"
"459","Cacna2d1",3,0,"grey"
"460","Cacna2d2",10,5,"green"
"461","Cacnb4",28,5,"green"
"462","CACNG2_containing",4,1,"turquoise"
"463","Cacng3",39,1,"turquoise"
"464","Cacul1",38,2,"blue"
"465","Cacybp",4,1,"turquoise"
"466","Cadm2",43,5,"green"
"467","Cadm3",8,1,"turquoise"
"468","Cadm4",16,1,"turquoise"
"469","Cadps",58,5,"green"
"470","Calb2",4,1,"turquoise"
"471","CALM1_like",3,13,"salmon"
"472","Calm2",21,1,"turquoise"
"473","Caly",42,9,"magenta"
"474","Camk1d",9,5,"green"
"475","Camk2b",29,5,"green"
"476","Camk2d",28,6,"red"
"477","Camk2g",8,5,"green"
"478","CAMK2G_like",8,1,"turquoise"
"479","CAMK2N2",5,9,"magenta"
"480","Camlg",6,1,"turquoise"
"481","Camsap1",3,5,"green"
"482","Camsap2",3,3,"brown"
"483","Camta1",56,5,"green"
"484","Cand1",19,6,"red"
"485","Cant1",58,1,"turquoise"
"486","Canx",38,6,"red"
"487","Cap1",24,1,"turquoise"
"488","Capn7",3,6,"red"
"489","Capns1",90,1,"turquoise"
"490","Caprin1",80,5,"green"
"491","Capza1",13,7,"black"
"492","Capza2",69,1,"turquoise"
"493","Capzb",247,1,"turquoise"
"494","Carf",3,5,"green"
"495","Carhsp1",12,4,"yellow"
"496","CARMN_containing",25,2,"blue"
"497","Carns1",4,1,"turquoise"
"498","Casc3",7,7,"black"
"499","Cask",13,5,"green"
"500","Casp8ap2",100,2,"blue"
"501","Cast",5,14,"cyan"
"502","Cbfa2t2",104,5,"green"
"503","Cbl",121,3,"brown"
"504","Cbll1",67,2,"blue"
"505","Cbx3",12,1,"turquoise"
"506","Cbx5",7,0,"grey"
"507","Cbx7",3,8,"pink"
"508","Cc2d1a",6,1,"turquoise"
"509","Ccar2",9,1,"turquoise"
"510","Ccdc114",27,15,"midnightblue"
"511","Ccdc115",122,1,"turquoise"
"512","Ccdc117",136,2,"blue"
"513","Ccdc12",4,1,"turquoise"
"514","Ccdc124",5,1,"turquoise"
"515","Ccdc136",27,1,"turquoise"
"516","Ccdc141",5,2,"blue"
"517","Ccdc159",3,25,"orange"
"518","Ccdc167",38,1,"turquoise"
"519","Ccdc168",4,2,"blue"
"520","Ccdc17",3,1,"turquoise"
"521","Ccdc186",8,3,"brown"
"522","Ccdc25",23,1,"turquoise"
"523","Ccdc32",7,1,"turquoise"
"524","Ccdc47",23,6,"red"
"525","Ccdc88a",4,11,"greenyellow"
"526","Ccdc92",59,1,"turquoise"
"527","Ccdc93",82,3,"brown"
"528","Cckbr",48,1,"turquoise"
"529","Ccm2",47,1,"turquoise"
"530","Ccng2",89,2,"blue"
"531","Ccnl1",10,14,"cyan"
"532","Ccnl2",3,10,"purple"
"533","Ccnt1",23,3,"brown"
"534","Ccnt2",76,3,"brown"
"535","Ccp110",101,3,"brown"
"536","Ccser2",126,5,"green"
"537","Cct3",15,1,"turquoise"
"538","Cct4",1,1,"turquoise"
"539","Cct5",5,1,"turquoise"
"540","Cct7",11,1,"turquoise"
"541","Cct8",13,1,"turquoise"
"542","Ccz1",11,6,"red"
"543","Cd109",8,11,"greenyellow"
"544","Cd200",8,6,"red"
"545","Cd2bp2",10,1,"turquoise"
"546","Cd46",28,2,"blue"
"547","Cd47",26,6,"red"
"548","Cd63",12,1,"turquoise"
"549","Cd81",21,4,"yellow"
"550","Cd83",118,1,"turquoise"
"551","Cd99l2",6,13,"salmon"
"552","Cdc123",10,1,"turquoise"
"553","Cdc27",43,7,"black"
"554","Cdc37",302,1,"turquoise"
"555","Cdc40",22,2,"blue"
"556","Cdc42",31,1,"turquoise"
"557","Cdc42bpa",46,5,"green"
"558","Cdc42ep3",18,2,"blue"
"559","Cdh18",5,20,"royalblue"
"560","Cdh20",48,2,"blue"
"561","Cdh3",14,15,"midnightblue"
"562","Cdh7",59,5,"green"
"563","Cdip1",160,1,"turquoise"
"564","Cdipt",51,1,"turquoise"
"565","Cdk12",83,3,"brown"
"566","Cdk13",17,3,"brown"
"567","Cdk14",122,5,"green"
"568","CDK14_like",2,13,"salmon"
"569","Cdk16",2,9,"magenta"
"570","Cdk17",3,2,"blue"
"571","Cdk5",144,1,"turquoise"
"572","Cdk5r1",4,6,"red"
"573","CDK5R1",74,5,"green"
"574","Cdk5r2",9,9,"magenta"
"575","Cdk5rap3",24,1,"turquoise"
"576","Cdk9",10,9,"magenta"
"577","Cdkal1",4,14,"cyan"
"578","Cdr2",29,15,"midnightblue"
"579","Cds2",5,6,"red"
"580","Cdyl2",7,23,"darkturquoise"
"581","Cebpa",3,10,"purple"
"582","CECR2",139,2,"blue"
"583","Celf2",3,3,"brown"
"584","CELF4_gene8911",13,6,"red"
"585","Celf6",3,0,"grey"
"586","Celsr2",5,5,"green"
"587","Celsr3",6,25,"orange"
"588","Cend1",203,1,"turquoise"
"589","Cep112",7,14,"cyan"
"590","Cep126",41,6,"red"
"591","Cep135",6,2,"blue"
"592","Cep170",126,3,"brown"
"593","Cep192",21,3,"brown"
"594","Cep295",23,3,"brown"
"595","Cep350",195,3,"brown"
"596","Cep63",4,14,"cyan"
"597","Cep85l",4,16,"lightcyan"
"598","Cers5",3,1,"turquoise"
"599","Cers6",59,7,"black"
"600","Cetn2",26,1,"turquoise"
"601","Cetn3",6,1,"turquoise"
"602","Cfap36",8,1,"turquoise"
"603","Cfdp1",11,1,"turquoise"
"604","Cfl1",210,1,"turquoise"
"605","Cfp",78,2,"blue"
"606","Cgn",3,15,"midnightblue"
"607","Cgnl1",41,15,"midnightblue"
"608","Cgref1",12,1,"turquoise"
"609","Cgrrf1",4,1,"turquoise"
"610","Champ1",89,2,"blue"
"611","Chchd10",65,1,"turquoise"
"612","Chchd2",98,1,"turquoise"
"613","Chchd5",6,1,"turquoise"
"614","Chd1",28,2,"blue"
"615","Chd2",5,3,"brown"
"616","Chd6",109,5,"green"
"617","Chd9",9,3,"brown"
"618","Chfr",102,2,"blue"
"619","Chga",124,1,"turquoise"
"620","Chgb",5,0,"grey"
"621","Chi3l1",1,1,"turquoise"
"622","Chic1",50,5,"green"
"623","Chid1",205,1,"turquoise"
"624","Chl1",54,5,"green"
"625","Chm",1,5,"green"
"626","Chmp1a",3,1,"turquoise"
"627","Chmp1b",19,1,"turquoise"
"628","Chmp2a",85,1,"turquoise"
"629","Chmp3",15,1,"turquoise"
"630","Chmp4b",20,1,"turquoise"
"631","Chmp6",5,12,"tan"
"632","Chordc1",29,2,"blue"
"633","Chpf",59,1,"turquoise"
"634","Chpf2",46,1,"turquoise"
"635","Chrm2",81,5,"green"
"636","Chrnb2",81,6,"red"
"637","Chst10",149,1,"turquoise"
"638","Chst2",6,1,"turquoise"
"639","Ciapin1",39,1,"turquoise"
"640","Ciart",14,14,"cyan"
"641","Cib1",11,1,"turquoise"
"642","Cib2",5,1,"turquoise"
"643","Cirbp",56,1,"turquoise"
"644","Cisd2",2,13,"salmon"
"645","Cisd3",3,1,"turquoise"
"646","Cit",18,5,"green"
"647","Cited2",52,2,"blue"
"648","Ciz1",6,21,"darkred"
"649","Ckap4",28,1,"turquoise"
"650","Ckap5",6,6,"red"
"651","Ckb",41,1,"turquoise"
"652","Ckmt1a",15,9,"magenta"
"653","Clasp2",3,11,"greenyellow"
"654","Clasrp",4,1,"turquoise"
"655","Clcn7",4,1,"turquoise"
"656","Cldn11",4,4,"yellow"
"657","Cldn12",42,2,"blue"
"658","Clec2l",146,1,"turquoise"
"659","Clic6",22,15,"midnightblue"
"660","Clint1",3,7,"black"
"661","Clip1",4,11,"greenyellow"
"662","Clip3",14,1,"turquoise"
"663","Clk1",163,2,"blue"
"664","Clk4",227,2,"blue"
"665","Clns1a",25,1,"turquoise"
"666","Clock",30,0,"grey"
"667","Clp1",76,2,"blue"
"668","Clpb",11,20,"royalblue"
"669","Clpp",32,1,"turquoise"
"670","Clptm1",86,1,"turquoise"
"671","Clptm1l",41,1,"turquoise"
"672","Clpx",4,7,"black"
"673","Clstn1",19,6,"red"
"674","Clstn2",106,5,"green"
"675","Clstn3",24,6,"red"
"676","Clta",56,1,"turquoise"
"677","Cltb",277,1,"turquoise"
"678","Cltc",85,6,"red"
"679","Clu",15,4,"yellow"
"680","Cluh",33,5,"green"
"681","Cmip",11,6,"red"
"682","Cmss1",22,1,"turquoise"
"683","Cmtm4",29,7,"black"
"684","Cmtm5",3,4,"yellow"
"685","Cmya5",15,2,"blue"
"686","Cnbp",28,1,"turquoise"
"687","Cnih4",3,2,"blue"
"688","Cnnm1",14,5,"green"
"689","Cnnm3",8,23,"darkturquoise"
"690","Cnnm4",38,0,"grey"
"691","Cnot1",3,3,"brown"
"692","Cnot4",10,2,"blue"
"693","Cnot6",3,2,"blue"
"694","Cnot7",7,13,"salmon"
"695","Cnp",4,14,"cyan"
"696","Cnpy2",3,1,"turquoise"
"697","Cnpy3",22,1,"turquoise"
"698","Cnrip1",15,9,"magenta"
"699","Cntn1",78,11,"greenyellow"
"700","Cntn4",18,5,"green"
"701","Cntnap2",81,5,"green"
"702","Cntnap5",38,5,"green"
"703","Cntrl",4,2,"blue"
"704","Cntrob",93,2,"blue"
"705","Cog2",7,10,"purple"
"706","Cog3",39,2,"blue"
"707","Cog6",9,6,"red"
"708","Cog7",53,1,"turquoise"
"709","Col16a1",9,21,"darkred"
"710","Col22a1",9,15,"midnightblue"
"711","Col2a1",3,8,"pink"
"712","Col4a2",8,21,"darkred"
"713","Col4a3bp",46,3,"brown"
"714","Col4a6",8,15,"midnightblue"
"715","Col5a2",16,8,"pink"
"716","Col9a2",5,1,"turquoise"
"717","Colca2",12,4,"yellow"
"718","Commd3",4,1,"turquoise"
"719","Commd4",51,1,"turquoise"
"720","Commd6",4,1,"turquoise"
"721","Copa",4,1,"turquoise"
"722","Copb2",52,6,"red"
"723","Cope",30,1,"turquoise"
"724","Copg1",247,1,"turquoise"
"725","Coprs",79,1,"turquoise"
"726","Cops4",10,1,"turquoise"
"727","Cops6",35,1,"turquoise"
"728","Cops8",220,1,"turquoise"
"729","Cops9",6,4,"yellow"
"730","Coq10a",6,1,"turquoise"
"731","Coq10b",8,2,"blue"
"732","Coq8b",36,1,"turquoise"
"733","Coq9",3,1,"turquoise"
"734","Coro1b",235,1,"turquoise"
"735","Coro1c",17,1,"turquoise"
"736","Coro2b",2,1,"turquoise"
"737","Coro6",7,1,"turquoise"
