"","topcorgene","module_color","module_n","module_genes","membership"
"1","Prkcz","grey",0,NA,0.933642901846034
"2","Glt1d1","grey",0,NA,0.919380689119368
"3","Ttll1","grey",0,NA,0.915138241197201
"4","Calm3","grey",0,NA,0.889407489067737
"5","CUNH11orf49","grey",0,NA,0.880225612031554
"6","Pomgnt1","grey",0,NA,0.870961661171998
"7","Spryd3","grey",0,NA,0.849088430856218
"8","Dnm1","grey",0,NA,0.848813665344787
"9","Ttc7b","grey",0,NA,0.842913028477947
"10","Syngr3","grey",0,NA,0.837441943400065
"11","Evl","grey",0,NA,0.831565389020962
"12","Grk2","grey",0,NA,0.823596729452959
"13","PHKA2_like","grey",0,NA,0.822699436838894
"14","LOC110598270","grey",0,NA,0.822515911722949
"15","Ca11","grey",0,NA,0.820523033631217
"16","Ncdn","grey",0,NA,0.820216676239189
"17","Crocc","grey",0,NA,0.819189071946685
"18","Arhgdig","grey",0,NA,0.816608261461031
"19","G36171","grey",0,NA,0.814488448819837
"20","Kcnab2","grey",0,NA,0.814474772988805
"21","Nme2","turquoise",1,2051,0.962781848778762
"22","Psmb4","turquoise",1,2051,0.956181793135939
"23","Atp5o","turquoise",1,2051,0.95366367283245
"24","Ndufa8","turquoise",1,2051,0.949156296850055
"25","Psmd13","turquoise",1,2051,0.945298620537086
"26","Slc25a4","turquoise",1,2051,0.943994457622245
"27","Rpl19","turquoise",1,2051,0.938913975280916
"28","COX4I1_like","turquoise",1,2051,0.935414930500935
"29","Tut1","turquoise",1,2051,0.934137566727463
"30","Fez1","turquoise",1,2051,0.933389847449315
"31","Fibp","turquoise",1,2051,0.933327258773912
"32","Dazap2","turquoise",1,2051,0.931035431820589
"33","Psmb6","turquoise",1,2051,0.930591084034035
"34","Ppib","turquoise",1,2051,0.929737713180699
"35","Rplp0","turquoise",1,2051,0.927561366034469
"36","Atp5f1","turquoise",1,2051,0.926157179185337
"37","Tmco1","turquoise",1,2051,0.925371336794789
"38","Atp5g3","turquoise",1,2051,0.924090208576645
"39","Sdhc","turquoise",1,2051,0.924088527349414
"40","Bnip3","turquoise",1,2051,0.923647335898544
"41","Eya3","blue",2,1650,0.966220077586912
"42","Mex3c","blue",2,1650,0.962472839274063
"43","Zc3h10","blue",2,1650,0.961880626280153
"44","Znf646","blue",2,1650,0.961705510172065
"45","Hdac4","blue",2,1650,0.960463298790253
"46","ENSSTOG00000034702","blue",2,1650,0.960198603838567
"47","Nup58","blue",2,1650,0.957399330098046
"48","TNRC6B_containing","blue",2,1650,0.957210344693416
"49","BTBD7_containing_G27229","blue",2,1650,0.957062291380698
"50","G40583","blue",2,1650,0.956867877041801
"51","Bud13","blue",2,1650,0.955794855839963
"52","Ctdsp2","blue",2,1650,0.955706721068529
"53","Brd3","blue",2,1650,0.955626545575074
"54","Plagl2","blue",2,1650,0.953835395068179
"55","Lig4","blue",2,1650,0.951749773839282
"56","Clk4","blue",2,1650,0.949207242964641
"57","Rnf111","blue",2,1650,0.948945183237654
"58","G14950","blue",2,1650,0.948058391131547
"59","Zbtb34","blue",2,1650,0.947206112172746
"60","G40961","blue",2,1650,0.94698045624678
"61","Camk2a","brown",3,1532,0.974286089533232
"62","Rgs14","brown",3,1532,0.97360618754233
"63","Fbxl16","brown",3,1532,0.969862597870486
"64","Kcnf1","brown",3,1532,0.962830615247711
"65","KALRN_like","brown",3,1532,0.961869049079465
"66","TMEM271_containing","brown",3,1532,0.961157637541636
"67","Itpka","brown",3,1532,0.961080623475259
"68","Kcnh3","brown",3,1532,0.960615712715482
"69","Kiaa1211l","brown",3,1532,0.960492662076712
"70","Ctxn1","brown",3,1532,0.96003151114491
"71","Ddn","brown",3,1532,0.958727693559524
"72","MPPED1_containing_G24005","brown",3,1532,0.957771203041184
"73","Nrgn","brown",3,1532,0.957597397463138
"74","Nmt2","brown",3,1532,0.957089682187997
"75","Arpp21","brown",3,1532,0.957026713790659
"76","Cacng3","brown",3,1532,0.956847393630478
"77","Nptxr","brown",3,1532,0.955511890398111
"78","Pde2a","brown",3,1532,0.953550542931629
"79","Lzts1","brown",3,1532,0.952397047028854
"80","Enc1","brown",3,1532,0.951071874162841
"81","Arl1","yellow",4,761,0.956433430181771
"82","Smim14","yellow",4,761,0.956276924875485
"83","Dstn","yellow",4,761,0.944814134593095
"84","Sh3bgrl","yellow",4,761,0.940529351425287
"85","Rab2a","yellow",4,761,0.940253306978549
"86","Rab18","yellow",4,761,0.935849243781381
"87","Ndufa5","yellow",4,761,0.934625092726181
"88","Vamp4","yellow",4,761,0.932728546017444
"89","Chmp5","yellow",4,761,0.929577097654435
"90","Spcs3","yellow",4,761,0.924281812295814
"91","Tmem30a","yellow",4,761,0.924206233073805
"92","Serinc1","yellow",4,761,0.923521643303107
"93","Dnajb14","yellow",4,761,0.92323641049145
"94","Rab6a","yellow",4,761,0.919162567635805
"95","Rcn2","yellow",4,761,0.91902699306841
"96","Ywhaq","yellow",4,761,0.918596107649681
"97","Tmx3","yellow",4,761,0.915141792718061
"98","Pafah1b1","yellow",4,761,0.914491724784013
"99","Ndfip2","yellow",4,761,0.914011541703723
"100","Pdcd10","yellow",4,761,0.913134327189906
"101","Arhgap24","green",5,651,0.91298183022761
"102","Smim10","green",5,651,0.909265483056182
"103","Ahi1","green",5,651,0.902630568242388
"104","Dennd5a","green",5,651,0.901111865682868
"105","Nova1","green",5,651,0.899392362946159
"106","GNAS_gene10323","green",5,651,0.895261740690189
"107","Mum1l1","green",5,651,0.893791334766308
"108","Slc6a11","green",5,651,0.893570718614881
