"","gene","r","module_color","module_n"
"1","PURA",0.6188112839731,"royalblue",20
"2","FAM120C",0.515135420717135,"pink",8
"3","CYSTM1",0.758960688683716,"brown",3
"4","UBE2N_ENSSTOG00000002166",0.132744665535058,"grey",0
"5","TMEM184C_ENSSTOG00000003964",0.616486514566787,"cyan",14
"6","RRAGA",-0.197948352030285,"grey",0
"7","MORF4L1_ENSSTOG00000009157",0.394518916657688,"blue",2
"8","SOX2",-0.0895428933262097,"grey",0
"9","ZNF112",0.85836038198455,"turquoise",1
"10","RHOB_ENSSTOG00000014644",-0.0864207818343121,"grey",0
"11","H1F0_ENSSTOG00000014808",0.6261605775306,"blue",2
"12","ENSSTOG00000014826",0.710309897968974,"blue",2
"13","ZBED8",0.848394398363575,"turquoise",1
"14","KIAA0232",-0.0944160318131707,"grey",0
"15","RTL8C_ENSSTOG00000019454",-0.285620093516391,"grey",0
"16","PLEKHB2_ENSSTOG00000019474",0.401778800689101,"brown",3
"17","RPS6_ENSSTOG00000019647",0.499654153166225,"blue",2
"18","LDOC1",0.593931866516574,"blue",2
"19","MRPL9",-0.105282210087009,"grey",0
"20","RTL8A_ENSSTOG00000020310",-0.0277514310847593,"grey",0
"21","RPL24_ENSSTOG00000020333",-0.0554305471282579,"grey",0
"22","RPL5_ENSSTOG00000020981",-0.220546258321117,"grey",0
"23","PTP4A1_ENSSTOG00000021612",0.48369244246514,"red",6
"24","UBE2G1_like_ENSSTOG00000021672",0.516783259342559,"grey",0
"25","MTLN",0.683239087302431,"midnightblue",15
"26","CD82_like",0.785408559905601,"brown",3
"27","DAP_containing",0.686197929305403,"salmon",13
"28","NCS1_containing",0.454258387377438,"purple",10
"29","RPS6_ENSSTOG00000025963",0.66136122309793,"salmon",13
"30","U1_ENSSTOG00000027312",0.404287985462593,"turquoise",1
"31","RPL10A",0.705215795328775,"blue",2
"32","ATP6V1D_like",0.698167146382634,"brown",3
"33","HNRNPA0",0.610063126000318,"brown",3
"34","MAGEH1",-0.117706115046789,"grey",0
"35","RPS3A_ENSSTOG00000028898",0.59880926143153,"red",6
"36","TINCR",0.620733437300345,"blue",2
"37","ZNF146_ENSSTOG00000029664",0.745438453577107,"turquoise",1
"38","EIF4B_ENSSTOG00000029945",0.576038010853773,"blue",2
"39","ENSSTOG00000030034",0.543680735999261,"blue",2
"40","TMA7_ENSSTOG00000030110",0.390456172484483,"blue",2
"41","PANTR1_containing",0.613379603294697,"lightyellow",19
"42","LINC00672",0.658351739112172,"yellow",4
"43","ENSSTOG00000031411",0.743983842442063,"pink",8
"44","FKBP1A_ENSSTOG00000031532",0.640845061203772,"red",6
"45","MAP4_like",0.556656795625018,"red",6
"46","ENSSTOG00000031812",0.622131695892785,"greenyellow",11
"47","ENSSTOG00000032022",0.834425458255147,"blue",2
"48","PPP1R2_like",0.690686017504349,"red",6
"49","NCL_like",0.236364836981894,"grey",0
"50","COX6B1_ENSSTOG00000032450",0.738946284389245,"blue",2
"51","MEF2D_containing",0.674491187347149,"turquoise",1
"52","ENSSTOG00000032645",0.0999977891420941,"grey",0
"53","ENSSTOG00000032651",0.312853891959022,"blue",2
"54","LINC01578_containing",0.661744005107638,"blue",2
"55","ENSSTOG00000032929",0.648646082536373,"blue",2
"56","Metazoa_SRP_ENSSTOG00000032958",-0.291210655328556,"grey",0
"57","SMIM26",0.389557401690983,"grey",0
"58","ENSSTOG00000033366",-0.295319370589396,"grey",0
"59","ENSSTOG00000033635",0.579949286761968,"magenta",9
"60","NEAT1_1_ENSSTOG00000033733",-0.218782095937283,"grey",0
"61","ENSSTOG00000033833",0.393778099029331,"red",6
"62","SP2-AS1_containing",0.635933353775441,"pink",8
"63","TRAK1_like_ENSSTOG00000033928",0.571149547536662,"brown",3
"64","ENSSTOG00000034585",0.468025372836026,"black",7
"65","ENSSTOG00000034702",0.908715994550819,"turquoise",1
"66","FAM89B_like",-0.225587919017904,"grey",0
"67","G10018",0.587236401493409,"greenyellow",11
"68","G10026",-0.216146409265818,"grey",0
"69","G10028",-0.208018844219531,"grey",0
"70","AFF1_like",0.257509449564211,"grey",0
"71","HMGN2_G1006",0.105542552527808,"grey",0
"72","G10085",0.189670055332267,"grey",0
"73","G10098",0.578360803223078,"yellow",4
"74","G10099",0.665081760312854,"blue",2
"75","G10104",-0.589312352341733,"grey",0
"76","CAMK2G_like",0.579137142650774,"blue",2
"77","G10112",-0.228747025998657,"grey",0
"78","G10161",0.546314425482869,"yellow",4
"79","SDAD1_like_G10180",0.476984027918931,"yellow",4
"80","G10182",0.668580712404269,"magenta",9
"81","G10187",0.512459548092451,"blue",2
"82","G10191",0.51693051473009,"green",5
"83","G10236",0.613667584266563,"turquoise",1
"84","G10245",0.319595133899426,"grey",0
"85","G10279",0.439990070304263,"turquoise",1
"86","PPAT_containing",-0.316745921900511,"grey",0
"87","GABRA4_containing",0.499804184991735,"pink",8
"88","G10437",0.87129617001068,"pink",8
"89","G10440",0.834969111337713,"magenta",9
"90","G10450",0.677615486156688,"pink",8
"91","GABRB1_containing",0.460116521956533,"yellow",4
