"","gene","r","module_color","module_n"
"6657","Adam2",0.546908099479573,"red",6
"6658","Clu",0.758129230817773,"turquoise",1
"6659","Scara3",-0.173074402078467,"grey",0
"6660","Ccdc25",0.720387617117084,"turquoise",1
"6661","Elp3",0.716730104639452,"greenyellow",11
"6662","Maneal",-0.199438422084087,"grey",0
"6663","Fbxo16",0.625654078578505,"greenyellow",11
"6664","Fzd3",0.825808867165099,"lightyellow",19
"6665","Extl3",0.657370410832589,"blue",2
"6666","Ints9",0.650726869488439,"blue",2
"6667","Hmbox1",0.860290841813108,"cyan",14
"6668","Yrdc",0.832758476344775,"turquoise",1
"6669","Kif13b",0.754793515235009,"blue",2
"6670","OGA",0.788541777543198,"greenyellow",11
"6671","LINC00599_containing",0.824786249647847,"blue",2
"6672","Msra",0.587435391236001,"brown",3
"6673","CUNH1orf122",0.759091117362999,"turquoise",1
"6674","Pinx1",0.312515345862541,"grey",0
"6675","Mtmr9",0.896795921670767,"yellow",4
"6676","Mtf1",0.652718370499575,"brown",3
"6677","Sdad1",0.572302808193187,"yellow",4
"6678","Nup54",0.744072500762732,"blue",2
"6679","Scarb2",0.820940022365778,"turquoise",1
"6680","Shroom3",0.562225792828496,"black",7
"6681","Sept11",0.816995959501362,"brown",3
"6682","Ccni",0.727366815486222,"greenyellow",11
"6683","Ccng2",0.620151956323792,"brown",3
"6684","Cnot6l",0.459502325438704,"brown",3
"6685","Inpp5b",0.694802805828227,"blue",2
"6686","Mrpl1",0.85393819958607,"turquoise",1
"6687","Fras1",0.828930139038202,"blue",2
"6688","Bmp2k",0.331049837843877,"red",6
"6689","Paqr3",0.880195037714777,"royalblue",20
"6690","Sf3a3",0.902526196198242,"royalblue",20
"6691","Aspa",0.503507120952016,"green",5
"6692","Trpv1",0.545673708120615,"cyan",14
"6693","Shpk",0.83744512899335,"white",27
"6694","Ctns",0.724788776717386,"tan",12
"6695","Tax1bp3",0.699268252397423,"blue",2
"6696","Emc6",0.651004504509194,"turquoise",1
"6697","Utp11",0.724286135031808,"purple",10
"6698","P2rx5",0.781809348871251,"brown",3
"6699","Itgae",0.589314139358785,"red",6
"6700","Ncbp3",0.716100086252176,"blue",2
"6701","Camkk1",0.772511683351873,"brown",3
"6702","Zzef1",0.756952802556182,"tan",12
"6703","CYB5D2_containing",0.549602591905428,"grey60",17
"6704","Ankfy1",-0.423047415992243,"grey",0
"6705","Spns2",0.603518546601426,"black",7
"6706","Mybbp1a",0.818081687499762,"tan",12
"6707","Ccnt2",0.466908157377996,"brown",3
"6708","Slc13a5",0.438550943236603,"white",27
"6709","Med31",0.724838518472005,"yellow",4
"6710","Txndc17",0.886562893743673,"turquoise",1
"6711","Kiaa0753",0.69788322976653,"brown",3
"6712","LOC110599393",0.708000244287124,"blue",2
"6713","Pitpnm3",0.895750490333746,"brown",3
"6714","Wscd1",0.663206342072768,"turquoise",1
"6715","Nlrp1",-0.252630107709835,"grey",0
"6716","LOC106145267",0.821497275237982,"green",5
"6717","Mis12",0.497287680968089,"brown",3
"6718","Derl2",0.490532778997301,"yellow",4
"6719","Dhx33",0.774079594300903,"blue",2
"6720","Mycbp",0.74846465831899,"red",6
"6721","C1qbp",0.798807380029796,"turquoise",1
"6722","Rpain",0.522162865561361,"brown",3
"6723","Nup88",0.760500098018029,"red",6
"6724","Rabep1",0.551497831395973,"yellow",4
"6725","Zfp3",0.934193472228571,"blue",2
"6726","Kif1c",0.738024495275353,"green",5
"6727","Camta2",0.7076287508502,"brown",3
"6728","Spag7",0.859027405771045,"turquoise",1
"6729","Pfn1",0.450992387765996,"turquoise",1
"6730","Rnf167",0.551477635168951,"turquoise",1
"6731","Slc25a11",0.709634736671043,"turquoise",1
"6732","Mink1",0.74756176996633,"brown",3
"6733","Pld2",0.461794855324305,"green",5
"6734","Psmb6",0.930591084034035,"turquoise",1
"6735","ARF4",0.482042640275363,"yellow",4
"6736","Arrb2",0.632200811625825,"turquoise",1
"6737","Pelp1",0.688357434497768,"black",7
"6738","Vopp1",0.477923513404148,"grey",0
"6739","Lancl2",0.569831979548284,"brown",3
"6740","Egfr",0.498733897453705,"lightyellow",19
"6741","Akirin1",0.694924015156655,"royalblue",20
"6742","Sec61g",0.644285918602803,"turquoise",1
"6743","Vstm2a",0.721203506384069,"greenyellow",11
"6744","MFSD4B_like_gene19882",0.91179777328254,"blue",2
"6745","Rev3l",0.844017038842702,"lightyellow",19
"6746","Fyn",0.807245047282154,"turquoise",1
"6747","Tube1",-0.229643593282695,"grey",0
"6748","Lama4",0.634527420756257,"magenta",9
"6749","Ndufs5",0.737121720386265,"greenyellow",11
"6750","Marcks",0.599644409142016,"yellow",4
"6751","Hdac2",0.577648100371887,"yellow",4
"6752","Hs3st5",0.579173283029358,"turquoise",1
"6753","Macf1",0.597660088693979,"darkred",21
"6754","Ntrk2",0.485562074065345,"greenyellow",11
"6755","Agtpbp1",0.627825084077534,"lightyellow",19
"6756","Naa35",0.592618046079695,"yellow",4
"6757","Golm1",0.846533098733857,"turquoise",1
"6758","BCAT1",0.636010952926808,"green",5
"6759","Kiaa0754",0.0738965179244121,"grey",0
"6760","Isca1",0.809557141972566,"turquoise",1
"6761","Zcchc6",0.691014237235655,"lightyellow",19
"6762","Dapk1",0.683273180167882,"brown",3
"6763","Pabpc4",0.610612200377277,"red",6
"6764","Pcdh10",0.327653223094954,"grey",0
"6765","Garem1",0.747458756500344,"lightgreen",18
"6766","Rnf138",0.90473669827309,"salmon",13
"6767","Rnf125",-0.0257708634396541,"grey",0
"6768","Trappc8",0.819147751565633,"darkturquoise",23
"6769","B4galt6",0.639457675014436,"lightgreen",18
"6770","Ttr",0.268474421085984,"grey",0
"6771","Nt5c1a",0.369339627918935,"blue",2
"6772","Nap1l2",0.740102472606639,"yellow",4
"6773","Hpcal4",0.917015859168861,"brown",3
"6774","Chic1",0.710326536775241,"salmon",13
"6775","XIST_containing_gene19958",-0.005173296022052,"grey",0
"6776","Slc16a2",0.672416078111064,"brown",3
"6777","Rlim",0.856014545065432,"orange",25
"6778","Nexmif",0.858053897546126,"lightyellow",19
"6779","Ppie",0.652649060844314,"green",5
"6780","Abcb7",0.678364465282037,"green",5
"6781","Uprt",0.868402119967138,"turquoise",1
"6782","Zdhhc15",0.698439475816919,"purple",10
"6783","Magee2",0.821052106341926,"green",5
"6784","LOC106145277",0.529193059044705,"turquoise",1
"6785","Pbdc1",0.694981133109589,"skyblue",28
"6786","Magee1",0.840754697232029,"pink",8
"6787","MIR325HG_containing",0.625720033775059,"greenyellow",11
"6788","Trit1",0.595743842048272,"darkturquoise",23
"6789","Atrx",0.659161709430184,"yellow",4
"6790","Magt1",0.841819697725363,"darkgreen",22
"6791","COX7B_gene19995",0.907940451440561,"turquoise",1
"6792","Atp7a",0.637380297692687,"saddlebrown",29
"6793","Rasgrf2",0.924936305460826,"brown",3
"6794","AIDA_gene200",0.444336323940078,"yellow",4
"6795","DNAJB6_gene20002",0.816073051296867,"yellow",4
"6796","B3gat1",0.620452751523037,"brown",3
"6797","Acad8",0.528411314980754,"green",5
"6798","Mycl",0.531732223160158,"brown",3
"6799","Thyn1",0.778027320815694,"pink",8
"6800","Vps26b",0.647272143297782,"lightgreen",18
"6801","Ncapd3",-0.515839706679744,"grey",0
"6802","Jam3",0.676035624892688,"purple",10
"6803","Igsf9b",0.509181316779586,"blue",2
"6804","Mfsd2a",0.735834786782175,"pink",8
"6805","ABCG2_gene20021",0.191062275145453,"blue",2
"6806","ABCG2_like_gene20024",0.692309321653776,"turquoise",1
"6807","Ppm1k",0.669320586472645,"brown",3
"6808","Pigy",0.671352796858258,"turquoise",1
"6809","Pyurf",0.682241703037957,"green",5
"6810","Herc3",-0.285487415433737,"grey",0
"6811","Nap1l5",0.886436838525788,"green",5
"6812","Fam13a",0.835189498947397,"blue",2
"6813","Tigd2",0.676186817834019,"orange",25
"6814","Cap1",0.72730046761294,"turquoise",1
"6815","Gprin3",0.571654851582187,"lightyellow",19
"6816","Snca",0.786671596115735,"brown",3
"6817","Mmrn1",0.564150076057256,"green",5
"6818","Cobl",0.846743367965687,"brown",3
"6819","Grb10",0.811769637791035,"purple",10
"6820","Ppt1",0.813764409247468,"turquoise",1
"6821","Vwc2",0.830200175747608,"green",5
"6822","Rlf",0.536817181401899,"turquoise",1
"6823","Grid2",0.711521300028721,"green",5
