"","gene","n","module_n","module_color"
"1193","Fam171b",4,3,"brown"
"1194","Fam172a",8,1,"turquoise"
"1195","Fam177a1",78,1,"turquoise"
"1196","Fam189a1",47,3,"brown"
"1197","Fam189b",38,2,"blue"
"1198","Fam193a",16,12,"tan"
"1199","Fam199x",3,28,"skyblue"
"1200","Fam204a",8,1,"turquoise"
"1201","Fam208b",4,25,"orange"
"1202","Fam20b",8,5,"green"
"1203","Fam212b",164,2,"blue"
"1204","Fam213a",15,1,"turquoise"
"1205","Fam213b",3,1,"turquoise"
"1206","Fam214a",3,30,"steelblue"
"1207","Fam219a",5,19,"lightyellow"
"1208","FAM219A_containing",3,8,"pink"
"1209","Fam220a",13,3,"brown"
"1210","Fam222b",101,2,"blue"
"1211","Fam234b",75,3,"brown"
"1212","FAM241A_containing_gene13059",8,3,"brown"
"1213","Fam3a",41,1,"turquoise"
"1214","Fam3c",5,3,"brown"
"1215","Fam45a",10,1,"turquoise"
"1216","Fam49a",49,3,"brown"
"1217","Fam49b",4,1,"turquoise"
"1218","Fam53c",49,2,"blue"
"1219","Fam57a",23,0,"grey"
"1220","Fam69a",129,1,"turquoise"
"1221","Fam69c",10,1,"turquoise"
"1222","Fam76b",7,30,"steelblue"
"1223","Fam78b",138,9,"magenta"
"1224","Fam81a",92,3,"brown"
"1225","Fam91a1",2,28,"skyblue"
"1226","Fam92a",7,1,"turquoise"
"1227","Fam98a",3,4,"yellow"
"1228","Far1",2,28,"skyblue"
"1229","Farp2",5,12,"tan"
"1230","Farsa",3,20,"royalblue"
"1231","Fastk",28,8,"pink"
"1232","Fastkd1",6,4,"yellow"
"1233","Fau",7,1,"turquoise"
"1234","Fbrs",12,12,"tan"
"1235","Fbrsl1",7,12,"tan"
"1236","Fbxl12",5,4,"yellow"
"1237","Fbxl14",12,4,"yellow"
"1238","Fbxl16",242,3,"brown"
"1239","Fbxl18",72,2,"blue"
"1240","Fbxl19",74,2,"blue"
"1241","Fbxl3",18,1,"turquoise"
"1242","Fbxl5",21,1,"turquoise"
"1243","Fbxo10",81,2,"blue"
"1244","Fbxo22",4,16,"lightcyan"
"1245","Fbxo28",27,4,"yellow"
"1246","Fbxo3",11,1,"turquoise"
"1247","Fbxo30",2,4,"yellow"
"1248","Fbxo34",77,3,"brown"
"1249","Fbxo41",189,2,"blue"
"1250","Fbxo42",6,2,"blue"
"1251","Fbxo46",151,2,"blue"
"1252","Fbxo6",36,1,"turquoise"
"1253","Fbxo7",121,1,"turquoise"
"1254","Fbxw7",111,3,"brown"
"1255","Fcf1",65,1,"turquoise"
"1256","Fcho2",6,6,"red"
"1257","Fem1b",9,6,"red"
"1258","Fermt2",6,10,"purple"
"1259","Fez1",217,1,"turquoise"
"1260","Fezf2",87,3,"brown"
"1261","Fgd1",66,2,"blue"
"1262","Fgf1",172,1,"turquoise"
"1263","Fgf12",29,1,"turquoise"
"1264","Fgf13",5,13,"salmon"
"1265","Fgf14",5,13,"salmon"
"1266","FGF2_containing",22,4,"yellow"
"1267","Fgfr1",22,27,"white"
"1268","Fgfr1op",1,30,"steelblue"
"1269","Fgfr1op2",15,4,"yellow"
"1270","Fgfr2",10,0,"grey"
"1271","Fgfr3",6,5,"green"
"1272","Fgfrl1",3,26,"darkorange"
"1273","Fh",5,1,"turquoise"
"1274","Fhl2",3,3,"brown"
"1275","Fhod3",3,3,"brown"
"1276","Fibp",121,1,"turquoise"
"1277","Filip1",19,3,"brown"
"1278","Fis1",9,1,"turquoise"
"1279","Fiz1",35,2,"blue"
"1280","Fjx1",29,3,"brown"
"1281","Fkbp1a",46,3,"brown"
"1282","Fkbp3",32,1,"turquoise"
"1283","Fkbp8",1,14,"cyan"
"1284","Fkbp9",4,1,"turquoise"
"1285","Flii",5,7,"black"
"1286","Flot1",17,3,"brown"
"1287","Flrt2",85,2,"blue"
"1288","Flrt3",91,4,"yellow"
"1289","Flvcr1",4,17,"grey60"
"1290","Fmnl1",84,9,"magenta"
"1291","Fmr1",12,6,"red"
"1292","Fnbp1",3,17,"grey60"
"1293","Fnbp1l",12,3,"brown"
"1294","Fndc3a",3,4,"yellow"
"1295","Fndc5",6,5,"green"
"1296","Fnip1",3,4,"yellow"
"1297","Fnip2",91,3,"brown"
"1298","Fnta",28,5,"green"
"1299","Folh1b",11,5,"green"
"1300","Fos",7,2,"blue"
"1301","Fosb",12,2,"blue"
"1302","Foxg1",160,3,"brown"
"1303","Foxk1",104,2,"blue"
"1304","Foxk2",7,2,"blue"
"1305","Foxn3",10,10,"purple"
"1306","Foxo3",42,2,"blue"
"1307","Foxo4",4,21,"darkred"
"1308","Foxo6",26,9,"magenta"
"1309","Foxred2",7,2,"blue"
"1310","Fras1",104,2,"blue"
"1311","Frmd4a",5,0,"grey"
"1312","Frmpd3",4,17,"grey60"
"1313","FRMPD4_G3402",140,3,"brown"
"1314","Frrs1l",30,3,"brown"
"1315","Frs2",6,6,"red"
"1316","Fsd1l",15,6,"red"
"1317","Fstl1",7,5,"green"
"1318","Fstl4",191,2,"blue"
"1319","FSTL5_like_gene23539",3,13,"salmon"
"1320","Fth1",21,1,"turquoise"
"1321","FTH1_gene25869",7,1,"turquoise"
"1322","Ftl",47,1,"turquoise"
"1323","Ftsj1",12,2,"blue"
"1324","Fubp1",11,2,"blue"
"1325","Fubp3",29,1,"turquoise"
"1326","Fuca2",23,1,"turquoise"
"1327","Fundc1",81,1,"turquoise"
"1328","Furin",20,2,"blue"
"1329","Fus",10,8,"pink"
"1330","Fut11",188,4,"yellow"
"1331","Fut9",21,29,"saddlebrown"
"1332","Fxr1",6,4,"yellow"
"1333","Fyco1",31,2,"blue"
"1334","Fyn",10,1,"turquoise"
"1335","Fyttd1",8,6,"red"
"1336","Fzd3",8,29,"saddlebrown"
"1337","Fzd4",4,4,"yellow"
"1338","Fzd8",39,3,"brown"
"1339","G10270",4,0,"grey"
"1340","G10915",107,4,"yellow"
"1341","G1232",9,0,"grey"
"1342","G13022",45,2,"blue"
"1343","G13329",9,3,"brown"
"1344","G1404",23,1,"turquoise"
"1345","G1414",4,0,"grey"
"1346","G14950",295,4,"yellow"
"1347","G1630",65,2,"blue"
"1348","G16353",34,2,"blue"
"1349","G16444",46,4,"yellow"
"1350","G16591",9,0,"grey"
"1351","G16696",33,3,"brown"
"1352","G17128",72,4,"yellow"
"1353","G17360",5,3,"brown"
"1354","G17612",21,1,"turquoise"
"1355","G17952",3,1,"turquoise"
"1356","G18437",8,0,"grey"
"1357","G18565",9,0,"grey"
"1358","G18650",168,4,"yellow"
"1359","G19629",24,4,"yellow"
"1360","G20184",4,0,"grey"
"1361","G20768",113,2,"blue"
"1362","G20797",8,1,"turquoise"
"1363","G21219",38,2,"blue"
"1364","G21728",8,3,"brown"
"1365","G21808",54,4,"yellow"
"1366","G22579",13,1,"turquoise"
"1367","G23069",3,4,"yellow"
"1368","G23864",5,9,"magenta"
"1369","G23874",4,9,"magenta"
"1370","G23925",50,2,"blue"
"1371","G24433",3,8,"pink"
"1372","G25309",5,4,"yellow"
"1373","G25348",2,0,"grey"
"1374","G26032",16,3,"brown"
"1375","G26683",7,2,"blue"
"1376","G27537",5,1,"turquoise"
"1377","G30723",9,0,"grey"
"1378","G30865",34,3,"brown"
"1379","G31341",5,1,"turquoise"
"1380","G31545",6,7,"black"
"1381","G3182",125,4,"yellow"
"1382","G32348",3,2,"blue"
"1383","G32880",23,18,"lightgreen"
"1384","G3402",140,3,"brown"
"1385","G36203",9,2,"blue"
"1386","G37103",6,4,"yellow"
"1387","G37446",14,29,"saddlebrown"
"1388","G37636",7,4,"yellow"
"1389","G38243",3,11,"greenyellow"
"1390","G38256",4,2,"blue"
"1391","G38373",11,1,"turquoise"
"1392","G3859",19,25,"orange"
"1393","G3860",157,4,"yellow"
"1394","G3bp1",27,4,"yellow"
"1395","G40490",198,4,"yellow"
"1396","G41047",9,3,"brown"
"1397","G41049",9,0,"grey"
"1398","G5408",7,9,"magenta"
"1399","G5636",174,2,"blue"
"1400","G5644",92,2,"blue"
"1401","G613",4,8,"pink"
"1402","G6222",8,2,"blue"
"1403","G6886",4,0,"grey"
"1404","G6pd",2,21,"darkred"
"1405","G7157",26,6,"red"
"1406","G7754",4,6,"red"
"1407","G83",11,8,"pink"
"1408","G8711",4,0,"grey"
"1409","G8955",4,9,"magenta"
"1410","G8958",3,13,"salmon"
"1411","G8970",39,2,"blue"
"1412","G8982",119,4,"yellow"
"1413","G9083",4,2,"blue"
"1414","G924",7,1,"turquoise"
"1415","G9749",22,4,"yellow"
"1416","G9756",44,2,"blue"
"1417","Gab2",45,5,"green"
"1418","Gabarap",45,1,"turquoise"
"1419","Gabarapl2",73,1,"turquoise"
"1420","Gabbr2",5,11,"greenyellow"
"1421","Gabra2",20,3,"brown"
"1422","Gabra4",17,3,"brown"
"1423","Gabra5",10,3,"brown"
"1424","Gabrb2",12,3,"brown"
"1425","Gabrb3",89,3,"brown"
"1426","Gabrd",154,3,"brown"
"1427","Gabrg2",3,1,"turquoise"
"1428","Gad2",1,5,"green"
"1429","Gak",12,12,"tan"
"1430","Galk2",47,5,"green"
"1431","Galnt17",27,11,"greenyellow"
"1432","Galnt9",13,9,"magenta"
"1433","Gapdh",10,1,"turquoise"
"1434","Gapvd1",8,7,"black"
"1435","Gas2l1",14,2,"blue"
"1436","Gas6",28,8,"pink"
"1437","Gas7",219,3,"brown"
"1438","Gas8",7,12,"tan"
"1439","Gatad1",97,4,"yellow"
"1440","Gatad2b",24,12,"tan"
"1441","GATD3A_containing",50,1,"turquoise"
"1442","Gbe1",5,1,"turquoise"
"1443","Gbf1",6,31,"paleturquoise"
"1444","Gca",3,5,"green"
"1445","Gcc2",3,4,"yellow"
"1446","Gclm",5,6,"red"
"1447","Gcn1",39,2,"blue"
"1448","GCNT2_like_gene10637",24,2,"blue"
"1449","GCOM1_containing",34,6,"red"
"1450","Gda",54,3,"brown"
"1451","Gdap1",6,1,"turquoise"
"1452","Gdf10",16,5,"green"
"1453","Gdf11",5,5,"green"
"1454","Gdi1",20,8,"pink"
"1455","Gdi2",221,1,"turquoise"
"1456","Gemin5",184,4,"yellow"
"1457","Gfod1",13,3,"brown"
"1458","GFPT1",4,6,"red"
"1459","Gfra1",6,5,"green"
"1460","Gfra2",8,11,"greenyellow"
"1461","Gga2",182,2,"blue"
"1462","Gga3",3,15,"midnightblue"
"1463","Ggh",2,6,"red"
"1464","Ggnbp2",6,1,"turquoise"
"1465","Ghdc",4,1,"turquoise"
"1466","Ghitm",47,1,"turquoise"
"1467","Ghr",3,4,"yellow"
"1468","Gid4",42,4,"yellow"
"1469","Gigyf1",22,12,"tan"
"1470","Gigyf2",299,4,"yellow"
"1471","Ginm1",5,1,"turquoise"
"1472","Git1",29,2,"blue"
"1473","Git2",22,7,"black"
"1474","GJA1",10,1,"turquoise"
"1475","Gjb1",88,1,"turquoise"
"1476","Gjc2",15,5,"green"
"1477","Gk",3,23,"darkturquoise"
"1478","Glcci1",159,3,"brown"
"1479","Gldc",19,3,"brown"
"1480","Glg1",3,12,"tan"
"1481","Glis2",166,2,"blue"
"1482","Glmn",4,1,"turquoise"
"1483","Glo1",82,1,"turquoise"
"1484","GLRA2_like",4,1,"turquoise"
"1485","Glrb",43,1,"turquoise"
"1486","Glrx",6,5,"green"
"1487","Glrx3",32,1,"turquoise"
"1488","GLRX5_containing",29,5,"green"
"1489","Gls",8,3,"brown"
"1490","Gls2",8,5,"green"
"1491","Glt1d1",16,9,"magenta"
"1492","Gltp",24,5,"green"
"1493","Glud1",48,1,"turquoise"
"1494","Gm2a",3,1,"turquoise"
"1495","Gmfb",36,6,"red"
"1496","Gmnn",24,1,"turquoise"
"1497","Gmpr2",4,1,"turquoise"
"1498","GMPR2",4,1,"turquoise"
"1499","Gna12",11,1,"turquoise"
"1500","Gnal",7,3,"brown"
"1501","Gnas",74,5,"green"
"1502","GNAS_gene10323",11,5,"green"
"1503","Gnb1",2,14,"cyan"
"1504","Gnb4",10,6,"red"
"1505","GNG10_gene12688",39,6,"red"
"1506","Gng12",113,1,"turquoise"
"1507","Gng2",15,6,"red"
"1508","Gng7",74,9,"magenta"
"1509","Gnl2",3,20,"royalblue"
"1510","Gnl3",15,1,"turquoise"
"1511","Golga3",45,7,"black"
"1512","Golga7",102,1,"turquoise"
"1513","Golm1",79,1,"turquoise"
"1514","Gon4l",107,2,"blue"
"1515","Gopc",43,4,"yellow"
"1516","Got2",22,1,"turquoise"
"1517","GOT2_G13506",8,1,"turquoise"
"1518","GOT2_gene9847",25,5,"green"
"1519","Gpam",6,10,"purple"
"1520","Gpatch2",38,4,"yellow"
"1521","Gpatch2l",2,4,"yellow"
"1522","Gpatch8",46,2,"blue"
"1523","Gpc1",12,12,"tan"
"1524","Gpd2",3,13,"salmon"
"1525","Gpm6a",87,3,"brown"
"1526","GPM6B_like",7,6,"red"
"1527","Gpn1",28,1,"turquoise"
"1528","Gpn2",102,4,"yellow"
"1529","Gpr137",2,8,"pink"
"1530","Gpr158",6,13,"salmon"
"1531","Gpr173",3,11,"greenyellow"
"1532","Gpr176",3,5,"green"
"1533","Gpr22",46,3,"brown"
"1534","Gpr26",207,9,"magenta"
"1535","GPR27_containing",56,3,"brown"
"1536","Gpr37l1",51,5,"green"
"1537","Gpr62",17,5,"green"
"1538","Gpr63",162,4,"yellow"
"1539","Gpr83",9,3,"brown"
"1540","Gpr88",13,3,"brown"
"1541","Gprasp1",3,5,"green"
"1542","Gprasp2",17,1,"turquoise"
"1543","Gprc5b",48,5,"green"
"1544","Gprin1",11,3,"brown"
"1545","Gpx3",12,5,"green"
"1546","Gpx4",21,1,"turquoise"
"1547","Gramd1b",26,2,"blue"
"1548","Gramd2b",23,1,"turquoise"
"1549","Gramd4",153,2,"blue"
"1550","Grasp",81,9,"magenta"
"1551","Grb10",3,27,"white"
"1552","Grb2",7,18,"lightgreen"
"1553","Greb1l",27,2,"blue"
"1554","Grhpr",3,20,"royalblue"
"1555","Gria1",163,3,"brown"
"1556","Gria2",52,3,"brown"
"1557","Gria3",177,3,"brown"
"1558","Grik1",8,5,"green"
"1559","Grik3",10,2,"blue"
"1560","Grik5",18,11,"greenyellow"
"1561","Grin1",116,11,"greenyellow"
"1562","Grin2a",79,9,"magenta"
"1563","Grin2b",5,3,"brown"
"1564","GRIN2B_containing",143,3,"brown"
"1565","GRIN2B_like",11,3,"brown"
"1566","Grina",8,8,"pink"
"1567","Grip2",6,5,"green"
"1568","Grk2",66,9,"magenta"
"1569","Grk4",11,1,"turquoise"
"1570","Grk5",3,2,"blue"
"1571","Grm3",17,3,"brown"
"1572","Grm5",44,3,"brown"
"1573","Grm7",5,13,"salmon"
"1574","Grpel2",4,6,"red"
"1575","Grsf1",138,10,"purple"
"1576","Gskip",3,3,"brown"
"1577","Gss",4,1,"turquoise"
"1578","Gsta4",66,1,"turquoise"
"1579","Gsto1",110,1,"turquoise"
"1580","Gstp1",77,1,"turquoise"
"1581","Gstz1",78,1,"turquoise"
"1582","Gtf2a1",4,4,"yellow"
"1583","Gtf2a2",28,1,"turquoise"
"1584","Gtf2b",6,1,"turquoise"
"1585","Gtf2f2",63,1,"turquoise"
"1586","Gtf2h1",5,16,"lightcyan"
"1587","Gtf2h3",4,20,"royalblue"
"1588","Gtf2h4",3,2,"blue"
"1589","Gtf2ird1",8,26,"darkorange"
"1590","Gtf3a",14,1,"turquoise"
"1591","Gtf3c2",3,15,"midnightblue"
"1592","Gtpbp2",37,2,"blue"
"1593","Gucd1",121,4,"yellow"
"1594","Gucy1a2",15,29,"saddlebrown"
"1595","Gucy1a3",20,3,"brown"
"1596","Gusb",4,19,"lightyellow"
"1597","Gyg1",54,1,"turquoise"
"1598","Gys1",14,2,"blue"
"1599","Gzf1",11,4,"yellow"
"1600","H1F0_gene5906",11,8,"pink"
"1601","H2AFZ_like_gene9100",5,24,"darkgrey"
"1602","H3F3AP4",3,6,"red"
"1603","H3F3B",120,1,"turquoise"
"1604","Habp4",3,21,"darkred"
"1605","Hadh",87,1,"turquoise"
"1606","Hadha",43,20,"royalblue"
"1607","Hadhb",88,1,"turquoise"
"1608","Hagh",5,1,"turquoise"
"1609","Hapln2",6,5,"green"
"1610","HARS2_like",34,4,"yellow"
"1611","Hat1",8,1,"turquoise"
"1612","Haus2",5,1,"turquoise"
"1613","Haus3",8,4,"yellow"
"1614","Hax1",7,1,"turquoise"
"1615","Hbp1",15,4,"yellow"
"1616","Hbs1l",67,1,"turquoise"
"1617","Hcfc1",9,15,"midnightblue"
"1618","HCG11_G36502",3,13,"salmon"
"1619","Hcn1",4,13,"salmon"
"1620","Hdac3",3,1,"turquoise"
"1621","Hdac4",304,2,"blue"
"1622","Hdac5",2,21,"darkred"
"1623","Hdac7",10,12,"tan"
"1624","Hddc3",3,5,"green"
"1625","HDGFL3_containing",3,3,"brown"
"1626","Heatr1",110,4,"yellow"
"1627","Heatr3",183,4,"yellow"
"1628","Heca",3,6,"red"
"1629","Hectd2",14,3,"brown"
"1630","Hectd3",6,19,"lightyellow"
"1631","Hectd4",32,15,"midnightblue"
"1632","Helz",77,4,"yellow"
"1633","Herc1",4,25,"orange"
"1634","Herc2",4,12,"tan"
"1635","Hey1",12,3,"brown"
"1636","Hgs",3,7,"black"
"1637","Hibadh",170,1,"turquoise"
"1638","Hid1",3,17,"grey60"
"1639","Hif1a",19,27,"white"
"1640","Hif1an",35,0,"grey"
"1641","Higd1a",31,1,"turquoise"
"1642","Hint1",21,6,"red"
"1643","Hip1r",10,5,"green"
"1644","Hipk2",6,27,"white"
"1645","Hipk3",49,4,"yellow"
"1646","Hirip3",7,2,"blue"
"1647","HIST1H1C_containing",67,1,"turquoise"
"1648","Hivep1",3,2,"blue"
"1649","Hivep2",30,3,"brown"
"1650","Hivep3",20,2,"blue"
"1651","Hlf",3,2,"blue"
"1652","Hmbox1",11,17,"grey60"
"1653","Hmg20a",13,3,"brown"
"1654","Hmgb1",6,1,"turquoise"
"1655","HMGB1_G26487",48,6,"red"
"1656","HMGB1_gene8864",3,1,"turquoise"
"1657","Hmgb2",10,1,"turquoise"
"1658","Hmgn3",3,1,"turquoise"
"1659","Hmgxb3",43,2,"blue"
"1660","Hmox2",101,1,"turquoise"
"1661","Hnrnpa2b1",5,2,"blue"
"1662","Hnrnpd",4,8,"pink"
"1663","Hnrnpf",20,7,"black"
"1664","Hnrnph3",29,4,"yellow"
"1665","Hnrnpk",8,1,"turquoise"
"1666","Hnrnpl",28,8,"pink"
"1667","Hnrnpll",4,6,"red"
"1668","Hnrnpul1",12,8,"pink"
"1669","Hoga1",43,1,"turquoise"
"1670","Homer1",5,3,"brown"
"1671","Hook1",6,6,"red"
"1672","Hopx",10,3,"brown"
"1673","Hpca",88,3,"brown"
"1674","Hpcal4",87,3,"brown"
"1675","HPF1_gene8837",14,1,"turquoise"
"1676","Hprt1",8,1,"turquoise"
"1677","Hps5",3,10,"purple"
"1678","Hrh2",3,2,"blue"
"1679","Hrh3",22,2,"blue"
"1680","HRK_containing",8,3,"brown"
"1681","Hs2st1",4,6,"red"
"1682","Hs3st2",16,11,"greenyellow"
"1683","Hs3st4",67,3,"brown"
"1684","Hs6st3",88,3,"brown"
"1685","Hsbp1",34,6,"red"
"1686","Hsbp1l1",6,1,"turquoise"
"1687","Hsdl2",74,1,"turquoise"
"1688","Hsf1",5,15,"midnightblue"
"1689","Hspa13",33,6,"red"
"1690","HSPA14_like",202,4,"yellow"
"1691","Hspa1a",4,4,"yellow"
"1692","Hspa2",3,3,"brown"
"1693","Hspa9",40,20,"royalblue"
"1694","Hspb6",11,19,"lightyellow"
"1695","Hspe1",9,10,"purple"
"1696","Htatsf1",85,1,"turquoise"
"1697","Htr7",15,5,"green"
"1698","Htt",35,15,"midnightblue"
"1699","Huwe1",5,31,"paleturquoise"
"1700","Ica1",6,1,"turquoise"
"1701","Icam5",215,3,"brown"
"1702","Ick",65,4,"yellow"
"1703","Id2",11,24,"darkgrey"
"1704","ID4",19,1,"turquoise"
"1705","Idh2",40,1,"turquoise"
"1706","Idh3a",51,1,"turquoise"
"1707","Idh3b",115,1,"turquoise"
"1708","Idh3g",122,1,"turquoise"
"1709","Ids",6,6,"red"
"1710","Idua",5,12,"tan"
"1711","Ier5",17,3,"brown"
"1712","Iffo2",12,2,"blue"
"1713","Ifnar1",3,1,"turquoise"
"1714","Ifrd2",125,2,"blue"
"1715","Ift172",6,15,"midnightblue"
"1716","Ift46",3,5,"green"
"1717","Ift74",45,1,"turquoise"
"1718","Ift80",9,1,"turquoise"
"1719","Ift81",50,1,"turquoise"
"1720","Ift88",3,24,"darkgrey"
"1721","Igdcc4",7,17,"grey60"
"1722","Igf1r",117,2,"blue"
"1723","Igf2r",35,2,"blue"
"1724","Iglon5",18,22,"darkgreen"
"1725","Ik",5,1,"turquoise"
"1726","Ikzf4",211,2,"blue"
"1727","Il12rb2",5,18,"lightgreen"
"1728","Il34",17,2,"blue"
"1729","Il6r",9,2,"blue"
"1730","Immt",37,8,"pink"
"1731","Impa1",12,1,"turquoise"
"1732","Impact",11,1,"turquoise"
"1733","Impad1",7,6,"red"
"1734","Inf2",6,11,"greenyellow"
"1735","Ing2",98,4,"yellow"
"1736","Ing4",112,4,"yellow"
"1737","Ino80c",8,1,"turquoise"
"1738","Ino80d",16,25,"orange"
"1739","Inpp4a",20,9,"magenta"
"1740","Inpp5b",6,4,"yellow"
"1741","Inpp5f",2,5,"green"
"1742","INPP5F",21,5,"green"
"1743","Inpp5k",37,5,"green"
"1744","Insr",231,2,"blue"
"1745","Ints11",8,19,"lightyellow"
"1746","Ints2",2,16,"lightcyan"
"1747","Ip6k2",65,2,"blue"
"1748","Ipcef1",22,3,"brown"
"1749","Ipo13",24,8,"pink"
"1750","Ipo5",11,16,"lightcyan"
"1751","Ipp",21,1,"turquoise"
"1752","Iqsec1",6,15,"midnightblue"
"1753","Iqsec2",19,11,"greenyellow"
"1754","Irak2",25,2,"blue"
"1755","Ireb2",70,4,"yellow"
"1756","Irf2",132,4,"yellow"
"1757","Irf2bp1",2,14,"cyan"
"1758","Irf2bp2",39,2,"blue"
"1759","Irs1",97,4,"yellow"
"1760","Isca1",77,1,"turquoise"
"1761","Iscu",104,1,"turquoise"
"1762","Isg20l2",11,2,"blue"
"1763","Islr2",177,3,"brown"
"1764","Isoc1",55,10,"purple"
"1765","Isoc2",23,1,"turquoise"
"1766","Ispd",39,1,"turquoise"
"1767","Ist1",3,4,"yellow"
"1768","Itfg1",16,6,"red"
"1769","Itgav",1,6,"red"
"1770","Itgb8",5,28,"skyblue"
"1771","Itm2a",10,1,"turquoise"
"1772","Itm2b",34,6,"red"
"1773","Itpa",2,1,"turquoise"
"1774","Itpka",204,3,"brown"
"1775","Itpkb",51,26,"darkorange"
"1776","Itpr1",164,3,"brown"
"1777","ITSN1_like",13,2,"blue"
"1778","Itsn2",58,4,"yellow"
"1779","Ivns1abp",15,4,"yellow"
"1780","Jade2",4,2,"blue"
"1781","Jag2",78,2,"blue"
"1782","Jarid2",3,0,"grey"
"1783","Jcad",6,4,"yellow"
"1784","Jdp2",5,2,"blue"
"1785","JHY",6,5,"green"
"1786","Jmjd4",53,2,"blue"
"1787","Jmjd6",150,2,"blue"
"1788","Jmy",68,4,"yellow"
"1789","Jph1",6,3,"brown"
"1790","Jph3",147,9,"magenta"
"1791","Jph4",182,3,"brown"
"1792","JPH4",31,9,"magenta"
"1793","Jrkl",69,4,"yellow"
"1794","Junb",11,2,"blue"
"1795","Kalrn",63,3,"brown"
"1796","KALRN_like",228,3,"brown"
"1797","Kansl1",15,2,"blue"
"1798","Kansl2",21,7,"black"
"1799","Kansl3",7,2,"blue"
"1800","Kars",90,5,"green"
"1801","Kat2a",7,17,"grey60"
"1802","Kat5",16,1,"turquoise"
"1803","Kat6a",13,2,"blue"
"1804","Kat6b",3,3,"brown"
"1805","Katnal1",9,6,"red"
"1806","Katnbl1",5,4,"yellow"
"1807","Kbtbd11",11,3,"brown"
"1808","KBTBD7",95,4,"yellow"
"1809","Kcna2",3,17,"grey60"
"1810","Kcna4",9,3,"brown"
"1811","Kcnab1",40,9,"magenta"
"1812","Kcnb1",205,3,"brown"
"1813","Kcnc1",3,22,"darkgreen"
"1814","Kcnc3",5,22,"darkgreen"
"1815","Kcnf1",169,3,"brown"
"1816","Kcng1",62,9,"magenta"
"1817","Kcng2",12,3,"brown"
"1818","Kcnh1",78,2,"blue"
"1819","Kcnh2",20,5,"green"
"1820","Kcnh3",231,3,"brown"
"1821","Kcnh4",103,2,"blue"
"1822","Kcnip2",43,3,"brown"
"1823","Kcnip3",140,3,"brown"
"1824","Kcnj10",26,5,"green"
"1825","Kcnj13",3,0,"grey"
"1826","Kcnj16",95,5,"green"
"1827","Kcnj2",238,4,"yellow"
"1828","Kcnj4",226,3,"brown"
"1829","KCNJ6",4,2,"blue"
"1830","Kcnj9",162,9,"magenta"
"1831","Kcnk2",5,3,"brown"
"1832","Kcnk4",99,9,"magenta"
"1833","Kcnk9",8,17,"grey60"
"1834","Kcnma1",15,11,"greenyellow"
"1835","Kcnmb4",132,3,"brown"
"1836","Kcnn1",45,9,"magenta"
"1837","Kcnq2",260,9,"magenta"
"1838","Kcnq3",9,3,"brown"
"1839","Kcnq5",46,3,"brown"
"1840","Kcnt1",37,15,"midnightblue"
"1841","Kcnt2",6,3,"brown"
"1842","Kcnv1",106,3,"brown"
"1843","Kctd1",59,3,"brown"
"1844","Kctd10",12,7,"black"
"1845","Kctd13",137,2,"blue"
"1846","Kctd17",7,9,"magenta"
"1847","Kctd21",114,2,"blue"
"1848","Kctd3",28,4,"yellow"
"1849","Kctd4",2,13,"salmon"
"1850","Kctd9",14,27,"white"
"1851","Kdm1b",11,3,"brown"
"1852","Kdm2a",283,2,"blue"
"1853","Kdm2b",175,2,"blue"
"1854","Kdm3a",57,2,"blue"
"1855","Kdm4a",6,7,"black"
"1856","Kdm5a",111,4,"yellow"
"1857","Kdm5b",307,2,"blue"
"1858","Kdm6b",11,17,"grey60"
"1859","Kdm7a",56,3,"brown"
"1860","Khdrbs3",66,3,"brown"
"1861","Khsrp",35,2,"blue"
"1862","Kiaa0319l",3,5,"green"
"1863","Kiaa0355",16,0,"grey"
"1864","Kiaa0513",6,2,"blue"
"1865","Kiaa0753",109,2,"blue"
"1866","Kiaa0895",4,4,"yellow"
"1867","Kiaa0895l",9,9,"magenta"
"1868","Kiaa1024l",46,5,"green"
"1869","Kiaa1109",4,29,"saddlebrown"
"1870","Kiaa1147",26,3,"brown"
"1871","Kiaa1191",146,1,"turquoise"
"1872","Kiaa1211l",213,3,"brown"
"1873","Kiaa1217",17,11,"greenyellow"
"1874","Kiaa1324",18,2,"blue"
"1875","Kiaa1522",56,2,"blue"
"1876","Kiaa1549",11,2,"blue"
"1877","Kiaa1549l",116,9,"magenta"
"1878","Kiaa1671",55,2,"blue"
"1879","KIAA1958_containing",3,4,"yellow"
"1880","Kiaa2026",17,3,"brown"
"1881","Kif13b",24,4,"yellow"
"1882","Kif1a",15,15,"midnightblue"
"1883","Kif21a",4,23,"darkturquoise"
"1884","Kif21b",121,2,"blue"
"1885","Kif9",6,6,"red"
"1886","Kifc2",10,9,"magenta"
"1887","Kifc3",3,26,"darkorange"
"1888","Kin",19,4,"yellow"
"1889","Kiss1r",45,3,"brown"
"1890","Kiz",100,1,"turquoise"
"1891","Kl",3,0,"grey"
"1892","Klc2",6,14,"cyan"
"1893","Klf13",5,9,"magenta"
"1894","Klf16",44,2,"blue"
"1895","Klhdc10",6,10,"purple"
"1896","Klhdc3",1,14,"cyan"
"1897","Klhl1",13,5,"green"
"1898","Klhl13",14,1,"turquoise"
"1899","Klhl15",7,4,"yellow"
"1900","Klhl18",150,2,"blue"
