"","gene","r","module_color","module_n"
"1","PURA",0.635095336683195,"grey",0
"2","FAM120C",0.586723725522857,"yellow",4
"3","CYSTM1",0.660600536650333,"green",5
"4","UBE2N_ENSSTOG00000002166",0.384710626672805,"tan",12
"5","TMEM184C_ENSSTOG00000003964",-0.359129556001617,"grey",0
"6","RRAGA",0.0487235444200143,"grey",0
"7","MORF4L1_ENSSTOG00000009157",0.0194923935943373,"grey",0
"8","SOX2",0.273114123088742,"grey",0
"9","ZNF112",0.842939902026885,"turquoise",1
"10","RHOB_ENSSTOG00000014644",0.215185906073487,"grey",0
"11","H1F0_ENSSTOG00000014808",0.773157377057577,"purple",10
"12","ENSSTOG00000014826",0.694455580337234,"blue",2
"13","ZBED8",0.830384621373738,"turquoise",1
"14","KIAA0232",0.463056096828709,"lightyellow",19
"15","SNORD101_ENSSTOG00000016938",0.610094341296903,"blue",2
"16","PLEKHB2_ENSSTOG00000019474",0.319590131107404,"blue",2
"17","RPS6_ENSSTOG00000019647",0.487821187467262,"lightcyan",16
"18","MRPL9",0.0272078878339869,"grey",0
"19","RTL8A_ENSSTOG00000020310",0.00750911121795437,"grey",0
"20","RPL24_ENSSTOG00000020333",-0.00639754138713553,"grey",0
"21","RPL5_ENSSTOG00000020981",0.318705018733656,"grey",0
"22","MIR138-1",0.873097805980904,"turquoise",1
"23","PTP4A1_ENSSTOG00000021612",0.457720378249703,"tan",12
"24","MIR421",-0.0949871236779747,"grey",0
"25","UBE2G1_like_ENSSTOG00000021672",-0.379407669669161,"grey",0
"26","MTLN",0.616093776414312,"brown",3
"27","CD82_like",0.808870691573094,"blue",2
"28","DAP_containing",0.492235935723427,"greenyellow",11
"29","NCS1_containing",-0.100464319364251,"grey",0
"30","HLA-A_like_ENSSTOG00000025614",-0.116872358068846,"grey",0
"31","RPS6_ENSSTOG00000025963",0.671562754572925,"midnightblue",15
"32","U1_ENSSTOG00000027312",0.443717759765303,"turquoise",1
"33","RPL10A",0.719169362109522,"blue",2
"34","ATP6V1D_like",0.714820403281353,"tan",12
"35","U6_ENSSTOG00000028171",0.353381354115604,"brown",3
"36","MAGEH1",0.0771196832138774,"grey",0
"37","RPS3A_ENSSTOG00000028898",0.569921901884606,"purple",10
"38","RP9",0.535602023602379,"turquoise",1
"39","ENSSTOG00000029359",-0.354983722108923,"grey",0
"40","ENSSTOG00000029362",0.50597013075122,"turquoise",1
"41","TINCR",0.548027600522739,"blue",2
"42","ENSSTOG00000029624",0.654086365687261,"turquoise",1
"43","ZNF146_ENSSTOG00000029664",0.741206164490811,"turquoise",1
"44","ENSSTOG00000029690",0.546833069123771,"yellow",4
"45","ENSSTOG00000029792",0.597628074580777,"greenyellow",11
"46","ENSSTOG00000029825",0.68772569022835,"black",7
"47","ENSSTOG00000029854",0.328668586215078,"brown",3
"48","EIF4B_ENSSTOG00000029945",0.495857884801171,"blue",2
"49","ENSSTOG00000030034",0.569514454789557,"brown",3
"50","TMA7_ENSSTOG00000030110",0.64990787081402,"pink",8
"51","PANTR1_containing_ENSSTOG00000030227",0.789274554123326,"yellow",4
