"","gene","n","module_n","module_color"
"722","Colca2",23,5,"green"
"723","Colec12",1,28,"skyblue"
"724","Commd4",50,4,"yellow"
"725","Copb1",4,29,"saddlebrown"
"726","Copb2",9,2,"blue"
"727","Cope",33,2,"blue"
"728","Copg1",211,2,"blue"
"729","Coprs",60,2,"blue"
"730","Cops4",2,2,"blue"
"731","Cops6",9,4,"yellow"
"732","Cops8",148,2,"blue"
"733","Cops9",9,11,"greenyellow"
"734","Copz2",6,11,"greenyellow"
"735","Coq10b",24,1,"turquoise"
"736","Coq8b",20,2,"blue"
"737","Coro1b",174,2,"blue"
"738","Coro1c",15,2,"blue"
"739","Coro2a",8,1,"turquoise"
"740","Coro2b",3,5,"green"
"741","Coro6",10,8,"pink"
"742","COX20_like",30,4,"yellow"
"743","COX4I1_like",139,4,"yellow"
"744","COX5B_like_gene22048",191,2,"blue"
"745","COX6A1",79,4,"yellow"
"746","COX6B1_gene11475",57,4,"yellow"
"747","COX7A2",27,2,"blue"
"748","COX7A2L_containing",12,4,"yellow"
"749","COX7B_gene19995",32,4,"yellow"
"750","COX7C_like",63,4,"yellow"
"751","COX8A_like",154,2,"blue"
"752","Cpd",6,1,"turquoise"
"753","Cpeb2",8,3,"brown"
"754","Cpeb3",21,3,"brown"
"755","Cpeb4",45,6,"red"
"756","Cplx1",4,26,"darkorange"
"757","Cplx4",3,11,"greenyellow"
"758","Cpm",285,1,"turquoise"
"759","Cpsf1",3,8,"pink"
"760","Cpsf2",53,3,"brown"
"761","Cpsf4",7,7,"black"
"762","Cpsf6",100,1,"turquoise"
"763","Cpt1c",6,8,"pink"
"764","Cradd",3,0,"grey"
"765","Cramp1",1,6,"red"
"766","Crbn",51,2,"blue"
"767","Crcp",5,2,"blue"
"768","Creb1",3,6,"red"
"769","Creb3l2",65,1,"turquoise"
"770","Crebbp",3,1,"turquoise"
"771","Crebl2",13,1,"turquoise"
"772","Crebrf",52,1,"turquoise"
"773","Crebzf",10,1,"turquoise"
"774","Creg2",66,3,"brown"
"775","Crim1",7,3,"brown"
"776","Crip1",3,4,"yellow"
"777","Crip2",5,5,"green"
"778","Crkl",97,1,"turquoise"
"779","Crlf3",60,1,"turquoise"
"780","Crnkl1",115,1,"turquoise"
"781","Crocc",4,8,"pink"
"782","Crtc3",67,1,"turquoise"
"783","Crybg3",3,1,"turquoise"
"784","Cs",146,2,"blue"
"785","Csad",4,5,"green"
"786","Csde1",36,3,"brown"
"787","Csf1",62,1,"turquoise"
"788","Csf1r",4,5,"green"
"789","Csmd2",27,1,"turquoise"
"790","Csnk1a1",22,2,"blue"
"791","Csnk1g1",117,1,"turquoise"
"792","Csnk2b",206,2,"blue"
"793","Cspg5",4,4,"yellow"
"794","Csrnp2",220,1,"turquoise"
"795","Csrnp3",32,3,"brown"
"796","Csrp1",4,5,"green"
"797","Csrp2",20,11,"greenyellow"
"798","Cstb",124,2,"blue"
"799","Cstf1",25,2,"blue"
"800","Cstf2t",91,1,"turquoise"
"801","Ctbp1",58,9,"magenta"
"802","Ctdnep1",6,2,"blue"
"803","Ctdsp2",275,1,"turquoise"
"804","Ctdspl",4,1,"turquoise"
"805","Ctdspl2",17,1,"turquoise"
"806","Ctif",2,15,"midnightblue"
"807","Ctnnbl1",21,2,"blue"
"808","Ctnnd1",57,1,"turquoise"
"809","Ctr9",73,1,"turquoise"
"810","Ctsa",3,2,"blue"
"811","Ctsc",1,5,"green"
"812","Ctsd",39,2,"blue"
"813","Ctsk",41,1,"turquoise"
"814","Cttnbp2",29,1,"turquoise"
"815","Cttnbp2nl",234,1,"turquoise"
"816","Ctu2",5,2,"blue"
"817","Cuedc2",89,11,"greenyellow"
"818","Cul3",20,3,"brown"
"819","Cul5",44,3,"brown"
"820","Cul9",18,8,"pink"
"821","CUNH11orf24",6,2,"blue"
"822","CUNH11orf49",12,5,"green"
"823","CUNH11orf68",102,2,"blue"
"824","CUNH11orf87",5,3,"brown"
"825","CUNH11orf96",17,4,"yellow"
"826","CUNH12orf10",4,2,"blue"
"827","CUNH12orf4",6,1,"turquoise"
"828","CUNH12orf57",48,2,"blue"
"829","CUNH14orf2",14,4,"yellow"
"830","CUNH15orf40",22,4,"yellow"
"831","CUNH16orf45",27,2,"blue"
"832","CUNH16orf58",78,2,"blue"
"833","CUNH16orf72",8,1,"turquoise"
"834","CUNH16orf91",9,2,"blue"
"835","CUNH17orf49",46,2,"blue"
"836","CUNH18orf25",51,1,"turquoise"
"837","CUNH18orf54",137,1,"turquoise"
"838","CUNH19orf24",7,7,"black"
"839","CUNH19orf25",3,2,"blue"
"840","CUNH19orf66",32,9,"magenta"
"841","CUNH19orf70",35,2,"blue"
"842","CUNH1orf105",3,5,"green"
"843","CUNH1orf122",15,4,"yellow"
"844","CUNH1orf198",4,13,"salmon"
"845","CUNH1orf35",9,7,"black"
"846","CUNH1orf43",6,1,"turquoise"
"847","CUNH20orf194",37,1,"turquoise"
"848","CUNH20orf27",17,9,"magenta"
"849","CUNH21orf91",92,1,"turquoise"
"850","CUNH2orf69",11,1,"turquoise"
"851","CUNH3orf18",20,2,"blue"
"852","CUNH3orf70",20,1,"turquoise"
"853","CUNH5orf15",4,2,"blue"
"854","CUNH5orf24",65,1,"turquoise"
"855","CUNH5orf51",9,1,"turquoise"
"856","CUNH6orf136",170,2,"blue"
"857","CUNH6orf47",101,1,"turquoise"
"858","CUNH6orf89",5,2,"blue"
"859","CUNH7orf43",5,2,"blue"
"860","CUNH8orf59",10,4,"yellow"
"861","CUNH9orf16",133,2,"blue"
"862","CUNH9orf24",12,2,"blue"
"863","CUNH9orf3",62,7,"black"
"864","CUNH9orf78",41,2,"blue"
"865","Cuta",163,2,"blue"
"866","Cux1",21,1,"turquoise"
"867","Cx3cr1",11,1,"turquoise"
"868","CYB561D1_containing",24,10,"purple"
"869","CYB5A_containing",3,11,"greenyellow"
"870","CYB5B_like",4,0,"grey"
"871","CYB5R3_like",21,4,"yellow"
"872","CYBA_like",6,4,"yellow"
"873","CYC1_like",99,2,"blue"
"874","CYCS_gene22737",13,2,"blue"
"875","Cyfip2",127,3,"brown"
"876","Cygb",38,2,"blue"
"877","Cyld",51,3,"brown"
"878","CYP2S1_like",3,2,"blue"
"879","CYP2U1_containing",47,1,"turquoise"
"880","CYP7B1",4,6,"red"
"881","Cyth1",13,1,"turquoise"
"882","Cyth2",2,14,"cyan"
"883","D2hgdh",3,13,"salmon"
"884","Daam1",10,6,"red"
"885","Dab1",13,3,"brown"
"886","Dact3",9,5,"green"
"887","Dad1",24,4,"yellow"
"888","Dars",10,2,"blue"
"889","Dazap2",87,2,"blue"
"890","Dbi",17,11,"greenyellow"
"891","Dbndd2",52,4,"yellow"
"892","Dbx2",5,6,"red"
"893","Dcaf12",155,1,"turquoise"
"894","Dcaf7",5,27,"white"
"895","Dcaf8",10,15,"midnightblue"
"896","Dcbld2",8,1,"turquoise"
"897","Dcc",22,3,"brown"
"898","Dclk1",67,3,"brown"
"899","Dclre1a",119,1,"turquoise"
"900","Dcp1a",45,1,"turquoise"
"901","Dctn1",68,13,"salmon"
"902","Dctn2",109,4,"yellow"
"903","Dctn3",89,2,"blue"
"904","Dctn5",9,2,"blue"
"905","Dcun1d2",10,4,"yellow"
"906","Dcun1d3",77,1,"turquoise"
"907","Dda1",115,2,"blue"
"908","Ddb1",71,2,"blue"
"909","Ddhd1",25,1,"turquoise"
"910","Ddhd2",6,3,"brown"
"911","Ddost",14,2,"blue"
"912","Ddr1",8,13,"salmon"
"913","Ddr2",6,6,"red"
"914","Ddx1",15,22,"darkgreen"
"915","Ddx17",78,1,"turquoise"
"916","DDX19A",6,3,"brown"
"917","Ddx24",12,2,"blue"
"918","Ddx39b",4,7,"black"
"919","DDX46_like",32,6,"red"
"920","Ddx56",3,2,"blue"
"921","Ddx6",19,1,"turquoise"
"922","Deaf1",4,9,"magenta"
"923","Dedd",76,1,"turquoise"
"924","Def8",12,5,"green"
"925","Dennd4a",68,6,"red"
"926","Dennd4b",13,10,"purple"
"927","Dennd4c",13,6,"red"
"928","Dennd5a",2,25,"orange"
"929","Dennd6b",8,8,"pink"
"930","Denr",12,2,"blue"
"931","Depdc5",5,6,"red"
"932","Desi2",28,1,"turquoise"
"933","Dexi",4,4,"yellow"
"934","Dffa",8,2,"blue"
"935","Dffb",4,1,"turquoise"
"936","Dgat1",7,2,"blue"
"937","Dgcr2",18,2,"blue"
"938","Dgcr6l",3,4,"yellow"
"939","Dgcr8",77,1,"turquoise"
"940","Dgkd",88,1,"turquoise"
"941","Dhcr24",8,5,"green"
"942","Dhdds",118,2,"blue"
"943","Dhrs11",14,2,"blue"
"944","DHRS4_like",9,4,"yellow"
"945","Dhx15",12,1,"turquoise"
"946","Dhx33",30,1,"turquoise"
"947","Dhx36",9,3,"brown"
"948","Dhx8",37,3,"brown"
"949","Diaph2",5,12,"tan"
"950","Dicer1",28,1,"turquoise"
"951","Dido1",28,1,"turquoise"
"952","Dip2b",77,1,"turquoise"
"953","Dip2c",102,3,"brown"
"954","DIPK2A_like",204,1,"turquoise"
"955","Diras3",11,20,"royalblue"
"956","Dis3",9,1,"turquoise"
"957","Disp2",57,3,"brown"
"958","Dixdc1",229,1,"turquoise"
"959","Dkc1",5,1,"turquoise"
"960","Dkk3",55,2,"blue"
"961","Dkk4",3,4,"yellow"
"962","Dlat",39,3,"brown"
"963","Dlc1",18,1,"turquoise"
"964","Dld",42,2,"blue"
"965","Dlg1",98,1,"turquoise"
"966","Dlg2",2,3,"brown"
"967","Dlg5",57,1,"turquoise"
"968","Dlk1",27,3,"brown"
"969","Dlst",45,2,"blue"
"970","Dmap1",75,2,"blue"
"971","Dmd",51,1,"turquoise"
"972","DMD",64,1,"turquoise"
"973","Dmtf1",3,25,"orange"
"974","Dmtn",7,9,"magenta"
"975","Dmwd",30,9,"magenta"
"976","Dmxl1",65,1,"turquoise"
"977","Dmxl2",85,3,"brown"
"978","Dnaaf2",2,2,"blue"
"979","Dnah5",20,12,"tan"
"980","Dnaja2",3,2,"blue"
"981","Dnaja3",5,2,"blue"
"982","Dnajb1",9,7,"black"
"983","Dnajb14",53,3,"brown"
"984","DNAJB6_gene20002",4,2,"blue"
"985","Dnajc13",10,6,"red"
"986","Dnajc14",3,1,"turquoise"
"987","Dnajc16",5,1,"turquoise"
"988","Dnajc18",94,3,"brown"
"989","Dnajc24",13,1,"turquoise"
"990","Dnajc27",48,3,"brown"
"991","Dnajc5",6,2,"blue"
"992","Dnajc6",118,3,"brown"
"993","Dnajc7",51,4,"yellow"
"994","Dnajc8",3,4,"yellow"
"995","Dnal1",4,1,"turquoise"
"996","Dner",13,2,"blue"
"997","Dnm1",2,9,"magenta"
"998","Dnm1l",3,3,"brown"
"999","Dnm2",7,13,"salmon"
"1000","Dnm3",103,3,"brown"
"1001","Dnmbp",10,7,"black"
"1002","Dnmt1",87,1,"turquoise"
"1003","Dnmt3a",16,18,"lightgreen"
"1004","Dnpep",11,2,"blue"
"1005","Dock10",7,6,"red"
"1006","Dock3",77,3,"brown"
"1007","Dock8",224,1,"turquoise"
"1008","DOK6",35,3,"brown"
"1009","Dolk",14,2,"blue"
"1010","Dopey1",75,1,"turquoise"
"1011","Dot1l",4,10,"purple"
"1012","Dph2",7,1,"turquoise"
"1013","Dpm3",9,4,"yellow"
"1014","Dpp3",5,13,"salmon"
"1015","Dpp8",27,1,"turquoise"
"1016","Dpy19l4",3,6,"red"
"1017","Dpy30",8,4,"yellow"
"1018","Dpyd",1,25,"orange"
"1019","Dpysl2",43,3,"brown"
"1020","Drap1",10,4,"yellow"
"1021","Drg1",18,2,"blue"
"1022","Drp2",19,5,"green"
"1023","Dscr3",14,2,"blue"
"1024","Dst",37,1,"turquoise"
"1025","Dstyk",19,3,"brown"
"1026","Dtd1",49,2,"blue"
"1027","Dtnbp1",4,11,"greenyellow"
"1028","Dtx2",15,7,"black"
"1029","Dtx3",2,0,"grey"
"1030","Dusp1",162,13,"salmon"
"1031","Dusp11",183,1,"turquoise"
"1032","Dusp15",5,4,"yellow"
"1033","Dusp16",8,1,"turquoise"
"1034","Dusp26",54,2,"blue"
"1035","Dusp3",60,2,"blue"
"1036","Dusp6",110,1,"turquoise"
"1037","DUSP7_gene26322",139,1,"turquoise"
"1038","Dvl1",4,8,"pink"
"1039","Dvl2",209,1,"turquoise"
"1040","Dync1i2",3,23,"darkturquoise"
"1041","Dync1li2",7,3,"brown"
"1042","Dynll1",23,11,"greenyellow"
"1043","Dyrk1a",3,3,"brown"
"1044","Dyrk1b",12,7,"black"
"1045","Dzank1",5,6,"red"
"1046","E4f1",6,7,"black"
"1047","Ebf3",6,3,"brown"
"1048","Ech1",142,2,"blue"
"1049","Eci2",25,2,"blue"
"1050","Ecsit",169,2,"blue"
"1051","Edem1",3,6,"red"
"1052","Edem3",94,1,"turquoise"
"1053","Edf1",41,4,"yellow"
"1054","Ednrb",2,0,"grey"
"1055","Eea1",27,3,"brown"
"1056","Eed",88,1,"turquoise"
"1057","Eef1b2",5,4,"yellow"
"1058","Eef1d",63,4,"yellow"
"1059","Eef2k",37,1,"turquoise"
"1060","Efcab14",13,1,"turquoise"
"1061","Efemp2",4,4,"yellow"
"1062","Efr3a",5,3,"brown"
"1063","Efr3b",11,3,"brown"
"1064","Efs",7,13,"salmon"
"1065","Eftud2",10,2,"blue"
"1066","Ehbp1",11,1,"turquoise"
"1067","Ehd1",2,4,"yellow"
"1068","Ehd3",4,2,"blue"
"1069","Eid1",18,22,"darkgreen"
"1070","Eif1",9,4,"yellow"
"1071","Eif1ax",42,3,"brown"
"1072","Eif2a",29,2,"blue"
"1073","Eif2ak1",41,2,"blue"
"1074","Eif2ak4",5,6,"red"
"1075","Eif2b5",13,2,"blue"
"1076","Eif2d",34,2,"blue"
"1077","Eif2s1",4,2,"blue"
"1078","Eif3a",32,3,"brown"
"1079","EIF3CL",72,2,"blue"
"1080","Eif3d",45,2,"blue"
"1081","Eif3f",10,2,"blue"
"1082","Eif3g",14,4,"yellow"
"1083","Eif3h",7,4,"yellow"
"1084","Eif3i",54,2,"blue"
"1085","Eif3j",3,1,"turquoise"
"1086","Eif3k",112,2,"blue"
"1087","Eif3l",172,2,"blue"
"1088","Eif3m",5,4,"yellow"
"1089","Eif4b",5,3,"brown"
"1090","Eif4e",4,3,"brown"
"1091","Eif4ebp2",147,1,"turquoise"
"1092","Eif4g1",5,3,"brown"
"1093","Eif4g2",40,3,"brown"
"1094","EIF4G2_G34539",14,7,"black"
"1095","Eif4g3",80,3,"brown"
"1096","Eif4h",25,2,"blue"
"1097","Eif5a",29,4,"yellow"
"1098","Eif5b",13,24,"darkgrey"
"1099","Eif6",14,2,"blue"
"1100","Eipr1",13,9,"magenta"
"1101","Elac2",5,13,"salmon"
"1102","Elavl1",19,1,"turquoise"
"1103","Elavl2",11,3,"brown"
"1104","Elf2",37,1,"turquoise"
"1105","Elfn2",15,10,"purple"
"1106","Elk4",33,1,"turquoise"
"1107","Ell",35,1,"turquoise"
"1108","Ell2",6,1,"turquoise"
"1109","Elmod3",41,2,"blue"
"1110","Elmsan1",270,1,"turquoise"
"1111","Eln",39,5,"green"
"1112","Eloa",3,19,"lightyellow"
"1113","Elob",56,2,"blue"
"1114","Elof1",7,14,"cyan"
"1115","Elovl1",5,5,"green"
"1116","Elovl5",3,1,"turquoise"
"1117","Elovl7",22,12,"tan"
"1118","Elp1",5,3,"brown"
"1119","Elp5",21,4,"yellow"
"1120","Emb",3,3,"brown"
"1121","Emc3",3,2,"blue"
"1122","Emc6",11,14,"cyan"
"1123","Emc7",20,2,"blue"
"1124","Emc8",9,14,"cyan"
"1125","Emd",11,2,"blue"
"1126","Eme2",7,5,"green"
"1127","Eml1",5,17,"grey60"
"1128","Eml2",3,9,"magenta"
"1129","Eml3",2,5,"green"
"1130","Eml4",18,1,"turquoise"
"1131","Eml5",15,6,"red"
"1132","Eml6",2,1,"turquoise"
"1133","Emsy",254,1,"turquoise"
"1134","Enah",14,1,"turquoise"
"1135","Enho",45,11,"greenyellow"
"1136","Eno1",74,2,"blue"
"1137","Eno2",20,2,"blue"
"1138","Enoph1",3,17,"grey60"
"1139","Enpp2",43,12,"tan"
"1140","Enpp4",25,1,"turquoise"
"1141","Enpp5",54,3,"brown"
"1142","Ensa",3,2,"blue"
"1143","ENSSTOG00000014826",27,2,"blue"
"1144","ENSSTOG00000029624",45,1,"turquoise"
"1145","ENSSTOG00000031142",2,10,"purple"
"1146","ENSSTOG00000031411",2,1,"turquoise"
"1147","ENSSTOG00000032306",4,4,"yellow"
"1148","ENSSTOG00000032645",8,0,"grey"
"1149","ENSSTOG00000034050",18,1,"turquoise"
"1150","Entpd4",41,3,"brown"
"1151","Ep300",100,1,"turquoise"
"1152","Ep400",7,18,"lightgreen"
"1153","Epas1",4,1,"turquoise"
"1154","Epb41",80,1,"turquoise"
"1155","Epb41l4b",15,3,"brown"
"1156","Epb41l5",88,1,"turquoise"
"1157","Epdr1",4,2,"blue"
"1158","Epg5",16,1,"turquoise"
"1159","Ephb1",31,2,"blue"
"1160","Ephb6",5,5,"green"
"1161","Ephx1",9,4,"yellow"
"1162","Epm2aip1",43,3,"brown"
"1163","Epn1",88,9,"magenta"
"1164","EPS15_gene25602",15,1,"turquoise"
"1165","Erbb3",106,1,"turquoise"
"1166","Erbb4",3,6,"red"
"1167","Erbin",11,6,"red"
"1168","Erc1",16,1,"turquoise"
"1169","Ercc1",49,4,"yellow"
"1170","Ercc4",15,3,"brown"
"1171","Ercc6",5,6,"red"
"1172","Ergic3",65,2,"blue"
"1173","Eri3",66,2,"blue"
"1174","Erich1",19,15,"midnightblue"
"1175","Ermn",7,1,"turquoise"
"1176","Ern1",150,1,"turquoise"
"1177","Ero1a",15,0,"grey"
"1178","Erp29",41,4,"yellow"
"1179","Errfi1",2,5,"green"
"1180","Esco1",95,1,"turquoise"
"1181","Esd",8,11,"greenyellow"
"1182","Esf1",28,1,"turquoise"
"1183","Etaa1",50,1,"turquoise"
"1184","Etf1",4,2,"blue"
"1185","Etfa",6,2,"blue"
"1186","Ethe1",98,2,"blue"
"1187","Etnk1",8,1,"turquoise"
"1188","Etv3",44,1,"turquoise"
"1189","Evi2a",15,5,"green"
"1190","Evi5",10,6,"red"
"1191","Evi5l",3,0,"grey"
"1192","Evl",22,9,"magenta"
"1193","Exoc3",21,2,"blue"
"1194","EXOC4_like_gene13945",24,13,"salmon"
"1195","EXOC4_like_gene13947",12,3,"brown"
"1196","Exoc5",11,3,"brown"
"1197","Exosc3",4,16,"lightcyan"
"1198","Exosc4",178,2,"blue"
"1199","Extl1",41,13,"salmon"
"1200","Extl2",15,2,"blue"
"1201","Eya1",2,1,"turquoise"
"1202","Eya3",119,1,"turquoise"
"1203","Ezr",39,12,"tan"
"1204","Fa2h",16,5,"green"
"1205","Faah",12,3,"brown"
"1206","Faap20",10,2,"blue"
"1207","Fadd",193,1,"turquoise"
"1208","Faf1",154,2,"blue"
"1209","Fah",3,5,"green"
"1210","Faim2",4,15,"midnightblue"
"1211","Fam102a",4,10,"purple"
"1212","Fam117a",17,12,"tan"
"1213","FAM120C",62,1,"turquoise"
"1214","Fam124a",23,1,"turquoise"
"1215","Fam126a",65,1,"turquoise"
"1216","Fam126b",19,1,"turquoise"
"1217","Fam131c",3,9,"magenta"
"1218","Fam135a",121,1,"turquoise"
"1219","Fam135b",22,3,"brown"
"1220","Fam136a",22,16,"lightcyan"
"1221","Fam160b1",9,1,"turquoise"
"1222","Fam168a",56,3,"brown"
"1223","Fam168b",77,3,"brown"
"1224","Fam169a",96,3,"brown"
"1225","Fam171b",67,6,"red"
"1226","Fam173a",26,5,"green"
"1227","Fam181a",3,2,"blue"
"1228","Fam192a",5,2,"blue"
"1229","Fam193a",3,10,"purple"
"1230","Fam193b",6,10,"purple"
"1231","Fam199x",80,1,"turquoise"
"1232","Fam208b",82,1,"turquoise"
"1233","Fam217b",12,3,"brown"
"1234","Fam219a",46,3,"brown"
"1235","FAM219A_containing",12,2,"blue"
"1236","Fam222b",50,1,"turquoise"
"1237","Fam234b",2,3,"brown"
"1238","FAM241B_containing",70,2,"blue"
"1239","Fam43a",147,1,"turquoise"
"1240","Fam49b",50,2,"blue"
"1241","Fam50a",3,2,"blue"
"1242","Fam53c",17,1,"turquoise"
"1243","Fam57a",85,1,"turquoise"
"1244","Fam69a",33,13,"salmon"
"1245","Fam69b",50,2,"blue"
"1246","Fam69c",3,4,"yellow"
"1247","Fam78b",10,5,"green"
"1248","FAM89B_like",7,7,"black"
"1249","Fam8a1",4,3,"brown"
"1250","Fam98c",19,4,"yellow"
"1251","Fancm",3,0,"grey"
"1252","Far1",89,1,"turquoise"
"1253","Farp1",3,1,"turquoise"
"1254","Farsa",61,2,"blue"
"1255","Fastk",80,2,"blue"
"1256","Fastkd1",103,1,"turquoise"
"1257","Fat1",13,1,"turquoise"
"1258","Fat3",11,1,"turquoise"
"1259","Fau",133,4,"yellow"
"1260","Faxc",52,3,"brown"
"1261","Fbxl14",218,1,"turquoise"
"1262","Fbxl15",6,4,"yellow"
"1263","Fbxl17",4,23,"darkturquoise"
"1264","Fbxl18",11,1,"turquoise"
"1265","Fbxl19",4,10,"purple"
"1266","Fbxl20",9,6,"red"
"1267","Fbxo11",13,3,"brown"
"1268","Fbxo21",4,0,"grey"
"1269","Fbxo28",4,1,"turquoise"
"1270","Fbxo30",311,1,"turquoise"
"1271","Fbxo31",5,2,"blue"
"1272","Fbxo44",56,9,"magenta"
"1273","Fbxo46",79,1,"turquoise"
"1274","Fbxo6",127,2,"blue"
"1275","Fbxw11",37,3,"brown"
"1276","Fbxw5",2,0,"grey"
"1277","Fbxw8",8,2,"blue"
"1278","Fcho2",36,1,"turquoise"
"1279","Fchsd2",4,1,"turquoise"
"1280","Fem1a",50,2,"blue"
"1281","Fem1b",8,3,"brown"
"1282","Fem1c",3,6,"red"
"1283","Fer",5,1,"turquoise"
"1284","Fermt2",4,1,"turquoise"
"1285","Fez1",7,4,"yellow"
"1286","Fgd1",4,10,"purple"
"1287","Fgd4",18,1,"turquoise"
"1288","Fgf10",9,1,"turquoise"
"1289","Fgf12",96,3,"brown"
"1290","Fgf13",3,20,"royalblue"
"1291","Fgf14",27,3,"brown"
"1292","FGF2_containing",135,1,"turquoise"
"1293","Fgfr1",3,3,"brown"
"1294","Fgfr1op2",4,7,"black"
"1295","Fgfr2",93,1,"turquoise"
"1296","Fh",35,4,"yellow"
"1297","Fhod3",7,2,"blue"
"1298","Fibp",121,2,"blue"
"1299","Fign",79,1,"turquoise"
"1300","Fip1l1",3,3,"brown"
"1301","Fis1",52,11,"greenyellow"
"1302","Fitm2",3,2,"blue"
"1303","Fiz1",63,7,"black"
"1304","Fkbp1a",43,9,"magenta"
"1305","Fkbp2",30,11,"greenyellow"
"1306","Fkbp3",5,4,"yellow"
"1307","Fkbp8",126,9,"magenta"
"1308","Fkrp",4,2,"blue"
"1309","Fktn",7,1,"turquoise"
"1310","Flot1",27,4,"yellow"
"1311","Flrt2",11,1,"turquoise"
"1312","Flt1",33,1,"turquoise"
"1313","Flywch1",6,2,"blue"
"1314","Fmnl2",51,1,"turquoise"
"1315","Fmr1",4,6,"red"
"1316","Fn3krp",26,2,"blue"
"1317","Fnbp1l",19,1,"turquoise"
"1318","Fnbp4",3,1,"turquoise"
"1319","Fndc10",5,26,"darkorange"
"1320","Fndc3a",36,3,"brown"
"1321","Fndc4",6,0,"grey"
"1322","Fndc9",4,20,"royalblue"
"1323","Fnip1",48,1,"turquoise"
"1324","Fnip2",64,1,"turquoise"
"1325","Focad",33,12,"tan"
"1326","Folh1b",8,5,"green"
"1327","Foxj2",5,1,"turquoise"
"1328","Foxj3",43,3,"brown"
"1329","Foxk1",11,1,"turquoise"
"1330","Foxn2",37,1,"turquoise"
"1331","Foxo3",27,1,"turquoise"
"1332","Foxo4",55,5,"green"
"1333","Frmd4a",13,1,"turquoise"
"1334","Frrs1l",141,3,"brown"
"1335","Frs2",22,1,"turquoise"
"1336","Fry",139,3,"brown"
"1337","Fryl",91,1,"turquoise"
"1338","Fsd1l",8,3,"brown"
"1339","FSTL5_like_gene24532",51,3,"brown"
"1340","Fth1",6,11,"greenyellow"
"1341","Fubp1",278,1,"turquoise"
"1342","Fuca1",14,2,"blue"
"1343","Furin",9,10,"purple"
"1344","Fut11",177,1,"turquoise"
"1345","Fxr1",9,1,"turquoise"
"1346","Fxyd1",9,5,"green"
"1347","Fyco1",294,1,"turquoise"
"1348","Fyttd1",12,0,"grey"
"1349","Fzd3",20,1,"turquoise"
"1350","Fzd4",22,1,"turquoise"
"1351","Fzd9",2,5,"green"
"1352","G10744",5,10,"purple"
"1353","G1232",8,0,"grey"
"1354","G12628",44,4,"yellow"
"1355","G1274",11,7,"black"
"1356","G13329",51,1,"turquoise"
"1357","G13788",2,18,"lightgreen"
"1358","G14950",355,1,"turquoise"
"1359","G15124",3,4,"yellow"
"1360","G15132",10,2,"blue"
"1361","G15624",12,1,"turquoise"
"1362","G16353",135,1,"turquoise"
"1363","G16444",314,1,"turquoise"
"1364","G16591",9,16,"lightcyan"
"1365","G18437",7,0,"grey"
"1366","G18565",7,0,"grey"
"1367","G18650",278,1,"turquoise"
"1368","G22579",6,2,"blue"
"1369","G23069",61,1,"turquoise"
"1370","G23238",6,5,"green"
"1371","G23864",4,10,"purple"
"1372","G23925",15,10,"purple"
"1373","G25309",2,1,"turquoise"
"1374","G2581",61,1,"turquoise"
"1375","G2696",3,1,"turquoise"
"1376","G27581",5,13,"salmon"
"1377","G27891",4,0,"grey"
"1378","G30723",7,0,"grey"
"1379","G3089",11,14,"cyan"
"1380","G30983",4,2,"blue"
"1381","G31341",8,4,"yellow"
"1382","G3182",148,1,"turquoise"
"1383","G32610",96,1,"turquoise"
"1384","G32712",6,4,"yellow"
"1385","G32880",215,2,"blue"
"1386","G3436",5,6,"red"
"1387","G3480",16,11,"greenyellow"
"1388","G35463",82,1,"turquoise"
"1389","G37446",11,6,"red"
"1390","G37705",8,6,"red"
"1391","G38032",12,1,"turquoise"
"1392","G3860",138,1,"turquoise"
"1393","G3868",8,10,"purple"
"1394","G38760",49,1,"turquoise"
"1395","G39319",10,1,"turquoise"
"1396","G39779",8,4,"yellow"
"1397","G3bp1",32,1,"turquoise"
"1398","G3bp2",99,3,"brown"
"1399","G40490",126,1,"turquoise"
"1400","G41041",82,1,"turquoise"
"1401","G41047",9,0,"grey"
"1402","G41049",8,0,"grey"
"1403","G4540",4,18,"lightgreen"
"1404","G5304",6,5,"green"
"1405","G613",32,2,"blue"
"1406","G6pd",7,5,"green"
"1407","G7198",6,23,"darkturquoise"
"1408","G8456",6,18,"lightgreen"
"1409","G8875",22,2,"blue"
"1410","G8876",24,7,"black"
"1411","G8955",3,10,"purple"
"1412","G8970",4,10,"purple"
"1413","G8982",23,7,"black"
"1414","G9499",4,12,"tan"
"1415","G9503",2,4,"yellow"
"1416","Gabarap",52,2,"blue"
"1417","Gabarapl2",21,4,"yellow"
"1418","Gabbr1",22,1,"turquoise"
"1419","Gabbr2",2,3,"brown"
"1420","Gabpa",3,1,"turquoise"
"1421","Gabpb2",25,1,"turquoise"
"1422","Gabra1",9,3,"brown"
"1423","Gabra2",6,3,"brown"
"1424","Gabrb1",8,3,"brown"
"1425","Gabrb2",14,3,"brown"
"1426","Gabrb3",45,3,"brown"
"1427","Gabrg2",52,3,"brown"
"1428","Gabrq",51,3,"brown"
"1429","Gad1",6,3,"brown"
"1430","Gad2",7,20,"royalblue"
"1431","Gadd45b",52,2,"blue"
"1432","Gadd45gip1",14,14,"cyan"
"1433","Gal3st4",65,1,"turquoise"
"1434","Galk1",9,2,"blue"
"1435","Galk2",10,2,"blue"
