"","topcorgene","module_color","module_n","module_genes","membership"
"1","Rsl1d1","grey",0,NA,0.932353905465402
"2","Atp6v0b","grey",0,NA,0.928421288980105
"3","Klhdc3","grey",0,NA,0.920269295065634
"4","Mrps2","grey",0,NA,0.917856336972293
"5","Ppp4c","grey",0,NA,0.909432706151908
"6","Timm22","grey",0,NA,0.907950084151931
"7","Arv1","grey",0,NA,0.907629658758791
"8","Rnf126","grey",0,NA,0.904756172522204
"9","Tp53rk","grey",0,NA,0.897981064803907
"10","Rfxank","grey",0,NA,0.896271535824105
"11","Adrm1","grey",0,NA,0.895245021970941
"12","Clpp","grey",0,NA,0.887782223988486
"13","Snapc2","grey",0,NA,0.884720049540431
"14","Ptges2","grey",0,NA,0.883531096199857
"15","CUNH7orf43","grey",0,NA,0.883067141712682
"16","Ciapin1","grey",0,NA,0.880813888681134
"17","Stk25","grey",0,NA,0.880810826871876
"18","Hras","grey",0,NA,0.880756679892633
"19","Tmem222","grey",0,NA,0.87757008491219
"20","Mvb12a","grey",0,NA,0.877373359756924
"21","Atp5o","turquoise",1,3155,0.974595172499441
"22","Guk1","turquoise",1,3155,0.967849889250333
"23","Mlf2","turquoise",1,3155,0.964775595685526
"24","Ssu72","turquoise",1,3155,0.963440035410373
"25","Psmb6","turquoise",1,3155,0.963272334352915
"26","Rpl19","turquoise",1,3155,0.954444370906088
"27","Cltb","turquoise",1,3155,0.952869772982036
"28","Prdx2","turquoise",1,3155,0.951521721646751
"29","COX5B_like_gene22048","turquoise",1,3155,0.949440823272724
"30","Ndufa11","turquoise",1,3155,0.948106177142186
"31","Csnk2b","turquoise",1,3155,0.94796363914824
"32","Nme2","turquoise",1,3155,0.944951300128404
"33","Lonp1","turquoise",1,3155,0.944492054465419
"34","Ecsit","turquoise",1,3155,0.943112646542015
"35","Ndufb7","turquoise",1,3155,0.94182152491498
"36","Psmb7","turquoise",1,3155,0.941715471625971
"37","Rpl7a","turquoise",1,3155,0.941555818092622
"38","Fibp","turquoise",1,3155,0.94150078671868
"39","UQCRC1","turquoise",1,3155,0.941076802676349
"40","Sdf4","turquoise",1,3155,0.940124591139843
"41","Slc6a5","blue",2,1215,0.963779688737013
"42","Nrip3","blue",2,1215,0.963521771979138
"43","Gsk3b","blue",2,1215,0.957947067643864
"44","Myo5a","blue",2,1215,0.956953814610567
"45","Scamp1","blue",2,1215,0.95683390889786
"46","Bcat1","blue",2,1215,0.953380826855699
"47","Slc9a7","blue",2,1215,0.951844613199893
"48","Plcxd3","blue",2,1215,0.948008345715207
"49","Map2k4","blue",2,1215,0.94777840228239
"50","Slc4a8","blue",2,1215,0.947349388681422
"51","Avl9","blue",2,1215,0.946705634065707
"52","Cdk14","blue",2,1215,0.944877391619901
"53","Mtmr9","blue",2,1215,0.9445351318739
"54","Ralgapb","blue",2,1215,0.942627568189248
"55","Prkci","blue",2,1215,0.939635013276368
"56","Lmtk2","blue",2,1215,0.938491352005632
"57","Gpr158","blue",2,1215,0.938141077590299
