"","gene","n","module_n","module_color"
"1334","H2AFJ",88,2,"blue"
"1335","H3F3B",10,2,"blue"
"1336","H6pd",3,12,"tan"
"1337","Hadha",32,3,"brown"
"1338","Hadhb",9,3,"brown"
"1339","Hagh",25,2,"blue"
"1340","Haghl",3,9,"magenta"
"1341","Hapln2",2,14,"cyan"
"1342","Hapln3",28,2,"blue"
"1343","HARS2_like",33,1,"turquoise"
"1344","Haus1",15,2,"blue"
"1345","Haus3",11,1,"turquoise"
"1346","Hbp1",29,1,"turquoise"
"1347","Hcfc1",25,2,"blue"
"1348","Hcn4",49,1,"turquoise"
"1349","Hdac3",7,2,"blue"
"1350","Hdac4",356,1,"turquoise"
"1351","Hdac5",4,5,"green"
"1352","Hdgf",2,2,"blue"
"1353","Hdlbp",21,3,"brown"
"1354","Heatr1",213,1,"turquoise"
"1355","Heatr3",111,1,"turquoise"
"1356","HEATR5B_containing",3,19,"lightyellow"
"1357","Hecw2",2,1,"turquoise"
"1358","Helz",14,1,"turquoise"
"1359","Herc1",3,1,"turquoise"
"1360","Hexa",42,3,"brown"
"1361","Hexb",9,6,"red"
"1362","Hexim1",5,1,"turquoise"
"1363","Hif1an",208,1,"turquoise"
"1364","Hipk3",249,1,"turquoise"
"1365","Hirip3",61,1,"turquoise"
"1366","HIST1H1C_containing",108,2,"blue"
"1367","HIST1H1E_containing",8,8,"pink"
"1368","HIST2H2BE_containing_gene13999",5,8,"pink"
"1369","HIST3H2BB_containing",174,2,"blue"
"1370","Hk1",14,2,"blue"
"1371","Hk2",10,1,"turquoise"
"1372","Hmox2",6,2,"blue"
"1373","Hnrnpa2b1",55,5,"green"
"1374","Hnrnpf",37,6,"red"
"1375","Hnrnph3",123,1,"turquoise"
"1376","Hnrnpl",69,2,"blue"
"1377","HNRNPR_containing",68,5,"green"
"1378","HNRNPR_like",40,1,"turquoise"
"1379","Hnrnpu",2,9,"magenta"
"1380","Hnrnpul1",17,2,"blue"
"1381","Homer1",6,5,"green"
"1382","Hrh1",5,1,"turquoise"
"1383","Hrh3",3,1,"turquoise"
"1384","HRK_containing",7,5,"green"
"1385","HSPA14_like",420,1,"turquoise"
"1386","Hspa4",2,13,"salmon"
"1387","Hspa8",6,19,"lightyellow"
"1388","Hspa9",87,3,"brown"
"1389","Hspb6",14,2,"blue"
"1390","Hspbp1",8,2,"blue"
"1391","HSPBP1_like",6,10,"purple"
"1392","Hspd1",6,13,"salmon"
"1393","HSPD1_like",2,13,"salmon"
"1394","Hsph1",27,19,"lightyellow"
"1395","HSPH1",6,19,"lightyellow"
"1396","Htr1e",2,5,"green"
"1397","Hus1",8,1,"turquoise"
"1398","Hyal1",16,9,"magenta"
"1399","Ick",137,1,"turquoise"
"1400","Icmt",39,6,"red"
"1401","Id2",8,2,"blue"
"1402","Id3",2,4,"yellow"
"1403","ID4",7,4,"yellow"
"1404","Idh3a",6,3,"brown"
"1405","Idh3b",145,2,"blue"
"1406","Idh3g",162,2,"blue"
"1407","Ier2",5,8,"pink"
"1408","Iffo2",5,1,"turquoise"
"1409","Ifnar1",4,2,"blue"
"1410","Ift172",5,4,"yellow"
"1411","Ift74",14,8,"pink"
"1412","Ift81",4,8,"pink"
"1413","Igf1r",10,1,"turquoise"
"1414","Igf2",4,16,"lightcyan"
"1415","Igip",5,5,"green"
"1416","Ikzf4",206,1,"turquoise"
"1417","Immt",88,2,"blue"
"1418","Inafm2",45,6,"red"
"1419","Inf2",5,11,"greenyellow"
"1420","Ing2",240,1,"turquoise"
"1421","Ing3",4,1,"turquoise"
"1422","Ing4",161,1,"turquoise"
"1423","Inpp4b",17,5,"green"
"1424","Inpp5a",9,1,"turquoise"
"1425","Inpp5f",7,5,"green"
"1426","Inpp5k",22,2,"blue"
"1427","Insm1",155,1,"turquoise"
"1428","Insr",173,1,"turquoise"
"1429","Ints11",10,3,"brown"
"1430","Ints13",31,1,"turquoise"
"1431","Ints9",2,1,"turquoise"
"1432","Ip6k2",9,1,"turquoise"
"1433","IPMK_containing",10,1,"turquoise"
"1434","Ipo13",61,2,"blue"
"1435","Iqce",28,2,"blue"
"1436","Iqgap1",11,3,"brown"
"1437","Irak1",71,2,"blue"
"1438","Irak1bp1",14,1,"turquoise"
"1439","Ireb2",105,1,"turquoise"
"1440","Irf1",56,1,"turquoise"
"1441","Irf2bp2",36,1,"turquoise"
"1442","Irs1",103,1,"turquoise"
"1443","Isg20l2",17,1,"turquoise"
"1444","Isl1",7,1,"turquoise"
"1445","Ist1",31,1,"turquoise"
"1446","Itch",13,1,"turquoise"
"1447","Itgb8",19,1,"turquoise"
"1448","Itpkb",16,2,"blue"
"1449","Itpkc",24,1,"turquoise"
"1450","ITSN1",3,5,"green"
"1451","Itsn2",125,1,"turquoise"
"1452","Ivns1abp",256,1,"turquoise"
"1453","Jagn1",16,1,"turquoise"
"1454","Jmjd4",76,1,"turquoise"
"1455","Jmjd6",212,1,"turquoise"
"1456","Jmy",286,1,"turquoise"
"1457","Jrkl",134,1,"turquoise"
"1458","Junb",4,8,"pink"
"1459","Kansl2",50,1,"turquoise"
"1460","Kars",50,3,"brown"
"1461","Katnbl1",50,1,"turquoise"
"1462","KATNBL1_containing",89,1,"turquoise"
"1463","Kbtbd2",229,1,"turquoise"
"1464","Kbtbd3",6,1,"turquoise"
"1465","KBTBD7",145,1,"turquoise"
"1466","KCNA3",9,5,"green"
"1467","KCNA3_containing",3,5,"green"
"1468","KCNB1_containing_G30156",81,1,"turquoise"
"1469","KCNB1_containing_G30158",221,1,"turquoise"
"1470","Kcnc2",4,7,"black"
"1471","Kcnd2",3,7,"black"
"1472","Kcnh8",8,2,"blue"
"1473","Kcnip4",7,7,"black"
"1474","Kcnj2",249,1,"turquoise"
"1475","Kcnk9",2,7,"black"
"1476","Kctd21",266,1,"turquoise"
"1477","Kctd4",8,5,"green"
"1478","Kdelr2",29,6,"red"
"1479","Kdm2a",37,1,"turquoise"
"1480","Kdm3a",51,1,"turquoise"
"1481","Kdm4c",57,9,"magenta"
"1482","Kdm5a",473,1,"turquoise"
"1483","Kdm5b",484,1,"turquoise"
"1484","Kdm7a",39,1,"turquoise"
"1485","Khsrp",11,1,"turquoise"
"1486","Kiaa0319l",4,2,"blue"
"1487","Kiaa0408",15,1,"turquoise"
"1488","Kiaa0556",6,2,"blue"
"1489","Kiaa1147",26,5,"green"
"1490","Kiaa1551",70,1,"turquoise"
"1491","KIAA1958_containing",18,1,"turquoise"
"1492","Kiaa2013",7,3,"brown"
"1493","Kif13b",8,17,"grey60"
"1494","Kif1a",4,10,"purple"
"1495","Kif1c",3,11,"greenyellow"
"1496","Kifc2",15,9,"magenta"
"1497","Kin",39,1,"turquoise"
"1498","Klc1",6,2,"blue"
"1499","Klc2",4,7,"black"
"1500","Klf10",23,8,"pink"
"1501","KLF15_like",161,1,"turquoise"
"1502","Klhdc1",7,5,"green"
"1503","Klhl1",5,4,"yellow"
"1504","Klhl12",11,3,"brown"
"1505","Klhl15",18,1,"turquoise"
"1506","Klhl18",37,1,"turquoise"
"1507","Klhl20",129,1,"turquoise"
"1508","Klhl21",290,1,"turquoise"
"1509","Klhl24",260,1,"turquoise"
"1510","KLHL28_like",21,1,"turquoise"
"1511","Klhl4",13,11,"greenyellow"
"1512","Klhl7",132,1,"turquoise"
"1513","Klhl9",182,1,"turquoise"
"1514","Klk6",3,11,"greenyellow"
"1515","Kmt2a",26,1,"turquoise"
"1516","Kmt2d",16,1,"turquoise"
"1517","Kmt2e",277,1,"turquoise"
"1518","KMT2E-AS1_containing",120,1,"turquoise"
"1519","Kmt5b",74,1,"turquoise"
"1520","Kndc1",9,7,"black"
"1521","Kpna2",13,6,"red"
"1522","Kpna3",8,1,"turquoise"
"1523","Kpnb1",44,1,"turquoise"
"1524","Krit1",327,1,"turquoise"
"1525","Krt80",3,9,"magenta"
"1526","L3mbtl3",4,1,"turquoise"
"1527","Lamc1",7,2,"blue"
"1528","Lamp1",189,2,"blue"
"1529","Lamtor1",152,2,"blue"
"1530","Larp4",115,1,"turquoise"
"1531","Larp4b",33,1,"turquoise"
"1532","Larp7",33,2,"blue"
"1533","Lars",15,2,"blue"
"1534","Lats2",7,17,"grey60"
"1535","Lca5",84,1,"turquoise"
"1536","Lcmt1",17,2,"blue"
"1537","Ldb3",3,11,"greenyellow"
"1538","Ldha",9,3,"brown"
"1539","Lemd3",55,1,"turquoise"
"1540","Leng1",82,1,"turquoise"
"1541","Letmd1",5,2,"blue"
"1542","Lgals3",19,2,"blue"
"1543","Lgi1",3,7,"black"
"1544","Lgi3",27,4,"yellow"
"1545","Lhfpl4",5,10,"purple"
"1546","Lhx1",14,1,"turquoise"
"1547","Lifr",220,1,"turquoise"
"1548","LIFR",217,1,"turquoise"
"1549","Lig4",463,1,"turquoise"
"1550","Lime1",6,1,"turquoise"
"1551","Limk2",16,6,"red"
"1552","Lin37",12,1,"turquoise"
"1553","Lin52",3,1,"turquoise"
"1554","Lin7c",17,1,"turquoise"
"1555","LINC00461_gene35",216,1,"turquoise"
"1556","LINC00599_containing",62,1,"turquoise"
"1557","LINC02035_containing",195,1,"turquoise"
"1558","Lingo1",2,10,"purple"
"1559","Lingo2",92,4,"yellow"
"1560","Lins1",489,1,"turquoise"
"1561","Lipt1",17,1,"turquoise"
"1562","Lix1l",7,1,"turquoise"
"1563","Lman2l",7,13,"salmon"
"1564","Lmln",5,1,"turquoise"
"1565","Lnx2",7,1,"turquoise"
"1566","LOC101955110",32,2,"blue"
"1567","LOC101955775",12,0,"grey"
"1568","LOC101956912",7,1,"turquoise"
"1569","LOC101960968",27,1,"turquoise"
"1570","LOC101962656",5,22,"darkgreen"
"1571","LOC101963015",132,1,"turquoise"
"1572","LOC101963449",3,2,"blue"
"1573","LOC101965332",9,11,"greenyellow"
"1574","LOC101967169",65,4,"yellow"
"1575","LOC101968910",5,1,"turquoise"
"1576","LOC101971023",3,4,"yellow"
"1577","LOC101975916",6,2,"blue"
"1578","LOC101976508",46,1,"turquoise"
"1579","LOC101977679",93,1,"turquoise"
"1580","LOC101977890",69,1,"turquoise"
"1581","LOC101978141",24,8,"pink"
"1582","LOC106144648",67,5,"green"
"1583","LOC106145166",3,1,"turquoise"
"1584","LOC106145554",5,22,"darkgreen"
"1585","LOC106145555_rna41937",5,0,"grey"
"1586","LOC110596965",4,9,"magenta"
"1587","LOC110597129",3,9,"magenta"
"1588","LOC110597196",233,1,"turquoise"
"1589","LOC110597295",5,22,"darkgreen"
"1590","LOC110597760",4,4,"yellow"
"1591","LOC110598126",61,5,"green"
"1592","LOC110598614",19,5,"green"
"1593","LOC110598749",10,4,"yellow"
"1594","LOC110598858",52,1,"turquoise"
"1595","LOC110599093",11,1,"turquoise"
"1596","LOC110599226",12,9,"magenta"
"1597","LOC110599459",12,0,"grey"
"1598","Lonp1",62,2,"blue"
"1599","Lpar6",260,1,"turquoise"
"1600","Lrch3",5,1,"turquoise"
"1601","Lrif1",190,1,"turquoise"
"1602","Lrig1",176,2,"blue"
"1603","Lrp1b",11,5,"green"
"1604","Lrp3",11,2,"blue"
"1605","Lrp5",16,1,"turquoise"
"1606","Lrp6",139,1,"turquoise"
"1607","LRP6_containing",19,1,"turquoise"
"1608","Lrpprc",15,3,"brown"
"1609","Lrrc20",3,2,"blue"
"1610","LRRC29_containing",4,2,"blue"
"1611","Lrrc75b",2,4,"yellow"
"1612","Lrrc8c",23,1,"turquoise"
"1613","Lrrtm2",4,1,"turquoise"
"1614","Lrrtm4",38,4,"yellow"
"1615","Lrsam1",3,4,"yellow"
"1616","Lsm11",37,1,"turquoise"
"1617","Lsr",26,2,"blue"
"1618","Lta4h",6,6,"red"
"1619","Ltbp4",11,4,"yellow"
"1620","Luc7l3",13,5,"green"
"1621","Luzp1",79,5,"green"
"1622","Luzp2",5,9,"magenta"
"1623","Ly6e",15,2,"blue"
"1624","Lyar",65,1,"turquoise"
"1625","Lynx1",5,7,"black"
"1626","Lyrm9",58,2,"blue"
"1627","Lysmd3",420,1,"turquoise"
"1628","Lzts2",4,17,"grey60"
"1629","Lzts3",18,7,"black"
"1630","Macrod2",33,5,"green"
"1631","Madd",3,2,"blue"
"1632","Maea",8,3,"brown"
"1633","Mafg",113,1,"turquoise"
"1634","Mag",6,11,"greenyellow"
"1635","Maged1",21,2,"blue"
"1636","Magi1",87,1,"turquoise"
"1637","Mak16",5,1,"turquoise"
"1638","Maml1",96,1,"turquoise"
"1639","Man2a1",3,17,"grey60"
"1640","Man2b2",30,2,"blue"
"1641","Map1b",3,2,"blue"
"1642","Map2",2,7,"black"
"1643","Map2k2",56,2,"blue"
"1644","Map2k3",11,1,"turquoise"
"1645","Map3k13",323,1,"turquoise"
"1646","Map3k14",8,5,"green"
"1647","Map3k5",17,1,"turquoise"
"1648","Map3k6",22,9,"magenta"
"1649","MAP6_like",281,1,"turquoise"
"1650","Map6d1",6,11,"greenyellow"
"1651","Mapk14",154,1,"turquoise"
"1652","Mapk1ip1l",43,1,"turquoise"
"1653","Mapk3",215,2,"blue"
"1654","Mapk8ip1",4,10,"purple"
"1655","Mapk8ip2",4,10,"purple"
"1656","Mapkapk5",27,3,"brown"
"1657","Mapre1",25,3,"brown"
"1658","March1",4,4,"yellow"
"1659","March2",26,2,"blue"
"1660","Marf1",15,5,"green"
"1661","Mark3",50,2,"blue"
"1662","Mars2",69,1,"turquoise"
"1663","Mat2a",209,1,"turquoise"
"1664","Matk",10,9,"magenta"
"1665","Mavs",6,6,"red"
"1666","Max",281,1,"turquoise"
"1667","Mbd1",4,6,"red"
"1668","Mbnl1",16,1,"turquoise"
"1669","Mbnl2",11,6,"red"
"1670","Mboat2",10,3,"brown"
"1671","Mbp",15,11,"greenyellow"
"1672","Mbtps1",5,6,"red"
"1673","Mcee",3,2,"blue"
"1674","Mcf2l2",6,7,"black"
"1675","Mcfd2",4,6,"red"
"1676","Mcoln1",3,2,"blue"
"1677","Mdh2",108,2,"blue"
"1678","Mdm1",11,1,"turquoise"
"1679","Mdm2",28,1,"turquoise"
"1680","Mdm4",30,8,"pink"
"1681","Mdn1",117,1,"turquoise"
"1682","Me1",6,3,"brown"
"1683","Mea1",4,2,"blue"
"1684","Meaf6",11,2,"blue"
"1685","Med12",51,2,"blue"
"1686","Med13l",35,1,"turquoise"
"1687","Med22",26,1,"turquoise"
"1688","Med23",166,1,"turquoise"
"1689","Med27",19,2,"blue"
"1690","Med28",380,1,"turquoise"
"1691","Med29",4,2,"blue"
"1692","MEG3_containing",9,7,"black"
"1693","Megf8",5,2,"blue"
"1694","Mest",8,1,"turquoise"
"1695","Metap2",5,3,"brown"
"1696","Metazoa_SRP_ENSSTOG00000032958",3,0,"grey"
"1697","Mettl14",98,1,"turquoise"
"1698","Mettl22",6,2,"blue"
"1699","Mettl26",12,4,"yellow"
"1700","Mettl6",139,1,"turquoise"
"1701","Mex3b",214,1,"turquoise"
"1702","Mex3c",579,1,"turquoise"
"1703","Mex3d",260,1,"turquoise"
"1704","Mfap1",128,1,"turquoise"
"1705","Mfap3",321,1,"turquoise"
"1706","Mfap3l",21,1,"turquoise"
"1707","Mff",30,2,"blue"
"1708","Mfn2",17,2,"blue"
"1709","Mfsd14a",51,1,"turquoise"
"1710","Mfsd14b",131,1,"turquoise"
"1711","MFSD4B_like_gene19882",307,1,"turquoise"
"1712","Mga",215,1,"turquoise"
"1713","MGA_containing",64,1,"turquoise"
"1714","Mgea5",11,4,"yellow"
"1715","Mgst3",79,2,"blue"
"1716","Mical1",2,8,"pink"
"1717","Mid1ip1",39,5,"green"
"1718","Mid2",3,8,"pink"
"1719","Mier3",33,1,"turquoise"
"1720","Mif",54,2,"blue"
"1721","Mindy2",121,1,"turquoise"
"1722","MINDY2_containing",154,1,"turquoise"
"1723","Minpp1",6,1,"turquoise"
"1724","MIR100HG_like",9,1,"turquoise"
"1725","MIR101-1_containing",443,1,"turquoise"
"1726","MIR124-2HG_containing",2,5,"green"
"1727","MIR138-2_containing",9,1,"turquoise"
"1728","MIR219A2_containing",36,17,"grey60"
"1729","MIR29B2CHG_containing_G39119",336,1,"turquoise"
"1730","MIR421_containing",6,1,"turquoise"
"1731","MIR493_containing",97,2,"blue"
"1732","MIR656_containing",154,1,"turquoise"
"1733","MIRLET7D_containing",209,1,"turquoise"
"1734","Mis12",52,1,"turquoise"
"1735","Mitd1",336,1,"turquoise"
"1736","Mkl2",20,1,"turquoise"
"1737","Mknk1",8,1,"turquoise"
"1738","Mkx",40,1,"turquoise"
"1739","Mlc1",47,5,"green"
"1740","Mlec",99,1,"turquoise"
"1741","Mlf2",125,2,"blue"
"1742","Mlh1",5,2,"blue"
"1743","Mlh3",115,1,"turquoise"
"1744","Mllt1",55,1,"turquoise"
"1745","Mmadhc",3,2,"blue"
"1746","Mmgt1",6,3,"brown"
"1747","MMP16",32,1,"turquoise"
"1748","MMP16_like",55,1,"turquoise"
"1749","Mob1a",69,1,"turquoise"
"1750","Mobp",26,11,"greenyellow"
"1751","Mog",21,11,"greenyellow"
"1752","Mogs",358,1,"turquoise"
"1753","Morc2",29,1,"turquoise"
"1754","Morc4",19,1,"turquoise"
"1755","MOSMO_G239",177,1,"turquoise"
"1756","MOSMO_like",101,1,"turquoise"
"1757","Mpc1",4,3,"brown"
"1758","Mpdu1",3,9,"magenta"
"1759","Mpnd",5,4,"yellow"
"1760","Mpp2",4,5,"green"
"1761","Mpp5",313,1,"turquoise"
"1762","Mras",5,5,"green"
"1763","Mrm1",8,1,"turquoise"
"1764","Mroh1",4,4,"yellow"
"1765","Mrpl1",11,2,"blue"
"1766","Mrpl2",9,3,"brown"
"1767","Mrpl23",48,2,"blue"
"1768","Mrpl27",3,3,"brown"
"1769","Mrpl40",20,2,"blue"
"1770","Mrpl54",66,2,"blue"
"1771","Mrps15",3,2,"blue"
"1772","Mrps18b",12,2,"blue"
"1773","Mrps21",11,3,"brown"
"1774","Mrps23",3,3,"brown"
"1775","Mrps25",57,2,"blue"
"1776","Mrps7",78,2,"blue"
"1777","Msantd4",221,1,"turquoise"
"1778","Msl1",5,1,"turquoise"
"1779","Msn",8,3,"brown"
"1780","Mta3",17,4,"yellow"
"1781","Mterf4",14,2,"blue"
"1782","Mtf2",263,1,"turquoise"
"1783","Mtmr10",8,17,"grey60"
"1784","Mtmr12",99,1,"turquoise"
"1785","Mtmr4",26,1,"turquoise"
"1786","Mtmr7",11,2,"blue"
"1787","Mtpn",33,3,"brown"
"1788","Mtrr",28,1,"turquoise"
"1789","Mtss1l",72,4,"yellow"
"1790","Mtus1",28,1,"turquoise"
"1791","Mtx1",14,2,"blue"
"1792","Mvd",2,12,"tan"
"1793","Mxd4",21,1,"turquoise"
"1794","Mxi1",8,1,"turquoise"
"1795","Myadm",4,1,"turquoise"
"1796","Mycbp",16,6,"red"
"1797","Myh10",6,5,"green"
"1798","MYL12B",11,2,"blue"
"1799","Mylip",62,1,"turquoise"
"1800","Mynn",13,1,"turquoise"
"1801","Myo10",3,1,"turquoise"
"1802","Myo18a",20,2,"blue"
"1803","Myo1e",5,17,"grey60"
"1804","Myrf",4,14,"cyan"
"1805","Myt1l",8,7,"black"
"1806","Naa15",155,1,"turquoise"
"1807","NAA50_G35781",19,1,"turquoise"
"1808","Nab2",9,1,"turquoise"
"1809","Nabp1",6,5,"green"
"1810","Nacad",54,4,"yellow"
"1811","Nacc1",4,10,"purple"
"1812","Nadk",7,6,"red"
"1813","Nagk",3,2,"blue"
"1814","Nalcn",38,7,"black"
"1815","Nanp",139,1,"turquoise"
"1816","Nans",3,2,"blue"
"1817","Nap1l5",7,7,"black"
"1818","Napa",51,3,"brown"
"1819","Narf",42,1,"turquoise"
"1820","Naxd",4,2,"blue"
"1821","Nbea",10,9,"magenta"
"1822","Ncam1",1,4,"yellow"
"1823","NCAM2_containing_gene23294",5,9,"magenta"
"1824","Ncapd2",90,2,"blue"
"1825","Ncbp1",11,13,"salmon"
"1826","Ncdn",12,7,"black"
"1827","Nck1",9,1,"turquoise"
"1828","Ncoa1",33,6,"red"
"1829","Ncoa4",143,1,"turquoise"
"1830","Ncstn",1,2,"blue"
"1831","Ndel1",30,5,"green"
"1832","Ndufa10",82,2,"blue"
"1833","Ndufa11",90,2,"blue"
"1834","Ndufa13",4,2,"blue"
"1835","Ndufa4",29,2,"blue"
"1836","Ndufa6",30,2,"blue"
"1837","Ndufa7",73,2,"blue"
"1838","Ndufa8",47,2,"blue"
"1839","Ndufab1",4,2,"blue"
"1840","NDUFAF5_containing",16,1,"turquoise"
"1841","Ndufb11",7,2,"blue"
"1842","Ndufb6",22,2,"blue"
"1843","Ndufb7",16,2,"blue"
"1844","Ndufb8",33,2,"blue"
"1845","Ndufc2",8,2,"blue"
"1846","Ndufs1",28,2,"blue"
"1847","Ndufs3",60,2,"blue"
"1848","Ndufs4",35,2,"blue"
"1849","Ndufs7",6,2,"blue"
"1850","Ndufv1",29,2,"blue"
"1851","Ndufv3",4,2,"blue"
"1852","NECTIN3_like",71,1,"turquoise"
"1853","Negr1",6,9,"magenta"
"1854","Nek1",4,2,"blue"
"1855","Nek4",12,1,"turquoise"
"1856","Nek6",12,3,"brown"
"1857","Nek9",5,1,"turquoise"
"1858","NEMP1_containing",3,5,"green"
"1859","Neu3",85,1,"turquoise"
"1860","Nf1",32,4,"yellow"
"1861","Nfatc3",104,1,"turquoise"
"1862","Nfe2l1",38,2,"blue"
"1863","Nfe2l2",442,1,"turquoise"
"1864","Nfkbil1",138,2,"blue"
"1865","Nfkbiz",42,1,"turquoise"
"1866","Nfrkb",16,1,"turquoise"
"1867","Nfs1",4,2,"blue"
"1868","Nfyb",3,1,"turquoise"
"1869","Nhlrc2",149,1,"turquoise"
"1870","Nifk",14,3,"brown"
"1871","Nin",48,1,"turquoise"
"1872","Nipal3",61,2,"blue"
"1873","Nipbl",21,1,"turquoise"
"1874","Nkap",3,1,"turquoise"
"1875","NKAPD1_like",43,1,"turquoise"
"1876","Nkiras2",218,1,"turquoise"
"1877","Nlk",17,1,"turquoise"
"1878","NME1",3,2,"blue"
"1879","Nme2",140,2,"blue"
"1880","Nmt2",20,5,"green"
"1881","Nnt",12,3,"brown"
"1882","Nob1",4,6,"red"
"1883","Noc3l",33,1,"turquoise"
"1884","Nono",14,3,"brown"
"1885","Nop10",52,2,"blue"
"1886","Nop9",5,1,"turquoise"
"1887","Notch3",27,4,"yellow"
"1888","NPAS3_G27748",3,4,"yellow"
"1889","Npepl1",5,2,"blue"
"1890","Npm1",26,8,"pink"
"1891","NPM1_G37307",39,3,"brown"
"1892","Npm3",6,6,"red"
"1893","Npr2",3,9,"magenta"
"1894","Nprl2",26,2,"blue"
"1895","Nptn",7,2,"blue"
"1896","Npy1r",215,1,"turquoise"
"1897","Npy5r",5,1,"turquoise"
"1898","Nr1d2",163,1,"turquoise"
"1899","Nrbf2",221,1,"turquoise"
"1900","Nrdc",159,2,"blue"
"1901","Nrde2",316,2,"blue"
"1902","Nrg1",9,2,"blue"
"1903","Nrg3",16,4,"yellow"
"1904","NRG3_containing",18,9,"magenta"
"1905","Nrip3",4,2,"blue"
"1906","Nrp1",7,1,"turquoise"
"1907","Nrxn1",29,4,"yellow"
"1908","Nsg2",9,7,"black"
"1909","Nsun5",8,6,"red"
"1910","Ntm",13,7,"black"
"1911","Ntmt1",6,3,"brown"
"1912","NTRK3_like",23,5,"green"
"1913","Nucb1",9,10,"purple"
"1914","Nudcd3",5,3,"brown"
"1915","Nudt14",28,2,"blue"
"1916","NUDT16",19,2,"blue"
"1917","Nudt21",4,6,"red"
"1918","Nudt9",47,1,"turquoise"
"1919","Nuf2",6,2,"blue"
"1920","Nufip2",4,1,"turquoise"
"1921","NUFIP2_G34194",411,1,"turquoise"
"1922","Numb",72,1,"turquoise"
"1923","Nup153",17,6,"red"
"1924","Nup50",42,1,"turquoise"
"1925","NUP50_containing",302,1,"turquoise"
"1926","Nup54",5,1,"turquoise"
"1927","Nup58",457,1,"turquoise"
"1928","Nup98",40,1,"turquoise"
"1929","Nxf1",11,5,"green"
"1930","NXF2B_like",9,4,"yellow"
"1931","Oaz2",11,2,"blue"
"1932","OGA",3,4,"yellow"
"1933","Ogn",4,16,"lightcyan"
"1934","OIP5-AS1_like",144,5,"green"
"1935","Olig1",15,2,"blue"
"1936","Olig2",16,2,"blue"
"1937","Oma1",211,1,"turquoise"
"1938","Opa1",2,3,"brown"
"1939","Opalin",2,11,"greenyellow"
"1940","Oprk1",8,5,"green"
"1941","OPTN_like_gene25473",3,3,"brown"
"1942","Orai3",56,1,"turquoise"
"1943","Orc2",6,6,"red"
"1944","Orc5",8,1,"turquoise"
"1945","Os9",23,2,"blue"
"1946","Osbpl9",16,3,"brown"
"1947","Osmr",6,6,"red"
"1948","Ost4",61,2,"blue"
"1949","OST4_containing",30,8,"pink"
"1950","Otub1",15,2,"blue"
"1951","Otud3",52,1,"turquoise"
"1952","Otud4",275,1,"turquoise"
"1953","Otud5",12,2,"blue"
"1954","Otud6b",12,1,"turquoise"
"1955","Oxld1",10,2,"blue"
"1956","Oxsr1",14,1,"turquoise"
"1957","P4ha1",33,1,"turquoise"
"1958","P4hb",17,3,"brown"
"1959","PABPC1L2B_like_gene25887",68,5,"green"
"1960","PABPC1L2B_like_gene25888",30,5,"green"
"1961","Pacrg",3,2,"blue"
"1962","Pacsin1",5,7,"black"
"1963","Pacsin3",3,17,"grey60"
"1964","Padi2",2,14,"cyan"
"1965","Pafah1b1",5,3,"brown"
"1966","Pag1",46,1,"turquoise"
"1967","Pak1",2,7,"black"
"1968","Pak2",9,1,"turquoise"
"1969","Pan3",15,2,"blue"
"1970","Panx1",92,1,"turquoise"
"1971","Papd7",7,1,"turquoise"
"1972","Papola",8,13,"salmon"
"1973","Papolg",208,1,"turquoise"
"1974","Paqr6",30,5,"green"
"1975","Pard3b",7,4,"yellow"
"1976","Pard6b",82,1,"turquoise"
"1977","Park7",16,2,"blue"
"1978","Parp3",3,3,"brown"
"1979","Patl1",63,1,"turquoise"
"1980","PAWR_containing",56,1,"turquoise"
"1981","Pax8",7,7,"black"
"1982","Paxx",68,2,"blue"
"1983","Pcbp1",19,3,"brown"
"1984","Pccb",6,2,"blue"
"1985","Pcdh11x",4,9,"magenta"
"1986","PCDH15_gene24547",6,9,"magenta"
"1987","Pcdh18",355,1,"turquoise"
"1988","Pcdh9",23,4,"yellow"
"1989","PCDHGC4_like",4,2,"blue"
"1990","Pcgf3",12,1,"turquoise"
"1991","Pcgf6",17,4,"yellow"
"1992","Pcid2",3,3,"brown"
"1993","Pcif1",188,2,"blue"
"1994","Pcnp",56,3,"brown"
"1995","Pcnx3",18,3,"brown"
"1996","Pcnx4",8,1,"turquoise"
"1997","Pcsk5",85,4,"yellow"
"1998","Pcsk6",7,11,"greenyellow"
"1999","Pcyt1a",23,6,"red"
"2000","Pdap1",79,2,"blue"
"2001","Pdcd4",60,1,"turquoise"
"2002","Pdcd6",28,3,"brown"
"2003","Pdcd7",18,1,"turquoise"
"2004","Pde12",4,1,"turquoise"
"2005","PDE4D_G2983",53,1,"turquoise"
"2006","PDE4D_like",6,5,"green"
"2007","Pde8a",4,11,"greenyellow"
"2008","Pdgfb",5,1,"turquoise"
"2009","Pdgfra",4,9,"magenta"
"2010","Pdgfrb",11,4,"yellow"
"2011","Pdia2",51,5,"green"
"2012","Pdik1l",305,1,"turquoise"
"2013","Pdk4",439,1,"turquoise"
"2014","Pdp2",142,1,"turquoise"
"2015","Pds5a",9,1,"turquoise"
"2016","Pebp1",5,2,"blue"
"2017","Peg3",8,7,"black"
"2018","Peli1",32,1,"turquoise"
"2019","Pex14",11,2,"blue"
"2020","Pfas",3,9,"magenta"
"2021","Pfdn6",41,3,"brown"
"2022","Pfkfb2",6,9,"magenta"
