"","gene","n","module_n","module_color"
"2318","Lins1",297,1,"turquoise"
"2319","Lman2l",4,1,"turquoise"
"2320","Lmbr1l",21,1,"turquoise"
"2321","Lmbrd1",87,3,"brown"
"2322","Lmln",39,1,"turquoise"
"2323","Lmo3",73,4,"yellow"
"2324","Lmo4",168,4,"yellow"
"2325","LMO4_like_G7243",22,4,"yellow"
"2326","LMO4_like_G7244",14,15,"midnightblue"
"2327","Lmo7",130,4,"yellow"
"2328","Lmtk3",12,0,"grey"
"2329","Lnpep",25,17,"grey60"
"2330","Lnpk",3,3,"brown"
"2331","LOC101955110",9,2,"blue"
"2332","LOC101955775",11,0,"grey"
"2333","LOC101957084",65,20,"royalblue"
"2334","LOC101959835",79,2,"blue"
"2335","LOC101961988",22,3,"brown"
"2336","LOC101962656",4,39,"orangered4"
"2337","LOC101963449",18,2,"blue"
"2338","LOC101965332",31,5,"green"
"2339","LOC101967169",3,13,"salmon"
"2340","LOC101975536",76,4,"yellow"
"2341","LOC101976508",5,10,"purple"
"2342","LOC101977679",20,1,"turquoise"
"2343","LOC101978248",5,5,"green"
"2344","LOC106144938",13,0,"grey"
"2345","LOC106144950",3,2,"blue"
"2346","LOC106145208",1,33,"darkolivegreen"
"2347","LOC106145267",3,5,"green"
"2348","LOC106145554",4,39,"orangered4"
"2349","LOC106145555_rna41937",4,39,"orangered4"
"2350","LOC110596896",5,17,"grey60"
"2351","LOC110596931",107,1,"turquoise"
"2352","LOC110597129",2,4,"yellow"
"2353","LOC110597196",48,1,"turquoise"
"2354","LOC110597347",7,39,"orangered4"
"2355","LOC110597457",9,4,"yellow"
"2356","LOC110597606",9,15,"midnightblue"
"2357","LOC110597662",25,4,"yellow"
"2358","LOC110598120",4,1,"turquoise"
"2359","LOC110598126",7,14,"cyan"
"2360","LOC110598261",3,4,"yellow"
"2361","LOC110598458",20,1,"turquoise"
"2362","LOC110598472",40,3,"brown"
"2363","LOC110598733",3,17,"grey60"
"2364","LOC110598818",5,1,"turquoise"
"2365","LOC110599013",27,1,"turquoise"
"2366","LOC110599093",4,1,"turquoise"
"2367","LOC110599226",2,14,"cyan"
"2368","LOC110599274",5,1,"turquoise"
"2369","LOC110599393",92,1,"turquoise"
"2370","LOC110599459",11,0,"grey"
"2371","Lonp1",3,24,"darkgrey"
"2372","Lpar6",78,1,"turquoise"
"2373","Lrch2",3,18,"lightgreen"
"2374","Lrfn1",3,4,"yellow"
"2375","Lrfn2",2,4,"yellow"
"2376","Lrif1",9,6,"red"
"2377","Lrig1",6,2,"blue"
"2378","Lrp1",7,16,"lightcyan"
"2379","Lrp6",54,1,"turquoise"
"2380","LRP6_containing",58,1,"turquoise"
"2381","Lrpprc",55,8,"pink"
"2382","Lrrc4",91,4,"yellow"
"2383","Lrrc42",2,1,"turquoise"
"2384","Lrrc49",23,3,"brown"
"2385","Lrrc7",16,4,"yellow"
"2386","LRRC7_G7101",10,11,"greenyellow"
"2387","Lrrc8a",5,16,"lightcyan"
"2388","Lrrc8c",5,1,"turquoise"
"2389","LRRN1_containing",5,3,"brown"
"2390","Lrrn2",14,4,"yellow"
"2391","Lrrtm1",27,4,"yellow"
"2392","Lrrtm2",5,4,"yellow"
"2393","Lrrtm4",10,22,"darkgreen"
"2394","Lsm11",17,1,"turquoise"
"2395","Lsm14a",7,7,"black"
"2396","Lsr",35,2,"blue"
"2397","Ltbp4",5,4,"yellow"
"2398","Ltn1",3,11,"greenyellow"
"2399","Ltv1",8,0,"grey"
"2400","Luc7l",3,30,"steelblue"
"2401","Luzp2",7,13,"salmon"
"2402","Lxn",13,3,"brown"
"2403","Lyar",6,10,"purple"
"2404","Lypd6",9,5,"green"
"2405","Lyrm1",3,2,"blue"
"2406","Lyrm9",106,2,"blue"
"2407","Lysmd3",203,1,"turquoise"
"2408","Lzic",39,2,"blue"
"2409","Lztfl1",18,3,"brown"
"2410","Lzts1",196,4,"yellow"
"2411","Lzts3",151,0,"grey"
"2412","Madd",4,31,"paleturquoise"
"2413","Mafg",166,1,"turquoise"
"2414","Mafk",23,1,"turquoise"
"2415","Mag",38,2,"blue"
"2416","Maged2",34,3,"brown"
"2417","Magee1",6,2,"blue"
"2418","Magee2",6,3,"brown"
"2419","Magi1",4,26,"darkorange"
"2420","Magt1",4,3,"brown"
"2421","Mal2",40,4,"yellow"
"2422","Malsu1",7,2,"blue"
"2423","Maml1",23,1,"turquoise"
"2424","Man1c1",61,4,"yellow"
"2425","Maoa",5,3,"brown"
"2426","Map1b",5,2,"blue"
"2427","Map1lc3a",3,2,"blue"
"2428","Map2k1",25,4,"yellow"
"2429","Map2k2",16,2,"blue"
"2430","Map2k3",9,1,"turquoise"
"2431","Map3k10",69,4,"yellow"
"2432","Map3k12",9,0,"grey"
"2433","Map3k13",130,1,"turquoise"
"2434","MAP3K13_containing",16,2,"blue"
"2435","Map3k14",94,1,"turquoise"
"2436","Map3k3",33,1,"turquoise"
"2437","Map3k4",14,1,"turquoise"
"2438","Map3k5",9,1,"turquoise"
"2439","Map4",12,5,"green"
"2440","Map4k3",14,15,"midnightblue"
"2441","MAP6_like",38,1,"turquoise"
"2442","Map6d1",30,5,"green"
"2443","Map7",2,2,"blue"
"2444","Map7d2",54,5,"green"
"2445","Mapk1",48,15,"midnightblue"
"2446","Mapk11",7,0,"grey"
"2447","Mapk14",299,1,"turquoise"
"2448","Mapk15",10,4,"yellow"
"2449","Mapk1ip1l",67,1,"turquoise"
"2450","Mapk7",17,1,"turquoise"
"2451","Mapk8ip3",4,12,"tan"
"2452","Mapkbp1",6,4,"yellow"
"2453","Mapre1",11,7,"black"
"2454","Mapt",5,0,"grey"
"2455","March1",3,22,"darkgreen"
"2456","March2",24,2,"blue"
"2457","Mark2",71,4,"yellow"
"2458","Mark3",14,2,"blue"
"2459","Mast1",4,23,"darkturquoise"
"2460","Mast3",132,0,"grey"
"2461","Mat2a",5,1,"turquoise"
"2462","Matr3",39,4,"yellow"
"2463","Mau2",13,1,"turquoise"
"2464","Max",133,1,"turquoise"
"2465","Mbd6",20,1,"turquoise"
"2466","Mblac2",7,6,"red"
"2467","Mbnl1",3,6,"red"
"2468","Mbp",4,33,"darkolivegreen"
"2469","Mbtps1",4,10,"purple"
"2470","Mccc1",58,2,"blue"
"2471","Mcee",32,3,"brown"
"2472","Mcf2",15,5,"green"
"2473","Mcf2l",16,20,"royalblue"
"2474","Mcf2l2",6,33,"darkolivegreen"
"2475","Mcrs1",5,22,"darkgreen"
"2476","Mcub",7,2,"blue"
"2477","Mdc1",2,36,"yellowgreen"
"2478","Mdh1",86,3,"brown"
"2479","Mdh2",104,2,"blue"
"2480","Mdn1",9,21,"darkred"
"2481","Me1",19,3,"brown"
"2482","Me2",3,2,"blue"
"2483","Mea1",6,2,"blue"
"2484","Meaf6",9,2,"blue"
"2485","Med12",3,9,"magenta"
"2486","Med12l",33,1,"turquoise"
"2487","MED12L_containing",106,1,"turquoise"
"2488","Med13",7,21,"darkred"
"2489","MED13",10,6,"red"
"2490","Med13l",37,1,"turquoise"
"2491","Med15",5,19,"lightyellow"
"2492","Med16",7,1,"turquoise"
"2493","Med22",4,1,"turquoise"
"2494","Med23",19,1,"turquoise"
"2495","Med6",29,3,"brown"
"2496","MEF2A",5,15,"midnightblue"
"2497","Mef2c",176,4,"yellow"
"2498","Mef2d",27,4,"yellow"
"2499","MEF2D_containing",31,4,"yellow"
"2500","Megf10",2,16,"lightcyan"
"2501","Megf8",3,0,"grey"
"2502","Megf9",149,3,"brown"
"2503","Meis1",52,32,"violet"
"2504","Men1",16,1,"turquoise"
"2505","Metap2",58,3,"brown"
"2506","Mettl26",2,22,"darkgreen"
"2507","Mettl27",4,3,"brown"
"2508","Mettl6",37,1,"turquoise"
"2509","Mex3b",84,1,"turquoise"
"2510","Mex3c",379,1,"turquoise"
"2511","Mex3d",25,1,"turquoise"
"2512","Mfap3",41,1,"turquoise"
"2513","Mff",260,3,"brown"
"2514","Mfn2",3,2,"blue"
"2515","Mfrp",3,38,"plum1"
"2516","Mfsd4a",164,4,"yellow"
"2517","MFSD4B_like_gene19882",144,1,"turquoise"
"2518","Mga",73,1,"turquoise"
"2519","MGA_containing",208,1,"turquoise"
"2520","Mgat4a",8,1,"turquoise"
"2521","Mgat5b",90,0,"grey"
"2522","Mgea5",2,13,"salmon"
"2523","Mgst1",64,2,"blue"
"2524","Mgst3",74,2,"blue"
"2525","MIA3_containing",3,39,"orangered4"
"2526","MIAT_containing",28,1,"turquoise"
"2527","Mib2",16,0,"grey"
"2528","Mical2",197,4,"yellow"
"2529","Micu1",7,3,"brown"
"2530","Micu2",32,2,"blue"
"2531","Micu3",11,11,"greenyellow"
"2532","Mid1ip1",1,26,"darkorange"
"2533","Midn",40,1,"turquoise"
"2534","Mief1",3,10,"purple"
"2535","Mier1",9,6,"red"
"2536","Mier2",3,9,"magenta"
"2537","Mier3",12,6,"red"
"2538","MIGA1_containing",34,11,"greenyellow"
"2539","Mindy2",14,21,"darkred"
"2540","MINDY2_containing",17,6,"red"
"2541","Mindy3",25,11,"greenyellow"
"2542","Mink1",57,4,"yellow"
"2543","Minos1",24,3,"brown"
"2544","MIR101-1_containing",152,1,"turquoise"
"2545","MIR138-2_containing",75,1,"turquoise"
"2546","MIR219A2_containing",47,1,"turquoise"
"2547","MIR29B2CHG_containing_G39119",240,1,"turquoise"
"2548","MIR656_containing",105,1,"turquoise"
"2549","MIRLET7D_containing",108,1,"turquoise"
"2550","Mis12",7,6,"red"
"2551","Mitd1",9,1,"turquoise"
"2552","Mkl1",36,4,"yellow"
"2553","Mkl2",176,1,"turquoise"
"2554","Mknk2",159,1,"turquoise"
"2555","Mlf2",28,2,"blue"
"2556","Mlh1",30,2,"blue"
"2557","Mlh3",20,1,"turquoise"
"2558","Mlip",38,4,"yellow"
"2559","Mllt1",102,1,"turquoise"
"2560","Mllt6",85,0,"grey"
"2561","Mlxip",51,1,"turquoise"
"2562","Mmadhc",167,3,"brown"
"2563","Mmd",31,1,"turquoise"
"2564","Mmgt1",102,3,"brown"
"2565","Mmp15",31,2,"blue"
"2566","MMP16",226,1,"turquoise"
"2567","MMP16_like",70,1,"turquoise"
"2568","Mmp17",15,4,"yellow"
"2569","Mn1",3,20,"royalblue"
"2570","Mnt",19,1,"turquoise"
"2571","Moap1",3,3,"brown"
"2572","Mob1a",26,6,"red"
"2573","Mob1b",10,18,"lightgreen"
"2574","Mob3b",3,3,"brown"
"2575","Mobp",5,33,"darkolivegreen"
"2576","Mog",12,5,"green"
"2577","Mogs",239,1,"turquoise"
"2578","Morc2",9,1,"turquoise"
"2579","MORF4L1_ENSSTOG00000009157",6,3,"brown"
"2580","MORF4L1_gene1122",162,3,"brown"
"2581","MORF4L2",170,3,"brown"
"2582","MOSMO_G239",18,6,"red"
"2583","Mpc1",93,8,"pink"
"2584","Mpc2",3,3,"brown"
"2585","Mphosph9",28,1,"turquoise"
"2586","Mpp2",80,0,"grey"
"2587","Mpped1",197,4,"yellow"
"2588","MPPED1_containing_G24005",206,4,"yellow"
"2589","MPPED1_containing_G24020",8,1,"turquoise"
"2590","Mpv17l",44,1,"turquoise"
"2591","Mras",48,4,"yellow"
"2592","MRFAP1",43,3,"brown"
"2593","Mrm1",30,1,"turquoise"
"2594","Mrpl1",50,2,"blue"
"2595","Mrpl10",15,2,"blue"
"2596","Mrpl12",3,2,"blue"
"2597","Mrpl15",36,2,"blue"
"2598","Mrpl18",15,3,"brown"
"2599","Mrpl2",8,7,"black"
"2600","Mrpl20",5,2,"blue"
"2601","Mrpl21",16,2,"blue"
"2602","Mrpl22",56,2,"blue"
"2603","Mrpl23",10,3,"brown"
"2604","Mrpl24",19,2,"blue"
"2605","Mrpl27",25,3,"brown"
"2606","Mrpl3",10,0,"grey"
"2607","Mrpl38",12,2,"blue"
"2608","Mrpl4",11,2,"blue"
"2609","Mrpl40",75,2,"blue"
"2610","Mrpl42",37,3,"brown"
"2611","Mrpl45",10,5,"green"
"2612","Mrpl47",3,8,"pink"
"2613","Mrpl48",18,0,"grey"
"2614","Mrpl51",24,3,"brown"
"2615","Mrpl58",15,3,"brown"
"2616","Mrps15",49,3,"brown"
"2617","Mrps21",81,3,"brown"
"2618","Mrps23",27,3,"brown"
"2619","Mrps36",4,3,"brown"
"2620","Mrps7",132,2,"blue"
"2621","Mrrf",3,5,"green"
"2622","MSANTD3",48,2,"blue"
"2623","MSANTD3-TMEFF1",12,3,"brown"
"2624","Msantd4",12,6,"red"
"2625","Msl2",4,1,"turquoise"
"2626","Msn",7,7,"black"
"2627","Msra",4,4,"yellow"
"2628","Msx1",3,38,"plum1"
"2629","Mtch1",11,24,"darkgrey"
"2630","Mtch2",9,8,"pink"
"2631","MTCH2_containing",1,7,"black"
"2632","Mtcl1",56,1,"turquoise"
"2633","Mterf4",7,2,"blue"
"2634","Mtf1",10,1,"turquoise"
"2635","Mtf2",134,1,"turquoise"
"2636","Mthfd2",2,32,"violet"
"2637","Mtif2",3,5,"green"
"2638","Mtmr12",135,1,"turquoise"
"2639","Mtmr4",3,1,"turquoise"
"2640","Mtmr6",12,11,"greenyellow"
"2641","Mtmr7",58,2,"blue"
"2642","Mtmr9",22,8,"pink"
"2643","Mtpn",27,15,"midnightblue"
"2644","Mtrr",84,1,"turquoise"
"2645","Mtss1l",25,5,"green"
"2646","Mtx1",61,2,"blue"
"2647","Mtx2",25,11,"greenyellow"
"2648","MTX3_containing",8,11,"greenyellow"
"2649","Mum1l1",64,5,"green"
"2650","Mxd4",103,1,"turquoise"
"2651","Myb",27,1,"turquoise"
"2652","Mycbp2",5,17,"grey60"
"2653","Mycn",61,1,"turquoise"
"2654","Myh14",9,5,"green"
"2655","Myh9",19,20,"royalblue"
"2656","MYL12B",20,3,"brown"
"2657","Myl6",4,3,"brown"
"2658","Mylip",169,1,"turquoise"
"2659","Myo1d",26,2,"blue"
"2660","Myrf",20,2,"blue"
"2661","Mysm1",3,29,"saddlebrown"
"2662","Myt1l",103,0,"grey"
"2663","MZT2A_containing",87,3,"brown"
"2664","N4bp1",157,1,"turquoise"
"2665","Naa15",42,6,"red"
"2666","Nab2",138,1,"turquoise"
"2667","Naca",69,3,"brown"
"2668","Nacad",11,2,"blue"
"2669","Nacc2",59,5,"green"
"2670","Nadk",21,1,"turquoise"
"2671","Nadk2",5,3,"brown"
"2672","Nae1",48,3,"brown"
"2673","Nalcn",13,4,"yellow"
"2674","NAMPT_G16421",3,0,"grey"
"2675","Nanp",98,1,"turquoise"
"2676","Nap1l1",5,18,"lightgreen"
"2677","Nap1l2",33,3,"brown"
"2678","Nap1l3",8,5,"green"
"2679","Nap1l5",78,3,"brown"
"2680","Napg",23,0,"grey"
"2681","Narf",89,1,"turquoise"
"2682","Nars",93,3,"brown"
"2683","Nasp",4,18,"lightgreen"
"2684","Nat16",14,4,"yellow"
"2685","Nav1",71,1,"turquoise"
"2686","Nav2",76,1,"turquoise"
"2687","Nav3",35,4,"yellow"
"2688","Nbea",17,4,"yellow"
"2689","Nbeal1",22,17,"grey60"
"2690","NBEAL1",41,2,"blue"
"2691","Nbeal2",34,1,"turquoise"
"2692","Ncald",6,4,"yellow"
"2693","Ncam2",2,13,"salmon"
"2694","NCAM2_containing_gene23294",2,13,"salmon"
"2695","Ncdn",5,0,"grey"
"2696","Nceh1",4,7,"black"
"2697","Nckap1",28,15,"midnightblue"
"2698","Nckap5l",27,1,"turquoise"
"2699","NCL_containing",4,3,"brown"
"2700","Ncoa3",78,1,"turquoise"
"2701","Ncoa4",2,18,"lightgreen"
"2702","Ncoa6",18,1,"turquoise"
"2703","Ncstn",6,5,"green"
"2704","Ndfip1",65,3,"brown"
"2705","Ndfip2",50,3,"brown"
"2706","Ndor1",3,9,"magenta"
"2707","Ndrg1",4,2,"blue"
"2708","Ndrg2",4,5,"green"
"2709","Ndufa1",63,3,"brown"
"2710","Ndufa10",18,2,"blue"
"2711","Ndufa11",96,2,"blue"
"2712","Ndufa13",48,2,"blue"
"2713","Ndufa2",5,3,"brown"
"2714","Ndufa4",82,3,"brown"
"2715","Ndufa5",87,3,"brown"
"2716","Ndufa6",116,2,"blue"
"2717","Ndufa7",25,2,"blue"
"2718","Ndufa8",167,2,"blue"
"2719","Ndufa9",5,3,"brown"
"2720","Ndufaf6",62,2,"blue"
"2721","Ndufb10",5,3,"brown"
"2722","Ndufb11",12,3,"brown"
"2723","Ndufb2",17,3,"brown"
"2724","Ndufb3",78,3,"brown"
"2725","Ndufb4",89,3,"brown"
"2726","Ndufb5",15,3,"brown"
"2727","Ndufb6",16,2,"blue"
"2728","Ndufb7",3,2,"blue"
"2729","Ndufb8",121,2,"blue"
"2730","Ndufb9",10,3,"brown"
"2731","Ndufc1",27,3,"brown"
"2732","Ndufc2",91,3,"brown"
"2733","Ndufs1",91,3,"brown"
"2734","Ndufs3",59,3,"brown"
"2735","Ndufs4",251,3,"brown"
"2736","Ndufs5",21,3,"brown"
"2737","Ndufv1",7,2,"blue"
"2738","Ndufv2",220,3,"brown"
"2739","Nebl",7,7,"black"
"2740","Necab1",6,4,"yellow"
"2741","Nectin1",3,1,"turquoise"
"2742","Nedd4l",29,4,"yellow"
"2743","Nedd8",16,3,"brown"
"2744","Nefh",77,5,"green"
"2745","Nefl",7,5,"green"
"2746","Nefm",38,5,"green"
"2747","Negr1",28,4,"yellow"
"2748","Nek1",18,3,"brown"
"2749","Nek11",7,5,"green"
"2750","Nell2",53,4,"yellow"
"2751","NEMP1_containing",10,1,"turquoise"
"2752","Neto1",72,4,"yellow"
"2753","Neurl1",71,0,"grey"
"2754","Neurl1b",148,1,"turquoise"
"2755","Neurl4",3,23,"darkturquoise"
"2756","Neurod1",7,1,"turquoise"
"2757","Neurod2",162,4,"yellow"
"2758","Neurod6",125,4,"yellow"
"2759","Nexmif",8,17,"grey60"
"2760","NEXMIF_like",26,1,"turquoise"
"2761","Nfat5",15,17,"grey60"
"2762","NFAT5_containing",8,1,"turquoise"
"2763","Nfatc2ip",5,1,"turquoise"
"2764","Nfatc3",2,1,"turquoise"
"2765","Nfe2l2",4,6,"red"
"2766","Nfic",56,1,"turquoise"
"2767","Nfkbie",7,1,"turquoise"
"2768","Nfkbil1",8,2,"blue"
"2769","Nfkbiz",8,1,"turquoise"
"2770","Nfrkb",6,1,"turquoise"
"2771","Nfs1",19,2,"blue"
"2772","Ngef",123,4,"yellow"
"2773","Ngly1",3,8,"pink"
"2774","Ngrn",19,3,"brown"
"2775","Nhlrc2",3,21,"darkred"
"2776","Nhsl2",3,4,"yellow"
"2777","NHSL2_containing",79,4,"yellow"
"2778","Nifk",77,3,"brown"
"2779","Nin",92,1,"turquoise"
"2780","Ninl",7,0,"grey"
"2781","Nipa1",25,8,"pink"
"2782","Nipa2",33,8,"pink"
"2783","Nipal2",32,2,"blue"
"2784","Nipal3",12,2,"blue"
"2785","Nipbl",3,21,"darkred"
"2786","Nipsnap1",54,3,"brown"
"2787","Nipsnap2",94,2,"blue"
"2788","Nisch",5,12,"tan"
"2789","Nit2",3,2,"blue"
"2790","Nkiras1",10,3,"brown"
"2791","Nkiras2",264,1,"turquoise"
"2792","Nlgn1",9,13,"salmon"
"2793","Nlgn2",11,0,"grey"
"2794","Nlk",36,4,"yellow"
"2795","Nme2",242,2,"blue"
"2796","Nmral1",32,2,"blue"
"2797","Nmt2",159,4,"yellow"
"2798","Nnt",3,7,"black"
"2799","Nol3",27,2,"blue"
"2800","Nol4",96,4,"yellow"
"2801","Nol6",15,1,"turquoise"
"2802","Nop10",8,2,"blue"
"2803","NORAD_like_G16291",5,11,"greenyellow"
"2804","NORAD_like_G39191",4,13,"salmon"
"2805","NOS1AP_like",30,4,"yellow"
"2806","Nov",101,4,"yellow"
"2807","Nova1",9,5,"green"
"2808","Nova2",17,20,"royalblue"
"2809","Npas2",98,4,"yellow"
"2810","Npas4",131,1,"turquoise"
"2811","Npc1",3,9,"magenta"
"2812","Npc2",7,2,"blue"
"2813","Npdc1",2,0,"grey"
"2814","Npepl1",94,3,"brown"
"2815","Npff",12,1,"turquoise"
"2816","Nphp4",3,1,"turquoise"
"2817","Npm1",177,2,"blue"
"2818","NPM1_G37307",29,8,"pink"
"2819","Nprl2",2,2,"blue"
"2820","Nptn",4,15,"midnightblue"
"2821","Nptx1",172,4,"yellow"
"2822","Nptxr",176,4,"yellow"
"2823","Npy",95,4,"yellow"
"2824","Npy1r",40,1,"turquoise"
"2825","Npy2r",8,4,"yellow"
"2826","Npy5r",64,1,"turquoise"
"2827","Nqo1",40,7,"black"
"2828","Nr1d2",37,1,"turquoise"
"2829","Nr1h2",9,5,"green"
"2830","Nr2c2",6,4,"yellow"
"2831","Nr2e1",16,1,"turquoise"
"2832","Nr4a1",75,1,"turquoise"
"2833","Nr4a2",42,4,"yellow"
"2834","Nr6a1",4,1,"turquoise"
"2835","Nrarp",19,1,"turquoise"
"2836","Nrbf2",42,1,"turquoise"
"2837","Nrcam",75,4,"yellow"
"2838","Nrdc",53,2,"blue"
"2839","Nrde2",117,2,"blue"
"2840","Nrg1",3,2,"blue"
"2841","Nrg3",11,13,"salmon"
"2842","Nrgn",208,4,"yellow"
"2843","Nrip2",8,3,"brown"
"2844","Nrsn2",24,4,"yellow"
"2845","Nrxn1",15,22,"darkgreen"
"2846","Nsa2",10,2,"blue"
"2847","Nsd2",7,1,"turquoise"
"2848","Nsd3",2,17,"grey60"
"2849","Nsg1",14,3,"brown"
"2850","Nsg2",7,4,"yellow"
"2851","Nsmce1",18,2,"blue"
"2852","Nsmce4a",3,2,"blue"
"2853","Nsmf",188,4,"yellow"
"2854","Nsun5",9,1,"turquoise"
"2855","Nt5c3a",17,8,"pink"
"2856","Nt5c3b",97,3,"brown"
"2857","Nt5dc3",145,4,"yellow"
"2858","Ntm",2,5,"green"
"2859","Ntn1",1,2,"blue"
"2860","NTRK3_like",105,1,"turquoise"
"2861","Nubp1",4,2,"blue"
"2862","Nucb1",22,2,"blue"
"2863","Nudcd3",2,2,"blue"
"2864","Nudt14",3,15,"midnightblue"
"2865","NUDT16",3,2,"blue"
"2866","Nudt21",3,8,"pink"
"2867","Nudt9",3,14,"cyan"
"2868","NUFIP2_G34194",177,1,"turquoise"
"2869","Numa1",13,20,"royalblue"
"2870","Numbl",110,4,"yellow"
"2871","Nup155",7,2,"blue"
"2872","Nup188",47,1,"turquoise"
"2873","Nup214",3,9,"magenta"
"2874","Nup50",55,1,"turquoise"
"2875","NUP50_containing",212,1,"turquoise"
"2876","Nup58",339,1,"turquoise"
"2877","Nup98",7,10,"purple"
"2878","NUS1_like_G11141",4,8,"pink"
"2879","NUS1_like_G37652",3,11,"greenyellow"
"2880","Nxf1",4,1,"turquoise"
"2881","Nxph1",5,5,"green"
"2882","Nyap1",53,4,"yellow"
"2883","Oaf",55,4,"yellow"
"2884","Oaz1",4,3,"brown"
"2885","Oaz2",94,3,"brown"
"2886","Ociad1",24,3,"brown"
"2887","Odc1",4,7,"black"
"2888","ODR4_like_gene3604",4,2,"blue"
"2889","OGA",4,13,"salmon"
"2890","Ogfr",46,4,"yellow"
"2891","Ogfrl1",6,11,"greenyellow"
"2892","Ola1",45,3,"brown"
"2893","Olfm1",196,4,"yellow"
"2894","Olig1",88,2,"blue"
"2895","Olig2",9,2,"blue"
"2896","Omg",145,3,"brown"
"2897","Opa1",23,3,"brown"
"2898","Opcml",42,4,"yellow"
"2899","Oprl1",11,1,"turquoise"
"2900","OPTN_like_gene25473",77,3,"brown"
"2901","Orai3",7,1,"turquoise"
"2902","Orc4",3,3,"brown"
"2903","Osbpl6",5,10,"purple"
"2904","Osbpl7",5,20,"royalblue"
"2905","Osbpl9",62,7,"black"
"2906","Ost4",29,2,"blue"
"2907","Ostm1",3,0,"grey"
"2908","Otub1",2,2,"blue"
"2909","Otub2",7,1,"turquoise"
"2910","Otud1",4,4,"yellow"
"2911","Otud3",56,1,"turquoise"
"2912","Otud4",165,1,"turquoise"
"2913","Oxr1",3,4,"yellow"
"2914","Oxsr1",205,1,"turquoise"
"2915","P2rx5",3,4,"yellow"
"2916","P4ha1",109,1,"turquoise"
"2917","P4hb",26,7,"black"
"2918","PABPC1L2B_like_gene25887",95,1,"turquoise"
"2919","PABPC1L2B_like_gene25888",178,1,"turquoise"
"2920","Pabpn1",5,23,"darkturquoise"
"2921","Pacrgl",15,6,"red"
"2922","Pacs1",25,0,"grey"
"2923","Pacsin1",57,0,"grey"
"2924","Pacsin2",18,5,"green"
"2925","Padi2",12,2,"blue"
"2926","Pafah1b1",31,3,"brown"
"2927","Pafah1b2",3,8,"pink"
"2928","Pafah1b3",16,2,"blue"
"2929","Paics",15,3,"brown"
"2930","Paip1",10,3,"brown"
"2931","Paip2",104,3,"brown"
"2932","Pak1",17,4,"yellow"
"2933","Pak5",61,1,"turquoise"
"2934","Palm",7,0,"grey"
"2935","Pam",4,3,"brown"
"2936","Panx1",23,1,"turquoise"
"2937","Panx2",1,34,"darkmagenta"
"2938","Papd7",124,1,"turquoise"
"2939","Papolg",46,1,"turquoise"
"2940","Papss1",44,3,"brown"
"2941","Paqr3",5,7,"black"
"2942","Paqr6",5,33,"darkolivegreen"
"2943","Pard6b",45,1,"turquoise"
"2944","Park7",31,2,"blue"
"2945","Parl",35,3,"brown"
"2946","Parn",40,2,"blue"
"2947","Pask",2,23,"darkturquoise"
"2948","Patj",36,5,"green"
"2949","Patl1",7,10,"purple"
"2950","Paxx",11,2,"blue"
"2951","Pbld",3,2,"blue"
"2952","Pbx1",22,4,"yellow"
"2953","Pbx3",3,25,"orange"
"2954","Pc",5,5,"green"
"2955","Pcbp2",29,2,"blue"
"2956","Pccb",11,3,"brown"
"2957","Pcdh1",209,4,"yellow"
"2958","Pcdh8",7,4,"yellow"
"2959","Pcdh9",10,13,"salmon"
"2960","PCDHGC4_like",8,2,"blue"
"2961","Pcgf3",41,1,"turquoise"
"2962","Pcif1",10,2,"blue"
"2963","PCM1_like",13,11,"greenyellow"
"2964","Pcmt1",27,3,"brown"
"2965","Pcnp",19,2,"blue"
"2966","PCNP_G22272",12,3,"brown"
"2967","PCNP_gene12427",3,3,"brown"
"2968","PCNP_like_G35246",13,8,"pink"
"2969","Pcnx3",13,9,"magenta"
"2970","Pcp4l1",2,5,"green"
"2971","Pcsk1n",1,0,"grey"
"2972","Pcsk2",12,31,"paleturquoise"
"2973","Pcsk5",60,2,"blue"
"2974","Pcyox1",3,7,"black"
"2975","Pdap1",3,2,"blue"
"2976","Pdcd10",54,8,"pink"
"2977","Pdcd5",7,3,"brown"
"2978","Pde10a",14,4,"yellow"
"2979","Pde1a",80,4,"yellow"
"2980","Pde1b",6,0,"grey"
"2981","PDE1C_containing",4,2,"blue"
"2982","Pde2a",210,4,"yellow"
"2983","Pde4dip",15,1,"turquoise"
"2984","Pde6d",75,3,"brown"
"2985","Pde7b",5,4,"yellow"
"2986","Pdgfb",3,1,"turquoise"
"2987","PDHA1_containing",6,0,"grey"
"2988","Pdhb",24,3,"brown"
"2989","Pdia2",27,1,"turquoise"
"2990","Pdia3",10,3,"brown"
"2991","Pdik1l",193,1,"turquoise"
"2992","Pdk3",12,17,"grey60"
"2993","Pdk4",159,1,"turquoise"
"2994","Pdlim7",66,4,"yellow"
"2995","Pdpk1",7,1,"turquoise"
"2996","Pds5a",15,1,"turquoise"
"2997","Pdxk",6,1,"turquoise"
"2998","Pdxp",5,4,"yellow"
"2999","Pdzd11",3,3,"brown"
"3000","Pdzd2",3,20,"royalblue"
"3001","Pdzd4",70,4,"yellow"
"3002","Peli1",60,4,"yellow"
"3003","Peli3",3,2,"blue"
"3004","Penk",3,0,"grey"
"3005","Per2",24,1,"turquoise"
"3006","Pet100",6,3,"brown"
"3007","Pex14",7,24,"darkgrey"
