"","gene","module_n","module_color"
"7478","Slc6a5",2,"blue"
"7479","Nell1",6,"red"
"7480","Ano5",18,"lightgreen"
"7481","Slc17a6",2,"blue"
"7482","Gas2",1,"turquoise"
"7483","Ythdf2",2,"blue"
"7484","Svip",8,"pink"
"7485","Gprc5c",8,"pink"
"7486","LOC106145221",10,"purple"
"7487","Btbd17",15,"midnightblue"
"7488","Oprd1",2,"blue"
"7489","Kif19",9,"magenta"
"7490","Ttyh2",0,"grey"
"7491","Rpl38",1,"turquoise"
"7492","Sdk2",26,"darkorange"
"7493","Cdc42ep4",1,"turquoise"
"7494","CUNH17orf80",0,"grey"
"7495","Fam104a",12,"tan"
"7496","Cog1",6,"red"
"7497","Epb41",11,"greenyellow"
"7498","Sstr2",0,"grey"
"7499","LOC110599197",5,"green"
"7500","Sox9",11,"greenyellow"
"7501","Kcnj2",3,"brown"
"7502","Kcnj16",20,"royalblue"
"7503","RALYL_like_gene18440",8,"pink"
"7504","RALYL_like_gene18441",6,"red"
"7505","Snx16",18,"lightgreen"
"7506","Zfand1",0,"grey"
"7507","Impa1",8,"pink"
"7508","Fabp4",0,"grey"
"7509","PMP2_containing",0,"grey"
"7510","Fabp5",1,"turquoise"
"7511","Pag1",4,"yellow"
"7512","Znf704",5,"green"
"7513","Zbtb10",4,"yellow"
"7514","Srsf4",7,"black"
"7515","Tpd52",0,"grey"
"7516","Mrps28",1,"turquoise"
"7517","Sgsm1",6,"red"
"7518","Kiaa1671",28,"skyblue"
"7519","Grk3",0,"grey"
"7520","Mecr",0,"grey"
"7521","Sez6l",2,"blue"
"7522","Asphd2",0,"grey"
"7523","Hps4",12,"tan"
"7524","Srrd",1,"turquoise"
"7525","Tfip11",2,"blue"
"7526","Tpst2",7,"black"
"7527","Ptpru",0,"grey"
"7528","MIAT_containing",20,"royalblue"
"7529","Mn1",6,"red"
"7530","Pitpnb",23,"darkturquoise"
"7531","Ttc28",25,"orange"
"7532","Hscb",0,"grey"
"7533","Ccdc117",3,"brown"
"7534","Xbp1",3,"brown"
"7535","Znrf3",5,"green"
"7536","Kremen1",4,"yellow"
"7537","Emid1",0,"grey"
"7538","Rhbdd3",10,"purple"
"7539","Ewsr1",10,"purple"
"7540","Gas2l1",15,"midnightblue"
"7541","Rasl10a",1,"turquoise"
"7542","Ap1b1",6,"red"
"7543","LOC110599207",1,"turquoise"
"7544","Laptm5",9,"magenta"
"7545","Nefh",0,"grey"
"7546","Thoc5",1,"turquoise"
"7547","Nipsnap1",1,"turquoise"
"7548","Nf2",16,"lightcyan"
"7549","Cabp7",0,"grey"
"7550","Zmat5",1,"turquoise"
"7551","UQCR10",1,"turquoise"
"7552","Ascc2",15,"midnightblue"
"7553","Mtmr3",5,"green"
"7554","Dcbld1",0,"grey"
"7555","Gopc",17,"grey60"
"7556","Nus1",2,"blue"
"7557","Slc35f1",2,"blue"
"7558","Cep85l",5,"green"
"7559","Mcm9",0,"grey"
"7560","Asf1a",0,"grey"
"7561","Fam184a",5,"green"
"7562","Man1a1",14,"cyan"
"7563","Sdc3",26,"darkorange"
"7564","GJA1",20,"royalblue"
"7565","ZNF699_like_gene18534",5,"green"
"7566","Znf177",0,"grey"
"7567","ZNF561_containing_gene18537",5,"green"
"7568","ZNF266_containing",5,"green"
"7569","Pum1",2,"blue"
"7570","ZNF561_containing_gene18541",4,"yellow"
"7571","ZNF426_containing",3,"brown"
"7572","LOC101977679",4,"yellow"
"7573","Fbxl12",3,"brown"
"7574","Ubl5",1,"turquoise"
"7575","Pin1",1,"turquoise"
"7576","Olfm2",0,"grey"
"7577","Col5a3",0,"grey"
"7578","Nkain1",6,"red"
"7579","CUNH19orf66",1,"turquoise"
"7580","Angptl6",1,"turquoise"
"7581","PPAN-P2RY11_like",15,"midnightblue"
"7582","Eif3g",1,"turquoise"
"7583","Dnmt1",4,"yellow"
"7584","Snrnp40",1,"turquoise"
"7585","S1pr2",0,"grey"
"7586","Mrpl4",1,"turquoise"
"7587","Icam1",12,"tan"
"7588","FDX2",1,"turquoise"
"7589","Raver1",0,"grey"
"7590","Tyk2",20,"royalblue"
"7591","Cdc37",1,"turquoise"
"7592","Pde4a",6,"red"
"7593","Keap1",1,"turquoise"
"7594","S1pr5",1,"turquoise"
"7595","Atg4d",3,"brown"
"7596","Kri1",1,"turquoise"
"7597","Cdkn2d",1,"turquoise"
"7598","Slc44a2",10,"purple"
"7599","Zcchc17",12,"tan"
"7600","Ilf3",2,"blue"
"7601","Qtrt1",1,"turquoise"
"7602","Dnm2",10,"purple"
"7603","Tmed1",1,"turquoise"
"7604","Carm1",1,"turquoise"
"7605","Yipf2",0,"grey"
"7606","Timm29",12,"tan"
"7607","Smarca4",6,"red"
"7608","Fabp3",1,"turquoise"
"7609","Ldlr",7,"black"
"7610","Kank2",0,"grey"
"7611","Dock6",10,"purple"
"7612","Rab3d",0,"grey"
"7613","Tmem205",1,"turquoise"
"7614","Ccdc159",10,"purple"
"7615","Plppr2",6,"red"
"7616","Dars",1,"turquoise"
"7617","Swsap1",2,"blue"
"7618","Rgl3",1,"turquoise"
"7619","Ccdc151",1,"turquoise"
"7620","Prkcsh",1,"turquoise"
"7621","Elavl3",2,"blue"
"7622","Znf653",28,"skyblue"
"7623","Ecsit",1,"turquoise"
"7624","Cnn1",1,"turquoise"
"7625","Elof1",0,"grey"
"7626","Acp5",7,"black"
"7627","ZNF791_like_gene18612",4,"yellow"
"7628","ZNF709_containing_gene18613",4,"yellow"
"7629","ZNF709_containing_gene18614",4,"yellow"
"7630","Man2b1",10,"purple"
"7631","Wdr83os",0,"grey"
"7632","Wdr83",0,"grey"
"7633","Dhps",1,"turquoise"
"7634","Fbxw9",1,"turquoise"
"7635","Tnpo2",6,"red"
"7636","Trir",1,"turquoise"
"7637","Asna1",1,"turquoise"
"7638","Hook2",10,"purple"
"7639","Junb",1,"turquoise"
"7640","Prdx2",1,"turquoise"
"7641","Rnaseh2a",1,"turquoise"
"7642","Mast1",6,"red"
"7643","Dnase2",9,"magenta"
"7644","Gcdh",12,"tan"
"7645","Farsa",1,"turquoise"
"7646","Tinagl1",7,"black"
"7647","Calr",15,"midnightblue"
"7648","Rad23a",6,"red"
"7649","Gadd45gip1",0,"grey"
"7650","Nfix",25,"orange"
"7651","Lyl1",0,"grey"
"7652","Trmt1",1,"turquoise"
"7653","Nacc1",8,"pink"
"7654","Stx10",15,"midnightblue"
"7655","Ier2",1,"turquoise"
"7656","Hcrtr1",0,"grey"
"7657","Cacna1a",26,"darkorange"
"7658","CACNA1A_containing",5,"green"
"7659","Ccdc130",6,"red"
"7660","Mri1",3,"brown"
"7661","CUNH19orf53",1,"turquoise"
"7662","Zswim4",3,"brown"
"7663","Nanos3",1,"turquoise"
"7664","Cc2d1a",1,"turquoise"
"7665","Pef1",0,"grey"
"7666","Dcaf15",7,"black"
"7667","Rfx1",3,"brown"
"7668","Il27ra",10,"purple"
"7669","Palm3",9,"magenta"
"7670","Samd1",7,"black"
"7671","Prkaca",6,"red"
"7672","Col16a1",10,"purple"
"7673","Adgrl1",2,"blue"
"7674","Adgre5",0,"grey"
"7675","Ddx39a",1,"turquoise"
"7676","Pkn1",1,"turquoise"
"7677","Gipc1",1,"turquoise"
"7678","Dnajb1",7,"black"
"7679","Adgrb2",1,"turquoise"
"7680","Tecr",1,"turquoise"
"7681","Ndufb7",1,"turquoise"
"7682","Znf333",9,"magenta"
"7683","Spocd1",10,"purple"
"7684","Mcm6",1,"turquoise"
"7685","Ptp4a2",2,"blue"
"7686","Tmem132c",13,"salmon"
"7687","Slc15a4",7,"black"
"7688","Glt1d1",1,"turquoise"
"7689","Khdrbs1",1,"turquoise"
"7690","Tmem132d",2,"blue"
"7691","Fzd10",0,"grey"
"7692","Rimbp2",25,"orange"
"7693","Stx2",13,"salmon"
"7694","Ran",0,"grey"
"7695","Adgrd1",3,"brown"
"7696","Sfswap",1,"turquoise"
"7697","Mmp17",0,"grey"
"7698","Tmem39b",9,"magenta"
"7699","Ulk1",0,"grey"
"7700","Pus1",1,"turquoise"
"7701","Ep400",25,"orange"
"7702","Ddx51",15,"midnightblue"
"7703","Noc4l",1,"turquoise"
"7704","Galnt9",1,"turquoise"
"7705","Fbrsl1",0,"grey"
"7706","Pole",8,"pink"
"7707","Kpna6",8,"pink"
"7708","Pxmp2",1,"turquoise"
"7709","Ankle2",8,"pink"
"7710","Golga3",5,"green"
"7711","Chfr",3,"brown"
"7712","Znf605",4,"yellow"
"7713","Znf26",12,"tan"
"7714","Znf84",4,"yellow"
"7715","Znf140",3,"brown"
"7716","Txlna",4,"yellow"
"7717","Znf10",5,"green"
"7718","Ccdc28b",3,"brown"
"7719","Iqcc",0,"grey"
"7720","Tbc1d8",14,"cyan"
"7721","Rpl31",1,"turquoise"
"7722","Npas2",3,"brown"
"7723","Pdcl3",9,"magenta"
"7724","Dcdc2b",0,"grey"
"7725","Chst10",1,"turquoise"
"7726","Lonrf2",24,"darkgrey"
"7727","Aff3",2,"blue"
"7728","Rev1",13,"salmon"
"7729","Eif5b",19,"lightyellow"
"7730","Txndc9",1,"turquoise"
"7731","Mrpl30",1,"turquoise"
"7732","Mitd1",3,"brown"
"7733","Tmem234",12,"tan"
"7734","Lipt1",3,"brown"
"7735","Ech1",1,"turquoise"
"7736","Hnrnpl",1,"turquoise"
"7737","Eif3i",1,"turquoise"
"7738","Sirt2",1,"turquoise"
"7739","Nfkbib",1,"turquoise"
"7740","Ccer2",10,"purple"
"7741","Sars2",10,"purple"
"7742","Mrps12",0,"grey"
"7743","Fbxo27",15,"midnightblue"
"7744","Pak4",0,"grey"
"7745","MTMR9LP_containing",1,"turquoise"
"7746","Lrfn1",0,"grey"
"7747","Samd4b",11,"greenyellow"
"7748","Paf1",1,"turquoise"
"7749","Med29",1,"turquoise"
"7750","Zfp36",0,"grey"
"7751","Plekhg2",10,"purple"
"7752","Rps16",1,"turquoise"
"7753","Supt5h",6,"red"
"7754","Timm50",1,"turquoise"
"7755","Eid2b",25,"orange"
"7756","Eid2",23,"darkturquoise"
"7757","Dyrk1b",3,"brown"
"7758","Fbl",12,"tan"
"7759","Psmc4",1,"turquoise"
"7760","Znf546",5,"green"
"7761","Map3k10",7,"black"
"7762","Ttc9b",15,"midnightblue"
"7763","Hdac1",7,"black"
"7764","Akt2",7,"black"
"7765","CUNH19orf47",0,"grey"
"7766","Pld3",6,"red"
"7767","Prx",9,"magenta"
"7768","Sertad1",0,"grey"
"7769","Sertad3",3,"brown"
"7770","Blvrb",1,"turquoise"
"7771","Sptbn4",0,"grey"
"7772","Marcksl1",1,"turquoise"
"7773","Shkbp1",0,"grey"
"7774","Ltbp4",10,"purple"
"7775","Numbl",12,"tan"
"7776","Coq8b",1,"turquoise"
"7777","Itpkc",3,"brown"
"7778","CUNH19orf54",0,"grey"
"7779","Snrpa",0,"grey"
"7780","Rab4b",1,"turquoise"
"7781","Egln2",15,"midnightblue"
"7782","CYP2S1_like",6,"red"
"7783","Axl",20,"royalblue"
"7784","Hnrnpul1",1,"turquoise"
"7785","Ccdc97",9,"magenta"
"7786","Tgfb1",15,"midnightblue"
"7787","Exosc5",1,"turquoise"
"7788","Bckdha",1,"turquoise"
"7789","Dmac2",1,"turquoise"
"7790","Mad2l1",0,"grey"
"7791","Bsdc1",6,"red"
"7792","Prdm5",0,"grey"
"7793","Ndnf",14,"cyan"
"7794","Qrfpr",0,"grey"
"7795","Anxa5",1,"turquoise"
"7796","Exosc9",1,"turquoise"
"7797","Bbs7",3,"brown"
"7798","Trpc3",0,"grey"
"7799","Kiaa1109",5,"green"
"7800","LOC101968474",1,"turquoise"
"7801","Bbs12",3,"brown"
"7802","Fgf2",4,"yellow"
"7803","Nudt6",1,"turquoise"
"7804","FGF2_containing",3,"brown"
"7805","Spata5",17,"grey60"
"7806","Spry1",1,"turquoise"
"7807","Ankrd50",2,"blue"
"7808","Fat4",5,"green"
"7809","Atl2",4,"yellow"
"7810","CYP1B1_containing",14,"cyan"
"7811","Rmdn2",20,"royalblue"
"7812","Cdc42ep3",4,"yellow"
"7813","Qpct",1,"turquoise"
"7814","Prkd3",4,"yellow"
"7815","Ndufaf7",8,"pink"
"7816","Cebpz",17,"grey60"
"7817","Cebpzos",1,"turquoise"
"7818","Eif2ak2",0,"grey"
"7819","Gpatch11",1,"turquoise"
"7820","Heatr5b",2,"blue"
"7821","HEATR5B_like",0,"grey"
"7822","Strn",5,"green"
"7823","Zbtb8os",23,"darkturquoise"
"7824","Vit",7,"black"
"7825","Fez2",19,"lightyellow"
"7826","Crim1",8,"pink"
"7827","IGFL4_containing",0,"grey"
"7828","Rbbp4",17,"grey60"
"7829","Hif3a",7,"black"
"7830","PPP5C",6,"red"
"7831","Pnma8a",2,"blue"
"7832","LOC110599260",6,"red"
"7833","Ccdc8",7,"black"
"7834","Calm3",1,"turquoise"
"7835","Sync",0,"grey"
"7836","Dact3",9,"magenta"
"7837","Prkd2",10,"purple"
"7838","Strn4",9,"magenta"
"7839","Fkrp",1,"turquoise"
"7840","Arhgap35",2,"blue"
"7841","Npas1",7,"black"
"7842","Tmem160",1,"turquoise"
"7843","Kiaa1522",16,"lightcyan"
"7844","Zc3h4",0,"grey"
"7845","Sae1",2,"blue"
"7846","Ccdc9",15,"midnightblue"
"7847","Dhx34",10,"purple"
"7848","Meis3",15,"midnightblue"
"7849","Slc8a2",1,"turquoise"
"7850","Kptn",1,"turquoise"
"7851","COX7C_like",1,"turquoise"
"7852","Ubxn4",8,"pink"
"7853","Yars",1,"turquoise"
"7854","Napa",1,"turquoise"
"7855","Bicra",21,"darkred"
"7856","Ehd2",9,"magenta"
"7857","Nop53",1,"turquoise"
"7858","Selenow",1,"turquoise"
"7859","S100pbp",12,"tan"
"7860","LOC101962223",7,"black"
"7861","Fndc5",6,"red"
"7862","Hpca",6,"red"
"7863","Lig1",1,"turquoise"
"7864","ZSWIM9_containing",3,"brown"
"7865","Ccdc114",14,"cyan"
"7866","Emp3",1,"turquoise"
"7867","Tmem143",6,"red"
"7868","Kdelr1",0,"grey"
"7869","Grin2d",16,"lightcyan"
"7870","Grwd1",0,"grey"
"7871","Kcnj14",7,"black"
"7872","Cyth2",0,"grey"
"7873","Lmtk3",6,"red"
"7874","Sult2b1",1,"turquoise"
"7875","Rpl18",1,"turquoise"
"7876","Sphk2",9,"magenta"
"7877","Dbp",1,"turquoise"
"7878","Ca11",9,"magenta"
"7879","Rnf19b",1,"turquoise"
"7880","Mamstr",15,"midnightblue"
"7881","Rasip1",9,"magenta"
"7882","RASIP1_containing_gene19067",10,"purple"
"7883","LOC101976094",26,"darkorange"
"7884","Ak2",7,"black"
"7885","Bcat2",9,"magenta"
"7886","Plekha4",9,"magenta"
"7887","Ppp1r15a",1,"turquoise"
"7888","Nucb1",6,"red"
"7889","Dhdh",9,"magenta"
"7890","Bax",12,"tan"
"7891","Ftl",1,"turquoise"
"7892","Gys1",7,"black"
"7893","Ruvbl2",0,"grey"
"7894","Snrnp70",10,"purple"
"7895","Lin7b",1,"turquoise"
"7896","Azin2",1,"turquoise"
"7897","Ppfia3",10,"purple"
"7898","Trpm4",10,"purple"
"7899","FUNDC2_gene19096",19,"lightyellow"
"7900","R3hdm1",20,"royalblue"
"7901","Tead2",7,"black"
"7902","Slc17a7",24,"darkgrey"
"7903","Pih1d1",1,"turquoise"
"7904","Aldh16a1",0,"grey"
"7905","Flt3lg",10,"purple"
"7906","Rpl13a",1,"turquoise"
"7907","Trim62",28,"skyblue"
"7908","Rps11",1,"turquoise"
"7909","Fcgrt",1,"turquoise"
"7910","Rcn3",1,"turquoise"
"7911","Nosip",1,"turquoise"
"7912","Prr12",16,"lightcyan"
"7913","Rras",9,"magenta"
"7914","Scaf1",1,"turquoise"
"7915","Irf3",9,"magenta"
"7916","Bcl2l12",0,"grey"
"7917","Znf362",10,"purple"
"7918","Prmt1",1,"turquoise"
"7919","Cpt1c",10,"purple"
"7920","Ap2a1",6,"red"
"7921","Fuz",10,"purple"
"7922","Med25",1,"turquoise"
"7923","Ptov1",1,"turquoise"
"7924","Pnkp",9,"magenta"
"7925","Akt1s1",9,"magenta"
"7926","Tbc1d17",1,"turquoise"
"7927","Nup62",2,"blue"
"7928","Atf5",0,"grey"
"7929","Fbxl7",14,"cyan"
"7930","Phc2",9,"magenta"
"7931","Ankh",13,"salmon"
"7932","Otulin",7,"black"
"7933","Trio",4,"yellow"
"7934","Dnah5",14,"cyan"
"7935","Pros1",10,"purple"
"7936","Arl13b",4,"yellow"
"7937","Nsun3",0,"grey"
"7938","Epha6",2,"blue"
"7939","Arl6",17,"grey60"
"7940","Crybg3",4,"yellow"
"7941","Riox2",7,"black"
"7942","Zscan20",3,"brown"
"7943","Rgcc",7,"black"
"7944","Naa16",4,"yellow"
"7945","Mtrf1",0,"grey"
"7946","KBTBD7",4,"yellow"
"7947","Csmd2",4,"yellow"
"7948","Wbp4",1,"turquoise"
"7949","Elf1",4,"yellow"
"7950","Sugt1",17,"grey60"
"7951","Pcdh8",16,"lightcyan"
"7952","CUNH12orf43",7,"black"
"7953","Sppl3",6,"red"
"7954","Acads",1,"turquoise"
"7955","Unc119b",4,"yellow"
"7956","Mlec",4,"yellow"
"7957","Cabp1",1,"turquoise"
"7958","LOC110599272",6,"red"
"7959","Pop5",0,"grey"
"7960","Rnf10",12,"tan"
"7961","Coq5",2,"blue"
"7962","Dynll1",3,"brown"
"7963","Srsf9",1,"turquoise"
"7964","Gatc",1,"turquoise"
"7965","Triap1",12,"tan"
"7966","COX6A1",1,"turquoise"
"7967","Msi1",10,"purple"
"7968","Pxn",10,"purple"
"7969","LOC110599274",21,"darkred"
"7970","Rplp0",1,"turquoise"
"7971","Gcn1",11,"greenyellow"
"7972","Rab35",12,"tan"
"7973","Bicdl1",14,"cyan"
"7974","Cit",5,"green"
"7975","Prkab1",0,"grey"
"7976","LOC101965479",15,"midnightblue"
"7977","Srrm4",16,"lightcyan"
"7978","Suds3",16,"lightcyan"
"7979","Taok3",4,"yellow"
"7980","Pebp1",1,"turquoise"
"7981","Trafd1",11,"greenyellow"
"7982","Hectd4",5,"green"
"7983","Rpl6",1,"turquoise"
"7984","Ptpn11",2,"blue"
"7985","Rph3a",2,"blue"
"7986","Dtx1",0,"grey"
"7987","Rasal1",10,"purple"
"7988","Cfap73",14,"cyan"
"7989","Gja4",1,"turquoise"
"7990","Ddx54",1,"turquoise"
"7991","Rita1",1,"turquoise"
"7992","Iqcd",14,"cyan"
"7993","Tpcn1",10,"purple"
"7994","Slc8b1",10,"purple"
"7995","Plbd2",6,"red"
"7996","Sds",9,"magenta"
"7997","Sdsl",1,"turquoise"
"7998","Lhx5",0,"grey"
"7999","Smim12",1,"turquoise"
"8000","Cacna1b",25,"orange"
"8001","Ehmt1",4,"yellow"
"8002","Arrdc1",0,"grey"
"8003","Zmynd19",12,"tan"
"8004","Dlgap3",28,"skyblue"
"8005","Dph7",1,"turquoise"
"8006","Mrpl41",0,"grey"
"8007","Pnpla7",10,"purple"
"8008","Nsmf",1,"turquoise"
"8009","Nrarp",3,"brown"
"8010","Tor4a",3,"brown"
"8011","Nelfb",1,"turquoise"
"8012","Tubb4b",1,"turquoise"
"8013","Rnf208",1,"turquoise"
"8014","Ndor1",1,"turquoise"
"8015","Tmem203",1,"turquoise"
"8016","Tprn",3,"brown"
"8017","Ssna1",0,"grey"
"8018","Zmym6",7,"black"
"8019","Anapc2",0,"grey"
"8020","Grin1",6,"red"
"8021","Man1b1",0,"grey"
"8022","Dpp7",1,"turquoise"
"8023","Uap1l1",3,"brown"
"8024","Entpd2",7,"black"
"8025","Npdc1",1,"turquoise"
"8026","Zmym1",8,"pink"
"8027","Abca2",10,"purple"
"8028","Paxx",1,"turquoise"
"8029","Ptgds",27,"white"
"8030","Fbxw5",1,"turquoise"
"8031","Traf2",7,"black"
"8032","Sfpq",4,"yellow"
"8033","Edf1",1,"turquoise"
"8034","AJM1_containing",7,"black"
"8035","Phpt1",1,"turquoise"
"8036","Rabl6",10,"purple"
"8037","CCDC183_like",9,"magenta"
"8038","Lcn15",1,"turquoise"
"8039","Fam69b",1,"turquoise"
"8040","Agpat2",0,"grey"
"8041","Egfl7",1,"turquoise"
"8042","Notch1",10,"purple"
"8043","Sec16a",16,"lightcyan"
"8044","Inpp5e",7,"black"
"8045","Pmpca",8,"pink"
"8046","Sdccag3",1,"turquoise"
"8047","Snapc4",10,"purple"
"8048","Card9",7,"black"
"8049","Dnlz",1,"turquoise"
"8050","Gpsm1",10,"purple"
"8051","Qsox2",2,"blue"
"8052","Lhx3",1,"turquoise"
"8053","Tmem250",1,"turquoise"
"8054","Nacc2",10,"purple"
"8055","Ubac1",1,"turquoise"
"8056","Zmym4",18,"lightgreen"
"8057","Camsap1",2,"blue"
"8058","Kcnt1",10,"purple"
"8059","Mrps2",0,"grey"
"8060","CUNH9orf116",1,"turquoise"
"8061","Kiaa0319l",2,"blue"
"8062","Ppp1r26",0,"grey"
"8063","Olfm1",0,"grey"
"8064","Col5a1",20,"royalblue"
"8065","Rxra",3,"brown"
"8066","Wdr5",12,"tan"
"8067","Brd3",4,"yellow"
"8068","Vav2",10,"purple"
"8069","Sardh",0,"grey"
"8070","Dbh",24,"darkgrey"
"8071","Fam163b",1,"turquoise"
"8072","Adamtsl2",10,"purple"
"8073","Slc2a6",1,"turquoise"
"8074","Cacfd1",0,"grey"
"8075","Rexo4",3,"brown"
"8076","Ncdn",6,"red"
"8077","Surf4",0,"grey"
"8078","Surf2",1,"turquoise"
"8079","SURF1_like",1,"turquoise"
"8080","Rpl7a",1,"turquoise"
"8081","Med22",3,"brown"
"8082","Surf6",1,"turquoise"
"8083","LOC101960809",9,"magenta"
"8084","Lama1",13,"salmon"
"8085","Ptprm",13,"salmon"
"8086","Rab12",8,"pink"
"8087","Psmb2",1,"turquoise"
"8088","Mtcl1",16,"lightcyan"
"8089","Ndufv2",1,"turquoise"
"8090","Ankrd12",4,"yellow"
"8091","Nrsn1",1,"turquoise"
"8092","Mrs2",0,"grey"
"8093","Gpld1",10,"purple"
"8094","Aldh5a1",0,"grey"
"8095","Acot13",1,"turquoise"
"8096","CUNH6orf62",11,"greenyellow"
"8097","CUNH1orf216",0,"grey"
"8098","Gmnn",1,"turquoise"
"8099","Ripor2",2,"blue"
"8100","Carmil1",10,"purple"
"8101","Trim38",1,"turquoise"
"8102","Ago4",5,"green"
"8103","HIST1H1C_containing",13,"salmon"
"8104","HIST1H2BC_containing",15,"midnightblue"
"8105","HIST1H1E",13,"salmon"
"8106","LOC101975916",1,"turquoise"
"8107","AGO1_like",16,"lightcyan"
"8108","LOC101978141",1,"turquoise"
"8109","HIST1H1E_containing",8,"pink"
"8110","AGO3_gene1944",5,"green"
"8111","Btn3a3",6,"red"
"8112","BTN2A1_like",12,"tan"
"8113","BTN1A1_like",1,"turquoise"
"8114","Adprhl2",1,"turquoise"
"8115","Abt1",12,"tan"
"8116","Col8a2",14,"cyan"
"8117","Znf322",17,"grey60"
"8118","Trappc3",1,"turquoise"
"8119","Map7d1",7,"black"
"8120","Rab3gap1",2,"blue"
"8121","Thrap3",5,"green"
"8122","ZNF391_containing",7,"black"
"8123","Eva1b",1,"turquoise"
"8124","LOC110599302",1,"turquoise"
"8125","Znf184",8,"pink"
"8126","Stk40",3,"brown"
"8127","Lsm10",1,"turquoise"
"8128","Oscp1",24,"darkgrey"
"8129","Mrps15",1,"turquoise"
"8130","Csf3r",7,"black"
"8131","ZNF56_containing_gene19573",11,"greenyellow"
"8132","Dlgap1",2,"blue"
"8133","Tgif1",10,"purple"
"8134","MYL12B",1,"turquoise"
"8135","MYL12A_gene19579",1,"turquoise"
"8136","Grik3",2,"blue"
"8137","Lpin2",2,"blue"
"8138","Emilin2",7,"black"
"8139","Smchd1",4,"yellow"
"8140","Mettl4",3,"brown"
"8141","RBX1_gene19589",1,"turquoise"
"8142","Adcyap1",24,"darkgrey"
"8143","Dph6",0,"grey"
"8144","Znf770",4,"yellow"
"8145","Aqr",2,"blue"
"8146","Actc1",1,"turquoise"
"8147","Gjd2",24,"darkgrey"
"8148","Zc3h12a",3,"brown"
"8149","Scg5",1,"turquoise"
"8150","Fmn1",26,"darkorange"
"8151","Ryr3",11,"greenyellow"
"8152","Aven",0,"grey"
"8153","Emc7",1,"turquoise"
"8154","Katnbl1",4,"yellow"
"8155","Meaf6",2,"blue"
"8156","Emc4",0,"grey"
"8157","Slc12a6",2,"blue"
"8158","Nop10",1,"turquoise"
"8159","Lpcat4",1,"turquoise"
"8160","Snip1",4,"yellow"
"8161","Gnl2",1,"turquoise"
"8162","Cwc15",1,"turquoise"
"8163","Amotl1",4,"yellow"
"8164","Piwil4",1,"turquoise"
"8165","Fut4",3,"brown"
"8166","Ankrd49",3,"brown"
"8167","Mre11",0,"grey"
"8168","CUNH1orf109",3,"brown"
"8169","Gpr83",2,"blue"
"8170","Panx1",4,"yellow"
"8171","Med17",12,"tan"
"8172","CUNH11orf54",13,"salmon"
"8173","Taf1d",4,"yellow"
"8174","Cep295",5,"green"
"8175","Slc36a4",2,"blue"
"8176","Fat3",11,"greenyellow"
"8177","Epha10",0,"grey"
"8178","Stmn4",9,"magenta"
"8179","Trim35",3,"brown"
"8180","Ptk2b",7,"black"
"8181","Chrna2",6,"red"
"8182","Ephx2",10,"purple"
"8183","EPHA10_like",16,"lightcyan"
"8184","Adam2",5,"green"
"8185","Clu",9,"magenta"
"8186","Scara3",27,"white"
"8187","Ccdc25",1,"turquoise"
"8188","Scara5",3,"brown"
"8189","Nuggc",0,"grey"
"8190","Elp3",6,"red"
"8191","Maneal",2,"blue"
"8192","Pnoc",1,"turquoise"
"8193","Znf395",16,"lightcyan"
"8194","Fbxo16",0,"grey"
"8195","Fzd3",4,"yellow"
"8196","LOC110599382",18,"lightgreen"
"8197","Extl3",16,"lightcyan"
"8198","Ints9",0,"grey"
"8199","Hmbox1",5,"green"
"8200","Yrdc",1,"turquoise"
"8201","Kif13b",4,"yellow"
"8202","OGA",5,"green"
"8203","LINC00599_containing",7,"black"
"8204","Msra",1,"turquoise"
"8205","CUNH1orf122",1,"turquoise"
"8206","Sox7",3,"brown"
"8207","Pinx1",12,"tan"
"8208","Mtmr9",2,"blue"
"8209","Fam167a",0,"grey"
"8210","Mtf1",4,"yellow"
"8211","Sdad1",2,"blue"
"8212","Nup54",3,"brown"
"8213","Scarb2",13,"salmon"
"8214","Fam47e",6,"red"
"8215","Shroom3",2,"blue"
"8216","Sowahb",2,"blue"
"8217","Sept11",11,"greenyellow"
"8218","Ccni",1,"turquoise"
"8219","Ccng2",3,"brown"
"8220","Cnot6l",4,"yellow"
"8221","Inpp5b",3,"brown"
"8222","Mrpl1",1,"turquoise"
"8223","Fras1",14,"cyan"
"8224","Anxa3",0,"grey"
"8225","Bmp2k",5,"green"
"8226","Paqr3",2,"blue"
"8227","Sf3a3",12,"tan"
"8228","Fhl3",1,"turquoise"
"8229","Aspa",3,"brown"
"8230","Trpv3",11,"greenyellow"
"8231","Trpv1",10,"purple"
"8232","Shpk",1,"turquoise"
"8233","Ctns",0,"grey"
"8234","Tax1bp3",3,"brown"
"8235","Emc6",0,"grey"
"8236","Utp11",12,"tan"
"8237","P2rx5",0,"grey"
"8238","Itgae",0,"grey"
"8239","Ncbp3",4,"yellow"
"8240","Camkk1",6,"red"
"8241","Atp2a3",0,"grey"
"8242","Zzef1",5,"green"
"8243","CYB5D2_containing",2,"blue"
"8244","Ankfy1",5,"green"
"8245","Spns2",25,"orange"
"8246","Mybbp1a",0,"grey"
"8247","Ccnt2",4,"yellow"
"8248","Slc13a5",0,"grey"
"8249","Med31",3,"brown"
"8250","Txndc17",1,"turquoise"
"8251","Kiaa0753",3,"brown"
