"","gene","n","module_n","module_color"
"261","Arv1",6,0,"grey"
"262","Asah2",61,2,"blue"
"263","Asap1",30,8,"pink"
"264","Asb1",7,8,"pink"
"265","Ascc1",7,1,"turquoise"
"266","Ash1l",44,2,"blue"
"267","Asna1",249,1,"turquoise"
"268","Asns",33,1,"turquoise"
"269","Asnsd1",12,3,"brown"
"270","Aspscr1",16,1,"turquoise"
"271","Aste1",12,4,"yellow"
"272","Asxl2",102,4,"yellow"
"273","Asxl3",10,2,"blue"
"274","Atad2b",65,4,"yellow"
"275","ATAD2B",4,11,"greenyellow"
"276","ATAD3A_like",7,1,"turquoise"
"277","Atcay",15,6,"red"
"278","Ate1",4,2,"blue"
"279","Atf1",16,4,"yellow"
"280","Atf2",72,2,"blue"
"281","ATF6_containing",43,8,"pink"
"282","Atf7",30,11,"greenyellow"
"283","Atg13",16,2,"blue"
"284","Atg14",14,4,"yellow"
"285","Atg2b",24,5,"green"
"286","Atg3",6,1,"turquoise"
"287","Atg4d",7,3,"brown"
"288","Atic",63,1,"turquoise"
"289","Atl1",30,8,"pink"
"290","Atox1",17,1,"turquoise"
"291","Atp11a",3,4,"yellow"
"292","Atp11b",18,2,"blue"
"293","Atp13a4",36,11,"greenyellow"
"294","Atp1a1",81,6,"red"
"295","ATP1A2_like",2,5,"green"
"296","Atp1a3",12,6,"red"
"297","Atp1b1",13,6,"red"
"298","Atp2a2",70,2,"blue"
"299","Atp2b1",15,2,"blue"
"300","Atp2b2",39,2,"blue"
"301","Atp2b3",4,2,"blue"
"302","Atp2b4",58,2,"blue"
"303","Atp5a1",97,1,"turquoise"
"304","Atp5b",255,1,"turquoise"
"305","Atp5c1",303,1,"turquoise"
"306","Atp5d",54,1,"turquoise"
"307","Atp5e",14,1,"turquoise"
"308","Atp5f1",206,1,"turquoise"
"309","Atp5g1",74,1,"turquoise"
"310","Atp5g2",11,1,"turquoise"
"311","Atp5g3",211,1,"turquoise"
"312","Atp5h",142,1,"turquoise"
"313","Atp5i",42,1,"turquoise"
"314","Atp5j",11,1,"turquoise"
"315","Atp5j2",56,1,"turquoise"
"316","Atp5l",16,1,"turquoise"
"317","Atp5o",321,1,"turquoise"
"318","Atp6ap1",149,6,"red"
"319","Atp6ap2",38,6,"red"
"320","Atp6v0a1",71,6,"red"
"321","Atp6v0a2",3,17,"grey60"
"322","Atp6v0b",74,0,"grey"
"323","Atp6v0c",106,0,"grey"
"324","Atp6v0d1",246,1,"turquoise"
"325","Atp6v0e1",16,1,"turquoise"
"326","Atp6v0e2",203,6,"red"
"327","Atp6v1a",135,8,"pink"
"328","Atp6v1b2",78,2,"blue"
"329","Atp6v1c1",47,8,"pink"
"330","Atp6v1d",45,8,"pink"
"331","ATP6V1D_like",10,1,"turquoise"
"332","Atp6v1e1",180,1,"turquoise"
"333","Atp6v1f",12,1,"turquoise"
"334","Atp6v1g1",1,12,"tan"
"335","Atp6v1g2",10,6,"red"
"336","Atp6v1h",155,1,"turquoise"
"337","Atp7a",16,5,"green"
"338","Atp8a1",26,2,"blue"
"339","Atp8a2",52,2,"blue"
"340","Atpif1",19,1,"turquoise"
"341","Atr",4,11,"greenyellow"
"342","Atraid",59,1,"turquoise"
"343","ATRN",139,2,"blue"
"344","Atrnl1",40,2,"blue"
"345","Atrx",77,2,"blue"
"346","Atxn10",68,1,"turquoise"
"347","Atxn1l",58,4,"yellow"
"348","Atxn7",3,5,"green"
"349","Atxn7l1",5,16,"lightcyan"
"350","Atxn7l2",6,7,"black"
"351","Auh",6,1,"turquoise"
"352","Aup1",4,15,"midnightblue"
"353","Aurkaip1",234,1,"turquoise"
"354","AUTS2_like",3,2,"blue"
"355","Avl9",142,2,"blue"
"356","Azin2",161,1,"turquoise"
"357","B3galnt2",173,3,"brown"
"358","B3galt4",47,1,"turquoise"
"359","B3galt5",39,2,"blue"
"360","B3gat3",9,1,"turquoise"
"361","B3gnt7",4,1,"turquoise"
"362","B4galt6",125,2,"blue"
"363","B4gat1",21,6,"red"
"364","Babam1",8,1,"turquoise"
"365","Babam2",13,0,"grey"
"366","Bad",76,1,"turquoise"
"367","Bag1",258,1,"turquoise"
"368","Bag4",28,2,"blue"
"369","Bag6",132,6,"red"
"370","Baiap2l1",7,14,"cyan"
"371","Banp",96,3,"brown"
"372","Baz1b",41,2,"blue"
"373","Baz2b",4,5,"green"
"374","Bbip1",16,1,"turquoise"
"375","Bbs1",234,11,"greenyellow"
"376","Bbs4",4,1,"turquoise"
"377","Bbx",49,5,"green"
"378","Bcap29",3,2,"blue"
"379","Bcap31",72,1,"turquoise"
"380","Bcar3",8,14,"cyan"
"381","Bcas3",137,6,"red"
"382","Bcat1",137,2,"blue"
"383","BCAT1",107,2,"blue"
"384","Bccip",6,1,"turquoise"
"385","Bckdha",56,1,"turquoise"
"386","Bckdk",40,1,"turquoise"
"387","Bcl2l1",5,1,"turquoise"
"388","Bcl2l11",82,3,"brown"
"389","Bcl7c",65,1,"turquoise"
"390","Bcl9",16,11,"greenyellow"
"391","Bclaf1",14,8,"pink"
"392","Bcorl1",36,4,"yellow"
"393","Bcr",4,4,"yellow"
"394","Bdp1",55,4,"yellow"
"395","Becn1",37,1,"turquoise"
"396","Bend5",19,1,"turquoise"
"397","Best1",7,10,"purple"
"398","BEX1",6,1,"turquoise"
"399","BEX2",106,1,"turquoise"
"400","Bex3",25,1,"turquoise"
"401","Bex5",10,1,"turquoise"
"402","Bhlhb9",81,2,"blue"
"403","Bhlhe40",73,13,"salmon"
"404","Bicral",71,11,"greenyellow"
"405","Birc3",17,3,"brown"
"406","Birc6",76,4,"yellow"
"407","Blcap",24,6,"red"
"408","Bloc1s1",126,1,"turquoise"
"409","Bmpr1b",10,4,"yellow"
"410","Bmpr2",3,5,"green"
"411","Bms1",14,4,"yellow"
"412","Bmt2",50,4,"yellow"
"413","Bnip3",62,1,"turquoise"
"414","Bnip3l",48,8,"pink"
"415","Bod1l1",57,4,"yellow"
"416","Bop1",21,0,"grey"
"417","Borcs5",5,1,"turquoise"
"418","Bphl",26,1,"turquoise"
"419","Bpnt1",4,1,"turquoise"
"420","Bptf",185,4,"yellow"
"421","Braf",30,5,"green"
"422","Brap",12,8,"pink"
"423","Brcc3",11,1,"turquoise"
"424","Brd1",72,4,"yellow"
"425","Brd3",106,4,"yellow"
"426","BRD3OS_containing",17,1,"turquoise"
"427","Brd4",3,16,"lightcyan"
"428","Brd9",66,1,"turquoise"
"429","Brf1",102,1,"turquoise"
"430","Bri3",3,1,"turquoise"
"431","Brinp1",13,1,"turquoise"
"432","Brk1",26,1,"turquoise"
"433","Brpf1",6,3,"brown"
"434","Brwd1",4,5,"green"
"435","Brwd3",4,4,"yellow"
"436","Bscl2",161,1,"turquoise"
"437","Bsdc1",25,6,"red"
"438","Bsg",51,1,"turquoise"
"439","Bsn",79,2,"blue"
"440","Btaf1",33,4,"yellow"
"441","BTBD11_like",5,2,"blue"
"442","Btbd2",10,1,"turquoise"
"443","Btbd7",54,4,"yellow"
"444","BTBD7_containing_G27229",143,3,"brown"
"445","Btf3",22,1,"turquoise"
"446","BTF3_G33971",4,1,"turquoise"
"447","Btf3l4",14,8,"pink"
"448","BTF3L4_like",134,1,"turquoise"
"449","Btg1",24,3,"brown"
"450","Btrc",97,2,"blue"
"451","Bub3",21,1,"turquoise"
"452","Bud13",196,3,"brown"
"453","Bud23",75,1,"turquoise"
"454","Bzw1",23,8,"pink"
"455","BZW1_gene16941",18,2,"blue"
"456","C1qbp",68,1,"turquoise"
"457","C1qtnf5",21,14,"cyan"
"458","Ca2",41,14,"cyan"
"459","CABCOCO1_like",8,22,"darkgreen"
"460","Cabp1",8,1,"turquoise"
"461","Cacna1b",15,25,"orange"
"462","Cacna1c",4,25,"orange"
"463","CACNA1C_containing_G25763",2,10,"purple"
"464","Cacna1i",4,16,"lightcyan"
"465","Cacna2d1",3,18,"lightgreen"
"466","Cacna2d2",9,2,"blue"
"467","Cacnb4",25,2,"blue"
"468","CACNG2_containing",3,6,"red"
"469","Cacng3",38,6,"red"
"470","Cacul1",36,4,"yellow"
"471","Cacybp",3,1,"turquoise"
"472","Cadm2",39,2,"blue"
"473","Cadm3",8,6,"red"
"474","Cadm4",14,1,"turquoise"
"475","Cadps",52,2,"blue"
"476","Calb2",2,1,"turquoise"
"477","CALM1_like",3,6,"red"
"478","Calm2",21,1,"turquoise"
"479","Caly",40,0,"grey"
"480","Camk1d",8,2,"blue"
"481","Camk2b",28,2,"blue"
"482","Camk2d",25,2,"blue"
"483","Camk2g",5,13,"salmon"
"484","CAMK2G_like",7,1,"turquoise"
"485","CAMK2N2",4,1,"turquoise"
"486","Camlg",5,0,"grey"
"487","Camta1",53,2,"blue"
"488","Cand1",18,2,"blue"
"489","Cant1",56,6,"red"
"490","Canx",40,8,"pink"
"491","Cap1",21,1,"turquoise"
"492","Capn7",2,8,"pink"
"493","Capns1",77,1,"turquoise"
"494","Caprin1",75,2,"blue"
"495","Capza1",10,16,"lightcyan"
"496","Capza2",68,1,"turquoise"
"497","Capzb",234,1,"turquoise"
"498","Carhsp1",10,9,"magenta"
"499","CARMN_containing",28,3,"brown"
"500","Carns1",4,1,"turquoise"
"501","Casc3",6,2,"blue"
"502","Cask",10,2,"blue"
"503","Casp8ap2",90,4,"yellow"
"504","Cast",4,13,"salmon"
"505","Cbfa2t2",101,2,"blue"
"506","Cbl",114,4,"yellow"
"507","Cbll1",67,4,"yellow"
"508","Cbx3",10,1,"turquoise"
"509","Cbx5",7,18,"lightgreen"
"510","Cc2d1a",6,1,"turquoise"
"511","Ccar2",5,1,"turquoise"
"512","Ccdc114",42,14,"cyan"
"513","Ccdc115",111,1,"turquoise"
"514","Ccdc117",156,3,"brown"
"515","Ccdc124",5,1,"turquoise"
"516","Ccdc136",25,1,"turquoise"
"517","Ccdc141",4,11,"greenyellow"
"518","Ccdc159",2,10,"purple"
"519","Ccdc167",34,1,"turquoise"
"520","Ccdc168",3,11,"greenyellow"
"521","Ccdc17",3,1,"turquoise"
"522","Ccdc186",7,4,"yellow"
"523","Ccdc25",19,1,"turquoise"
"524","Ccdc32",7,1,"turquoise"
"525","Ccdc47",21,8,"pink"
"526","Ccdc88a",4,5,"green"
"527","Ccdc92",54,1,"turquoise"
"528","Ccdc93",75,4,"yellow"
"529","Cckbr",42,6,"red"
"530","Ccm2",43,1,"turquoise"
"531","Ccng2",93,3,"brown"
"532","Ccnl1",9,1,"turquoise"
"533","Ccnl2",3,7,"black"
"534","Ccnt1",23,4,"yellow"
"535","Ccnt2",75,4,"yellow"
"536","Ccp110",95,4,"yellow"
"537","Ccser2",121,2,"blue"
"538","Cct3",13,1,"turquoise"
"539","Cct5",5,0,"grey"
"540","Cct7",11,1,"turquoise"
"541","Cct8",11,0,"grey"
"542","Ccz1",12,1,"turquoise"
"543","Cd109",6,5,"green"
"544","Cd200",7,8,"pink"
"545","Cd2bp2",7,0,"grey"
"546","Cd46",21,11,"greenyellow"
"547","Cd47",26,2,"blue"
"548","Cd63",10,0,"grey"
"549","Cd81",17,1,"turquoise"
"550","Cd83",107,6,"red"
"551","Cd84",23,3,"brown"
"552","Cd99l2",5,6,"red"
"553","Cdc123",9,1,"turquoise"
"554","Cdc27",37,2,"blue"
"555","Cdc37",288,1,"turquoise"
"556","Cdc40",19,4,"yellow"
"557","Cdc42",28,1,"turquoise"
"558","Cdc42bpa",43,2,"blue"
"559","Cdc42ep3",18,4,"yellow"
"560","Cdh18",3,6,"red"
"561","Cdh20",50,3,"brown"
"562","Cdh3",15,14,"cyan"
"563","Cdh7",56,2,"blue"
"564","Cdip1",158,6,"red"
"565","Cdipt",47,0,"grey"
"566","Cdk12",79,4,"yellow"
"567","Cdk13",14,4,"yellow"
"568","Cdk14",118,2,"blue"
"569","CDK14_like",2,6,"red"
"570","Cdk16",2,9,"magenta"
"571","Cdk17",3,4,"yellow"
"572","Cdk5",130,1,"turquoise"
"573","Cdk5r1",3,6,"red"
"574","CDK5R1",69,2,"blue"
"575","Cdk5r2",9,0,"grey"
"576","Cdk5rap3",22,1,"turquoise"
"577","Cdk9",10,1,"turquoise"
"578","Cdkal1",3,1,"turquoise"
"579","Cdr2",36,14,"cyan"
"580","Cds2",5,2,"blue"
"581","Cdyl2",6,16,"lightcyan"
"582","Cebpa",2,3,"brown"
"583","CECR2",133,11,"greenyellow"
"584","Celf2",3,16,"lightcyan"
"585","CELF4_gene8911",12,2,"blue"
"586","Celsr2",5,2,"blue"
"587","Celsr3",5,25,"orange"
"588","Cend1",189,6,"red"
"589","Cep112",7,13,"salmon"
"590","Cep126",35,2,"blue"
"591","Cep135",5,11,"greenyellow"
"592","Cep170",118,4,"yellow"
"593","Cep192",21,4,"yellow"
"594","Cep295",23,5,"green"
"595","Cep350",194,4,"yellow"
"596","Cep85l",4,5,"green"
"597","Cers6",55,2,"blue"
"598","Cetn2",26,1,"turquoise"
"599","Cetn3",6,1,"turquoise"
"600","Cfap126",43,14,"cyan"
"601","Cfap36",8,1,"turquoise"
"602","Cfap44",35,14,"cyan"
"603","Cfap46",4,14,"cyan"
"604","Cfap73",5,14,"cyan"
"605","Cfdp1",11,1,"turquoise"
"606","Cfl1",193,1,"turquoise"
"607","Cfp",80,3,"brown"
"608","Cgn",3,14,"cyan"
"609","Cgnl1",49,14,"cyan"
"610","Cgref1",7,6,"red"
"611","Cgrrf1",4,1,"turquoise"
"612","Champ1",82,4,"yellow"
"613","Chchd10",56,1,"turquoise"
"614","Chchd2",87,1,"turquoise"
"615","Chchd5",6,1,"turquoise"
"616","Chd1",23,4,"yellow"
"617","Chd2",3,4,"yellow"
"618","Chd6",111,2,"blue"
"619","Chd9",9,5,"green"
"620","Chfr",110,3,"brown"
"621","Chga",117,1,"turquoise"
"622","Chgb",5,6,"red"
"623","Chic1",48,4,"yellow"
"624","Chid1",192,1,"turquoise"
"625","Chl1",52,2,"blue"
"626","Chm",1,2,"blue"
"627","Chmp1a",3,1,"turquoise"
"628","Chmp1b",17,1,"turquoise"
"629","Chmp2a",79,1,"turquoise"
"630","Chmp3",13,1,"turquoise"
"631","Chmp4b",20,1,"turquoise"
"632","Chmp6",5,0,"grey"
"633","Chordc1",25,4,"yellow"
"634","Chpf",52,6,"red"
"635","Chpf2",39,8,"pink"
"636","Chrm2",75,2,"blue"
"637","Chrnb2",74,6,"red"
"638","Chst10",142,1,"turquoise"
"639","Chst2",5,10,"purple"
"640","Ciapin1",35,0,"grey"
"641","Ciart",16,13,"salmon"
"642","Cib1",9,1,"turquoise"
"643","Cib2",5,1,"turquoise"
"644","Cirbp",48,1,"turquoise"
"645","Cisd2",2,23,"darkturquoise"
"646","Cit",17,5,"green"
"647","Cited2",52,3,"brown"
"648","Ciz1",6,10,"purple"
"649","Ckap4",22,0,"grey"
"650","Ckap5",6,2,"blue"
"651","Ckb",35,1,"turquoise"
"652","Ckmt1a",15,1,"turquoise"
"653","Clasp2",3,2,"blue"
"654","Clasrp",3,1,"turquoise"
"655","Clcn7",4,6,"red"
"656","Cldn1",53,14,"cyan"
"657","Cldn11",4,9,"magenta"
"658","Cldn12",41,4,"yellow"
"659","Clec2l",138,1,"turquoise"
"660","Clic6",25,14,"cyan"
"661","Clint1",3,17,"grey60"
"662","Clip1",4,5,"green"
"663","Clip3",13,6,"red"
"664","Clk1",181,3,"brown"
"665","Clk4",243,3,"brown"
"666","Clns1a",22,1,"turquoise"
"667","Clock",31,4,"yellow"
"668","Clp1",81,3,"brown"
"669","Clpb",13,6,"red"
"670","Clpp",30,0,"grey"
"671","Clptm1",78,6,"red"
"672","Clptm1l",37,1,"turquoise"
"673","Clpx",3,2,"blue"
"674","Clstn1",18,6,"red"
"675","Clstn2",102,2,"blue"
"676","Clstn3",21,6,"red"
"677","Clta",50,0,"grey"
"678","Cltb",260,1,"turquoise"
"679","Cltc",80,8,"pink"
"680","Clu",13,9,"magenta"
"681","Cluh",29,2,"blue"
"682","Cmip",9,6,"red"
"683","Cmss1",23,1,"turquoise"
"684","Cmtm4",23,2,"blue"
"685","Cmtm5",3,9,"magenta"
"686","Cmtm7",8,7,"black"
"687","Cmya5",12,11,"greenyellow"
"688","Cnbp",26,1,"turquoise"
"689","Cnnm1",13,2,"blue"
"690","Cnnm3",6,16,"lightcyan"
"691","Cnnm4",29,4,"yellow"
"692","Cnot1",3,5,"green"
"693","Cnot4",7,3,"brown"
"694","Cnot7",5,8,"pink"
"695","Cnp",4,22,"darkgreen"
"696","Cnpy2",3,1,"turquoise"
"697","Cnpy3",22,1,"turquoise"
"698","Cnrip1",13,0,"grey"
"699","Cntn1",75,5,"green"
"700","Cntn4",17,2,"blue"
"701","Cntn5",5,2,"blue"
"702","Cntnap2",75,2,"blue"
"703","Cntnap5",37,2,"blue"
"704","Cntrl",3,11,"greenyellow"
"705","Cntrob",101,3,"brown"
"706","Cog2",4,3,"brown"
"707","Cog3",36,4,"yellow"
"708","Cog6",8,8,"pink"
"709","Cog7",50,1,"turquoise"
"710","Col16a1",7,10,"purple"
"711","Col22a1",9,14,"cyan"
"712","Col2a1",3,7,"black"
"713","Col4a2",6,10,"purple"
"714","Col4a3bp",44,5,"green"
"715","Col4a6",9,14,"cyan"
"716","Col5a2",15,7,"black"
"717","Col9a2",2,1,"turquoise"
"718","Colca2",8,9,"magenta"
"719","Commd3",3,1,"turquoise"
"720","Commd4",45,1,"turquoise"
"721","Commd6",3,1,"turquoise"
"722","Copa",4,1,"turquoise"
"723","Copb2",50,8,"pink"
"724","Cope",29,1,"turquoise"
"725","Copg1",232,6,"red"
"726","Coprs",77,1,"turquoise"
"727","Cops4",8,1,"turquoise"
"728","Cops6",34,1,"turquoise"
"729","Cops8",205,1,"turquoise"
"730","Cops9",6,1,"turquoise"
"731","Coq10a",4,1,"turquoise"
"732","Coq10b",7,3,"brown"
"733","Coq7",3,1,"turquoise"
"734","Coq8b",28,1,"turquoise"
"735","Coro1b",218,1,"turquoise"
"736","Coro1c",15,8,"pink"
"737","Coro2b",2,10,"purple"
"738","Coro6",7,10,"purple"
